,PARID,"2021 BOR Final 
Assessed Value","2022 CCAO Initial 
Assessed Value",$ Difference,% Difference2,Class,Township,ADDRESS,geo_address,geocoded,lat,lon
406,17062270840000,"534,070","650,681","-116,611",-0.22,3-91,West Chicago,1846 W DIVISION ST,"1846 W DIVISION ST Cook County, IL","(41.903536, -87.67406299999999)",41.903536,-87.67406299999999
407,17092050260000,"246,625","358,715","-112,090",-0.45,3-91,North Chicago,736 N DEARBORN ST,"736 N DEARBORN ST Cook County, IL","(41.895961, -87.63006299999999)",41.895961,-87.63006299999999
408,17082070140000,"1,202,117","1,312,875","-110,758",-0.09,3-91,West Chicago,732 N MORGAN ST,"732 N MORGAN ST Cook County, IL","(41.8954297, -87.65294689999999)",41.8954297,-87.65294689999999
409,17092050250000,"257,142","366,536","-109,394",-0.43,3-91,North Chicago,738 N DEARBORN ST,"738 N DEARBORN ST Cook County, IL","(41.89603, -87.63006299999999)",41.89603,-87.63006299999999
410,17102030040000,"1,225,878","1,335,012","-109,134",-0.09,5-91,North Chicago,221 E ERIE ST,"221 E ERIE ST Cook County, IL","(41.894002, -87.621813)",41.894002,-87.621813
411,14303050110000,"389,832","495,784","-105,952",-0.27,5-97,West Chicago,2645 N JONES ST,"2645 N JONES ST Cook County, IL","(41.92953019999999, -87.68743119999999)",41.92953019999999,-87.68743119999999
412,17044480300000,"907,879","1,013,602","-105,723",-0.12,3-91,North Chicago,829 W CHESTNUT ST,"829 W CHESTNUT ST Cook County, IL","(41.8975509, -87.6324199)",41.8975509,-87.6324199
413,17181260060000,"129,468","232,977","-103,509",-0.80,3-91,West Chicago,300 S DAMEN AVE,"300 S DAMEN AVE Cook County, IL","(41.8768313, -87.67704619999999)",41.8768313,-87.67704619999999
414,17044420420000,"490,391","593,159","-102,768",-0.21,3-97,North Chicago,18 W TOOKER PL,"18 W TOOKER PL Cook County, IL","(41.89857569999999, -87.629048)",41.89857569999999,-87.629048
415,14303050220000,"402,805","504,953","-102,148",-0.25,5-97,West Chicago,2334 N HUMBOLDT BLVD,"2334 N HUMBOLDT BLVD Cook County, IL","(41.92983479999999, -87.68674829999999)",41.92983479999999,-87.68674829999999
416,17093310130000,"329,033","431,154","-102,121",-0.31,3-91,West Chicago,123 N DESPLAINES ST,"123 N DESPLAINES ST Cook County, IL","(41.8836125, -87.6438774)",41.8836125,-87.6438774
417,17093310110000,"313,292","415,413","-102,121",-0.33,3-91,West Chicago,123 N DESPLAINES ST,"123 N DESPLAINES ST Cook County, IL","(41.8836125, -87.6438774)",41.8836125,-87.6438774
418,17094190080000,"874,683","974,776","-100,093",-0.11,3-91,South Chicago,111 W WACKER DR,"111 W WACKER DR Cook County, IL","(41.8865939, -87.63140659999999)",41.8865939,-87.63140659999999
419,17094190040000,"866,763","966,856","-100,093",-0.12,3-91,South Chicago,111 W WACKER DR,"111 W WACKER DR Cook County, IL","(41.8865939, -87.63140659999999)",41.8865939,-87.63140659999999
420,17162450380000,"66,427","166,038","-99,611",-1.50,5-29,South Chicago,538 S DEARBORN ST,"538 S DEARBORN ST Cook County, IL","(41.8749741, -87.6294871)",41.8749741,-87.6294871
421,17044110100000,"178,929","274,222","-95,293",-0.53,3-97,North Chicago,1120 N LA SALLE ST,"1120 N LA SALLE ST Cook County, IL","(41.90253939999999, -87.6331263)",41.90253939999999,-87.6331263
422,17044480090000,"427,312","517,104","-89,792",-0.21,3-97,North Chicago,815 N LA SALLE ST,"815 N LA SALLE ST Cook County, IL","(41.8972466, -87.632279)",41.8972466,-87.632279
423,17151010100000,"3,470,580","3,559,404","-88,824",-0.03,7-48,South Chicago,12 S MICHIGAN AVE,"12 S MICHIGAN AVE Cook County, IL","(41.8816433, -87.625001)",41.8816433,-87.625001
424,17221040080000,"2,058,861","2,144,861","-86,000",-0.04,3-91,South Chicago,1329 S WABASH AVE,"1329 S WABASH AVE Cook County, IL","(41.8649891, -87.6252743)",41.8649891,-87.6252743
425,17172310080000,"197,947","281,487","-83,540",-0.42,3-91,West Chicago,1035 W VAN BUREN ST,"1035 W VAN BUREN ST Cook County, IL","(41.876299, -87.6537208)",41.876299,-87.6537208
426,17172310070000,"197,647","281,187","-83,540",-0.42,3-91,West Chicago,1035 W VAN BUREN ST,"1035 W VAN BUREN ST Cook County, IL","(41.876299, -87.6537208)",41.876299,-87.6537208
427,17043030100000,"3,755,591","3,836,755","-81,164",-0.02,3-91,North Chicago,1155 N HOWE ST,"1155 N HOWE ST Cook County, IL","(41.9032258, -87.644364)",41.9032258,-87.644364
428,17062320560000,"291,136","371,908","-80,772",-0.28,5-97,West Chicago,1300 N ASHLAND AVE,"1300 N ASHLAND AVE Cook County, IL","(41.9052318, -87.66905179999999)",41.9052318,-87.66905179999999
429,17044480130000,"298,295","378,813","-80,518",-0.27,3-91,North Chicago,801 N LA SALLE ST,"801 N LA SALLE ST Cook County, IL","(41.8968603, -87.6324216)",41.8968603,-87.6324216
430,17082070110000,"845,787","924,900","-79,113",-0.09,3-91,West Chicago,733 N CARPENTER ST,"733 N CARPENTER ST Cook County, IL","(41.8953138, -87.65337009999999)",41.8953138,-87.65337009999999
431,17094510450000,"261,523","338,244","-76,721",-0.29,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
432,17062320530000,"304,876","380,988","-76,112",-0.25,7-97,West Chicago,0  UNKNOWN ,"0  UNKNOWN  Cook County, IL","(41.7376587, -87.697554)",41.7376587,-87.697554
433,17044480080000,"756,593","831,658","-75,065",-0.10,3-97,North Chicago,821 N LA SALLE ST,"821 N LA SALLE ST Cook County, IL","(41.8973725, -87.6323577)",41.8973725,-87.6323577
434,17091020290000,"210,987","285,028","-74,041",-0.35,3-91,West Chicago,710 W GRAND AVE,"710 W GRAND AVE Cook County, IL","(41.8915477, -87.64643749999999)",41.8915477,-87.64643749999999
435,17082430160000,"536,036","609,881","-73,845",-0.14,3-91,West Chicago,504 N GREEN ST,"504 N GREEN ST Cook County, IL","(41.8914884, -87.6489634)",41.8914884,-87.6489634
436,17082430150000,"536,030","609,875","-73,845",-0.14,3-91,West Chicago,504 N GREEN ST,"504 N GREEN ST Cook County, IL","(41.8914884, -87.6489634)",41.8914884,-87.6489634
437,17082430180000,"535,493","609,338","-73,845",-0.14,3-91,West Chicago,504 N GREEN ST,"504 N GREEN ST Cook County, IL","(41.8914884, -87.6489634)",41.8914884,-87.6489634
438,17162200040000,"409,729","483,351","-73,622",-0.18,7-92B,South Chicago,208 S LA SALLE ST,"208 S LA SALLE ST Cook County, IL","(41.8789847, -87.6324459)",41.8789847,-87.6324459
439,17162010080000,"1,193,006","1,260,905","-67,899",-0.06,5-91,South Chicago,25 S WACKER DR,"25 S WACKER DR Cook County, IL","(41.88118559999999, -87.6364724)",41.88118559999999,-87.6364724
440,17162010090000,"1,193,006","1,260,905","-67,899",-0.06,5-91,South Chicago,33 S WACKER DR,"33 S WACKER DR Cook County, IL","(41.8791511, -87.6370846)",41.8791511,-87.6370846
441,17162010170000,"822,619","890,518","-67,899",-0.08,5-91,South Chicago,77 S WACKER DR,"77 S WACKER DR Cook County, IL","(41.8808943, -87.63617649999999)",41.8808943,-87.63617649999999
442,14324040210000,"3,309,020","3,375,983","-66,963",-0.02,5-91,North Chicago,1030 N KINGSBURY ST,"1030 N KINGSBURY ST Cook County, IL","(41.9004711, -87.6456455)",41.9004711,-87.6456455
443,17104000380000,"100,356","166,429","-66,073",-0.66,5-97,South Chicago,400 E SOUTH WATER ST,"400 E SOUTH WATER ST Cook County, IL","(41.8866104, -87.6166818)",41.8866104,-87.6166818
444,17041120630000,"482,551","548,341","-65,790",-0.14,3-97,North Chicago,1457 N HALSTED ST,"1457 N HALSTED ST Cook County, IL","(41.908002, -87.64785289999999)",41.908002,-87.64785289999999
445,13362150360000,"373,110","438,845","-65,735",-0.18,3-91,West Chicago,2223 N MILWAUKEE AVE,"2223 N MILWAUKEE AVE Cook County, IL","(41.921445, -87.694355)",41.921445,-87.694355
446,17082070210000,"660,431","723,721","-63,290",-0.10,3-91,West Chicago,736 N MORGAN ST,"736 N MORGAN ST Cook County, IL","(41.8957063, -87.65298779999999)",41.8957063,-87.65298779999999
447,17171170050000,"203,675","265,747","-62,072",-0.30,3-91,West Chicago,1243 W JACKSON BLVD,"1243 W JACKSON BLVD Cook County, IL","(41.8776162, -87.6585702)",41.8776162,-87.6585702
448,17171170060000,"203,675","265,747","-62,072",-0.30,3-91,West Chicago,1239 W JACKSON BLVD,"1239 W JACKSON BLVD Cook County, IL","(41.8774352, -87.6584656)",41.8774352,-87.6584656
449,17171170070000,"203,675","265,747","-62,072",-0.30,3-91,West Chicago,1235 W JACKSON BLVD,"1235 W JACKSON BLVD Cook County, IL","(41.8774392, -87.6583746)",41.8774392,-87.6583746
450,17171170080000,"203,675","265,747","-62,072",-0.30,3-91,West Chicago,1233 W JACKSON BLVD,"1233 W JACKSON BLVD Cook County, IL","(41.8774402, -87.6582816)",41.8774402,-87.6582816
451,17171170090000,"203,675","265,747","-62,072",-0.30,3-91,West Chicago,1229 W JACKSON BLVD,"1229 W JACKSON BLVD Cook County, IL","(41.877441, -87.6582111)",41.877441,-87.6582111
452,17223160060000,"167,550","227,724","-60,174",-0.36,5-22,South Chicago,351 E 21ST ST,"351 E 21ST ST Cook County, IL","(41.8547539, -87.6185565)",41.8547539,-87.6185565
453,17104000390000,"89,934","148,961","-59,027",-0.66,5-97,South Chicago,400 E SOUTH WATER ST,"400 E SOUTH WATER ST Cook County, IL","(41.8866104, -87.6166818)",41.8866104,-87.6166818
454,17062320540000,"234,722","293,240","-58,518",-0.25,7-97,West Chicago,0  UNKNOWN ,"0  UNKNOWN  Cook County, IL","(41.7376587, -87.697554)",41.7376587,-87.697554
455,17153060150000,"176,515","234,272","-57,757",-0.33,5-17,South Chicago,1011 S STATE ST,"1011 S STATE ST Cook County, IL","(41.8696125, -87.62709679999999)",41.8696125,-87.62709679999999
456,17091030070000,"208,823","265,960","-57,137",-0.27,5-91,West Chicago,630 W LAKE ST,"630 W LAKE ST Cook County, IL","(41.8859182, -87.6440654)",41.8859182,-87.6440654
457,17082070200000,"587,814","643,193","-55,379",-0.09,3-91,West Chicago,1031 W CHICAGO AVE,"1031 W CHICAGO AVE Cook County, IL","(41.896024, -87.65341099999999)",41.896024,-87.65341099999999
458,17082070150000,"586,098","641,477","-55,379",-0.09,3-91,West Chicago,729 N MILWAUKEE AVE,"729 N MILWAUKEE AVE Cook County, IL","(41.8950267, -87.65318570000001)",41.8950267,-87.65318570000001
459,17032230350000,"84,254","139,507","-55,253",-0.66,3-91,North Chicago,1 E CHESTNUT ST,"1 E CHESTNUT ST Cook County, IL","(41.8981177, -87.6278774)",41.8981177,-87.6278774
460,17032230330000,"82,701","137,954","-55,253",-0.67,3-91,North Chicago,1 E CHESTNUT ST,"1 E CHESTNUT ST Cook County, IL","(41.8981177, -87.6278774)",41.8981177,-87.6278774
461,14303050230000,"236,479","291,062","-54,583",-0.23,5-97,West Chicago,2692 N HOLLY AVE,"2692 N HOLLY AVE Cook County, IL","(41.9300651, -87.6870163)",41.9300651,-87.6870163
462,17181260070000,"67,187","119,007","-51,820",-0.77,3-91,West Chicago,300 S DAMEN AVE,"300 S DAMEN AVE Cook County, IL","(41.8768313, -87.67704619999999)",41.8768313,-87.67704619999999
463,17221081020000,"283,614","335,247","-51,633",-0.18,3-97,South Chicago,0  UNKNOWN ,"0  UNKNOWN  Cook County, IL","(41.7376587, -87.697554)",41.7376587,-87.697554
464,17101120120000,"383,671","433,750","-50,079",-0.13,5-29,North Chicago,58 E ONTARIO ST,"58 E ONTARIO ST Cook County, IL","(41.8934183, -87.62571109999999)",41.8934183,-87.62571109999999
465,17103070100000,"411,718","461,359","-49,641",-0.12,5-91,South Chicago,151 N MICHIGAN AVE,"151 N MICHIGAN AVE Cook County, IL","(41.8850831, -87.62417719999999)",41.8850831,-87.62417719999999
466,17042120010000,"779,717","828,744","-49,027",-0.06,3-91,North Chicago,1367 N SEDGWICK ST,"1367 N SEDGWICK ST Cook County, IL","(41.907511, -87.638277)",41.907511,-87.638277
467,17092270320000,"294,049","342,487","-48,438",-0.16,5-28,North Chicago,635 N DEARBORN ST,"635 N DEARBORN ST Cook County, IL","(41.89351629999999, -87.6293196)",41.89351629999999,-87.6293196
468,17082070230000,"502,998","550,466","-47,468",-0.09,3-91,West Chicago,736 N MORGAN ST,"736 N MORGAN ST Cook County, IL","(41.8957063, -87.65298779999999)",41.8957063,-87.65298779999999
469,17082070120000,"505,849","553,316","-47,467",-0.09,3-91,West Chicago,724 N MORGAN ST,"724 N MORGAN ST Cook County, IL","(41.895363, -87.6531607)",41.895363,-87.6531607
470,17162200030000,"276,134","322,370","-46,236",-0.17,7-29B,South Chicago,208 S LA SALLE ST,"208 S LA SALLE ST Cook County, IL","(41.8789847, -87.6324459)",41.8789847,-87.6324459
471,17171140350000,"473,226","517,380","-44,154",-0.09,3-91,West Chicago,1500 W VAN BUREN ST,"1500 W VAN BUREN ST Cook County, IL","(41.8766778, -87.66466750000001)",41.8766778,-87.66466750000001
472,17041120620000,"321,986","365,894","-43,908",-0.14,3-97,North Chicago,1457 N HALSTED ST,"1457 N HALSTED ST Cook County, IL","(41.908002, -87.64785289999999)",41.908002,-87.64785289999999
473,17094510510000,"415,692","459,153","-43,461",-0.10,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
474,14303050120000,"146,237","187,471","-41,234",-0.28,5-97,West Chicago,2643 N JONES ST,"2643 N JONES ST Cook County, IL","(41.92946999999999, -87.686942)",41.92946999999999,-87.686942
475,17082070020000,"432,110","473,028","-40,918",-0.09,3-91,West Chicago,1013 W CHICAGO AVE,"1013 W CHICAGO AVE Cook County, IL","(41.895981, -87.653269)",41.895981,-87.653269
476,17044110090000,"102,889","143,729","-40,840",-0.40,3-97,North Chicago,1120 N LA SALLE ST,"1120 N LA SALLE ST Cook County, IL","(41.90253939999999, -87.6331263)",41.90253939999999,-87.6331263
477,17044110120000,"102,889","143,729","-40,840",-0.40,3-97,North Chicago,1120 N LA SALLE ST,"1120 N LA SALLE ST Cook County, IL","(41.90253939999999, -87.6331263)",41.90253939999999,-87.6331263
478,17044110080000,"95,369","136,209","-40,840",-0.43,3-97,North Chicago,1120 N LA SALLE ST,"1120 N LA SALLE ST Cook County, IL","(41.90253939999999, -87.6331263)",41.90253939999999,-87.6331263
479,17044110110000,"95,369","136,209","-40,840",-0.43,3-97,North Chicago,1120 N LA SALLE ST,"1120 N LA SALLE ST Cook County, IL","(41.90253939999999, -87.6331263)",41.90253939999999,-87.6331263
480,17044110060000,"84,477","125,309","-40,832",-0.48,3-97,North Chicago,1120 N LA SALLE ST,"1120 N LA SALLE ST Cook County, IL","(41.90253939999999, -87.6331263)",41.90253939999999,-87.6331263
481,17221040070000,"926,734","965,286","-38,552",-0.04,3-91,South Chicago,1329 S WABASH AVE,"1329 S WABASH AVE Cook County, IL","(41.8649891, -87.6252743)",41.8649891,-87.6252743
482,17221040090000,"926,449","965,001","-38,552",-0.04,3-91,South Chicago,1333 S WABASH AVE,"1333 S WABASH AVE Cook County, IL","(41.864784, -87.62547459999999)",41.864784,-87.62547459999999
483,17091020220000,"106,484","143,504","-37,020",-0.35,3-91,West Chicago,710 W GRAND AVE,"710 W GRAND AVE Cook County, IL","(41.8915477, -87.64643749999999)",41.8915477,-87.64643749999999
484,17091020230000,"106,484","143,504","-37,020",-0.35,3-91,West Chicago,710 W GRAND AVE,"710 W GRAND AVE Cook County, IL","(41.8915477, -87.64643749999999)",41.8915477,-87.64643749999999
485,17091020240000,"106,124","143,144","-37,020",-0.35,3-91,West Chicago,710 W GRAND AVE,"710 W GRAND AVE Cook County, IL","(41.8915477, -87.64643749999999)",41.8915477,-87.64643749999999
486,17091020250000,"105,404","142,424","-37,020",-0.35,3-91,West Chicago,710 W GRAND AVE,"710 W GRAND AVE Cook County, IL","(41.8915477, -87.64643749999999)",41.8915477,-87.64643749999999
487,17044480070000,"345,524","379,539","-34,015",-0.10,3-97,North Chicago,827 N LA SALLE ST,"827 N LA SALLE ST Cook County, IL","(41.8974653, -87.632358)",41.8974653,-87.632358
488,13362150350000,"184,162","217,030","-32,868",-0.18,3-91,West Chicago,2229 N MILWAUKEE AVE,"2229 N MILWAUKEE AVE Cook County, IL","(41.92154, -87.69449000000002)",41.92154,-87.69449000000002
489,13362150370000,"183,422","216,290","-32,868",-0.18,3-91,West Chicago,2221 N MILWAUKEE AVE,"2221 N MILWAUKEE AVE Cook County, IL","(41.921361, -87.694211)",41.921361,-87.694211
490,13362150380000,"183,422","216,290","-32,868",-0.18,3-91,West Chicago,2217 N MILWAUKEE AVE,"2217 N MILWAUKEE AVE Cook County, IL","(41.92132, -87.69413999999999)",41.92132,-87.69413999999999
491,13362150390000,"183,422","216,290","-32,868",-0.18,3-91,West Chicago,2215 N MILWAUKEE AVE,"2215 N MILWAUKEE AVE Cook County, IL","(41.92127, -87.69407)",41.92127,-87.69407
492,17101120160000,"135,383","167,330","-31,947",-0.24,5-29,North Chicago,58 E ONTARIO ST,"58 E ONTARIO ST Cook County, IL","(41.8934183, -87.62571109999999)",41.8934183,-87.62571109999999
493,17082070190000,"341,523","373,168","-31,645",-0.09,3-91,West Chicago,745 N CARPENTER ST,"745 N CARPENTER ST Cook County, IL","(41.8955474, -87.65374039999999)",41.8955474,-87.65374039999999
494,17082070130000,"339,051","370,696","-31,645",-0.09,3-91,West Chicago,718 N MORGAN ST,"718 N MORGAN ST Cook County, IL","(41.8951974, -87.65314190000001)",41.8951974,-87.65314190000001
495,17082070060000,"334,833","366,478","-31,645",-0.09,3-91,West Chicago,741 N CARPENTER ST,"741 N CARPENTER ST Cook County, IL","(41.8957047, -87.6532076)",41.8957047,-87.6532076
496,17171170020000,"104,550","135,586","-31,036",-0.30,3-91,West Chicago,1251 W JACKSON BLVD,"1251 W JACKSON BLVD Cook County, IL","(41.8775032, -87.6589296)",41.8775032,-87.6589296
497,17171170030000,"104,550","135,586","-31,036",-0.30,3-91,West Chicago,1249 W JACKSON BLVD,"1249 W JACKSON BLVD Cook County, IL","(41.8775052, -87.65883660000001)",41.8775052,-87.65883660000001
498,17044480100000,"172,191","202,122","-29,931",-0.17,3-97,North Chicago,813 N LA SALLE ST,"813 N LA SALLE ST Cook County, IL","(41.897158, -87.63231499999999)",41.897158,-87.63231499999999
499,17151010080000,"1,103,293","1,131,343","-28,050",-0.03,7-48,South Chicago,71 E MADISON ST,"71 E MADISON ST Cook County, IL","(41.8818807, -87.6252323)",41.8818807,-87.6252323
500,17042120020000,"442,837","470,415","-27,578",-0.06,3-91,North Chicago,1365 N SEDGWICK ST,"1365 N SEDGWICK ST Cook County, IL","(41.9074189, -87.63804999999999)",41.9074189,-87.63804999999999
501,17042120040000,"441,836","469,414","-27,578",-0.06,3-91,North Chicago,1359 N SEDGWICK ST,"1359 N SEDGWICK ST Cook County, IL","(41.90728, -87.6380438)",41.90728,-87.6380438
502,17042120030000,"441,011","468,589","-27,578",-0.06,3-91,North Chicago,1361 N SEDGWICK ST,"1361 N SEDGWICK ST Cook County, IL","(41.9073489, -87.63804689999999)",41.9073489,-87.63804689999999
503,17032010540000,"128,345","153,331","-24,986",-0.19,3-91,North Chicago,68 E CEDAR ST,"68 E CEDAR ST Cook County, IL","(41.9026487, -87.6257148)",41.9026487,-87.6257148
504,17092390010000,"424,651","446,789","-22,138",-0.05,5-29,North Chicago,125 W OHIO ST,"125 W OHIO ST Cook County, IL","(41.89210629999999, -87.6320259)",41.89210629999999,-87.6320259
505,17223160030000,"108,621","130,283","-21,662",-0.20,5-22,South Chicago,351 E 21ST ST,"351 E 21ST ST Cook County, IL","(41.8547539, -87.6185565)",41.8547539,-87.6185565
506,17044480120000,"101,374","121,328","-19,954",-0.20,3-97,North Chicago,809 N LA SALLE ST,"809 N LA SALLE ST Cook County, IL","(41.8970354, -87.6324357)",41.8970354,-87.6324357
507,17044480110000,"100,835","120,788","-19,953",-0.20,3-97,North Chicago,811 N LA SALLE ST,"811 N LA SALLE ST Cook County, IL","(41.8970935, -87.6324336)",41.8970935,-87.6324336
508,17092270310000,"117,867","136,703","-18,836",-0.16,5-28,North Chicago,635 N DEARBORN ST,"635 N DEARBORN ST Cook County, IL","(41.89351629999999, -87.6293196)",41.89351629999999,-87.6293196
509,17092390050000,"284,090","302,668","-18,578",-0.07,5-29,North Chicago,113 W OHIO ST,"113 W OHIO ST Cook County, IL","(41.8921857, -87.6318478)",41.8921857,-87.6318478
510,17092390060000,"283,940","302,518","-18,578",-0.07,5-29,North Chicago,109 W OHIO ST,"109 W OHIO ST Cook County, IL","(41.8922033, -87.63170029999999)",41.8922033,-87.63170029999999
511,17092390020000,"258,990","277,568","-18,578",-0.07,5-29,North Chicago,121 W OHIO ST,"121 W OHIO ST Cook County, IL","(41.892181, -87.6321317)",41.892181,-87.6321317
512,17042120380000,"308,806","327,191","-18,385",-0.06,3-91,North Chicago,1357 N SEDGWICK ST,"1357 N SEDGWICK ST Cook County, IL","(41.907208, -87.63812399999999)",41.907208,-87.63812399999999
513,17162200050000,"109,573","127,926","-18,353",-0.17,7-29B,South Chicago,208 S LA SALLE ST,"208 S LA SALLE ST Cook County, IL","(41.8789847, -87.6324459)",41.8789847,-87.6324459
514,17092050290000,"70,114","88,346","-18,232",-0.26,3-91,North Chicago,750 W HUBBARD ST,"750 W HUBBARD ST Cook County, IL","(41.8902975, -87.6472989)",41.8902975,-87.6472989
515,17092050280000,"54,314","72,546","-18,232",-0.34,3-91,North Chicago,750 N DEARBORN ST,"750 N DEARBORN ST Cook County, IL","(41.8962865, -87.63028369999999)",41.8962865,-87.63028369999999
516,17043030010000,"801,099","818,492","-17,393",-0.02,3-91,North Chicago,625 W DIVISION ST,"625 W DIVISION ST Cook County, IL","(41.9029299, -87.6441632)",41.9029299,-87.6441632
517,17171140320000,"182,421","198,872","-16,451",-0.09,3-91,West Chicago,1524 W VAN BUREN ST,"1524 W VAN BUREN ST Cook County, IL","(41.8766687, -87.6653463)",41.8766687,-87.6653463
518,17102190570000,"27,337","42,432","-15,095",-0.55,3-97,North Chicago,455 N PARK DR,"455 N PARK DR Cook County, IL","(41.8897418, -87.6188507)",41.8897418,-87.6188507
519,17181260050000,"25,210","38,250","-13,040",-0.52,3-91,West Chicago,313 S SEELEY AVE,"313 S SEELEY AVE Cook County, IL","(41.876976, -87.677365)",41.876976,-87.677365
520,17062320570000,"48,713","61,551","-12,838",-0.26,5-97,West Chicago,1300 N ASHLAND AVE,"1300 N ASHLAND AVE Cook County, IL","(41.9052318, -87.66905179999999)",41.9052318,-87.66905179999999
521,17151000860000,"35,443","46,584","-11,141",-0.31,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
522,17092390030000,"140,337","149,998","-9,661",-0.07,5-29,North Chicago,119 W OHIO ST,"119 W OHIO ST Cook County, IL","(41.8921973, -87.63203229999999)",41.8921973,-87.63203229999999
523,17151000840000,"29,124","38,287","-9,163",-0.31,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
524,17041120700000,"66,076","75,070","-8,994",-0.14,3-97,North Chicago,1457 N HALSTED ST,"1457 N HALSTED ST Cook County, IL","(41.908002, -87.64785289999999)",41.908002,-87.64785289999999
525,17092390040000,"136,853","145,771","-8,918",-0.07,5-29,North Chicago,117 W OHIO ST,"117 W OHIO ST Cook County, IL","(41.8921993, -87.6319602)",41.8921993,-87.6319602
526,17171140340000,"88,298","96,521","-8,223",-0.09,3-91,West Chicago,1514 W VAN BUREN ST,"1514 W VAN BUREN ST Cook County, IL","(41.8766615, -87.6649467)",41.8766615,-87.6649467
527,17171140290000,"90,263","98,482","-8,219",-0.09,3-91,West Chicago,324 S LAFLIN ST,"324 S LAFLIN ST Cook County, IL","(41.8769, -87.6646662)",41.8769,-87.6646662
528,17094510490000,"75,435","83,508","-8,073",-0.11,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
529,14303040190000,"57,025","64,821","-7,796",-0.14,5-97,West Chicago,2350 N HOLLY AVE,"2350 N HOLLY AVE Cook County, IL","(41.9189598, -87.6703175)",41.9189598,-87.6703175
530,17151000850000,"21,942","28,855","-6,913",-0.32,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
531,17041120610000,"33,936","40,109","-6,173",-0.18,3-97,North Chicago,1457 N HALSTED ST,"1457 N HALSTED ST Cook County, IL","(41.908002, -87.64785289999999)",41.908002,-87.64785289999999
532,17094210150000,"115,013","121,086","-6,073",-0.05,5-90,South Chicago,150 W HADDOCK PL,"150 W HADDOCK PL Cook County, IL","(41.8862878, -87.63072129999999)",41.8862878,-87.63072129999999
533,17094210140000,"98,375","104,448","-6,073",-0.06,5-90,South Chicago,150 W HADDOCK PL,"150 W HADDOCK PL Cook County, IL","(41.8862878, -87.63072129999999)",41.8862878,-87.63072129999999
534,17221040060000,"143,587","149,518","-5,931",-0.04,3-91,South Chicago,1327 S WABASH AVE,"1327 S WABASH AVE Cook County, IL","(41.8650556, -87.62548729999999)",41.8650556,-87.62548729999999
535,17044420430000,"114,576","120,416","-5,840",-0.05,3-97,North Chicago,862 N STATE ST,"862 N STATE ST Cook County, IL","(41.8985429, -87.62857699999999)",41.8985429,-87.62857699999999
536,17044420150000,"51,162","57,001","-5,839",-0.11,3-97,North Chicago,858 N STATE ST,"858 N STATE ST Cook County, IL","(41.898484, -87.6284414)",41.898484,-87.6284414
537,17043030190000,"290,366","296,164","-5,798",-0.02,3-91,North Chicago,615 W DIVISION ST,"615 W DIVISION ST Cook County, IL","(41.9034686, -87.64400669999999)",41.9034686,-87.64400669999999
538,17043030020000,"283,166","288,964","-5,798",-0.02,3-91,North Chicago,623 W DIVISION ST,"623 W DIVISION ST Cook County, IL","(41.9034662, -87.6441175)",41.9034662,-87.6441175
539,17043030030000,"283,166","288,964","-5,798",-0.02,3-91,North Chicago,617 W DIVISION ST,"617 W DIVISION ST Cook County, IL","(41.903584, -87.6446785)",41.903584,-87.6446785
540,17044110310000,"224,576","229,877","-5,301",-0.02,3-97,North Chicago,300 W HILL ST,"300 W HILL ST Cook County, IL","(41.9032699, -87.63611019999999)",41.9032699,-87.63611019999999
541,17094240040000,"64,421","69,208","-4,787",-0.07,5-97,South Chicago,600 W LAKE ST,"600 W LAKE ST Cook County, IL","(41.8859031, -87.6429448)",41.8859031,-87.6429448
542,17151000830000,"12,040","15,832","-3,792",-0.31,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
543,17162200060000,"22,274","26,012","-3,738",-0.17,7-29B,South Chicago,208 S LA SALLE ST,"208 S LA SALLE ST Cook County, IL","(41.8789847, -87.6324459)",41.8789847,-87.6324459
544,17042120050000,"74,505","77,570","-3,065",-0.04,3-91,North Chicago,335 W SCHILLER ST,"335 W SCHILLER ST Cook County, IL","(41.9074124, -87.6379098)",41.9074124,-87.6379098
545,17044420550000,"46,771","49,107","-2,336",-0.05,3-97,North Chicago,850 N STATE ST,"850 N STATE ST Cook County, IL","(41.8983129, -87.6285723)",41.8983129,-87.6285723
546,17151000870000,"6,786","8,914","-2,128",-0.31,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
