,PARID,"2021 BOR Final 
Assessed Value","2022 CCAO Initial 
Assessed Value",$ Difference,% Difference2,Class,Township,ADDRESS,geo_address,geocoded,lat,lon
129,17092440230000,"6,056,422","8,007,326","-1,950,904",-0.32,3-97,North Chicago,220 W ILLINOIS ST,"220 W ILLINOIS ST Cook County, IL","(41.8909942, -87.63487339999999)",41.8909942,-87.63487339999999
130,17094210180000,"9,049,479","10,961,016","-1,911,537",-0.21,5-91,South Chicago,77 W WACKER DR,"77 W WACKER DR Cook County, IL","(41.8864228, -87.6307475)",41.8864228,-87.6307475
131,17094130030000,"3,759,562","5,658,157","-1,898,595",-0.51,5-91,South Chicago,219 N FRANKLIN ST,"219 N FRANKLIN ST Cook County, IL","(41.8863369, -87.6351329)",41.8863369,-87.6351329
132,17084370180000,"8,785,349","10,671,558","-1,886,209",-0.21,5-91,West Chicago,120 N ABERDEEN ST,"120 N ABERDEEN ST Cook County, IL","(41.8837657, -87.6535933)",41.8837657,-87.6535933
133,17092100070000,"2,383,000","4,251,106","-1,868,106",-0.78,3-91,North Chicago,155 W SUPERIOR ST,"155 W SUPERIOR ST Cook County, IL","(41.8953989, -87.6334863)",41.8953989,-87.6334863
134,17092100160000,"2,379,820","4,247,926","-1,868,106",-0.78,3-91,North Chicago,139 W SUPERIOR ST,"139 W SUPERIOR ST Cook County, IL","(41.89538, -87.63310299999999)",41.89538,-87.63310299999999
135,17094370080000,"25,929,116","27,774,703","-1,845,587",-0.07,5-91,South Chicago,161 N CLARK ST,"161 N CLARK ST Cook County, IL","(41.8848742, -87.63069039999999)",41.8848742,-87.63069039999999
136,17094040100000,"6,377,356","8,186,481","-1,809,125",-0.28,5-91,North Chicago,350 N LA SALLE ST,"350 N LA SALLE ST Cook County, IL","(41.8888685, -87.6328709)",41.8888685,-87.6328709
137,17153000220000,"3,838,708","5,645,810","-1,807,102",-0.47,3-91,South Chicago,638 S WABASH AVE,"638 S WABASH AVE Cook County, IL","(41.8732907, -87.6262715)",41.8732907,-87.6262715
138,17164040330000,"4,642,169","6,392,513","-1,750,344",-0.38,3-91,South Chicago,730 S CLARK ST,"730 S CLARK ST Cook County, IL","(41.8725288, -87.6308608)",41.8725288,-87.6308608
139,17102100220000,"13,496,106","15,170,206","-1,674,100",-0.12,3-91,North Chicago,355 E ERIE ST,"355 E ERIE ST Cook County, IL","(41.8939453, -87.6181751)",41.8939453,-87.6181751
140,17153080220000,"4,320,539","5,948,975","-1,628,436",-0.38,3-91,South Chicago,1140 S WABASH AVE,"1140 S WABASH AVE Cook County, IL","(41.8680418, -87.6262789)",41.8680418,-87.6262789
141,17044510070000,"10,852,719","12,477,206","-1,624,487",-0.15,3-91,North Chicago,202 W HILL ST,"202 W HILL ST Cook County, IL","(41.9024364, -87.6349841)",41.9024364,-87.6349841
142,17091300080000,"10,496,808","12,105,151","-1,608,343",-0.15,5-97,North Chicago,440 N KINGSBURY ST,"440 N KINGSBURY ST Cook County, IL","(41.8896217, -87.63810959999999)",41.8896217,-87.63810959999999
143,17103060040000,"5,129,320","6,700,791","-1,571,471",-0.31,3-91,South Chicago,73 E LAKE ST,"73 E LAKE ST Cook County, IL","(41.8854911, -87.6255006)",41.8854911,-87.6255006
144,17162010160000,"19,644,943","21,206,640","-1,561,697",-0.08,5-91,South Chicago,71 S WACKER DR,"71 S WACKER DR Cook County, IL","(41.8808991, -87.6359872)",41.8808991,-87.6359872
145,17101100070000,"2,772,374","4,313,610","-1,541,236",-0.56,5-91,North Chicago,676 N SAINT CLAIR ST,"676 N SAINT CLAIR ST Cook County, IL","(41.8945738, -87.6231481)",41.8945738,-87.6231481
146,17101100080000,"2,759,174","4,300,410","-1,541,236",-0.56,5-91,North Chicago,676 N SAINT CLAIR ST,"676 N SAINT CLAIR ST Cook County, IL","(41.8945738, -87.6231481)",41.8945738,-87.6231481
147,17032040590000,"2,898,101","4,427,859","-1,529,758",-0.53,3-91,North Chicago,40 E OAK ST,"40 E OAK ST Cook County, IL","(41.9009024, -87.62678079999999)",41.9009024,-87.62678079999999
148,17164110200000,"4,492,759","6,013,697","-1,520,938",-0.34,3-91,South Chicago,850 S CLARK ST,"850 S CLARK ST Cook County, IL","(41.871237, -87.6311214)",41.871237,-87.6311214
149,17103040150000,"13,202,080","14,712,431","-1,510,351",-0.11,5-91,South Chicago,225 N MICHIGAN AVE,"225 N MICHIGAN AVE Cook County, IL","(41.8867634, -87.62326569999999)",41.8867634,-87.62326569999999
150,17044420280000,"2,385,141","3,885,896","-1,500,755",-0.63,3-91,North Chicago,8 W CHESTNUT ST,"8 W CHESTNUT ST Cook County, IL","(41.898124, -87.62848799999999)",41.898124,-87.62848799999999
151,17044420270000,"2,379,063","3,879,818","-1,500,755",-0.63,3-91,North Chicago,8 W CHESTNUT ST,"8 W CHESTNUT ST Cook County, IL","(41.898124, -87.62848799999999)",41.898124,-87.62848799999999
152,17101010060000,"3,668,342","5,150,007","-1,481,665",-0.40,3-97,North Chicago,750 N RUSH ST,"750 N RUSH ST Cook County, IL","(41.896318, -87.62586480000002)",41.896318,-87.62586480000002
153,17164110210000,"4,279,517","5,697,633","-1,418,116",-0.33,3-91,South Chicago,850 S CLARK ST,"850 S CLARK ST Cook County, IL","(41.871237, -87.6311214)",41.871237,-87.6311214
154,17153060380000,"4,392,768","5,807,742","-1,414,974",-0.32,3-91,South Chicago,919 N STATE ST,"919 N STATE ST Cook County, IL","(41.8996479, -87.6282738)",41.8996479,-87.6282738
155,17162430030000,"2,283,003","3,673,911","-1,390,908",-0.61,5-91,South Chicago,427 S LA SALLE ST,"427 S LA SALLE ST Cook County, IL","(41.8761247, -87.6316307)",41.8761247,-87.6316307
156,17094150030000,"2,782,291","4,163,087","-1,380,796",-0.50,5-91,South Chicago,230 W LAKE ST,"230 W LAKE ST Cook County, IL","(41.8859687, -87.63503949999999)",41.8859687,-87.63503949999999
157,17151000710000,"4,152,393","5,476,155","-1,323,762",-0.32,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
158,17161090340000,"7,990,170","9,298,800","-1,308,630",-0.16,3-97,West Chicago,765 W ADAMS ST,"765 W ADAMS ST Cook County, IL","(41.878949, -87.6467818)",41.878949,-87.6467818
159,17094160050000,"3,260,536","4,567,660","-1,307,124",-0.40,3-91,South Chicago,210 N WELLS ST,"210 N WELLS ST Cook County, IL","(41.8860812, -87.63422229999999)",41.8860812,-87.63422229999999
160,17162010180000,"16,439,366","17,729,463","-1,290,097",-0.08,5-91,South Chicago,71 S WACKER DR,"71 S WACKER DR Cook County, IL","(41.8808991, -87.6359872)",41.8808991,-87.6359872
161,17044490470000,"10,427,610","11,701,149","-1,273,539",-0.12,3-91,North Chicago,833 N CLARK ST,"833 N CLARK ST Cook County, IL","(41.89742529999999, -87.63089509999999)",41.89742529999999,-87.63089509999999
162,17032310100000,"4,429,080","5,701,310","-1,272,230",-0.29,5-29,North Chicago,800 N MICHIGAN AVE,"800 N MICHIGAN AVE Cook County, IL","(41.8971181, -87.62550189999999)",41.8971181,-87.62550189999999
163,17161180160000,"2,834,420","4,090,989","-1,256,569",-0.44,3-91,West Chicago,601 W JACKSON BLVD,"601 W JACKSON BLVD Cook County, IL","(41.8778857, -87.6427977)",41.8778857,-87.6427977
164,17092580290000,"4,864,873","6,103,157","-1,238,284",-0.25,3-97,North Chicago,221 W HUBBARD ST,"221 W HUBBARD ST Cook County, IL","(41.8898606, -87.63506939999999)",41.8898606,-87.63506939999999
165,17093060330000,"9,705,081","10,863,717","-1,158,636",-0.12,5-91,West Chicago,444 W LAKE ST,"444 W LAKE ST Cook County, IL","(41.8862429, -87.6395364)",41.8862429,-87.6395364
166,17103030070000,"2,108,238","3,256,709","-1,148,471",-0.54,7-29,South Chicago,203 N WABASH AVE,"203 N WABASH AVE Cook County, IL","(41.88606739999999, -87.626007)",41.88606739999999,-87.626007
167,17151000700000,"3,346,414","4,445,052","-1,098,638",-0.33,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
168,17223130090000,"3,901,302","4,982,342","-1,081,040",-0.28,3-91,South Chicago,2001 S MICHIGAN AVE,"2001 S MICHIGAN AVE Cook County, IL","(41.855156, -87.62283939999999)",41.855156,-87.62283939999999
169,17103040160000,"4,961,329","5,963,078","-1,001,749",-0.20,5-91,South Chicago,205 N MICHIGAN AVE,"205 N MICHIGAN AVE Cook County, IL","(41.8860855, -87.62369369999999)",41.8860855,-87.62369369999999
170,17101290140000,"6,626,589","7,624,632","-998,043",-0.15,5-91,North Chicago,430 N MICHIGAN AVE,"430 N MICHIGAN AVE Cook County, IL","(41.8903447, -87.6246777)",41.8903447,-87.6246777
171,17094510470000,"7,030,952","8,022,103","-991,151",-0.14,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
172,17092130320000,"3,483,561","4,474,674","-991,113",-0.28,3-97,North Chicago,706 N DEARBORN ST,"706 N DEARBORN ST Cook County, IL","(41.8951296, -87.63002329999999)",41.8951296,-87.63002329999999
173,17103010070000,"1,562,444","2,546,459","-984,015",-0.63,7-91,South Chicago,307 N MICHIGAN AVE,"307 N MICHIGAN AVE Cook County, IL","(41.88707309999999, -87.6242091)",41.88707309999999,-87.6242091
174,17103010080000,"1,562,444","2,546,459","-984,015",-0.63,7-91,South Chicago,311 N MICHIGAN AVE,"311 N MICHIGAN AVE Cook County, IL","(41.8872334, -87.62422769999999)",41.8872334,-87.62422769999999
175,17221080990000,"3,997,644","4,976,582","-978,938",-0.24,3-97,South Chicago,0  UNKNOWN ,"0  UNKNOWN  Cook County, IL","(41.7376587, -87.697554)",41.7376587,-87.697554
176,17094160060000,"2,371,387","3,338,659","-967,272",-0.41,3-91,South Chicago,218 W LAKE ST,"218 W LAKE ST Cook County, IL","(41.885858, -87.63454999999999)",41.885858,-87.63454999999999
177,17221060620000,"1,584,352","2,550,534","-966,182",-0.61,3-91,South Chicago,1417 S STATE ST,"1417 S STATE ST Cook County, IL","(41.8634601, -87.6268905)",41.8634601,-87.6268905
178,17102100210000,"14,311,326","15,268,635","-957,309",-0.07,3-91,North Chicago,345 E OHIO ST,"345 E OHIO ST Cook County, IL","(41.8921031, -87.6191022)",41.8921031,-87.6191022
179,17032280040000,"2,879,245","3,835,814","-956,569",-0.33,3-91,North Chicago,850 N LAKE SHORE DR,"850 N LAKE SHORE DR Cook County, IL","(41.8982543, -87.61867459999999)",41.8982543,-87.61867459999999
180,17084370160000,"4,390,377","5,333,482","-943,105",-0.21,5-91,West Chicago,1051 W RANDOLPH ST,"1051 W RANDOLPH ST Cook County, IL","(41.88373379999999, -87.6540258)",41.88373379999999,-87.6540258
181,17101370030000,"3,904,562","4,829,907","-925,345",-0.24,7-91,North Chicago,400 N MICHIGAN AVE,"400 N MICHIGAN AVE Cook County, IL","(41.8892202, -87.62435769999999)",41.8892202,-87.62435769999999
182,17102030020000,"10,356,308","11,276,163","-919,855",-0.09,5-91,North Chicago,200 E ONTARIO ST,"200 E ONTARIO ST Cook County, IL","(41.8936971, -87.6223806)",41.8936971,-87.6223806
183,17044360580000,"6,888,322","7,801,175","-912,853",-0.13,3-91,North Chicago,347 W CHESTNUT ST,"347 W CHESTNUT ST Cook County, IL","(41.8979847, -87.6375246)",41.8979847,-87.6375246
184,16174130210000,"672,834","1,582,410","-909,576",-1.35,5-93,West Chicago,5660 W TAYLOR ST,"5660 W TAYLOR ST Cook County, IL","(41.8689917, -87.732581)",41.8689917,-87.732581
185,17102190350000,"1,635,159","2,537,061","-901,902",-0.55,3-97,North Chicago,455 N PARK DR,"455 N PARK DR Cook County, IL","(41.8897418, -87.6188507)",41.8897418,-87.6188507
186,17162450390000,"597,874","1,494,376","-896,502",-1.50,5-29,South Chicago,538 S DEARBORN ST,"538 S DEARBORN ST Cook County, IL","(41.8749741, -87.6294871)",41.8749741,-87.6294871
187,17172310040000,"2,110,850","3,001,945","-891,095",-0.42,3-91,West Chicago,1035 W VAN BUREN ST,"1035 W VAN BUREN ST Cook County, IL","(41.876299, -87.6537208)",41.876299,-87.6537208
188,17103060050000,"2,885,190","3,769,133","-883,943",-0.31,3-91,South Chicago,73 E LAKE ST,"73 E LAKE ST Cook County, IL","(41.8854911, -87.6255006)",41.8854911,-87.6255006
189,17044290160000,"4,555,506","5,438,995","-883,489",-0.19,3-91,North Chicago,905 N ORLEANS ST,"905 N ORLEANS ST Cook County, IL","(41.899261, -87.63704)",41.899261,-87.63704
190,17094150020000,"1,750,619","2,613,617","-862,998",-0.49,5-91,South Chicago,234 W LAKE ST,"234 W LAKE ST Cook County, IL","(41.8859687, -87.63511350000002)",41.8859687,-87.63511350000002
191,17094510480000,"6,023,410","6,872,968","-849,558",-0.14,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
192,17092500040000,"3,128,432","3,976,676","-848,244",-0.27,3-91,North Chicago,309 W ILLINOIS ST,"309 W ILLINOIS ST Cook County, IL","(41.8909294, -87.6368656)",41.8909294,-87.6368656
193,17032210020000,"1,173,456","2,010,096","-836,640",-0.71,3-91,North Chicago,211 E DELAWARE PL,"211 E DELAWARE PL Cook County, IL","(41.8990292, -87.62131819999999)",41.8990292,-87.62131819999999
194,17094510420000,"2,787,119","3,623,085","-835,966",-0.30,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
195,17094190020000,"7,248,049","8,082,158","-834,109",-0.12,3-91,South Chicago,111 W WACKER DR,"111 W WACKER DR Cook County, IL","(41.8865939, -87.63140659999999)",41.8865939,-87.63140659999999
196,17091300110000,"12,857,593","13,689,615","-832,022",-0.06,3-97,North Chicago,360 W HUBBARD ST,"360 W HUBBARD ST Cook County, IL","(41.8904065, -87.63845909999999)",41.8904065,-87.63845909999999
197,17093010120000,"2,024,760","2,851,200","-826,440",-0.41,3-91,West Chicago,660 W WAYMAN ST,"660 W WAYMAN ST Cook County, IL","(41.8875111, -87.6450558)",41.8875111,-87.6450558
198,17151000720000,"2,484,403","3,306,189","-821,786",-0.33,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
199,17172090210000,"4,170,172","4,975,507","-805,335",-0.19,3-91,West Chicago,11 S GREEN ST,"11 S GREEN ST Cook County, IL","(41.8815071, -87.6483662)",41.8815071,-87.6483662
200,17153080210000,"2,132,772","2,934,838","-802,066",-0.38,3-91,South Chicago,1140 S WABASH AVE,"1140 S WABASH AVE Cook County, IL","(41.8680418, -87.6262789)",41.8680418,-87.6262789
201,17162270230000,"1,286,254","2,086,171","-799,917",-0.62,5-91,South Chicago,308 W JACKSON BLVD,"308 W JACKSON BLVD Cook County, IL","(41.877736, -87.635503)",41.877736,-87.635503
202,17153050160000,"1,092,727","1,875,103","-782,376",-0.72,3-18,South Chicago,820 S MICHIGAN AVE,"820 S MICHIGAN AVE Cook County, IL","(41.8710963, -87.6249236)",41.8710963,-87.6249236
203,17153050150000,"1,056,064","1,838,440","-782,376",-0.74,3-18,South Chicago,822 S MICHIGAN AVE,"822 S MICHIGAN AVE Cook County, IL","(41.8711576, -87.6247439)",41.8711576,-87.6247439
204,17093410310000,"3,349,147","4,116,357","-767,210",-0.23,5-91,West Chicago,540 W MADISON ST,"540 W MADISON ST Cook County, IL","(41.8822584, -87.6418532)",41.8822584,-87.6418532
205,17092230110000,"1,737,013","2,489,310","-752,297",-0.43,3-91,North Chicago,634 N WELLS ST,"634 N WELLS ST Cook County, IL","(41.8935697, -87.6344623)",41.8935697,-87.6344623
206,17101010070000,"1,807,978","2,537,754","-729,776",-0.40,3-97,North Chicago,750 N RUSH ST,"750 N RUSH ST Cook County, IL","(41.896318, -87.62586480000002)",41.896318,-87.62586480000002
207,17094510430000,"2,388,870","3,105,413","-716,543",-0.30,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
208,17093310100000,"2,025,289","2,740,139","-714,850",-0.35,3-91,West Chicago,123 N DESPLAINES ST,"123 N DESPLAINES ST Cook County, IL","(41.8836125, -87.6438774)",41.8836125,-87.6438774
209,17173150720000,"2,879,528","3,589,479","-709,951",-0.25,3-91,West Chicago,901 S ASHLAND AVE,"901 S ASHLAND AVE Cook County, IL","(41.870174, -87.6655892)",41.870174,-87.6655892
210,17162000240000,"8,096,948","8,805,652","-708,704",-0.09,5-91,South Chicago,30 S WACKER DR,"30 S WACKER DR Cook County, IL","(41.8809837, -87.6372562)",41.8809837,-87.6372562
211,14321140060000,"2,040,662","2,738,951","-698,289",-0.34,5-97,West Chicago,2001 N ELSTON AVE,"2001 N ELSTON AVE Cook County, IL","(41.9182706, -87.66697649999999)",41.9182706,-87.66697649999999
212,17082130110000,"2,971,923","3,656,331","-684,408",-0.23,3-91,West Chicago,910 W HURON ST,"910 W HURON ST Cook County, IL","(41.8953554, -87.6504573)",41.8953554,-87.6504573
213,17041120640000,"4,914,043","5,584,194","-670,151",-0.14,3-97,North Chicago,1457 N HALSTED ST,"1457 N HALSTED ST Cook County, IL","(41.908002, -87.64785289999999)",41.908002,-87.64785289999999
214,17221071000000,"5,012,617","5,680,819","-668,202",-0.13,3-91,South Chicago,0  UNKNOWN ,"0  UNKNOWN  Cook County, IL","(41.7376587, -87.697554)",41.7376587,-87.697554
215,17084370090000,"3,075,802","3,735,976","-660,174",-0.21,5-91,West Chicago,139 N ABERDEEN ST,"139 N ABERDEEN ST Cook County, IL","(41.8834181, -87.6542994)",41.8834181,-87.6542994
216,17094210130000,"3,065,815","3,712,723","-646,908",-0.21,5-91,South Chicago,77 W WACKER DR,"77 W WACKER DR Cook County, IL","(41.8864228, -87.6307475)",41.8864228,-87.6307475
217,17172310090000,"1,516,509","2,156,984","-640,475",-0.42,3-91,West Chicago,1035 W VAN BUREN ST,"1035 W VAN BUREN ST Cook County, IL","(41.876299, -87.6537208)",41.876299,-87.6537208
218,17044510060000,"9,712,458","10,337,818","-625,360",-0.06,3-91,North Chicago,1140 N WELLS ST,"1140 N WELLS ST Cook County, IL","(41.9032387, -87.63486329999999)",41.9032387,-87.63486329999999
219,17161180270000,"1,385,364","2,004,272","-618,908",-0.45,3-91,West Chicago,312 S JEFFERSON ST,"312 S JEFFERSON ST Cook County, IL","(41.8775395, -87.6428466)",41.8775395,-87.6428466
220,17101120180000,"3,313,543","3,919,550","-606,007",-0.18,5-29,North Chicago,630 N RUSH ST,"630 N RUSH ST Cook County, IL","(41.8935352, -87.6256344)",41.8935352,-87.6256344
221,17092610280000,"11,067,532","11,662,740","-595,208",-0.05,3-91,North Chicago,71 W HUBBARD ST,"71 W HUBBARD ST Cook County, IL","(41.8898291, -87.6307545)",41.8898291,-87.6307545
222,17044140060000,"701,722","1,293,173","-591,451",-0.84,3-97,North Chicago,1125 N DEARBORN ST,"1125 N DEARBORN ST Cook County, IL","(41.902622, -87.62953399999999)",41.902622,-87.62953399999999
223,17044140040000,"701,702","1,293,153","-591,451",-0.84,3-97,North Chicago,1129 N DEARBORN ST,"1129 N DEARBORN ST Cook County, IL","(41.902758, -87.629537)",41.902758,-87.629537
224,17044140050000,"701,602","1,293,053","-591,451",-0.84,3-97,North Chicago,1127 N DEARBORN ST,"1127 N DEARBORN ST Cook County, IL","(41.9026817, -87.6295378)",41.9026817,-87.6295378
225,17094310100000,"14,603,265","15,193,333","-590,068",-0.04,5-91,South Chicago,240 W RANDOLPH ST,"240 W RANDOLPH ST Cook County, IL","(41.8845918, -87.6349815)",41.8845918,-87.6349815
226,17164040250000,"1,541,253","2,124,701","-583,448",-0.38,3-91,South Chicago,730 S CLARK ST,"730 S CLARK ST Cook County, IL","(41.8725288, -87.6308608)",41.8725288,-87.6308608
227,17093410300000,"2,466,830","3,042,238","-575,408",-0.23,5-91,West Chicago,540 W MADISON ST,"540 W MADISON ST Cook County, IL","(41.8822584, -87.6418532)",41.8822584,-87.6418532
228,17153060140000,"1,737,539","2,303,528","-565,989",-0.33,3-91,South Chicago,1011 S STATE ST,"1011 S STATE ST Cook County, IL","(41.8696125, -87.62709679999999)",41.8696125,-87.62709679999999
229,17094260330000,"3,964,786","4,512,948","-548,162",-0.14,5-92,South Chicago,35 W WACKER DR,"35 W WACKER DR Cook County, IL","(41.8865829, -87.6291883)",41.8865829,-87.6291883
230,17101290150000,"3,466,208","4,010,595","-544,387",-0.16,5-91,North Chicago,430 N MICHIGAN AVE,"430 N MICHIGAN AVE Cook County, IL","(41.8903447, -87.6246777)",41.8903447,-87.6246777
231,17073000010000,"1,493,140","2,029,531","-536,391",-0.36,5-97,West Chicago,345 S WESTERN AVE,"345 S WESTERN AVE Cook County, IL","(41.87689839999999, -87.6862127)",41.87689839999999,-87.6862127
232,17092100010000,"719,263","1,253,008","-533,745",-0.74,3-91,North Chicago,719 N WELLS ST,"719 N WELLS ST Cook County, IL","(41.89542429999999, -87.63356230000001)",41.89542429999999,-87.63356230000001
233,17092100020000,"719,203","1,252,948","-533,745",-0.74,3-91,North Chicago,715 N WELLS ST,"715 N WELLS ST Cook County, IL","(41.895347, -87.63383800000001)",41.895347,-87.63383800000001
234,17092100030000,"683,563","1,217,308","-533,745",-0.78,3-91,North Chicago,709 N WELLS ST,"709 N WELLS ST Cook County, IL","(41.8951865, -87.6338409)",41.8951865,-87.6338409
235,17094510500000,"3,682,983","4,202,157","-519,174",-0.14,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
236,17091020300000,"1,484,411","2,003,164","-518,753",-0.35,3-91,West Chicago,710 W GRAND AVE,"710 W GRAND AVE Cook County, IL","(41.8915477, -87.64643749999999)",41.8915477,-87.64643749999999
237,17101330040000,"2,177,925","2,692,318","-514,393",-0.24,7-91,North Chicago,422 N MICHIGAN AVE,"422 N MICHIGAN AVE Cook County, IL","(41.8903068, -87.6246766)",41.8903068,-87.6246766
238,17173150710000,"2,208,422","2,722,119","-513,697",-0.23,3-91,West Chicago,901 S ASHLAND AVE,"901 S ASHLAND AVE Cook County, IL","(41.870174, -87.6655892)",41.870174,-87.6655892
239,17093310120000,"1,449,376","1,959,983","-510,607",-0.35,3-91,West Chicago,630 W WASHINGTON BLVD,"630 W WASHINGTON BLVD Cook County, IL","(41.88361829999999, -87.6437764)",41.88361829999999,-87.6437764
240,17094300060000,"2,335,993","2,835,198","-499,205",-0.21,3-91,South Chicago,219 W LAKE ST,"219 W LAKE ST Cook County, IL","(41.88535, -87.634744)",41.88535,-87.634744
241,17094300080000,"2,332,019","2,830,248","-498,229",-0.21,3-91,South Chicago,213 W LAKE ST,"213 W LAKE ST Cook County, IL","(41.8855958, -87.6346102)",41.8855958,-87.6346102
242,17151000190000,"3,198,703","3,694,118","-495,415",-0.15,5-29,South Chicago,10 S WABASH AVE,"10 S WABASH AVE Cook County, IL","(41.8816796, -87.6266966)",41.8816796,-87.6266966
243,17103010060000,"805,629","1,297,636","-492,007",-0.61,7-91,South Chicago,307 N MICHIGAN AVE,"307 N MICHIGAN AVE Cook County, IL","(41.88707309999999, -87.6242091)",41.88707309999999,-87.6242091
244,17162430260000,"797,762","1,288,671","-490,909",-0.62,5-91,South Chicago,427 S LA SALLE ST,"427 S LA SALLE ST Cook County, IL","(41.8761247, -87.6316307)",41.8761247,-87.6316307
245,17092130350000,"1,720,828","2,210,367","-489,539",-0.28,3-97,North Chicago,712 N DEARBORN ST,"712 N DEARBORN ST Cook County, IL","(41.895332, -87.6300332)",41.895332,-87.6300332
246,17083380260000,"2,685,682","3,169,729","-484,047",-0.18,3-91,West Chicago,1108 W MADISON ST,"1108 W MADISON ST Cook County, IL","(41.8818314, -87.6549045)",41.8818314,-87.6549045
247,17091290010000,"660,479","1,141,809","-481,330",-0.73,5-91,North Chicago,429 W OHIO ST,"429 W OHIO ST Cook County, IL","(41.8921034, -87.6398049)",41.8921034,-87.6398049
248,17032280050000,"1,431,743","1,910,028","-478,285",-0.33,3-91,North Chicago,850 N LAKE SHORE DR,"850 N LAKE SHORE DR Cook County, IL","(41.8982543, -87.61867459999999)",41.8982543,-87.61867459999999
249,16264300020000,"301,751","775,344","-473,593",-1.57,5-97,West Chicago,3245 W 30TH ST,"3245 W 30TH ST Cook County, IL","(41.8386686, -87.70661229999999)",41.8386686,-87.70661229999999
250,17084370170000,"2,197,158","2,668,710","-471,552",-0.21,5-91,West Chicago,125 N ABERDEEN ST,"125 N ABERDEEN ST Cook County, IL","(41.8838566, -87.6541081)",41.8838566,-87.6541081
251,17044480170000,"1,578,554","2,045,695","-467,141",-0.30,3-91,North Chicago,118 W CHICAGO AVE,"118 W CHICAGO AVE Cook County, IL","(41.896932, -87.63218599999999)",41.896932,-87.63218599999999
252,17164040190000,"5,586,933","6,051,597","-464,664",-0.08,3-91,South Chicago,642 S CLARK ST,"642 S CLARK ST Cook County, IL","(41.8736018, -87.6308816)",41.8736018,-87.6308816
253,17094310140000,"11,673,580","12,135,371","-461,791",-0.04,5-91,South Chicago,240 W RANDOLPH ST,"240 W RANDOLPH ST Cook County, IL","(41.8845918, -87.6349815)",41.8845918,-87.6349815
254,16264300030000,"284,848","743,065","-458,217",-1.61,5-97,West Chicago,3225 W 30TH ST,"3225 W 30TH ST Cook County, IL","(41.8388013, -87.7061891)",41.8388013,-87.7061891
255,17092230100000,"1,036,488","1,487,866","-451,378",-0.44,3-91,North Chicago,640 N WELLS ST,"640 N WELLS ST Cook County, IL","(41.8936781, -87.63443629999999)",41.8936781,-87.63443629999999
256,17044480160000,"1,479,680","1,926,867","-447,187",-0.30,3-91,North Chicago,801 N LA SALLE ST,"801 N LA SALLE ST Cook County, IL","(41.8968603, -87.6324216)",41.8968603,-87.6324216
257,17094510440000,"1,459,935","1,897,822","-437,887",-0.30,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
258,17284090060000,"1,864,561","2,287,044","-422,483",-0.23,5-29,South Chicago,2600 S STATE ST,"2600 S STATE ST Cook County, IL","(41.8452955, -87.6276573)",41.8452955,-87.6276573
259,17044110180000,"359,011","780,763","-421,752",-1.17,3-91,North Chicago,1124 N LA SALLE ST,"1124 N LA SALLE ST Cook County, IL","(41.9026068, -87.633331)",41.9026068,-87.633331
260,17044110190000,"359,011","780,763","-421,752",-1.17,3-91,North Chicago,1122 N LA SALLE ST,"1122 N LA SALLE ST Cook County, IL","(41.9027431, -87.6332508)",41.9027431,-87.6332508
261,17044110160000,"354,051","775,803","-421,752",-1.19,3-91,North Chicago,1128 N LA SALLE ST,"1128 N LA SALLE ST Cook County, IL","(41.902733, -87.63332299999999)",41.902733,-87.63332299999999
262,17044110170000,"354,051","775,803","-421,752",-1.19,3-91,North Chicago,1126 N LA SALLE ST,"1126 N LA SALLE ST Cook County, IL","(41.902672, -87.633322)",41.902672,-87.633322
263,17044110150000,"354,031","775,783","-421,752",-1.19,3-91,North Chicago,1130 N LA SALLE ST,"1130 N LA SALLE ST Cook County, IL","(41.902795, -87.633326)",41.902795,-87.633326
264,17044110140000,"351,851","773,603","-421,752",-1.20,3-91,North Chicago,1132 N LA SALLE ST,"1132 N LA SALLE ST Cook County, IL","(41.902857, -87.63331699999999)",41.902857,-87.63331699999999
265,17044110200000,"349,151","770,903","-421,752",-1.21,3-91,North Chicago,1120 N LA SALLE ST,"1120 N LA SALLE ST Cook County, IL","(41.90253939999999, -87.6331263)",41.90253939999999,-87.6331263
