,PARID,"2021 BOR Final 
Assessed Value","2022 CCAO Initial 
Assessed Value",$ Difference,% Difference2,Class,Township,ADDRESS
260,17044110190000,359011,780763,-421752,-1.1747606619295787,3-91,North Chicago,1122 N LA SALLE ST
261,17044110160000,354051,775803,-421752,-1.1912182143250547,3-91,North Chicago,1128 N LA SALLE ST
262,17044110170000,354051,775803,-421752,-1.1912182143250547,3-91,North Chicago,1126 N LA SALLE ST
263,17044110150000,354031,775783,-421752,-1.1912855088961134,3-91,North Chicago,1130 N LA SALLE ST
264,17044110140000,351851,773603,-421752,-1.1986664809820065,3-91,North Chicago,1132 N LA SALLE ST
265,17044110200000,349151,770903,-421752,-1.2079358214640656,3-91,North Chicago,1120 N LA SALLE ST
266,17044110220000,349111,770863,-421752,-1.208074222811656,3-91,North Chicago,1116 N LA SALLE ST
267,17044110210000,349071,770823,-421752,-1.2082126558780306,3-91,North Chicago,1118 N LA SALLE ST
268,17044480290000,3674252,4094694,-420442,-0.11442927703380179,3-91,North Chicago,835 W CHESTNUT ST
269,17092190010000,1451703,1862521,-410818,-0.2829903912852698,3-91,North Chicago,677 N CLARK ST
270,17103070010000,3239425,3636554,-397129,-0.12259243538590958,5-91,South Chicago,151 N MICHIGAN AVE
271,16264300010000,292886,689177,-396291,-1.3530554550234561,5-97,West Chicago,3251 W 30TH ST
272,17083380270000,2172966,2568960,-395994,-0.18223662956530373,3-91,West Chicago,1108 W MADISON ST
273,17094310110000,9535721,9920547,-384826,-0.040356256228553766,5-91,South Chicago,212 W RANDOLPH ST
274,17042130100000,822070,1201332,-379262,-0.4613500066904279,3-18,North Chicago,1338 N WELLS ST
275,17084370060000,1757289,2134531,-377242,-0.21467271461893866,5-91,West Chicago,1039 W RANDOLPH ST
276,17084370070000,1757289,2134531,-377242,-0.21467271461893866,5-91,West Chicago,1025 W RANDOLPH ST
277,14321180070000,2216445,2585021,-368576,-0.1662915163696821,5-97,West Chicago,1544 W CORTLAND ST
278,17172310050000,857403,1219410,-362007,-0.42221335824577233,3-91,West Chicago,1035 W VAN BUREN ST
279,17092230080000,836230,1197333,-361103,-0.4318225846955981,3-91,North Chicago,646 N WELLS ST
280,17092230130000,836230,1197333,-361103,-0.4318225846955981,3-91,North Chicago,628 N WELLS ST
281,17092230070000,829630,1190733,-361103,-0.4352578860455867,3-91,North Chicago,648 N WELLS ST
282,17092230090000,829630,1190733,-361103,-0.4352578860455867,3-91,North Chicago,644 N WELLS ST
283,17092230120000,829630,1190733,-361103,-0.4352578860455867,3-91,North Chicago,630 N WELLS ST
284,14331060020000,3304254,3655375,-351121,-0.10626331995058491,3-91,North Chicago,411 W FULLERTON PKY
285,17062320580000,1246721,1594827,-348106,-0.2792172426709745,5-97,West Chicago,1300 N ASHLAND AVE
286,17103070060000,2838985,3186473,-347488,-0.1223986741740446,5-91,South Chicago,151 N MICHIGAN AVE
287,17173150730000,1370129,1710906,-340777,-0.2487189162480321,3-91,West Chicago,901 S ASHLAND AVE
288,17094160040000,841298,1181151,-339853,-0.40396268623008735,3-91,South Chicago,210 N WELLS ST
289,14331060030000,3180197,3517549,-337352,-0.10607896303279318,3-91,North Chicago,401 W FULLERTON PKY
290,17172310100000,791388,1125548,-334160,-0.42224547251158717,3-91,West Chicago,1035 W VAN BUREN ST
291,17103070020000,2699542,3030483,-330941,-0.12259153589757088,5-91,South Chicago,151 N MICHIGAN AVE
292,17102030010000,3681196,4008602,-327406,-0.088940116201365,5-91,North Chicago,633 N SAINT CLAIR ST
293,17094510390000,2414706,2741003,-326297,-0.135129079896269,5-97,South Chicago,108 N STATE ST
294,17092050100000,772659,1093454,-320795,-0.4151831532409511,3-91,North Chicago,63 W CHICAGO AVE
295,17181260250000,379553,690466,-310913,-0.8191556910365614,3-91,West Chicago,300 S DAMEN AVE
296,17093310080000,886502,1192869,-306367,-0.34559087289143164,3-91,West Chicago,123 N DESPLAINES ST
297,17093310090000,890282,1196647,-306365,-0.3441213008911783,3-91,West Chicago,123 N DESPLAINES ST
298,17094220090000,1403971,1709535,-305564,-0.21764267210647503,5-97,South Chicago,201 N CLARK ST
299,17092500050000,1081026,1374648,-293622,-0.27161418874291643,3-91,North Chicago,303 W ILLINOIS ST
300,17092500060000,1080966,1374588,-293622,-0.2716292649352523,3-91,North Chicago,305 W ILLINOIS ST
301,17164040230000,805977,1097701,-291724,-0.361950775270262,3-91,South Chicago,730 S CLARK ST
302,17164040240000,788302,1080026,-291724,-0.3700662943897135,3-91,South Chicago,730 S CLARK ST
303,17101040110000,719009,1007082,-288073,-0.40065284301031,5-91,North Chicago,720 N RUSH ST
304,17092190230000,1004720,1291048,-286328,-0.2849828808026116,3-91,North Chicago,57 W HURON ST
305,17094310080000,7001779,7283985,-282206,-0.040304899654787674,5-91,South Chicago,240 W RANDOLPH ST
306,17094310090000,7001779,7283985,-282206,-0.040304899654787674,5-91,South Chicago,240 W RANDOLPH ST
307,17094300070000,1292636,1572890,-280254,-0.2168081346953048,3-91,South Chicago,217 W LAKE ST
308,17094300090000,1292636,1572890,-280254,-0.2168081346953048,3-91,South Chicago,209 W LAKE ST
309,17094510400000,2069971,2349654,-279683,-0.13511445329427318,5-97,South Chicago,108 N STATE ST
310,17032280160000,826613,1102546,-275933,-0.3338115901879113,3-91,North Chicago,222 E PEARSON ST
311,17203000210000,1035971,1308796,-272825,-0.2633519664160484,5-97,West Chicago,1601 S ASHLAND AVE
312,17101290160000,1733104,2005297,-272193,-0.1570552026883556,5-91,North Chicago,430 N MICHIGAN AVE
313,17163100010000,4790635,5062500,-271865,-0.05674926184107121,5-92,West Chicago,601 W POLK ST
314,14303190210000,1274852,1545235,-270383,-0.21208971708088464,5-97,West Chicago,2100 W FULLERTON AVE
315,17092190040000,957018,1219278,-262260,-0.274038732813803,3-97,North Chicago,667 N CLARK ST
316,17042130010000,640876,899285,-258409,-0.40321216584799546,3-91,North Chicago,1362 N WELLS ST
317,17044180390000,1929405,2181850,-252445,-0.1308408550822664,3-97,North Chicago,150 W MAPLE ST
318,17044180400000,1923485,2175930,-252445,-0.13124355011866484,3-97,North Chicago,150 W MAPLE ST
319,17101370040000,1052892,1302420,-249528,-0.2369929679397318,7-91,North Chicago,400 N MICHIGAN AVE
320,17044480180000,819652,1057213,-237561,-0.2898315382625798,3-91,North Chicago,128 W CHICAGO AVE
321,17094310030000,5715065,5945961,-230896,-0.04040129027403894,5-91,South Chicago,161 N FRANKLIN ST
322,17082430070000,1608521,1830057,-221536,-0.1377265202008553,3-91,West Chicago,504 N GREEN ST
323,14301160200000,1824065,2045486,-221421,-0.12138876629944662,5-97,West Chicago,2835 N WESTERN AVE
324,14303050210000,795777,1015588,-219811,-0.2762218561230094,5-97,West Chicago,2647 N WESTERN AVE
325,17094360150000,3275650,3495362,-219712,-0.06707432112710454,5-91,South Chicago,161 N CLARK ST
326,17094190050000,1884386,2101255,-216869,-0.11508735471394926,3-91,South Chicago,111 W WACKER DR
327,17092190210000,745831,957464,-211633,-0.28375463074074414,3-91,North Chicago,63 W HURON ST
328,17044110230000,204246,415121,-210875,-1.0324559599698402,3-91,North Chicago,1112 N LA SALLE ST
329,17044110240000,203786,414661,-210875,-1.0347864917118939,3-91,North Chicago,1110 N LA SALLE ST
330,17181260260000,254205,461085,-206880,-0.8138313565822859,3-91,West Chicago,300 S DAMEN AVE
331,17181260460000,257367,462815,-205448,-0.7982686202970855,3-91,West Chicago,300 S DAMEN AVE
332,17094310020000,5081383,5286623,-205240,-0.04039057870662366,5-91,South Chicago,165 N FRANKLIN ST
333,17102030030000,2286625,2489304,-202679,-0.0886367462963975,5-91,North Chicago,215 E ERIE ST
334,17092190020000,705612,904797,-199185,-0.28228686586962803,3-91,North Chicago,675 N CLARK ST
335,17164040200000,2402987,2602129,-199142,-0.08287269136287456,3-91,South Chicago,642 S CLARK ST
336,17103070050000,1601889,1800454,-198565,-0.12395677852834996,5-91,South Chicago,151 N MICHIGAN AVE
337,17092050190000,421674,619547,-197873,-0.46925587064888985,3-91,North Chicago,752 N DEARBORN ST
338,17082070220000,2105859,2303642,-197783,-0.0939203431948672,3-91,West Chicago,744 W CHICAGO AVE
339,17092050230000,411604,609338,-197734,-0.48039863558177287,3-91,North Chicago,742 N DEARBORN ST
340,17092050170000,433648,631038,-197390,-0.4551848503855662,3-91,North Chicago,54 W SUPERIOR ST
341,17092050160000,433284,630506,-197222,-0.45517951274452795,3-91,North Chicago,56 W SUPERIOR ST
342,17172310020000,461359,656286,-194927,-0.4225061177954694,3-91,West Chicago,1035 W VAN BUREN ST
343,17172310030000,461359,656286,-194927,-0.4225061177954694,3-91,West Chicago,1035 W VAN BUREN ST
344,17093410290000,857297,1050357,-193060,-0.22519616888896143,5-91,West Chicago,540 W MADISON ST
345,17092050120000,446280,638758,-192478,-0.43129425472797345,3-91,North Chicago,33 W CHICAGO AVE
346,17092050110000,446263,638741,-192478,-0.4313106845066699,3-91,North Chicago,55 W CHICAGO AVE
347,17092050240000,415000,607478,-192478,-0.46380240963855424,3-91,North Chicago,740 N DEARBORN ST
348,17092050210000,408720,601198,-192478,-0.47092875318066163,3-91,North Chicago,748 N DEARBORN ST
349,17092050200000,407840,600318,-192478,-0.4719448803452335,3-91,North Chicago,750 N DEARBORN ST
350,17092050180000,405280,597758,-192478,-0.47492597710225026,3-91,North Chicago,754 N DEARBORN ST
351,17092050220000,400360,592838,-192478,-0.48076231391747437,3-91,North Chicago,749 N DEARBORN ST
352,17093410240000,1016897,1208699,-191802,-0.18861497280452189,5-91,West Chicago,540 W MADISON ST
353,17093410170000,883007,1074809,-191802,-0.21721458606783406,5-91,West Chicago,554 W MADISON ST
354,17093410230000,875807,1067609,-191802,-0.21900030486168753,5-91,West Chicago,540 W MADISON ST
355,17093410320000,865277,1057079,-191802,-0.22166543199460986,5-91,West Chicago,540 W MADISON ST
356,17093410180000,854657,1046459,-191802,-0.22441985498275918,5-91,West Chicago,552 W MADISON ST
357,17093410220000,850457,1042259,-191802,-0.22552815721429775,5-91,West Chicago,542 W MADISON ST
358,17084370050000,881489,1070110,-188621,-0.21397998159931664,5-91,West Chicago,1043 W RANDOLPH ST
359,17094190030000,1594665,1778169,-183504,-0.11507369886465191,3-91,South Chicago,111 W WACKER DR
360,17094220110000,789751,961630,-171879,-0.21763695139354056,5-97,South Chicago,201 N CLARK ST
361,17094510410000,1264965,1435883,-170918,-0.13511678188724585,5-97,South Chicago,108 N STATE ST
362,17083300180000,333125,500731,-167606,-0.5031324577861163,5-97,West Chicago,1242 W WASHINGTON BLVD
363,17083300190000,333125,500731,-167606,-0.5031324577861163,5-97,West Chicago,1242 W WASHINGTON BLVD
364,17083300200000,333125,500731,-167606,-0.5031324577861163,5-97,West Chicago,1242 W WASHINGTON BLVD
365,17083300210000,333125,500731,-167606,-0.5031324577861163,5-97,West Chicago,1242 W WASHINGTON BLVD
366,17032160190000,331175,497925,-166750,-0.5035102287310333,3-91,North Chicago,8 W CHESTNUT ST
367,17044420290000,294588,461338,-166750,-0.5660447811859275,3-91,North Chicago,8 W CHESTNUT ST
368,17103070030000,1349772,1515242,-165470,-0.12259107464075414,5-91,South Chicago,151 N MICHIGAN AVE
369,17103070040000,1349772,1515242,-165470,-0.12259107464075414,5-91,South Chicago,151 N MICHIGAN AVE
370,17103180740000,930138,1089784,-159646,-0.17163689689056882,3-97,South Chicago,225 N COLUMBUS DR
371,13364050010000,535391,694590,-159199,-0.2973509080279646,3-18,West Chicago,1965 N MILWAUKEE AVE
372,17223160040000,694391,853248,-158857,-0.22877168626897526,5-22,South Chicago,351 E 21ST ST
373,17181260210000,191905,347083,-155178,-0.8086188478674343,3-91,West Chicago,312 S DAMEN AVE
374,17044480140000,519087,668149,-149062,-0.2871618823048929,3-91,North Chicago,805 N LA SALLE ST
375,17044480150000,519087,668149,-149062,-0.2871618823048929,3-91,North Chicago,801 N LA SALLE ST
376,17092190060000,541740,690590,-148850,-0.27476280134381814,3-97,North Chicago,663 N CLARK ST
377,17092190050000,541300,690150,-148850,-0.27498614446702385,3-97,North Chicago,665 N CLARK ST
378,17092190030000,540940,689790,-148850,-0.27516914999815145,3-97,North Chicago,673 N CLARK ST
379,17094260300000,1137007,1284710,-147703,-0.12990509293258534,5-22,South Chicago,35 W WACKER DR
380,17082430130000,1072039,1219729,-147690,-0.1377655103965434,3-91,West Chicago,504 N GREEN ST
381,17082430140000,1072033,1219723,-147690,-0.1377662814484255,3-91,West Chicago,504 N GREEN ST
382,17342240470000,535001,681556,-146555,-0.273934067412958,3-97,South Chicago,1345 E 32ND ST
383,17153060130000,458907,600404,-141497,-0.30833480421959125,3-91,South Chicago,1003 S STATE ST
384,17153060310000,458872,600369,-141497,-0.30835832214648096,3-91,South Chicago,927 S STATE ST
385,17153060110000,458819,600316,-141497,-0.3083939418376309,3-91,South Chicago,937 S STATE ST
386,17153060120000,458802,600299,-141497,-0.30840536876473945,3-91,South Chicago,1001 S STATE ST
387,17153060300000,458802,600299,-141497,-0.30840536876473945,3-91,South Chicago,923 S STATE ST
388,17153060100000,458784,600281,-141497,-0.30841746878705445,3-91,South Chicago,931 S STATE ST
389,17284100140000,737039,877508,-140469,-0.1905855728122936,5-29,South Chicago,2621 S DEARBORN ST
390,17092190220000,480381,617320,-136939,-0.2850633143275858,3-91,North Chicago,61 W HURON ST
391,17162010150000,2425005,2560805,-135800,-0.05599988453632054,5-91,South Chicago,77 S WACKER DR
392,17042130110000,380521,516093,-135572,-0.35627994249988837,3-91,North Chicago,211 W SCHILLER ST
393,13362150440000,733290,864760,-131470,-0.1792878670103233,3-91,West Chicago,2201 N MILWAUKEE AVE
394,17044510090000,2408943,2537998,-129055,-0.05357328919779336,3-91,North Chicago,303 W DIVISION ST
395,17032280370000,382961,511730,-128769,-0.33624572737171676,3-91,North Chicago,271 E CHESTNUT ST
396,17094310010000,3168748,3297025,-128277,-0.040481919041842396,5-91,South Chicago,169 N FRANKLIN ST
397,17221040100000,3053965,3181481,-127516,-0.041754244072869096,3-91,South Chicago,1333 S WABASH AVE
398,17042130090000,262171,388816,-126645,-0.48306258129236257,3-18,North Chicago,1350 N WELLS ST
399,17171170040000,407349,531494,-124145,-0.30476323742049205,3-91,West Chicago,1247 W JACKSON BLVD
400,17171170310000,396071,520216,-124145,-0.31344127694277035,3-91,West Chicago,315 S THROOP ST
401,17082130090000,528080,648888,-120808,-0.22876836842902581,3-97,West Chicago,910 W HURON ST
402,17044290090000,619198,739674,-120476,-0.19456781191153727,3-91,North Chicago,907 N ORLEANS ST
403,16223120200000,1442942,1560991,-118049,-0.08181132713581007,5-97,West Chicago,4520 W CERMAK RD
404,17094190060000,1009223,1125999,-116776,-0.11570881757550122,3-91,South Chicago,111 W WACKER DR
405,17094190070000,1009223,1125999,-116776,-0.11570881757550122,3-91,South Chicago,111 W WACKER DR
406,17062270840000,534070,650681,-116611,-0.2183440372984815,3-91,West Chicago,1846 W DIVISION ST
407,17092050260000,246625,358715,-112090,-0.45449569183983773,3-91,North Chicago,736 N DEARBORN ST
408,17082070140000,1202117,1312875,-110758,-0.09213579044302667,3-91,West Chicago,732 N MORGAN ST
409,17092050250000,257142,366536,-109394,-0.4254225291862084,3-91,North Chicago,738 N DEARBORN ST
410,17102030040000,1225878,1335012,-109134,-0.08902517216231964,5-91,North Chicago,221 E ERIE ST
411,14303050110000,389832,495784,-105952,-0.27178887315561573,5-97,West Chicago,2645 N JONES ST
412,17044480300000,907879,1013602,-105723,-0.11645054021516077,3-91,North Chicago,829 W CHESTNUT ST
413,17181260060000,129468,232977,-103509,-0.7994948558717212,3-91,West Chicago,300 S DAMEN AVE
414,17044420420000,490391,593159,-102768,-0.20956338921391304,3-97,North Chicago,18 W TOOKER PL
415,14303050220000,402805,504953,-102148,-0.25359168828589507,5-97,West Chicago,2334 N HUMBOLDT BLVD
416,17093310130000,329033,431154,-102121,-0.3103670452507803,3-91,West Chicago,123 N DESPLAINES ST
417,17093310110000,313292,415413,-102121,-0.3259610842281322,3-91,West Chicago,123 N DESPLAINES ST
418,17094190080000,874683,974776,-100093,-0.11443345760692725,3-91,South Chicago,111 W WACKER DR
419,17094190040000,866763,966856,-100093,-0.11547908713223798,3-91,South Chicago,111 W WACKER DR
420,17162450380000,66427,166038,-99611,-1.4995559034729853,5-29,South Chicago,538 S DEARBORN ST
421,17044110100000,178929,274222,-95293,-0.5325743730753538,3-97,North Chicago,1120 N LA SALLE ST
422,17044480090000,427312,517104,-89792,-0.21013217508518367,3-97,North Chicago,815 N LA SALLE ST
423,17151010100000,3470580,3559404,-88824,-0.025593416662344604,7-48,South Chicago,12 S MICHIGAN AVE
424,17221040080000,2058861,2144861,-86000,-0.04177066834526477,3-91,South Chicago,1329 S WABASH AVE
425,17172310080000,197947,281487,-83540,-0.4220321601236694,3-91,West Chicago,1035 W VAN BUREN ST
426,17172310070000,197647,281187,-83540,-0.42267274484307893,3-91,West Chicago,1035 W VAN BUREN ST
427,17043030100000,3755591,3836755,-81164,-0.021611512009694245,3-91,North Chicago,1155 N HOWE ST
428,17062320560000,291136,371908,-80772,-0.27743734886788296,5-97,West Chicago,1300 N ASHLAND AVE
429,17044480130000,298295,378813,-80518,-0.2699274208417841,3-91,North Chicago,801 N LA SALLE ST
430,17082070110000,845787,924900,-79113,-0.09353773467787985,3-91,West Chicago,733 N CARPENTER ST
431,17094510450000,261523,338244,-76721,-0.29336234289144736,5-97,South Chicago,108 N STATE ST
432,17062320530000,304876,380988,-76112,-0.249649037641533,7-97,West Chicago,0  UNKNOWN 
433,17044480080000,756593,831658,-75065,-0.09921450502449791,3-97,North Chicago,821 N LA SALLE ST
434,17091020290000,210987,285028,-74041,-0.3509268343547234,3-91,West Chicago,710 W GRAND AVE
435,17082430160000,536036,609881,-73845,-0.13776126976546355,3-91,West Chicago,504 N GREEN ST
436,17082430150000,536030,609875,-73845,-0.1377628117829226,3-91,West Chicago,504 N GREEN ST
437,17082430180000,535493,609338,-73845,-0.1379009622908236,3-91,West Chicago,504 N GREEN ST
438,17162200040000,409729,483351,-73622,-0.17968462081034042,7-92B,South Chicago,208 S LA SALLE ST
439,17162010080000,1193006,1260905,-67899,-0.056914215016521386,5-91,South Chicago,25 S WACKER DR
440,17162010090000,1193006,1260905,-67899,-0.056914215016521386,5-91,South Chicago,33 S WACKER DR
441,17162010170000,822619,890518,-67899,-0.08254003372156493,5-91,South Chicago,77 S WACKER DR
442,14324040210000,3309020,3375983,-66963,-0.020236505067965815,5-91,North Chicago,1030 N KINGSBURY ST
443,17104000380000,100356,166429,-66073,-0.6583861453226514,5-97,South Chicago,400 E SOUTH WATER ST
444,17041120630000,482551,548341,-65790,-0.13633792075863482,3-97,North Chicago,1457 N HALSTED ST
445,13362150360000,373110,438845,-65735,-0.17618128701991376,3-91,West Chicago,2223 N MILWAUKEE AVE
446,17082070210000,660431,723721,-63290,-0.09583135861278458,3-91,West Chicago,736 N MORGAN ST
447,17171170050000,203675,265747,-62072,-0.3047600343684791,3-91,West Chicago,1243 W JACKSON BLVD
448,17171170060000,203675,265747,-62072,-0.3047600343684791,3-91,West Chicago,1239 W JACKSON BLVD
449,17171170070000,203675,265747,-62072,-0.3047600343684791,3-91,West Chicago,1235 W JACKSON BLVD
450,17171170080000,203675,265747,-62072,-0.3047600343684791,3-91,West Chicago,1233 W JACKSON BLVD
451,17171170090000,203675,265747,-62072,-0.3047600343684791,3-91,West Chicago,1229 W JACKSON BLVD
452,17223160060000,167550,227724,-60174,-0.35914055505819165,5-22,South Chicago,351 E 21ST ST
453,17104000390000,89934,148961,-59027,-0.6563368692596794,5-97,South Chicago,400 E SOUTH WATER ST
454,17062320540000,234722,293240,-58518,-0.24930769165225253,7-97,West Chicago,0  UNKNOWN 
455,17153060150000,176515,234272,-57757,-0.3272073194912615,5-17,South Chicago,1011 S STATE ST
456,17091030070000,208823,265960,-57137,-0.27361449648745584,5-91,West Chicago,630 W LAKE ST
457,17082070200000,587814,643193,-55379,-0.09421177447287743,3-91,West Chicago,1031 W CHICAGO AVE
458,17082070150000,586098,641477,-55379,-0.09448761128684957,3-91,West Chicago,729 N MILWAUKEE AVE
459,17032230350000,84254,139507,-55253,-0.6557908229876326,3-91,North Chicago,1 E CHESTNUT ST
460,17032230330000,82701,137954,-55253,-0.6681055851803486,3-91,North Chicago,1 E CHESTNUT ST
461,14303050230000,236479,291062,-54583,-0.23081542124247822,5-97,West Chicago,2692 N HOLLY AVE
462,17181260070000,67187,119007,-51820,-0.7712801583639692,3-91,West Chicago,300 S DAMEN AVE
463,17221081020000,283614,335247,-51633,-0.18205377731705763,3-97,South Chicago,0  UNKNOWN 
464,17101120120000,383671,433750,-50079,-0.13052589327835573,5-29,North Chicago,58 E ONTARIO ST
465,17103070100000,411718,461359,-49641,-0.12057039041285544,5-91,South Chicago,151 N MICHIGAN AVE
466,17042120010000,779717,828744,-49027,-0.06287794161214899,3-91,North Chicago,1367 N SEDGWICK ST
467,17092270320000,294049,342487,-48438,-0.1647276474329109,5-28,North Chicago,635 N DEARBORN ST
468,17082070230000,502998,550466,-47468,-0.09437015654137793,3-91,West Chicago,736 N MORGAN ST
469,17082070120000,505849,553316,-47467,-0.09383630292834422,3-91,West Chicago,724 N MORGAN ST
470,17162200030000,276134,322370,-46236,-0.16744044558076876,7-29B,South Chicago,208 S LA SALLE ST
471,17171140350000,473226,517380,-44154,-0.09330425631727768,3-91,West Chicago,1500 W VAN BUREN ST
472,17041120620000,321986,365894,-43908,-0.1363661774114402,3-97,North Chicago,1457 N HALSTED ST
473,17094510510000,415692,459153,-43461,-0.10455096561877553,5-97,South Chicago,108 N STATE ST
474,14303050120000,146237,187471,-41234,-0.28196694407024214,5-97,West Chicago,2643 N JONES ST
475,17082070020000,432110,473028,-40918,-0.09469348082664131,3-91,West Chicago,1013 W CHICAGO AVE
476,17044110090000,102889,143729,-40840,-0.3969326167034377,3-97,North Chicago,1120 N LA SALLE ST
477,17044110120000,102889,143729,-40840,-0.3969326167034377,3-97,North Chicago,1120 N LA SALLE ST
478,17044110080000,95369,136209,-40840,-0.4282313959462718,3-97,North Chicago,1120 N LA SALLE ST
479,17044110110000,95369,136209,-40840,-0.4282313959462718,3-97,North Chicago,1120 N LA SALLE ST
480,17044110060000,84477,125309,-40832,-0.4833504977686234,3-97,North Chicago,1120 N LA SALLE ST
481,17221040070000,926734,965286,-38552,-0.04159985497456664,3-91,South Chicago,1329 S WABASH AVE
482,17221040090000,926449,965001,-38552,-0.04161265218053023,3-91,South Chicago,1333 S WABASH AVE
483,17091020220000,106484,143504,-37020,-0.3476578640922581,3-91,West Chicago,710 W GRAND AVE
484,17091020230000,106484,143504,-37020,-0.3476578640922581,3-91,West Chicago,710 W GRAND AVE
485,17091020240000,106124,143144,-37020,-0.34883720930232553,3-91,West Chicago,710 W GRAND AVE
486,17091020250000,105404,142424,-37020,-0.35122006754961865,3-91,West Chicago,710 W GRAND AVE
487,17044480070000,345524,379539,-34015,-0.0984446811220061,3-97,North Chicago,827 N LA SALLE ST
488,13362150350000,184162,217030,-32868,-0.17847330068092226,3-91,West Chicago,2229 N MILWAUKEE AVE
489,13362150370000,183422,216290,-32868,-0.17919333558678896,3-91,West Chicago,2221 N MILWAUKEE AVE
490,13362150380000,183422,216290,-32868,-0.17919333558678896,3-91,West Chicago,2217 N MILWAUKEE AVE
491,13362150390000,183422,216290,-32868,-0.17919333558678896,3-91,West Chicago,2215 N MILWAUKEE AVE
492,17101120160000,135383,167330,-31947,-0.2359749747014026,5-29,North Chicago,58 E ONTARIO ST
493,17082070190000,341523,373168,-31645,-0.09265847395343796,3-91,West Chicago,745 N CARPENTER ST
494,17082070130000,339051,370696,-31645,-0.09333404119144317,3-91,West Chicago,718 N MORGAN ST
495,17082070060000,334833,366478,-31645,-0.09450980040796453,3-91,West Chicago,741 N CARPENTER ST
496,17171170020000,104550,135586,-31036,-0.29685318029650887,3-91,West Chicago,1251 W JACKSON BLVD
497,17171170030000,104550,135586,-31036,-0.29685318029650887,3-91,West Chicago,1249 W JACKSON BLVD
498,17044480100000,172191,202122,-29931,-0.17382441591023912,3-97,North Chicago,813 N LA SALLE ST
499,17151010080000,1103293,1131343,-28050,-0.025423890118037473,7-48,South Chicago,71 E MADISON ST
500,17042120020000,442837,470415,-27578,-0.06227573576733647,3-91,North Chicago,1365 N SEDGWICK ST
501,17042120040000,441836,469414,-27578,-0.062416824342063526,3-91,North Chicago,1359 N SEDGWICK ST
502,17042120030000,441011,468589,-27578,-0.06253358759758831,3-91,North Chicago,1361 N SEDGWICK ST
503,17032010540000,128345,153331,-24986,-0.1946784058592077,3-91,North Chicago,68 E CEDAR ST
504,17092390010000,424651,446789,-22138,-0.052132221518376376,5-29,North Chicago,125 W OHIO ST
505,17223160030000,108621,130283,-21662,-0.19942736671546024,5-22,South Chicago,351 E 21ST ST
506,17044480120000,101374,121328,-19954,-0.19683548049795796,3-97,North Chicago,809 N LA SALLE ST
507,17044480110000,100835,120788,-19953,-0.19787772102940449,3-97,North Chicago,811 N LA SALLE ST
508,17092270310000,117867,136703,-18836,-0.1598072403641393,5-28,North Chicago,635 N DEARBORN ST
509,17092390050000,284090,302668,-18578,-0.06539476926326171,5-29,North Chicago,113 W OHIO ST
510,17092390060000,283940,302518,-18578,-0.06542931605268709,5-29,North Chicago,109 W OHIO ST
511,17092390020000,258990,277568,-18578,-0.07173249932429826,5-29,North Chicago,121 W OHIO ST
512,17042120380000,308806,327191,-18385,-0.05953576031553798,3-91,North Chicago,1357 N SEDGWICK ST
513,17162200050000,109573,127926,-18353,-0.1674956421746232,7-29B,South Chicago,208 S LA SALLE ST
514,17092050290000,70114,88346,-18232,-0.26003365946886503,3-91,North Chicago,750 W HUBBARD ST
515,17092050280000,54314,72546,-18232,-0.3356777258165482,3-91,North Chicago,750 N DEARBORN ST
516,17043030010000,801099,818492,-17393,-0.021711423931374263,3-91,North Chicago,625 W DIVISION ST
517,17171140320000,182421,198872,-16451,-0.090181503226054,3-91,West Chicago,1524 W VAN BUREN ST
518,17102190570000,27337,42432,-15095,-0.5521820243625855,3-97,North Chicago,455 N PARK DR
519,17181260050000,25210,38250,-13040,-0.5172550575168584,3-91,West Chicago,313 S SEELEY AVE
520,17062320570000,48713,61551,-12838,-0.2635436125880155,5-97,West Chicago,1300 N ASHLAND AVE
521,17151000860000,35443,46584,-11141,-0.3143356939311006,5-97,South Chicago,60 S STATE ST
522,17092390030000,140337,149998,-9661,-0.0688414316965591,5-29,North Chicago,119 W OHIO ST
523,17151000840000,29124,38287,-9163,-0.3146202444719133,5-97,South Chicago,60 S STATE ST
524,17041120700000,66076,75070,-8994,-0.1361159876505842,3-97,North Chicago,1457 N HALSTED ST
525,17092390040000,136853,145771,-8918,-0.06516481187843892,5-29,North Chicago,117 W OHIO ST
526,17171140340000,88298,96521,-8223,-0.09312781716460172,3-91,West Chicago,1514 W VAN BUREN ST
527,17171140290000,90263,98482,-8219,-0.09105613595825535,3-91,West Chicago,324 S LAFLIN ST
528,17094510490000,75435,83508,-8073,-0.10701928812885275,5-97,South Chicago,108 N STATE ST
529,14303040190000,57025,64821,-7796,-0.13671196843489697,5-97,West Chicago,2350 N HOLLY AVE
530,17151000850000,21942,28855,-6913,-0.3150578798650989,5-97,South Chicago,60 S STATE ST
531,17041120610000,33936,40109,-6173,-0.1819012258368693,3-97,North Chicago,1457 N HALSTED ST
532,17094210150000,115013,121086,-6073,-0.052802726648292,5-90,South Chicago,150 W HADDOCK PL
533,17094210140000,98375,104448,-6073,-0.061733163913595845,5-90,South Chicago,150 W HADDOCK PL
534,17221040060000,143587,149518,-5931,-0.04130596781045637,3-91,South Chicago,1327 S WABASH AVE
