,SOLD DATE,ADDRESS,CITY,PRICE,BEDS,BATHS,LOCATION,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL,LATITUDE,LONGITUDE,Unnamed: 0,URL,PRICE_AS_CURRENCY,YEAR BUILT DISPLAY,PRICE_SQUARE_FEET_AS_CURRENCY,COLOR,RANK,FULL_ADDRESS
780,March-23-2023,441 N Park Blvd Unit 3A,Glen Ellyn,360000.0,3.0,2.0,Park Place,1969.0,,220.0,https://www.redfin.com/IL/Glen-Ellyn/441-N-Park-Blvd-60137/unit-3A/home/18134595,41.8759565,-88.0624201,,,"$360,000",1969,$220,blue,1193,441 N Park Blvd Unit 3A Glen Ellyn
1626,March-28-2023,839 Todd Ct,Deerfield,360000.0,2.0,2.0,"Deerfield, Bannockburn, Riverwoods",1955.0,,268.0,https://www.redfin.com/IL/Deerfield/839-Todd-Ct-60015/home/17621437,42.168385,-87.8443552,,,"$360,000",1955,$268,blue,1194,839 Todd Ct Deerfield
506,March-7-2023,1078 Cliff View Ln,Carol Stream,360000.0,3.0,2.5,Carol Stream,1988.0,,215.0,https://www.redfin.com/IL/Carol-Stream/1078-Cliff-View-Ln-60188/home/17372969,41.926493,-88.1581271,,,"$360,000",1988,$215,blue,1195,1078 Cliff View Ln Carol Stream
314,March-30-2023,866 Havenshire Rd,Naperville,360000.0,2.0,2.5,Deer Crossing,1999.0,,183.0,https://www.redfin.com/IL/Naperville/866-Havenshire-Rd-60565/home/18069953,41.7455983,-88.1635426,,,"$360,000",1999,$183,blue,1196,866 Havenshire Rd Naperville
703,March-10-2023,1501 73rd St,Darien,360000.0,3.0,2.5,Darien,1978.0,,219.0,https://www.redfin.com/IL/Darien/1501-73rd-St-60561/home/18004139,41.7546797,-87.9815194,,,"$360,000",1978,$219,blue,1197,1501 73rd St Darien
776,March-3-2023,2213 Cheshire Dr,Aurora,360000.0,4.0,2.5,Oakhurst,1994.0,,205.0,https://www.redfin.com/IL/Aurora/2213-Cheshire-Dr-60502/home/18074189,41.7568788,-88.2607378,,,"$360,000",1994,$205,blue,1198,2213 Cheshire Dr Aurora
573,March-15-2023,413 S Princeton Ave,Villa Park,360000.0,3.0,2.0,Villa Park,1941.0,,225.0,https://www.redfin.com/IL/Villa-Park/413-S-Princeton-Ave-60181/home/18104075,41.8819355,-87.9802329,,,"$360,000",1941,$225,blue,1199,413 S Princeton Ave Villa Park
2904,March-23-2023,16410 S Wheatgrass #162.2 St,Lockport,359990.0,3.0,2.5,The Townes at Silo Bend,2022.0,,202.0,https://www.redfin.com/IL/Lockport/16410-Wheatgrass-St-Unknown/home/182760198,41.584812,-87.993878,,,"$359,990",2022,$202,blue,1200,16410 S Wheatgrass #162.2 St Lockport
2616,March-16-2023,302 Gladys Ave,Joliet,359990.0,4.0,2.5,Cedar Creek,2022.0,,195.0,https://www.redfin.com/IL/Joliet/302-Gladys-Ave-60436/home/183186634,41.4477008,-88.0866963,,,"$359,990",2022,$195,blue,1201,302 Gladys Ave Joliet
2852,March-9-2023,12708 W Kenmore #27.02 Ct,Homer Glen,359990.0,3.0,2.5,The Square at Goodings Grove,2022.0,,198.0,https://www.redfin.com/IL/Homer-Glen/12708-W-Kenmore-27-02-CT-60491/home/183044929,41.635964,-87.928846,,,"$359,990",2022,$198,blue,1202,12708 W Kenmore #27.02 Ct Homer Glen
1979,March-27-2023,742 Wellington Ln,Cary,359990.0,3.0,2.5,West Lake,2022.0,,229.0,https://www.redfin.com/IL/Cary/742-Wellington-Ln-60013/home/180398712,42.2218092,-88.2610356,,,"$359,990",2022,$229,blue,1203,742 Wellington Ln Cary
88,March-10-2023,29W515 Cerny Cir,Warrenville,359900.0,3.0,2.5,Warrenville,2005.0,,160.0,https://www.redfin.com/IL/Warrenville/29W515-Cerny-Cir-60555/home/17983491,41.8299751,-88.1984572,,,"$359,900",2005,$160,blue,1204,29W515 Cerny Cir Warrenville
938,March-16-2023,12865 Rock Creek Cir,Huntley,359900.0,2.0,2.0,Del Webb Sun City,2007.0,,216.0,https://www.redfin.com/IL/Huntley/12865-Rock-Creek-Cir-60142/home/16927530,42.1403917,-88.4462679,,,"$359,900",2007,$216,blue,1205,12865 Rock Creek Cir Huntley
45,March-17-2023,429 N Wilson Ln,Addison,359900.0,3.0,2.0,Addison,1969.0,,225.0,https://www.redfin.com/IL/Addison/429-N-Wilson-Ln-60101/home/18164016,41.9355644,-88.0072019,,,"$359,900",1969,$225,blue,1206,429 N Wilson Ln Addison
1195,March-29-2023,1588 Wind Energy Pass,Batavia,359885.0,2.0,2.5,Prairie Commons,2022.0,,225.0,https://www.redfin.com/IL/Batavia/1588-Wind-Energy-Pass-60510/home/183844969,41.825,-88.2891,,,"$359,885",2022,$225,blue,1207,1588 Wind Energy Pass Batavia
2321,March-3-2023,722 Downing St,New Lenox,359000.0,4.0,3.0,Wellington,1995.0,,171.0,https://www.redfin.com/IL/New-Lenox/722-Downing-St-60451/home/23195064,41.5048586,-87.9223531,,,"$359,000",1995,$171,blue,1208,722 Downing St New Lenox
988,March-15-2023,1948 Sedgegrass Trl,Aurora,359000.0,4.0,3.0,Aurora / Eola,2002.0,,170.0,https://www.redfin.com/IL/Aurora/1948-Sedgegrass-Trl-60504/home/16927856,41.7435458,-88.2663146,,,"$359,000",2002,$170,blue,1209,1948 Sedgegrass Trl Aurora
1738,March-20-2023,695 Needlegrass Pkwy,Antioch,359000.0,4.0,2.5,Tiffany Farms,2002.0,,158.0,https://www.redfin.com/IL/Antioch/695-Needlegrass-Pkwy-60002/home/17614805,42.4843384,-88.1198912,,,"$359,000",2002,$158,blue,1210,695 Needlegrass Pkwy Antioch
685,March-31-2023,544 S Adeline Ave,Addison,359000.0,4.0,3.0,Addison,1956.0,,201.0,https://www.redfin.com/IL/Addison/544-S-Adeline-Ave-60101/home/18156167,41.9162348,-87.9978578,,,"$359,000",1956,$201,blue,1211,544 S Adeline Ave Addison
223,March-31-2023,1001 Bear Paw Ct,Carol Stream,358000.0,3.0,1.5,Shining Waters,1978.0,,227.0,https://www.redfin.com/IL/Carol-Stream/1001-Bear-Paw-Ct-60188/home/18204340,41.9231416,-88.1557074,,,"$358,000",1978,$227,blue,1212,1001 Bear Paw Ct Carol Stream
447,March-10-2023,1196 Pinetree Ln,Bartlett,358000.0,4.0,2.5,Apple Orchard,1986.0,,157.0,https://www.redfin.com/IL/Bartlett/1196-Pinetree-Ln-60103/home/18213035,41.9623557,-88.1922178,,,"$358,000",1986,$157,blue,1213,1196 Pinetree Ln Bartlett
508,March-30-2023,101 S Poplar Ave,Elmhurst,358000.0,2.0,2.0,Elmhurst,1956.0,,211.0,https://www.redfin.com/IL/Elmhurst/101-S-Poplar-Ave-60126/home/18114971,41.897941,-87.9295441,,,"$358,000",1956,$211,blue,1214,101 S Poplar Ave Elmhurst
2874,March-6-2023,3306 Rosecroft Ln,Naperville,357500.0,3.0,3.5,Heatherstone,2002.0,,207.0,https://www.redfin.com/IL/Naperville/3306-Rosecroft-Ln-60564/home/18986517,41.7125964,-88.2117648,,,"$357,500",2002,$207,blue,1215,3306 Rosecroft Ln Naperville
535,March-10-2023,743 S Spring Rd,Elmhurst,357500.0,3.0,2.0,Elmhurst,1954.0,,340.0,https://www.redfin.com/IL/Elmhurst/743-S-Spring-Rd-60126/home/18100965,41.8770993,-87.9492019,,,"$357,500",1954,$340,blue,1216,743 S Spring Rd Elmhurst
408,March-7-2023,1135 Lightning Trl,Carol Stream,357000.0,3.0,2.5,Shining Waters,1983.0,,213.0,https://www.redfin.com/IL/Carol-Stream/1135-Lightning-Trl-60188/home/18204035,41.9193943,-88.1624709,,,"$357,000",1983,$213,blue,1217,1135 Lightning Trl Carol Stream
510,March-9-2023,6664 Fernwood Dr,Lisle,356500.0,3.0,1.5,Green Trails,1978.0,,289.0,https://www.redfin.com/IL/Lisle/6664-Fernwood-Dr-60532/home/18048303,41.7640209,-88.1055926,,,"$356,500",1978,$289,blue,1218,6664 Fernwood Dr Lisle
285,March-17-2023,355 W Eugenia St,Lombard,356000.0,4.0,3.0,Lombard,1926.0,,212.0,https://www.redfin.com/IL/Lombard/355-W-Eugenia-St-60148/home/18107023,41.8872143,-88.027099,,,"$356,000",1926,$212,blue,1219,355 W Eugenia St Lombard
2117,March-17-2023,350 Steeplechase Way,Lake In The Hills,355000.0,3.0,2.5,Bellchase,1997.0,,133.0,https://www.redfin.com/IL/Lake-in-the-Hills/350-Steeplechase-Way-60156/home/14161383,42.1698162,-88.3912393,,,"$355,000",1997,$133,blue,1220,350 Steeplechase Way Lake In The Hills
1111,March-29-2023,1008 Pinehurst Ct,Elgin,355000.0,3.0,3.0,Elgin,2008.0,,130.0,https://www.redfin.com/IL/Elgin/1008-Pinehurst-Ct-60124/home/28469315,42.0053298,-88.3845113,,,"$355,000",2008,$130,blue,1221,1008 Pinehurst Ct Elgin
3,March-17-2023,225 Main St #214,Roselle,355000.0,2.0,2.0,Park Street Crossing,2009.0,,208.0,https://www.redfin.com/IL/Roselle/225-Main-St-60172/unit-214/home/17974257,41.9826628,-88.0749076,,,"$355,000",2009,$208,blue,1222,225 Main St #214 Roselle
959,March-3-2023,2011 Wagner Rd,Batavia,355000.0,6.0,3.0,Batavia,1980.0,,135.0,https://www.redfin.com/IL/Batavia/2011-Wagner-Rd-60510/home/16932785,41.823479,-88.283175,,,"$355,000",1980,$135,blue,1223,2011 Wagner Rd Batavia
559,March-13-2023,130 Kingswood Ct,Naperville,355000.0,4.0,2.0,Old Farm,1973.0,,235.0,https://www.redfin.com/IL/Naperville/130-Kingswood-Ct-60565/home/167247404,41.7304842,-88.1388418,,,"$355,000",1973,$235,blue,1224,130 Kingswood Ct Naperville
2152,March-15-2023,10961 Wing Pointe Dr,Huntley,355000.0,4.0,3.5,Wing Pointe,2001.0,,211.0,https://www.redfin.com/IL/Huntley/10961-Wing-Pointe-Dr-60142/home/17781875,42.1551825,-88.4097312,,,"$355,000",2001,$211,blue,1225,10961 Wing Pointe Dr Huntley
1277,March-10-2023,7N521 Falcons Trl,St. Charles,355000.0,5.0,3.0,Cranston Meadows,1991.0,,108.0,https://www.redfin.com/IL/St-Charles/7N521-Falcons-Trl-60175/home/16993143,41.9779294,-88.373441,,,"$355,000",1991,$108,blue,1226,7N521 Falcons Trl St. Charles
1629,March-20-2023,6342 Cunningham Ct,Gurnee,355000.0,3.0,2.5,Chelsey Crossing,2006.0,,140.0,https://www.redfin.com/IL/Gurnee/6342-Cunningham-Ct-60031/home/17588377,42.3491298,-87.9599101,,,"$355,000",2006,$140,blue,1227,6342 Cunningham Ct Gurnee
1181,March-31-2023,34W544 Roosevelt Ave Unit D,St. Charles,355000.0,3.0,2.5,Whitmore Place,2011.0,,203.0,https://www.redfin.com/IL/St-Charles/34W544-Roosevelt-Ave-60174/unit-D/home/183959932,41.9629961,-88.2928747,,,"$355,000",2011,$203,blue,1228,34W544 Roosevelt Ave Unit D St. Charles
2735,March-3-2023,23801 W Dayfield Dr,Plainfield,355000.0,2.0,2.0,Villas at Fox Run,2012.0,,198.0,https://www.redfin.com/IL/Plainfield/23801-W-Dayfield-Dr-60586/home/66759016,41.5821323,-88.1964741,,,"$355,000",2012,$198,blue,1229,23801 W Dayfield Dr Plainfield
148,March-31-2023,455 W Front St Unit 2-508,Wheaton,355000.0,2.0,2.0,Waterford Place,1997.0,,245.0,https://www.redfin.com/IL/Wheaton/455-W-Front-St-60187/unit-2-508/home/18128514,41.8651825,-88.1124161,,,"$355,000",1997,$245,blue,1230,455 W Front St Unit 2-508 Wheaton
1350,March-20-2023,720 Red Bridge Rd,Lake Zurich,355000.0,4.0,2.5,Hawthorn Woods / Lake Zurich / Kildeer / Long Grove,1976.0,,147.0,https://www.redfin.com/IL/Lake-Zurich/720-Red-Bridge-Rd-60047/home/17654067,42.1850789,-88.0765068,,,"$355,000",1976,$147,blue,1231,720 Red Bridge Rd Lake Zurich
2072,March-31-2023,170 Rosedale Ave,Crystal Lake,355000.0,3.0,2.0,Crystal Lake / Lakewood / Prairie Grove,1940.0,,202.0,https://www.redfin.com/IL/Crystal-Lake/170-Rosedale-Ave-60014/home/17810874,42.2352417,-88.3271384,,,"$355,000",1940,$202,blue,1232,170 Rosedale Ave Crystal Lake
1435,March-30-2023,1442 Concorde Cir,Highland Park,355000.0,3.0,2.5,Chantilly,1978.0,,157.0,https://www.redfin.com/IL/Highland-Park/1442-Concorde-Cir-60035/home/17617391,42.1668605,-87.8096406,,,"$355,000",1978,$157,blue,1233,1442 Concorde Cir Highland Park
2710,March-21-2023,12360 S Bobwhite Ln,Plainfield,355000.0,3.0,3.5,Heritage Meadows,1997.0,,135.0,https://www.redfin.com/IL/Plainfield/12360-S-Bobwhite-Ln-60585/home/23390245,41.6573178,-88.206646,,,"$355,000",1997,$135,blue,1234,12360 S Bobwhite Ln Plainfield
2295,March-14-2023,5305 N Ridgeway Rd,Ringwood,355000.0,4.0,2.0,Holiday Hills / Johnsburg / McHenry / Lakemoor / McCullom Lake / Sunnyside / Ringwood,1979.0,,137.0,https://www.redfin.com/IL/Ringwood/5305-N-Ridgeway-Rd-60072/home/17851566,42.4031977,-88.3188249,,,"$355,000",1979,$137,blue,1235,5305 N Ridgeway Rd Ringwood
391,March-20-2023,117 Sophia St,West Chicago,355000.0,3.0,3.0,West Chicago,1913.0,,219.0,https://www.redfin.com/IL/West-Chicago/117-Sophia-St-60185/home/18150979,41.8855281,-88.2024969,,,"$355,000",1913,$219,blue,1236,117 Sophia St West Chicago
351,March-17-2023,630 N Neva Ave,Addison,355000.0,3.0,2.0,Addison,1958.0,,237.0,https://www.redfin.com/IL/Addison/630-N-Neva-Ave-60101/home/18164281,41.938899,-87.998908,,,"$355,000",1958,$237,blue,1237,630 N Neva Ave Addison
1512,March-31-2023,150 Red Top Dr #101,Libertyville,355000.0,2.0,2.0,Red Top Villas,1985.0,,232.0,https://www.redfin.com/IL/Libertyville/150-Red-Top-Dr-60048/unit-101/home/17674830,42.2640903,-87.9473494,,,"$355,000",1985,$232,blue,1238,150 Red Top Dr #101 Libertyville
489,March-7-2023,5400 Main St,Downers Grove,355000.0,3.0,1.5,Downers Grove,1896.0,,210.0,https://www.redfin.com/IL/Downers-Grove/5400-Main-St-60515/home/18026690,41.7892352,-88.0099062,,,"$355,000",1896,$210,blue,1239,5400 Main St Downers Grove
2929,March-23-2023,631 Downing St,New Lenox,355000.0,4.0,3.0,Wellington,1996.0,,169.0,https://www.redfin.com/IL/New-Lenox/631-Downing-St-60451/home/23367678,41.5070984,-87.9231575,,,"$355,000",1996,$169,blue,1240,631 Downing St New Lenox
217,March-22-2023,702 San Diego Pl,Bartlett,355000.0,4.0,2.0,Twin Lakes,1978.0,,,https://www.redfin.com/IL/Bartlett/702-San-Diego-Pl-60103/home/18215969,41.9818991,-88.1697857,,,"$355,000",1978,$nan,blue,1241,702 San Diego Pl Bartlett
2573,March-14-2023,3512 Mustang Rd,Joliet,355000.0,3.0,3.0,Cambridge Run,2005.0,,196.0,https://www.redfin.com/IL/Joliet/3512-Mustang-Rd-60435/home/23361402,41.5868789,-88.1476851,,,"$355,000",2005,$196,blue,1242,3512 Mustang Rd Joliet
2736,March-30-2023,25405 Faraday Rd,Manhattan,353500.0,4.0,2.5,Manhattan/Wilton Center,2004.0,,122.0,https://www.redfin.com/IL/Manhattan/25405-Faraday-Rd-60442/home/23386593,41.4256555,-87.9969536,,,"$353,500",2004,$122,blue,1243,25405 Faraday Rd Manhattan
2261,March-28-2023,621 Green Oaks Dr,Crystal Lake,353500.0,4.0,2.5,Green Oaks,1972.0,,175.0,https://www.redfin.com/IL/Crystal-Lake/621-Green-Oaks-Dr-60014/home/17827025,42.241939,-88.3440832,,,"$353,500",1972,$175,blue,1244,621 Green Oaks Dr Crystal Lake
385,March-23-2023,505 E Illinois St,Wheaton,353000.0,3.0,2.0,Wheaton,1927.0,,253.0,https://www.redfin.com/IL/Wheaton/505-E-Illinois-St-60187/home/18129404,41.8625011,-88.0991392,,,"$353,000",1927,$253,blue,1245,505 E Illinois St Wheaton
969,March-27-2023,39W383 Baker Dr,Geneva,353000.0,3.0,3.0,Mill Creek,1998.0,,133.0,https://www.redfin.com/IL/Geneva/39W383-Baker-Dr-60134/home/184431724,41.8723785,-88.3830557,,,"$353,000",1998,$133,blue,1246,39W383 Baker Dr Geneva
481,March-20-2023,1206 Hobson Oaks Ct,Naperville,353000.0,3.0,2.5,Hobson Oaks,1987.0,,210.0,https://www.redfin.com/IL/Naperville/1206-Hobson-Oaks-Ct-60540/home/14198223,41.7524795,-88.1179652,,,"$353,000",1987,$210,blue,1247,1206 Hobson Oaks Ct Naperville
1993,March-24-2023,754 Westbury Dr,Cary,352789.0,3.0,2.5,West Lake,2022.0,,224.0,https://www.redfin.com/IL/Cary/754-Westbury-Dr-60013/home/182340664,42.2207107,-88.2611298,,,"$352,789",2022,$224,blue,1248,754 Westbury Dr Cary
1223,March-3-2023,523 Shenandoah Trl,Elgin,352500.0,3.0,2.5,Valley Creek,1986.0,,146.0,https://www.redfin.com/IL/Elgin/523-Shenandoah-Trl-60123/home/17021381,42.0442045,-88.3293399,,,"$352,500",1986,$146,blue,1249,523 Shenandoah Trl Elgin
428,March-30-2023,171 Greenway Trl,Carol Stream,352000.0,3.0,1.5,Park Hill,1979.0,,181.0,https://www.redfin.com/IL/Carol-Stream/171-Greenway-Trl-60188/home/18180602,41.918197,-88.1234985,,,"$352,000",1979,$181,blue,1250,171 Greenway Trl Carol Stream
711,March-1-2023,4N618 Ridgewood Ave,Bensenville,352000.0,3.0,3.0,Bensenville,1979.0,,223.0,https://www.redfin.com/IL/Bensenville/4N618-Ridgewood-Ave-60106/home/18161960,41.9465137,-87.9567981,,,"$352,000",1979,$223,blue,1251,4N618 Ridgewood Ave Bensenville
2952,March-30-2023,25541 W Maurice Ln,Plainfield,351180.0,2.0,2.0,Creekside Crossing,2023.0,,232.0,https://www.redfin.com/IL/Plainfield/25541-W-Maurice-LN-60586/home/181401877,41.5929,-88.239,,,"$351,180",2023,$232,blue,1252,25541 W Maurice Ln Plainfield
980,March-27-2023,134 Chelsea Ave,Sugar Grove,351000.0,3.0,2.5,Sugar Grove,1995.0,,,https://www.redfin.com/IL/Sugar-Grove/134-Chelsea-Ave-60554/home/16964425,41.7599042,-88.436697,,,"$351,000",1995,$nan,blue,1253,134 Chelsea Ave Sugar Grove
597,March-21-2023,988 Dearborn Cir,Carol Stream,351000.0,3.0,2.0,Western Trails,1979.0,,139.0,https://www.redfin.com/IL/Carol-Stream/988-Dearborn-Cir-60188/home/18181165,41.9261982,-88.127205,,,"$351,000",1979,$139,blue,1254,988 Dearborn Cir Carol Stream
2975,March-27-2023,16034 S Moss Ct,Plainfield,350245.0,3.0,2.5,Creekside Crossing,2023.0,,189.0,https://www.redfin.com/IL/Plainfield/16034-S-Moss-CT-60586/home/178970658,41.5929,-88.239,,,"$350,245",2023,$189,blue,1255,16034 S Moss Ct Plainfield
288,March-20-2023,207 Eric Ct,Bloomingdale,350000.0,2.0,2.5,On the Park,1995.0,,212.0,https://www.redfin.com/IL/Bloomingdale/207-Eric-Ct-60108/home/18189185,41.9588159,-88.0956974,,,"$350,000",1995,$212,blue,1256,207 Eric Ct Bloomingdale
365,March-31-2023,110 S Prairie Ave,Bloomingdale,350000.0,3.0,1.5,Bloomingdale,1956.0,,266.0,https://www.redfin.com/IL/Bloomingdale/110-S-Prairie-Ave-60108/home/18192062,41.9563558,-88.0694246,,,"$350,000",1956,$266,blue,1257,110 S Prairie Ave Bloomingdale
289,March-28-2023,210 Sophia St,West Chicago,350000.0,4.0,2.0,West Chicago,1923.0,,214.0,https://www.redfin.com/IL/West-Chicago/210-Sophia-St-60185/home/18153219,41.8865064,-88.2030679,,,"$350,000",1923,$214,blue,1258,210 Sophia St West Chicago
2945,March-29-2023,3107 Oceanside Ct,Plainfield,350000.0,6.0,2.5,Plainfield,2006.0,,159.0,https://www.redfin.com/IL/Plainfield/3107-Oceanside-Ct-60586/home/23232572,41.577569,-88.2506625,,,"$350,000",2006,$159,blue,1259,3107 Oceanside Ct Plainfield
1994,March-13-2023,2907 Monterra Dr,Spring Grove,350000.0,3.0,2.0,Spring Grove,1991.0,,96.0,https://www.redfin.com/IL/Spring-Grove/2907-Monterra-Dr-60081/home/17857012,42.4559564,-88.2509286,,,"$350,000",1991,$96,blue,1260,2907 Monterra Dr Spring Grove
1588,March-17-2023,7629 Mendocino Dr,Gurnee,350000.0,3.0,2.5,Elysian Fields,1994.0,,165.0,https://www.redfin.com/IL/Gurnee/7629-Mendocino-Dr-60031/home/17719361,42.3847034,-87.9917903,,,"$350,000",1994,$165,blue,1261,7629 Mendocino Dr Gurnee
1405,March-7-2023,1034 Tamarack Ln,Libertyville,350000.0,3.0,2.0,Greentree,1978.0,,194.0,https://www.redfin.com/IL/Libertyville/1034-Tamarack-Ln-60048/home/17675591,42.2687233,-87.9562431,,,"$350,000",1978,$194,blue,1262,1034 Tamarack Ln Libertyville
487,March-14-2023,711 E Devon Ave,Roselle,350000.0,3.0,2.5,Ventura 21,1971.0,,185.0,https://www.redfin.com/IL/Roselle/711-E-Devon-Ave-60172/home/18201005,41.9896217,-88.0633915,,,"$350,000",1971,$185,blue,1263,711 E Devon Ave Roselle
746,March-15-2023,6648 Foxtree Ave,Woodridge,350000.0,4.0,2.5,Woodridge,1976.0,,159.0,https://www.redfin.com/IL/Woodridge/6648-Foxtree-Ave-60517/home/18045276,41.766612,-88.04273,,,"$350,000",1976,$159,blue,1264,6648 Foxtree Ave Woodridge
1300,March-17-2023,5N623 IL Route 25 Ave,St. Charles,350000.0,3.0,3.5,Campton Hills / St. Charles,1950.0,,219.0,https://www.redfin.com/IL/Saint-Charles/5N623-Il-Route-25-60174/home/14181331,41.9509835,-88.3053641,,,"$350,000",1950,$219,blue,1265,5N623 IL Route 25 Ave St. Charles
476,March-13-2023,2111 Baldwin Ln,Hanover Park,350000.0,4.0,2.5,Hanover Park,1991.0,,161.0,https://www.redfin.com/IL/Hanover-Park/2111-Baldwin-Ln-60133/home/18211781,41.9576279,-88.1577461,,,"$350,000",1991,$161,blue,1266,2111 Baldwin Ln Hanover Park
2401,March-17-2023,2329 Jackson Branch Dr,New Lenox,350000.0,4.0,3.0,New Lenox,2002.0,,250.0,https://www.redfin.com/IL/New-Lenox/2329-Jackson-Branch-Dr-60451/home/23333690,41.4773405,-87.994831,,,"$350,000",2002,$250,blue,1267,2329 Jackson Branch Dr New Lenox
1016,March-27-2023,1302 Fox Meadow Ct,St. Charles,350000.0,3.0,2.5,Campton Hills / St. Charles,1998.0,,262.0,https://www.redfin.com/IL/Saint-Charles/1302-Fox-Meadow-Ct-60174/home/16986502,41.916503,-88.3300516,,,"$350,000",1998,$262,blue,1268,1302 Fox Meadow Ct St. Charles
299,March-22-2023,1144 S Julia Dr,Villa Park,350000.0,4.0,2.5,Villa Park,1967.0,,239.0,https://www.redfin.com/IL/Villa-Park/1144-S-Julia-Dr-60181/home/18095661,41.8681203,-87.9725662,,,"$350,000",1967,$239,blue,1269,1144 S Julia Dr Villa Park
12,March-31-2023,357 N Lombard Ave,Lombard,350000.0,3.0,1.5,Lombard,1958.0,,343.0,https://www.redfin.com/IL/Lombard/357-N-Lombard-Ave-60148/home/18108452,41.8961527,-88.0092283,,,"$350,000",1958,$343,blue,1270,357 N Lombard Ave Lombard
494,March-16-2023,353 N Commerce St,Aurora,350000.0,3.0,2.5,Yorkshire Square,2006.0,,188.0,https://www.redfin.com/IL/Aurora/353-N-Commerce-St-60504/home/17975891,41.761129,-88.2288786,,,"$350,000",2006,$188,blue,1271,353 N Commerce St Aurora
649,March-15-2023,2556 Yellow Star St,Woodridge,350000.0,4.0,2.5,Woodridge Center,1978.0,,159.0,https://www.redfin.com/IL/Woodridge/2556-Yellow-Star-St-60517/home/18044726,41.763976,-88.0485916,,,"$350,000",1978,$159,blue,1272,2556 Yellow Star St Woodridge
2914,March-31-2023,9152 Arbour Walk Dr,Frankfort,350000.0,2.0,2.0,Pheasant Run Estates,2003.0,,192.0,https://www.redfin.com/IL/Frankfort/9152-Arbour-Walk-Dr-60423/home/23287209,41.5062218,-87.8382414,,,"$350,000",2003,$192,blue,1273,9152 Arbour Walk Dr Frankfort
946,March-3-2023,41W997 Empire Rd,St. Charles,350000.0,4.0,,Campton Hills / St. Charles,1959.0,,193.0,https://www.redfin.com/IL/St-Charles/41W997-Empire-Rd-60175/home/16993544,41.951474,-88.432878,,,"$350,000",1959,$193,blue,1274,41W997 Empire Rd St. Charles
371,March-22-2023,6314 Winston Dr,Woodridge,350000.0,3.0,2.0,Winston Hills,1965.0,,261.0,https://www.redfin.com/IL/Woodridge/6314-Winston-Dr-60517/home/18046548,41.7716288,-88.0623032,,,"$350,000",1965,$261,blue,1275,6314 Winston Dr Woodridge
470,March-24-2023,371 N Westmore Ave,Villa Park,350000.0,3.0,2.0,Villa Park,1956.0,,206.0,https://www.redfin.com/IL/Villa-Park/371-N-Westmore-Ave-60181/home/18110585,41.8965725,-87.9932055,,,"$350,000",1956,$206,blue,1276,371 N Westmore Ave Villa Park
1320,March-20-2023,887 Breeze Dr,Lake Villa,350000.0,3.0,2.5,Winddance,1995.0,,126.0,https://www.redfin.com/IL/Lake-Villa/887-Breeze-Dr-60046/home/17741211,42.3989282,-88.0880215,,,"$350,000",1995,$126,blue,1277,887 Breeze Dr Lake Villa
807,March-23-2023,20W360 York Ln,Downers Grove,350000.0,4.0,3.5,Farmingdale Village,1989.0,,186.0,https://www.redfin.com/IL/Downers-Grove/20W360-York-Ln-60516/home/17993032,41.7205917,-88.0208264,,,"$350,000",1989,$186,blue,1278,20W360 York Ln Downers Grove
2044,March-10-2023,6425 Longford Dr,Mchenry,350000.0,4.0,3.5,Legend Lakes,2005.0,,166.0,https://www.redfin.com/IL/McHenry/6425-Longford-Dr-60050/home/17778795,42.3343925,-88.3224694,,,"$350,000",2005,$166,blue,1279,6425 Longford Dr Mchenry
1639,March-15-2023,498 Crystal Pl,Gurnee,350000.0,3.0,2.5,Ravinia Woods,1994.0,,207.0,https://www.redfin.com/IL/Gurnee/498-Crystal-Pl-60031/home/17718870,42.3668943,-87.9971066,,,"$350,000",1994,$207,blue,1280,498 Crystal Pl Gurnee
718,March-21-2023,3015 Fairfield Ln,Aurora,350000.0,4.0,3.5,Pine Meadows,1996.0,,166.0,https://www.redfin.com/IL/Aurora/3015-Fairfield-Ln-60504/home/18067571,41.7454479,-88.2438746,,,"$350,000",1996,$166,blue,1281,3015 Fairfield Ln Aurora
621,March-15-2023,5 Lorraine Ave,Woodridge,350000.0,4.0,3.0,Woodridge,1977.0,,175.0,https://www.redfin.com/IL/Woodridge/5-Lorraine-Ave-60517/home/18046106,41.765927,-88.0424473,,,"$350,000",1977,$175,blue,1282,5 Lorraine Ave Woodridge
622,March-20-2023,1336 Middlebury Dr,Aurora,350000.0,4.0,2.5,Briarwood,1987.0,,191.0,https://www.redfin.com/IL/Aurora/1336-Middlebury-Dr-60504/home/18063998,41.729931,-88.2395062,,,"$350,000",1987,$191,blue,1283,1336 Middlebury Dr Aurora
888,March-31-2023,317 Ridley St,North Aurora,349990.0,2.0,2.0,Lincoln Valley,2022.0,,226.0,https://www.redfin.com/IL/North-Aurora/317-Ridley-St-60542/home/183856716,41.8205798,-88.3140223,,,"$349,990",2022,$226,blue,1284,317 Ridley St North Aurora
1980,March-24-2023,1401 E Finch Ct,Woodstock,349990.0,2.0,2.0,Sanctuary of Bull Valley,2022.0,,188.0,https://www.redfin.com/IL/Woodstock/1401-E-Finch-Ct-60098/home/22937156,42.299272,-88.396126,,,"$349,990",2022,$188,blue,1285,1401 E Finch Ct Woodstock
