,SOLD DATE,ADDRESS,CITY,PRICE,BEDS,BATHS,LOCATION,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL,LATITUDE,LONGITUDE,Unnamed: 0,URL,PRICE_AS_CURRENCY,YEAR BUILT DISPLAY,PRICE_SQUARE_FEET_AS_CURRENCY,COLOR,RANK,FULL_ADDRESS
645,March-31-2023,633 E 8th Ave,Naperville,445000.0,3.0,3.0,Naperville,1970.0,,202.0,https://www.redfin.com/IL/Naperville/633-E-8th-Ave-60563/home/18050748,41.7837582,-88.1374848,,,"$445,000",1970,$202,blue,695,633 E 8th Ave Naperville
411,March-7-2023,1644 Killdeer Dr,Naperville,445000.0,5.0,2.5,Maplebrook II,1971.0,,212.0,https://www.redfin.com/IL/Naperville/1644-Killdeer-Dr-60565/home/18039075,41.7383901,-88.1312358,,,"$445,000",1971,$212,blue,696,1644 Killdeer Dr Naperville
22,March-16-2023,421 Orleans Ave,Naperville,444900.0,3.0,2.5,Naperville,1989.0,,197.0,https://www.redfin.com/IL/Naperville/421-Orleans-Ave-60565/home/18038165,41.7381242,-88.1211895,,,"$444,900",1989,$197,blue,697,421 Orleans Ave Naperville
191,March-21-2023,156 Jackson Ln,Bloomingdale,444215.0,3.0,2.0,Bloomingdale,1979.0,,213.0,https://www.redfin.com/IL/Bloomingdale/156-Jackson-Ln-60108/home/18191067,41.952887,-88.084313,,,"$444,215",1979,$213,blue,698,156 Jackson Ln Bloomingdale
772,March-10-2023,1604 Westminster Dr,Naperville,444000.0,4.0,2.5,Brookdale,1986.0,,216.0,https://www.redfin.com/IL/Naperville/1604-Westminster-Dr-60563/home/18079360,41.7938173,-88.1968247,,,"$444,000",1986,$216,blue,699,1604 Westminster Dr Naperville
92,March-29-2023,205 Edgebrook Dr,Bloomingdale,442500.0,5.0,3.0,Bloomingdale,1971.0,,171.0,https://www.redfin.com/IL/Bloomingdale/205-Edgebrook-Dr-60108/home/14170713,41.9498002,-88.0699019,,,"$442,500",1971,$171,blue,700,205 Edgebrook Dr Bloomingdale
142,March-13-2023,1719 Monmouth Pl,Downers Grove,442500.0,3.0,1.5,Downers Grove,1984.0,,269.0,https://www.redfin.com/IL/Downers-Grove/1719-Monmouth-Pl-60516/home/18013441,41.7606634,-88.0252071,,,"$442,500",1984,$269,blue,701,1719 Monmouth Pl Downers Grove
2834,March-22-2023,12639 S Potomac Lot #101.6 Dr,Plainfield,442490.0,2.0,2.5,The Townes at Lansdowne,2022.0,,219.0,https://www.redfin.com/IL/Plainfield/12639-S-Potomac-Lot-101-6-DR-60585/home/181819672,41.652135,-88.192375,,,"$442,490",2022,$219,blue,702,12639 S Potomac Lot #101.6 Dr Plainfield
1283,March-24-2023,1212 Highbrook Ave,Hampshire,442400.0,4.0,2.5,Tamms Farm,2022.0,,169.0,https://www.redfin.com/IL/Hampshire/1212-Highbrook-Ave-60140/home/22978208,42.1231113,-88.5029828,,,"$442,400",2022,$169,blue,703,1212 Highbrook Ave Hampshire
2913,March-10-2023,2227 Jetstream Dr,New Lenox,441900.0,4.0,2.5,Sky Harbor,2023.0,,179.0,https://www.redfin.com/IL/New-Lenox/2227-Runway-Dr-60451/home/181753800,41.4782123,-87.920693,,,"$441,900",2023,$179,blue,704,2227 Jetstream Dr New Lenox
1596,March-31-2023,565 W Highplains Rd,Round Lake,441000.0,5.0,4.0,Prairie Walk,2003.0,,105.0,https://www.redfin.com/IL/Round-Lake/565-W-Highplains-Rd-60073/home/17601710,42.3272484,-88.0966469,,,"$441,000",2003,$105,blue,705,565 W Highplains Rd Round Lake
152,March-20-2023,730 Hillview Ave,West Chicago,440000.0,4.0,3.0,West Chicago,1972.0,,206.0,https://www.redfin.com/IL/West-Chicago/730-Hillview-Ave-60185/home/18150453,41.8805314,-88.1915339,,,"$440,000",1972,$206,blue,706,730 Hillview Ave West Chicago
1764,March-24-2023,650 Green Briar Ln,Lake Forest,440000.0,5.0,4.0,Lake Forest,1964.0,,187.0,https://www.redfin.com/IL/Lake-Forest/650-Green-Briar-Ln-60045/home/17665178,42.2401981,-87.8313742,,,"$440,000",1964,$187,blue,707,650 Green Briar Ln Lake Forest
1597,March-31-2023,18367 W Springwood Dr,Grayslake,440000.0,4.0,2.5,Oakwood,1996.0,,185.0,https://www.redfin.com/IL/Grayslake/18367-W-Springwood-Dr-60030/home/17718056,42.3621021,-87.9910032,,,"$440,000",1996,$185,blue,708,18367 W Springwood Dr Grayslake
1237,March-9-2023,3108 Deerpath Ln,Carpentersville,440000.0,5.0,3.5,Winchester Glen,2006.0,,119.0,https://www.redfin.com/IL/Carpentersville/3108-Deerpath-Ln-60110/home/16915018,42.1317785,-88.3481239,,,"$440,000",2006,$119,blue,709,3108 Deerpath Ln Carpentersville
293,March-6-2023,952 S Spring Rd,Elmhurst,440000.0,3.0,2.0,Elmhurst,1945.0,,302.0,https://www.redfin.com/IL/Elmhurst/952-S-Spring-Rd-60126/home/18097559,41.8698995,-87.9494135,,,"$440,000",1945,$302,blue,710,952 S Spring Rd Elmhurst
433,March-17-2023,2858 Henley Ln,Naperville,440000.0,2.0,2.5,Mayfair,2016.0,,241.0,https://www.redfin.com/IL/Naperville/2858-Henley-Ln-60540/home/142672220,41.7523379,-88.2031536,,,"$440,000",2016,$241,blue,711,2858 Henley Ln Naperville
2762,March-30-2023,25545 W Cerena Cir,Plainfield,439990.0,4.0,2.5,Springbank,2022.0,,169.0,https://www.redfin.com/IL/Plainfield/25545-W-Cerena-Cir-60586/home/23276157,41.576987,-88.238071,,,"$439,990",2022,$169,blue,712,25545 W Cerena Cir Plainfield
904,March-20-2023,1623 Hollow Tree Ln,Pingree Grove,439990.0,4.0,2.5,Cambridge Lakes,2022.0,,169.0,https://www.redfin.com/IL/Pingree-Grove/1623-Hollow-Tree-Ln-60140/home/182491386,42.091055,-88.4425579,,,"$439,990",2022,$169,blue,713,1623 Hollow Tree Ln Pingree Grove
1823,March-31-2023,706 Deerpath Dr,Deerfield,439900.0,3.0,2.0,"Deerfield, Bannockburn, Riverwoods",1952.0,,293.0,https://www.redfin.com/IL/Deerfield/706-Deerpath-Dr-60015/home/17619820,42.1657471,-87.8582706,,,"$439,900",1952,$293,blue,714,706 Deerpath Dr Deerfield
2367,March-23-2023,3188 Sweetgrass Cir,Aurora,439825.0,2.0,2.5,Aurora / Eola,2022.0,,276.0,https://www.redfin.com/IL/Aurora/3188-Sweetgrass-CIR-60503/home/183055439,41.7126888,-88.2607188,,,"$439,825",2022,$276,blue,715,3188 Sweetgrass Cir Aurora
1282,March-10-2023,1285 Tuscany Trl,Hampshire,439000.0,4.0,2.5,Tuscany Woods,2008.0,,116.0,https://www.redfin.com/IL/Hampshire/1285-Tuscany-Trl-60140/home/22975060,42.0906463,-88.5013345,,,"$439,000",2008,$116,blue,716,1285 Tuscany Trl Hampshire
168,March-10-2023,6810 Charleston Dr,Darien,439000.0,3.0,2.0,Farmingdale Heights,1977.0,,235.0,https://www.redfin.com/IL/Darien/6810-Charleston-Dr-60561/home/18009708,41.7640179,-87.9678019,,,"$439,000",1977,$235,blue,717,6810 Charleston Dr Darien
1454,March-17-2023,340 Prescott Ln,Gurnee,439000.0,4.0,3.0,Timberwoods,2001.0,,137.0,https://www.redfin.com/IL/Gurnee/340-Prescott-Ln-60031/home/17609228,42.3650001,-87.9843503,,,"$439,000",2001,$137,blue,718,340 Prescott Ln Gurnee
2523,March-24-2023,14509 Meadow Ln,Plainfield,439000.0,5.0,3.5,Liberty Grove,2005.0,,143.0,https://www.redfin.com/IL/Plainfield/14509-Meadow-Ln-60544/home/23291022,41.6181127,-88.2292685,,,"$439,000",2005,$143,blue,719,14509 Meadow Ln Plainfield
2706,March-1-2023,143 Walnut St,Frankfort,438000.0,3.0,3.0,Frankfort,1995.0,,211.0,https://www.redfin.com/IL/Frankfort/143-Walnut-St-60423/home/23386835,41.4961956,-87.8531235,,,"$438,000",1995,$211,blue,720,143 Walnut St Frankfort
1105,March-6-2023,1921 Cloverdale Ln,Algonquin,437750.0,4.0,2.5,Willoughby Farms,1993.0,,224.0,https://www.redfin.com/IL/Algonquin/1921-Cloverdale-Ln-60102/home/17013432,42.1510141,-88.3252785,,,"$437,750",1993,$224,blue,721,1921 Cloverdale Ln Algonquin
171,March-3-2023,905 Hunter Dr,Roselle,436500.0,4.0,2.5,Summerfield,1980.0,,160.0,https://www.redfin.com/IL/Roselle/905-Hunter-Dr-60172/home/18198176,41.9805481,-88.1030309,,,"$436,500",1980,$160,blue,722,905 Hunter Dr Roselle
242,March-15-2023,244 Millford Ln,Bloomingdale,436100.0,4.0,2.5,Bloomingdale,1976.0,,183.0,https://www.redfin.com/IL/Bloomingdale/244-Millford-Ln-60108/home/18190911,41.9470092,-88.0797553,,,"$436,100",1976,$183,blue,723,244 Millford Ln Bloomingdale
861,March-15-2023,3459 Crosswater Ct,Elgin,435504.0,4.0,2.5,Elgin,2023.0,,191.0,https://www.redfin.com/IL/Elgin/3459-Crosswater-Ct-60124/home/184772085,41.9945219,-88.3803157,,,"$435,504",2023,$191,blue,724,3459 Crosswater Ct Elgin
2365,March-17-2023,2223 Daly Ln,Plainfield,435490.0,4.0,2.5,Ashford Place,2022.0,,167.0,https://www.redfin.com/IL/Plainfield/2223-Daly-Ln-60586/home/182549015,41.5613607,-88.2499589,,,"$435,490",2022,$167,blue,725,2223 Daly Ln Plainfield
2665,March-24-2023,13713 Cannonade Ct,Orland Park,435000.0,5.0,3.5,Derby Meadows,1976.0,,169.0,https://www.redfin.com/IL/Orland-Park/13713-Cannonade-Ct-60467/home/23401395,41.6398437,-87.9175643,,,"$435,000",1976,$169,blue,726,13713 Cannonade Ct Orland Park
740,March-3-2023,5 Oak Brook Club Dr Unit N202,Oak Brook,435000.0,2.0,2.0,Oak Brook,1976.0,,248.0,https://www.redfin.com/IL/Oak-Brook/5-Oak-Brook-Club-Dr-60523/unit-N202/home/18089088,41.8559009,-87.9505583,,,"$435,000",1976,$248,blue,727,5 Oak Brook Club Dr Unit N202 Oak Brook
2758,March-7-2023,25148 Constitution Ct,Plainfield,435000.0,6.0,2.5,Liberty Grove,2004.0,,149.0,https://www.redfin.com/IL/Plainfield/25148-Constitution-Ct-60544/home/23364464,41.6144022,-88.2299723,,,"$435,000",2004,$149,blue,728,25148 Constitution Ct Plainfield
2748,March-10-2023,24923 Ambrose Rd,Plainfield,435000.0,4.0,2.5,Plainfield,1997.0,,164.0,https://www.redfin.com/IL/Plainfield/24923-Ambrose-Rd-60585/home/23173777,41.642248,-88.2268527,,,"$435,000",1997,$164,blue,729,24923 Ambrose Rd Plainfield
1296,March-23-2023,4N637 Citation Ln,Elburn,435000.0,5.0,3.0,Cheval De Salle,1995.0,,147.0,https://www.redfin.com/IL/Elburn/4N637-Citation-Ln-60119/home/16997889,41.9341712,-88.4537312,,,"$435,000",1995,$147,blue,730,4N637 Citation Ln Elburn
2967,March-24-2023,202 Tonell Ave,New Lenox,435000.0,4.0,2.5,New Lenox,2006.0,,136.0,https://www.redfin.com/IL/New-Lenox/202-Tonell-Ave-60451/home/23176993,41.5083358,-87.9508837,,,"$435,000",2006,$136,blue,731,202 Tonell Ave New Lenox
2277,March-10-2023,250 Ellis Rd,Lake In The Hills,435000.0,6.0,3.5,Sumner Glen,1997.0,,140.0,https://www.redfin.com/IL/Lake-in-the-Hills/250-Ellis-Rd-60156/home/17814224,42.1786034,-88.3852884,,,"$435,000",1997,$140,blue,732,250 Ellis Rd Lake In The Hills
564,March-15-2023,2198 Brookside Ln,Aurora,435000.0,3.0,3.0,Stonebridge,1994.0,,220.0,https://www.redfin.com/IL/Aurora/2198-Brookside-Ln-60502/home/14178259,41.7832163,-88.2597607,,,"$435,000",1994,$220,blue,733,2198 Brookside Ln Aurora
2040,March-24-2023,1915 Pringle Dr,Marengo,435000.0,3.0,2.0,Koda Ridge,1986.0,,174.0,https://www.redfin.com/IL/Marengo/1915-Pringle-Dr-60152/home/17838422,42.300455,-88.621707,,,"$435,000",1986,$174,blue,734,1915 Pringle Dr Marengo
1310,March-24-2023,4810 Providence Rd,Gurnee,435000.0,4.0,2.5,Providence Village,1993.0,,163.0,https://www.redfin.com/IL/Gurnee/4810-Providence-Rd-60031/home/17715312,42.3514209,-87.9220083,,,"$435,000",1993,$163,blue,735,4810 Providence Rd Gurnee
759,March-10-2023,877 Burning Trl,Carol Stream,435000.0,4.0,2.5,Stonebridge,1986.0,,230.0,https://www.redfin.com/IL/Carol-Stream/877-Burning-Trl-60188/home/18205087,41.9254092,-88.1557645,,,"$435,000",1986,$230,blue,736,877 Burning Trl Carol Stream
453,March-1-2023,1430 62nd St,Downers Grove,435000.0,4.0,3.0,Downers Grove,1969.0,,124.0,https://www.redfin.com/IL/Downers-Grove/1430-62nd-St-60516/home/18014326,41.7745389,-88.0199179,,,"$435,000",1969,$124,blue,737,1430 62nd St Downers Grove
1047,March-28-2023,13513 Fallow Dr,Huntley,435000.0,2.0,2.0,Del Webb Sun City,2003.0,,212.0,https://www.redfin.com/IL/Huntley/13513-Fallow-Dr-60142/home/16927469,42.153197,-88.4609404,,,"$435,000",2003,$212,blue,738,13513 Fallow Dr Huntley
1520,March-14-2023,1146 Williams Ave,Deerfield,435000.0,3.0,2.0,"Deerfield, Bannockburn, Riverwoods",1955.0,,220.0,https://www.redfin.com/IL/Deerfield/1146-Williams-Ave-60015/home/17622280,42.1805496,-87.8561648,,,"$435,000",1955,$220,blue,739,1146 Williams Ave Deerfield
520,March-27-2023,931 Sunnyside Rd,Roselle,435000.0,3.0,2.0,Keeneyville / Roselle,1957.0,,208.0,https://www.redfin.com/IL/Roselle/931-Sunnyside-Rd-60172/home/12585999,41.9753477,-88.0580641,,,"$435,000",1957,$208,blue,740,931 Sunnyside Rd Roselle
1199,March-17-2023,3498 Fletcher Ln,Aurora,435000.0,5.0,2.5,Ingham Park,2016.0,,133.0,https://www.redfin.com/IL/Aurora/3498-Fletcher-Ln-60506/home/22978428,41.7640392,-88.4037829,,,"$435,000",2016,$133,blue,741,3498 Fletcher Ln Aurora
1146,March-24-2023,625 Gaslight Dr,Algonquin,435000.0,4.0,2.5,Gaslight South,1974.0,,207.0,https://www.redfin.com/IL/Algonquin/625-Gaslight-Dr-60102/home/17027241,42.1514454,-88.3020412,,,"$435,000",1974,$207,blue,742,625 Gaslight Dr Algonquin
185,March-1-2023,547 N Edgewood Ave,Lombard,435000.0,3.0,2.0,Lombard,1976.0,,212.0,https://www.redfin.com/IL/Lombard/547-N-Edgewood-Ave-60148/home/18108963,41.9001904,-88.0028811,,,"$435,000",1976,$212,blue,743,547 N Edgewood Ave Lombard
681,March-31-2023,2106 Midhurst Rd,Downers Grove,435000.0,4.0,2.5,Downers Grove,1968.0,,201.0,https://www.redfin.com/IL/Downers-Grove/2106-Midhurst-Rd-60516/home/18044876,41.7668188,-88.0336389,,,"$435,000",1968,$201,blue,744,2106 Midhurst Rd Downers Grove
2086,March-24-2023,11240 Devon Ct,Huntley,435000.0,5.0,3.5,Covington Lakes,2007.0,,196.0,https://www.redfin.com/IL/Huntley/11240-Devon-Ct-60142/home/17772496,42.1947109,-88.4150727,,,"$435,000",2007,$196,blue,745,11240 Devon Ct Huntley
2426,March-31-2023,25561 W Cerena Cir,Plainfield,434990.0,4.0,2.5,Springbank,2023.0,,185.0,https://www.redfin.com/IL/Plainfield/25561-W-Cerena-Cir-60586/home/23276151,41.576737,-88.236866,,,"$434,990",2023,$185,blue,746,25561 W Cerena Cir Plainfield
2773,March-15-2023,2221 Daly Ln,Plainfield,434990.0,4.0,2.5,Ashford Place,2022.0,,185.0,https://www.redfin.com/IL/Plainfield/2221-Daly-Ln-60586/home/182549245,41.5613607,-88.2499589,,,"$434,990",2022,$185,blue,747,2221 Daly Ln Plainfield
714,March-16-2023,6602 Westmoreland Dr,Woodridge,434900.0,4.0,2.0,Woodridge,1967.0,,181.0,https://www.redfin.com/IL/Woodridge/6602-Westmoreland-Dr-60517/home/18045814,41.7660741,-88.0528851,,,"$434,900",1967,$181,blue,748,6602 Westmoreland Dr Woodridge
2906,March-31-2023,19612 S Sophie Ct,Frankfort,434900.0,3.0,2.5,Highland Ridge,2007.0,,134.0,https://www.redfin.com/IL/Frankfort/19612-S-Sophie-Ct-60423/home/23275548,41.5331276,-87.7946813,,,"$434,900",2007,$134,blue,749,19612 S Sophie Ct Frankfort
2133,March-22-2023,12060 Summer Ridge Ln,Huntley,434000.0,2.0,2.0,Del Webb Sun City,2003.0,,173.0,https://www.redfin.com/IL/Huntley/12060-Summer-Ridge-Ln-60142/home/17782263,42.154181,-88.4537502,,,"$434,000",2003,$173,blue,750,12060 Summer Ridge Ln Huntley
1076,March-22-2023,12060 Summer Ridge Ln,Huntley,434000.0,2.0,2.0,Del Webb Sun City,2003.0,,173.0,https://www.redfin.com/IL/Huntley/12060-Summer-Ridge-Ln-60142/home/17782263,42.154181,-88.4537502,,,"$434,000",2003,$173,blue,751,12060 Summer Ridge Ln Huntley
2212,March-31-2023,5 Savannah Ct,Algonquin,432990.0,2.0,2.0,Grand Reserve,2022.0,,232.0,https://www.redfin.com/IL/Algonquin/5-Savannah-Ct-60102/home/181142804,42.1588652,-88.3471218,,,"$432,990",2022,$232,blue,752,5 Savannah Ct Algonquin
19,March-20-2023,3544 Kemper Dr,Woodridge,432000.0,3.0,2.5,Woodridge,2018.0,,193.0,https://www.redfin.com/IL/Woodridge/3544-Kemper-Dr-60517/home/146185068,41.7703551,-88.0722401,,,"$432,000",2018,$193,blue,753,3544 Kemper Dr Woodridge
302,March-1-2023,971 Heathrow Ln,Naperville,431000.0,3.0,2.5,Naperville,1989.0,,265.0,https://www.redfin.com/IL/Naperville/971-Heathrow-Ln-60540/home/18068872,41.7516382,-88.1683,,,"$431,000",1989,$265,blue,754,971 Heathrow Ln Naperville
2229,March-29-2023,1675 Preston St,Algonquin,430500.0,5.0,3.5,Falcon Ridge,1995.0,,123.0,https://www.redfin.com/IL/Algonquin/1675-Preston-St-60102/home/17796777,42.172827,-88.3211787,,,"$430,500",1995,$123,blue,755,1675 Preston St Algonquin
790,March-7-2023,10S249 Argonne Ridge Rd,Willowbrook,430004.0,3.0,2.5,Willowbrook,,,220.0,https://www.redfin.com/IL/Willowbrook/10S249-Argonne-Ridge-Rd-60527/home/17993808,41.7255549,-87.9622908,,,"$430,004",nan,$220,blue,756,10S249 Argonne Ridge Rd Willowbrook
491,March-31-2023,2011 Lancaster Ln,Wheaton,430000.0,4.0,2.5,Wheaton,1971.0,,239.0,https://www.redfin.com/IL/Wheaton/2011-Lancaster-Ln-60189/home/18118382,41.8311828,-88.0870039,,,"$430,000",1971,$239,blue,757,2011 Lancaster Ln Wheaton
1887,March-27-2023,28872 W Rivers Edge Dr,Cary,430000.0,4.0,2.5,Cary / Oakwood Hills / Trout Valley,1987.0,,168.0,https://www.redfin.com/IL/Cary/28872-W-Rivers-Edge-Dr-60013/home/17663509,42.2140648,-88.1966914,,,"$430,000",1987,$168,blue,758,28872 W Rivers Edge Dr Cary
2270,March-31-2023,1301 Hunters Trl,Crystal Lake,430000.0,5.0,3.5,Hunters Ridge,1998.0,,94.0,https://www.redfin.com/IL/Crystal-Lake/1301-Hunters-Trl-60014/home/17815826,42.1959698,-88.3685873,,,"$430,000",1998,$94,blue,759,1301 Hunters Trl Crystal Lake
1828,March-2-2023,1241 Deerfield Rd,Deerfield,430000.0,4.0,2.0,"Deerfield, Bannockburn, Riverwoods",1955.0,,173.0,https://www.redfin.com/IL/Deerfield/1241-Deerfield-Rd-60015/home/17619925,42.1671594,-87.8587544,,,"$430,000",1955,$173,blue,760,1241 Deerfield Rd Deerfield
2687,March-17-2023,1341 E North St,Lockport,430000.0,5.0,4.0,Homer / Lockport,1993.0,,134.0,https://www.redfin.com/IL/Lockport/1341-E-North-St-60441/home/23295423,41.6062747,-88.0291436,,,"$430,000",1993,$134,blue,761,1341 E North St Lockport
2176,March-15-2023,4609 Valerie Dr,Crystal Lake,430000.0,4.0,2.5,Crystal Lake Estates,1968.0,,172.0,https://www.redfin.com/IL/Crystal-Lake/4609-Valerie-Dr-60014/home/14197837,42.2364832,-88.2878552,,,"$430,000",1968,$172,blue,762,4609 Valerie Dr Crystal Lake
2927,March-24-2023,541 Augusta St,New Lenox,430000.0,3.0,3.0,New Lenox,2012.0,,196.0,https://www.redfin.com/IL/New-Lenox/541-Augusta-St-60451/home/23216038,41.4806779,-87.9579465,,,"$430,000",2012,$196,blue,763,541 Augusta St New Lenox
1156,March-10-2023,595 Tuscan Vw,Elgin,430000.0,3.0,2.0,Edgewater by Del Webb,2006.0,,176.0,https://www.redfin.com/IL/Elgin/595-Tuscan-Vw-60124/home/23133762,42.0157043,-88.3414271,,,"$430,000",2006,$176,blue,764,595 Tuscan Vw Elgin
1160,March-10-2023,2028 Kittridge Dr,West Dundee,430000.0,4.0,3.0,Hills of West Dundee,1993.0,,181.0,https://www.redfin.com/IL/West-Dundee/2028-Kittridge-Dr-60118/home/17028004,42.1073717,-88.3077378,,,"$430,000",1993,$181,blue,765,2028 Kittridge Dr West Dundee
2661,March-20-2023,25408 W Ashton Dr,Plainfield,429990.0,4.0,2.5,Springbank,2022.0,,165.0,https://www.redfin.com/IL/Plainfield/25408-W-Ashton-Dr-60586/home/23276125,41.5766588,-88.2354402,,,"$429,990",2022,$165,blue,766,25408 W Ashton Dr Plainfield
2793,March-3-2023,12655 S Potomac Lot #88.01 Dr,Plainfield,429990.0,3.0,2.5,The Townes at Lansdowne,2022.0,,203.0,https://www.redfin.com/IL/Plainfield/12655-S-Potomac-Lot-88-01-DR-60585/home/181352204,41.652135,-88.192375,,,"$429,990",2022,$203,blue,767,12655 S Potomac Lot #88.01 Dr Plainfield
1228,March-10-2023,906 Elm St,Sugar Grove,429500.0,5.0,3.0,Lakes of Bliss Woods,2000.0,,166.0,https://www.redfin.com/IL/Sugar-Grove/906-Elm-St-60554/home/16932494,41.7955354,-88.4354286,,,"$429,500",2000,$166,blue,768,906 Elm St Sugar Grove
1051,March-24-2023,1562 Hollow Tree Ln,Pingree Grove,428990.0,4.0,2.5,Cambridge Lakes,2022.0,,165.0,https://www.redfin.com/IL/Pingree-Grove/1562-Hollow-Tree-Ln-60140/home/181150398,42.091055,-88.4425579,,,"$428,990",2022,$165,blue,769,1562 Hollow Tree Ln Pingree Grove
1003,March-10-2023,1741 Waverly Ln,Algonquin,428000.0,4.0,2.5,Algonquin,1993.0,,114.0,https://www.redfin.com/IL/Algonquin/1741-Waverly-Ln-60102/home/14363723,42.150447,-88.3260756,,,"$428,000",1993,$114,blue,770,1741 Waverly Ln Algonquin
631,March-17-2023,2243 Durand Dr,Downers Grove,428000.0,2.0,3.0,Bending Oaks,1994.0,,270.0,https://www.redfin.com/IL/Downers-Grove/2243-Durand-Dr-60515/home/18054548,41.7859632,-88.039397,,,"$428,000",1994,$270,blue,771,2243 Durand Dr Downers Grove
2206,March-10-2023,3779 Monterey Cir,Algonquin,427500.0,3.0,2.5,The Cove,2016.0,,178.0,https://www.redfin.com/IL/Algonquin/3779-Monterey-Cir-60102/home/108600904,42.1551469,-88.3672221,,,"$427,500",2016,$178,blue,772,3779 Monterey Cir Algonquin
1589,March-14-2023,330 Bay Tree Cir,Vernon Hills,427500.0,4.0,3.5,Bay Tree/Greggs Landing,2002.0,,210.0,https://www.redfin.com/IL/Vernon-Hills/330-Bay-Tree-Cir-60061/home/12587087,42.2490442,-87.9570278,,,"$427,500",2002,$210,blue,773,330 Bay Tree Cir Vernon Hills
1576,March-10-2023,21375 W Hillside Ln,Mundelein,426711.0,5.0,3.5,Sylvan Lake,1952.0,,119.0,https://www.redfin.com/IL/Mundelein/21375-W-Hillside-Ln-60060/home/17684713,42.2431931,-88.050406,,,"$426,711",1952,$119,blue,774,21375 W Hillside Ln Mundelein
244,March-22-2023,134 S Whispering Hills Dr,Naperville,426000.0,3.0,2.0,Will-O-Way,1979.0,,282.0,https://www.redfin.com/IL/Naperville/134-S-Whispering-Hills-Dr-60540/home/18075782,41.7713019,-88.1817649,,,"$426,000",1979,$282,blue,775,134 S Whispering Hills Dr Naperville
484,March-13-2023,455 Hadley Ct,Bartlett,426000.0,4.0,2.5,Fairfax Commons,1992.0,,222.0,https://www.redfin.com/IL/Bartlett/455-Hadley-Ct-60103/home/18209594,41.9466153,-88.1657286,,,"$426,000",1992,$222,blue,776,455 Hadley Ct Bartlett
2460,March-31-2023,1429 Bayhill Dr,New Lenox,426000.0,2.0,3.0,Grand Prairie,2000.0,,196.0,https://www.redfin.com/IL/New-Lenox/1429-Bayhill-Dr-60451/home/23184723,41.5149809,-87.9907127,,,"$426,000",2000,$196,blue,777,1429 Bayhill Dr New Lenox
1741,March-29-2023,1478 Robincrest Ln,Lindenhurst,426000.0,5.0,3.5,Mallard Ridge,1992.0,,182.0,https://www.redfin.com/IL/Lindenhurst/1478-Robincrest-Ln-60046/home/17761833,42.4217623,-88.0453211,,,"$426,000",1992,$182,blue,778,1478 Robincrest Ln Lindenhurst
1368,March-30-2023,625 Cobblestone Ln,Buffalo Grove,426000.0,3.0,2.0,Highland Grove,1979.0,,230.0,https://www.redfin.com/IL/Buffalo-Grove/625-Cobblestone-Ln-60089/home/17635378,42.1644298,-87.9524916,,,"$426,000",1979,$230,blue,779,625 Cobblestone Ln Buffalo Grove
2673,March-30-2023,1320 Windemere Ave,Naperville,426000.0,4.0,2.0,Brook Crossing,1984.0,,227.0,https://www.redfin.com/IL/Naperville/1320-Windemere-Ave-60564/home/23298986,41.7131818,-88.1755757,,,"$426,000",1984,$227,blue,780,1320 Windemere Ave Naperville
1590,March-22-2023,1010 Evergreen St,Mundelein,426000.0,4.0,3.0,Colony of Longmeadow,1996.0,,163.0,https://www.redfin.com/IL/Mundelein/1010-Evergreen-St-60060/home/17688012,42.281167,-88.0241179,,,"$426,000",1996,$163,blue,781,1010 Evergreen St Mundelein
1798,March-31-2023,1898 White Lake Dr,Antioch,425000.0,4.0,4.0,Clublands Antioch,2007.0,,123.0,https://www.redfin.com/IL/Antioch/1898-White-Lake-Dr-60002/home/17593959,42.451395,-88.0383337,,,"$425,000",2007,$123,blue,782,1898 White Lake Dr Antioch
62,March-10-2023,2S170 Kent Rd,Glen Ellyn,425000.0,4.0,2.5,Butterfield West,1968.0,,195.0,https://www.redfin.com/IL/Glen-Ellyn/2S170-Kent-Rd-60137/home/18120913,41.8416477,-88.0505668,,,"$425,000",1968,$195,blue,783,2S170 Kent Rd Glen Ellyn
392,March-3-2023,29W310 Helen Ave,West Chicago,425000.0,4.0,2.5,West Chicago,2002.0,,180.0,https://www.redfin.com/IL/West-Chicago/29W310-Helen-Ave-60185/home/18153441,41.8993807,-88.1921226,,,"$425,000",2002,$180,blue,784,29W310 Helen Ave West Chicago
229,March-17-2023,1430 63rd St,Downers Grove,425000.0,3.0,2.0,Downers Grove,1952.0,,222.0,https://www.redfin.com/IL/Downers-Grove/1430-63rd-St-60516/home/18014314,41.7732123,-88.0194547,,,"$425,000",1952,$222,blue,785,1430 63rd St Downers Grove
2720,March-20-2023,701 Vanderbilt Dr,New Lenox,425000.0,4.0,2.5,Schoolhouse Manor,1994.0,,174.0,https://www.redfin.com/IL/New-Lenox/701-Vanderbilt-Dr-60451/home/23333908,41.5051962,-87.928099,,,"$425,000",1994,$174,blue,786,701 Vanderbilt Dr New Lenox
377,March-28-2023,2415 59th St,Woodridge,425000.0,4.0,2.5,Woodridge,1969.0,,199.0,https://www.redfin.com/IL/Woodridge/2415-59th-St-60517/home/18055237,41.7792271,-88.0436138,,,"$425,000",1969,$199,blue,787,2415 59th St Woodridge
