SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-31-2023,Single Family Residential,619 Ellington Ct,Fox River Grove,IL,60021,460000,4,3.5,Fox River Grove,3513,18338,1996,,131,,Sold,,,https://www.redfin.com/IL/Fox-River-Grove/619-Ellington-Ct-60021/home/17791037,MRED,11727166,N,Y,42.2033009,-88.2145243
PAST SALE,February-27-2023,Single Family Residential,62 Woodview Ln,Algonquin,IL,60102,285000,3,2.0,Algonquin,1056,,1968,,270,,Sold,,,https://www.redfin.com/IL/Algonquin/62-Woodview-Ln-60102/home/17793685,MRED,11672727,N,Y,42.1576713,-88.2776901
PAST SALE,April-3-2023,Single Family Residential,1176 Holly Ln,Algonquin,IL,60102,349900,3,2.5,Algonquin,1895,10977,1989,,185,,Sold,,,https://www.redfin.com/IL/Algonquin/1176-Holly-Ln-60102/home/17572500,MRED,11726443,N,Y,42.169334,-88.3065226
PAST SALE,March-24-2023,Single Family Residential,13440 Honeysuckle Dr,Huntley,IL,60142,310000,2,2.0,Del Webb Sun City,1652,5549,2003,,188,135,Sold,,,https://www.redfin.com/IL/Huntley/13440-Honeysuckle-Dr-60142/home/17777930,MRED,11711111,N,Y,42.1560413,-88.4586888
PAST SALE,March-10-2023,Single Family Residential,531 Brookside Ave,Algonquin,IL,60102,600000,4,3.5,Algonquin,3022,14505,2001,,199,,Sold,,,https://www.redfin.com/IL/Algonquin/531-Brookside-Ave-60102/home/17785316,MRED,11703247,N,Y,42.1700949,-88.3496225
PAST SALE,April-6-2023,Townhouse,1109 Amber Dr #1109,Cary,IL,60013,260000,3,2.0,West Lake,1889,2002,2007,,138,162,Sold,,,https://www.redfin.com/IL/Cary/1109-Amber-Dr-60013/unit-1109/home/77443556,MRED,11720147,N,Y,42.2204451,-88.2590102
PAST SALE,May-1-2023,Single Family Residential,5824 Prairie Ridge Rd,Crystal Lake,IL,60014,375000,4,3.0,Prairie Ridge,1884,10890,2005,,199,350,Sold,,,https://www.redfin.com/IL/Crystal-Lake/5824-Prairie-Ridge-Rd-60014/home/17826081,MRED,11744692,N,Y,42.244539,-88.281168
PAST SALE,February-24-2023,Single Family Residential,422 Starwood Pass,Lake In The Hills,IL,60156,499900,6,4.0,Big Sky,4176,,1993,,120,,Sold,,,https://www.redfin.com/IL/Lake-in-the-Hills/422-Starwood-Pass-60156/home/17802349,MRED,11696804,N,Y,42.1884881,-88.346815
PAST SALE,March-23-2023,Townhouse,412 N Harrison St,Algonquin,IL,60102,325000,3,2.5,Aspen Landings,2154,1242,2005,,151,165,Sold,,,https://www.redfin.com/IL/Algonquin/412-N-Harrison-St-60102/home/17773539,MRED,11713567,N,Y,42.1694812,-88.2882651
PAST SALE,May-1-2023,Single Family Residential,1800 Yasgur Dr,Woodstock,IL,60098,270000,3,2.0,Sweetwater,1435,,2006,,188,20,Sold,,,https://www.redfin.com/IL/Woodstock/1800-Yasgur-Dr-60098/home/17774941,MRED,11732461,N,Y,42.337166,-88.428832
