,SOLD DATE,ADDRESS,CITY,PRICE,BEDS,BATHS,LOCATION,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL,LATITUDE,LONGITUDE,Unnamed: 0.2,URL,Unnamed: 0,URL.2,PRICE_AS_CURRENCY,YEAR BUILT DISPLAY,PRICE_SQUARE_FEET_AS_CURRENCY,COLOR,RANK,FULL_ADDRESS,Unnamed: 0.1,URL.1
3425,April-4-2023,1104 Washington St,Bartlett,392800.0,3.0,2.5,Orchards of Bartlett,1978.0,,203.0,,41.9670392,-88.2045144,6.0,https://www.redfin.com/IL/Bartlett/1104-Washington-St-60103/home/18214530,,,"$392,800",1978,$203,blue,3179,1104 Washington St Bartlett,,
3424,April-4-2023,1104 Washington St,Bartlett,392800.0,3.0,2.5,Orchards of Bartlett,1978.0,,203.0,,41.9670392,-88.2045144,2365.0,,6.0,https://www.redfin.com/IL/Bartlett/1104-Washington-St-60103/home/18214530,"$392,800",1978,$203,blue,3180,1104 Washington St Bartlett,,
3432,April-6-2023,1156 Oakmeadow Ct,Gurnee,392500.0,5.0,2.5,Gurnee,1996.0,,138.0,,42.3772701,-87.9859777,2368.0,,1887.0,https://www.redfin.com/IL/Gurnee/1156-Oakmeadow-Ct-60031/home/17718693,"$392,500",1996,$138,blue,3181,1156 Oakmeadow Ct Gurnee,,
7715,April-6-2023,1156 Oakmeadow Ct,Gurnee,392500.0,5.0,2.5,Gurnee,1996.0,,138.0,https://www.redfin.com/IL/Gurnee/1156-Oakmeadow-Ct-60031/home/17718693,42.3772701,-87.9859777,,,,,"$392,500",1996,$138,blue,3182,1156 Oakmeadow Ct Gurnee,,
3428,April-26-2023,1638 Briarcrest Dr,New Lenox,392500.0,4.0,2.0,Country Creek,,,,,41.4874997,-87.9894571,2366.0,,2490.0,https://www.redfin.com/IL/New-Lenox/1638-Briarcrest-Dr-60451/home/23266498,"$392,500",nan,$nan,blue,3183,1638 Briarcrest Dr New Lenox,,
3426,April-10-2023,429 S Fairview Ave,Elmhurst,392500.0,3.0,1.0,Elmhurst,1951.0,,384.0,,41.8877857,-87.9554979,457.0,https://www.redfin.com/IL/Elmhurst/429-S-Fairview-Ave-60126/home/18102093,,,"$392,500",1951,$384,blue,3184,429 S Fairview Ave Elmhurst,,
8318,April-26-2023,1638 Briarcrest Dr,New Lenox,392500.0,4.0,2.0,Country Creek,,,,https://www.redfin.com/IL/New-Lenox/1638-Briarcrest-Dr-60451/home/23266498,41.4874997,-87.9894571,,,,,"$392,500",nan,$nan,blue,3185,1638 Briarcrest Dr New Lenox,,
3433,April-6-2023,1156 Oakmeadow Ct,Gurnee,392500.0,5.0,2.5,Gurnee,1996.0,,138.0,,42.3772701,-87.9859777,4801.0,https://www.redfin.com/IL/Gurnee/1156-Oakmeadow-Ct-60031/home/17718693,,,"$392,500",1996,$138,blue,3186,1156 Oakmeadow Ct Gurnee,,
457,April-10-2023,429 S Fairview Ave,Elmhurst,392500.0,3.0,1.0,Elmhurst,1951.0,,384.0,https://www.redfin.com/IL/Elmhurst/429-S-Fairview-Ave-60126/home/18102093,41.8877857,-87.9554979,,,,,"$392,500",1951,$384,blue,3187,429 S Fairview Ave Elmhurst,,
8099,April-27-2023,740 Verdi St,Woodstock,392500.0,5.0,3.5,Sonatas,2005.0,,127.0,https://www.redfin.com/IL/Woodstock/740-Verdi-St-60098/home/14155660,42.342436,-88.432678,,,,,"$392,500",2005,$127,blue,3188,740 Verdi St Woodstock,,
3429,April-26-2023,1638 Briarcrest Dr,New Lenox,392500.0,4.0,2.0,Country Creek,,,,,41.4874997,-87.9894571,5404.0,https://www.redfin.com/IL/New-Lenox/1638-Briarcrest-Dr-60451/home/23266498,,,"$392,500",nan,$nan,blue,3189,1638 Briarcrest Dr New Lenox,,
3427,April-27-2023,740 Verdi St,Woodstock,392500.0,5.0,3.5,Sonatas,2005.0,,127.0,,42.342436,-88.432678,5185.0,https://www.redfin.com/IL/Woodstock/740-Verdi-St-60098/home/14155660,,,"$392,500",2005,$127,blue,3190,740 Verdi St Woodstock,,
3430,April-27-2023,740 Verdi St,Woodstock,392500.0,5.0,3.5,Sonatas,2005.0,,127.0,,42.342436,-88.432678,2369.0,,2271.0,https://www.redfin.com/IL/Woodstock/740-Verdi-St-60098/home/14155660,"$392,500",2005,$127,blue,3191,740 Verdi St Woodstock,,
3431,April-10-2023,429 S Fairview Ave,Elmhurst,392500.0,3.0,1.0,Elmhurst,1951.0,,384.0,,41.8877857,-87.9554979,2367.0,,457.0,https://www.redfin.com/IL/Elmhurst/429-S-Fairview-Ave-60126/home/18102093,"$392,500",1951,$384,blue,3192,429 S Fairview Ave Elmhurst,,
695,April-17-2023,4138 Milford Ln #4138,Aurora,392000.0,3.0,2.5,Lehigh Station,2006.0,,172.0,https://www.redfin.com/IL/Aurora/4138-Milford-Ln-60504/unit-4138/home/183866692,41.7684331,-88.2162753,,,,,"$392,000",2006,$172,blue,3193,4138 Milford Ln #4138 Aurora,,
3435,April-17-2023,4138 Milford Ln #4138,Aurora,392000.0,3.0,2.5,Lehigh Station,2006.0,,172.0,,41.7684331,-88.2162753,695.0,https://www.redfin.com/IL/Aurora/4138-Milford-Ln-60504/unit-4138/home/183866692,,,"$392,000",2006,$172,blue,3194,4138 Milford Ln #4138 Aurora,,
3434,April-17-2023,4138 Milford Ln #4138,Aurora,392000.0,3.0,2.5,Lehigh Station,2006.0,,172.0,,41.7684331,-88.2162753,2370.0,,695.0,https://www.redfin.com/IL/Aurora/4138-Milford-Ln-60504/unit-4138/home/183866692,"$392,000",2006,$172,blue,3195,4138 Milford Ln #4138 Aurora,,
3437,April-3-2023,26428 W Stephanie Dr,Channahon,391500.0,3.0,2.0,Channahon,2022.0,,218.0,,41.4174728,-88.2169027,2371.0,,2332.0,https://www.redfin.com/IL/Channahon/26428-W-Stephanie-DR-60410/home/181761532,"$391,500",2022,$218,blue,3196,26428 W Stephanie Dr Channahon,,
8160,April-3-2023,26428 W Stephanie Dr,Channahon,391500.0,3.0,2.0,Channahon,2022.0,,218.0,https://www.redfin.com/IL/Channahon/26428-W-Stephanie-DR-60410/home/181761532,41.4174728,-88.2169027,,,,,"$391,500",2022,$218,blue,3197,26428 W Stephanie Dr Channahon,,
3436,April-3-2023,26428 W Stephanie Dr,Channahon,391500.0,3.0,2.0,Channahon,2022.0,,218.0,,41.4174728,-88.2169027,5246.0,https://www.redfin.com/IL/Channahon/26428-W-Stephanie-DR-60410/home/181761532,,,"$391,500",2022,$218,blue,3198,26428 W Stephanie Dr Channahon,,
3439,April-10-2023,4197 Chelsea Manor Lot #41.06 Cir,Aurora,390230.0,2.0,1.5,Chelsea Manor,2022.0,,247.0,,41.7568116,-88.2169027,2372.0,,846.0,https://www.redfin.com/IL/Aurora/4197-Chelsea-Manor-Lot-41-06-CIR-60504/home/179177894,"$390,230",2022,$247,blue,3199,4197 Chelsea Manor Lot #41.06 Cir Aurora,,
3438,April-10-2023,4197 Chelsea Manor Lot #41.06 Cir,Aurora,390230.0,2.0,1.5,Chelsea Manor,2022.0,,247.0,,41.7568116,-88.2169027,846.0,https://www.redfin.com/IL/Aurora/4197-Chelsea-Manor-Lot-41-06-CIR-60504/home/179177894,,,"$390,230",2022,$247,blue,3200,4197 Chelsea Manor Lot #41.06 Cir Aurora,,
846,April-10-2023,4197 Chelsea Manor Lot #41.06 Cir,Aurora,390230.0,2.0,1.5,Chelsea Manor,2022.0,,247.0,https://www.redfin.com/IL/Aurora/4197-Chelsea-Manor-Lot-41-06-CIR-60504/home/179177894,41.7568116,-88.2169027,,,,,"$390,230",2022,$247,blue,3201,4197 Chelsea Manor Lot #41.06 Cir Aurora,,
3447,April-10-2023,2525 Dunraven Ave,Naperville,390000.0,2.0,2.5,Mayfair,2012.0,,250.0,,41.7506279,-88.1970402,2382.0,,430.0,https://www.redfin.com/IL/Naperville/2525-Dunraven-Ave-60540/home/40166724,"$390,000",2012,$250,blue,3202,2525 Dunraven Ave Naperville,,
3449,April-7-2023,442 N Evergreen Ave,Elmhurst,390000.0,3.0,1.5,Elmhurst,1954.0,,292.0,,41.9117568,-87.9480142,2389.0,,287.0,https://www.redfin.com/IL/Elmhurst/442-N-Evergreen-Ave-60126/home/18153783,"$390,000",1954,$292,blue,3203,442 N Evergreen Ave Elmhurst,,
3448,April-26-2023,26360 W Old Kerry Grv W,Channahon,390000.0,5.0,3.0,Mckinley Oaks,2004.0,,193.0,,41.4011379,-88.2497879,5496.0,https://www.redfin.com/IL/Channahon/26360-W-Old-Kerry-Grv-60410/home/23250379,,,"$390,000",2004,$193,blue,3204,26360 W Old Kerry Grv W Channahon,,
3450,April-14-2023,1567 Vineyard Dr,Gurnee,390000.0,4.0,2.5,Gurnee,1996.0,,180.0,,42.3819013,-87.9911561,2377.0,,1485.0,https://www.redfin.com/IL/Gurnee/1567-Vineyard-Dr-60031/home/14164788,"$390,000",1996,$180,blue,3205,1567 Vineyard Dr Gurnee,,
3443,April-12-2023,1081 Woodcliff Dr,South Elgin,390000.0,4.0,3.5,South Elgin,1972.0,,182.0,,41.9806721,-88.2954133,2381.0,,1246.0,https://www.redfin.com/IL/South-Elgin/1081-Woodcliff-Dr-60177/home/16992130,"$390,000",1972,$182,blue,3206,1081 Woodcliff Dr South Elgin,,
3446,April-6-2023,715 N Lakeside Dr,Vernon Hills,390000.0,3.0,2.5,Indian Creek / Vernon Hills,1978.0,,182.0,,42.2233233,-87.9831273,2378.0,,1587.0,https://www.redfin.com/IL/Vernon-Hills/715-N-Lakeside-Dr-60061/home/17646107,"$390,000",1978,$182,blue,3207,715 N Lakeside Dr Vernon Hills,,
3445,April-28-2023,7814 Dalewood Pkwy,Woodridge,390000.0,4.0,3.0,Woodridge,1966.0,,194.0,,41.7441512,-88.0392316,2379.0,,700.0,https://www.redfin.com/IL/Woodridge/7814-Dalewood-Pkwy-60517/home/18043005,"$390,000",1966,$194,blue,3208,7814 Dalewood Pkwy Woodridge,,
3444,April-24-2023,518 Pleasant Dr,Shorewood,390000.0,2.0,2.0,Shorewood Glen Del Webb,2014.0,,184.0,,41.5133495,-88.2290402,5458.0,https://www.redfin.com/IL/Shorewood/518-Pleasant-Dr-60404/home/23234021,,,"$390,000",2014,$184,blue,3209,518 Pleasant Dr Shorewood,,
3442,April-25-2023,909 W Highland Ave,Elgin,390000.0,5.0,3.5,Elgin,1919.0,,178.0,,42.0379374,-88.3013386,2380.0,,1236.0,https://www.redfin.com/IL/Elgin/909-W-Highland-Ave-60123/home/17014446,"$390,000",1919,$178,blue,3210,909 W Highland Ave Elgin,,
3441,April-21-2023,6205 Shannon Dr,Mchenry,390000.0,4.0,2.5,Legend Lakes,2004.0,,185.0,,42.3382055,-88.317648,2390.0,,2070.0,https://www.redfin.com/IL/McHenry/6205-Shannon-Dr-60050/home/17779980,"$390,000",2004,$185,blue,3211,6205 Shannon Dr Mchenry,,
3440,April-24-2023,518 Pleasant Dr,Shorewood,390000.0,2.0,2.0,Shorewood Glen Del Webb,2014.0,,184.0,,41.5133495,-88.2290402,2383.0,,2544.0,https://www.redfin.com/IL/Shorewood/518-Pleasant-Dr-60404/home/23234021,"$390,000",2014,$184,blue,3212,518 Pleasant Dr Shorewood,,
3475,April-7-2023,442 N Evergreen Ave,Elmhurst,390000.0,3.0,1.5,Elmhurst,1954.0,,292.0,,41.9117568,-87.9480142,287.0,https://www.redfin.com/IL/Elmhurst/442-N-Evergreen-Ave-60126/home/18153783,,,"$390,000",1954,$292,blue,3213,442 N Evergreen Ave Elmhurst,,
3451,April-14-2023,363 E Janet Dr,Braidwood,390000.0,3.0,2.5,Comet Estates,2004.0,,144.0,,41.2589741,-88.2113084,2388.0,,2734.0,https://www.redfin.com/IL/Braidwood/363-E-Janet-Dr-60408/home/23257069,"$390,000",2004,$144,blue,3214,363 E Janet Dr Braidwood,,
3453,April-14-2023,2317 Walkup Rd,Crystal Lake,390000.0,4.0,3.0,Crystal Lake / Lakewood / Prairie Grove,1919.0,,163.0,,42.2951325,-88.3180656,2387.0,,2290.0,https://www.redfin.com/IL/Crystal-Lake/2317-Walkup-Rd-60012/home/14184422,"$390,000",1919,$163,blue,3215,2317 Walkup Rd Crystal Lake,,
3454,April-6-2023,4133 Calder Ln,Aurora,390000.0,2.0,2.5,Gramercy Square,2020.0,,218.0,,41.7416804,-88.2142873,446.0,https://www.redfin.com/IL/Aurora/4133-Calder-Ln-60504/home/175479255,,,"$390,000",2020,$218,blue,3216,4133 Calder Ln Aurora,,
3473,April-7-2023,14616 S Mustang Dr,Homer Glen,390000.0,4.0,2.5,Derby Hills,1988.0,,122.0,,41.6232491,-87.9293821,5329.0,https://www.redfin.com/IL/Homer-Glen/14616-S-Mustang-Dr-60491/home/12747016,,,"$390,000",1988,$122,blue,3217,14616 S Mustang Dr Homer Glen,,
8372,April-24-2023,518 Pleasant Dr,Shorewood,390000.0,2.0,2.0,Shorewood Glen Del Webb,2014.0,,184.0,https://www.redfin.com/IL/Shorewood/518-Pleasant-Dr-60404/home/23234021,41.5133495,-88.2290402,,,,,"$390,000",2014,$184,blue,3218,518 Pleasant Dr Shorewood,,
3474,April-14-2023,225 N Batavia Ave,Batavia,390000.0,4.0,2.5,Batavia,1987.0,,191.0,,41.8529721,-88.3127546,2375.0,,1151.0,https://www.redfin.com/IL/Batavia/225-N-Batavia-Ave-60510/home/16976734,"$390,000",1987,$191,blue,3219,225 N Batavia Ave Batavia,,
3452,April-10-2023,2525 Dunraven Ave,Naperville,390000.0,2.0,2.5,Mayfair,2012.0,,250.0,,41.7506279,-88.1970402,430.0,https://www.redfin.com/IL/Naperville/2525-Dunraven-Ave-60540/home/40166724,,,"$390,000",2012,$250,blue,3220,2525 Dunraven Ave Naperville,,
430,April-10-2023,2525 Dunraven Ave,Naperville,390000.0,2.0,2.5,Mayfair,2012.0,,250.0,https://www.redfin.com/IL/Naperville/2525-Dunraven-Ave-60540/home/40166724,41.7506279,-88.1970402,,,,,"$390,000",2012,$250,blue,3221,2525 Dunraven Ave Naperville,,
446,April-6-2023,4133 Calder Ln,Aurora,390000.0,2.0,2.5,Gramercy Square,2020.0,,218.0,https://www.redfin.com/IL/Aurora/4133-Calder-Ln-60504/home/175479255,41.7416804,-88.2142873,,,,,"$390,000",2020,$218,blue,3222,4133 Calder Ln Aurora,,
8562,April-14-2023,363 E Janet Dr,Braidwood,390000.0,3.0,2.5,Comet Estates,2004.0,,144.0,https://www.redfin.com/IL/Braidwood/363-E-Janet-Dr-60408/home/23257069,41.2589741,-88.2113084,,,,,"$390,000",2004,$144,blue,3223,363 E Janet Dr Braidwood,,
8118,April-14-2023,2317 Walkup Rd,Crystal Lake,390000.0,4.0,3.0,Crystal Lake / Lakewood / Prairie Grove,1919.0,,163.0,https://www.redfin.com/IL/Crystal-Lake/2317-Walkup-Rd-60012/home/14184422,42.2951325,-88.3180656,,,,,"$390,000",1919,$163,blue,3224,2317 Walkup Rd Crystal Lake,,
1246,April-12-2023,1081 Woodcliff Dr,South Elgin,390000.0,4.0,3.5,South Elgin,1972.0,,182.0,https://www.redfin.com/IL/South-Elgin/1081-Woodcliff-Dr-60177/home/16992130,41.9806721,-88.2954133,,,,,"$390,000",1972,$182,blue,3225,1081 Woodcliff Dr South Elgin,,
3471,April-28-2023,7814 Dalewood Pkwy,Woodridge,390000.0,4.0,3.0,Woodridge,1966.0,,194.0,,41.7441512,-88.0392316,700.0,https://www.redfin.com/IL/Woodridge/7814-Dalewood-Pkwy-60517/home/18043005,,,"$390,000",1966,$194,blue,3226,7814 Dalewood Pkwy Woodridge,,
1236,April-25-2023,909 W Highland Ave,Elgin,390000.0,5.0,3.5,Elgin,1919.0,,178.0,https://www.redfin.com/IL/Elgin/909-W-Highland-Ave-60123/home/17014446,42.0379374,-88.3013386,,,,,"$390,000",1919,$178,blue,3227,909 W Highland Ave Elgin,,
8662,April-14-2023,16518 Lanfear Dr,Lockport,390000.0,3.0,2.5,Homer / Lockport,,,,https://www.redfin.com/IL/Lockport/16518-W-Lanfear-Dr-60441/home/23250485,41.5635633,-88.0187475,,,,,"$390,000",nan,$nan,blue,3228,16518 Lanfear Dr Lockport,,
1151,April-14-2023,225 N Batavia Ave,Batavia,390000.0,4.0,2.5,Batavia,1987.0,,191.0,https://www.redfin.com/IL/Batavia/225-N-Batavia-Ave-60510/home/16976734,41.8529721,-88.3127546,,,,,"$390,000",1987,$191,blue,3229,225 N Batavia Ave Batavia,,
7313,April-14-2023,1567 Vineyard Dr,Gurnee,390000.0,4.0,2.5,Gurnee,1996.0,,180.0,https://www.redfin.com/IL/Gurnee/1567-Vineyard-Dr-60031/home/14164788,42.3819013,-87.9911561,,,,,"$390,000",1996,$180,blue,3230,1567 Vineyard Dr Gurnee,,
223,April-20-2023,1412 Westchester Dr,Glendale Heights,390000.0,3.0,2.5,Glendale Heights,1965.0,,200.0,https://www.redfin.com/IL/Glendale-Heights/1412-Westchester-Dr-60139/home/18176749,41.9106553,-88.0839313,,,,,"$390,000",1965,$200,blue,3231,1412 Westchester Dr Glendale Heights,,
8243,April-7-2023,14616 S Mustang Dr,Homer Glen,390000.0,4.0,2.5,Derby Hills,1988.0,,122.0,https://www.redfin.com/IL/Homer-Glen/14616-S-Mustang-Dr-60491/home/12747016,41.6232491,-87.9293821,,,,,"$390,000",1988,$122,blue,3232,14616 S Mustang Dr Homer Glen,,
313,April-17-2023,6400 Dean Dr,Woodridge,390000.0,4.0,2.5,Winston Hills,1964.0,,156.0,https://www.redfin.com/IL/Woodridge/6400-Dean-Dr-60517/home/18046057,41.770657,-88.0672307,,,,,"$390,000",1964,$156,blue,3233,6400 Dean Dr Woodridge,,
287,April-7-2023,442 N Evergreen Ave,Elmhurst,390000.0,3.0,1.5,Elmhurst,1954.0,,292.0,https://www.redfin.com/IL/Elmhurst/442-N-Evergreen-Ave-60126/home/18153783,41.9117568,-87.9480142,,,,,"$390,000",1954,$292,blue,3234,442 N Evergreen Ave Elmhurst,,
3472,April-14-2023,225 N Batavia Ave,Batavia,390000.0,4.0,2.5,Batavia,1987.0,,191.0,,41.8529721,-88.3127546,1151.0,https://www.redfin.com/IL/Batavia/225-N-Batavia-Ave-60510/home/16976734,,,"$390,000",1987,$191,blue,3235,225 N Batavia Ave Batavia,,
7415,April-6-2023,715 N Lakeside Dr,Vernon Hills,390000.0,3.0,2.5,Indian Creek / Vernon Hills,1978.0,,182.0,https://www.redfin.com/IL/Vernon-Hills/715-N-Lakeside-Dr-60061/home/17646107,42.2233233,-87.9831273,,,,,"$390,000",1978,$182,blue,3236,715 N Lakeside Dr Vernon Hills,,
3470,April-14-2023,1567 Vineyard Dr,Gurnee,390000.0,4.0,2.5,Gurnee,1996.0,,180.0,,42.3819013,-87.9911561,4399.0,https://www.redfin.com/IL/Gurnee/1567-Vineyard-Dr-60031/home/14164788,,,"$390,000",1996,$180,blue,3237,1567 Vineyard Dr Gurnee,,
3464,April-21-2023,6205 Shannon Dr,Mchenry,390000.0,4.0,2.5,Legend Lakes,2004.0,,185.0,,42.3382055,-88.317648,4984.0,https://www.redfin.com/IL/McHenry/6205-Shannon-Dr-60050/home/17779980,,,"$390,000",2004,$185,blue,3238,6205 Shannon Dr Mchenry,,
3462,April-25-2023,909 W Highland Ave,Elgin,390000.0,5.0,3.5,Elgin,1919.0,,178.0,,42.0379374,-88.3013386,1236.0,https://www.redfin.com/IL/Elgin/909-W-Highland-Ave-60123/home/17014446,,,"$390,000",1919,$178,blue,3239,909 W Highland Ave Elgin,,
3463,April-14-2023,2317 Walkup Rd,Crystal Lake,390000.0,4.0,3.0,Crystal Lake / Lakewood / Prairie Grove,1919.0,,163.0,,42.2951325,-88.3180656,5204.0,https://www.redfin.com/IL/Crystal-Lake/2317-Walkup-Rd-60012/home/14184422,,,"$390,000",1919,$163,blue,3240,2317 Walkup Rd Crystal Lake,,
3460,April-17-2023,6400 Dean Dr,Woodridge,390000.0,4.0,2.5,Winston Hills,1964.0,,156.0,,41.770657,-88.0672307,2374.0,,313.0,https://www.redfin.com/IL/Woodridge/6400-Dean-Dr-60517/home/18046057,"$390,000",1964,$156,blue,3241,6400 Dean Dr Woodridge,,
3469,April-20-2023,1412 Westchester Dr,Glendale Heights,390000.0,3.0,2.5,Glendale Heights,1965.0,,200.0,,41.9106553,-88.0839313,223.0,https://www.redfin.com/IL/Glendale-Heights/1412-Westchester-Dr-60139/home/18176749,,,"$390,000",1965,$200,blue,3242,1412 Westchester Dr Glendale Heights,,
3459,April-14-2023,16518 Lanfear Dr,Lockport,390000.0,3.0,2.5,Homer / Lockport,,,,,41.5635633,-88.0187475,2373.0,,2834.0,https://www.redfin.com/IL/Lockport/16518-W-Lanfear-Dr-60441/home/23250485,"$390,000",nan,$nan,blue,3243,16518 Lanfear Dr Lockport,,
3458,April-20-2023,1412 Westchester Dr,Glendale Heights,390000.0,3.0,2.5,Glendale Heights,1965.0,,200.0,,41.9106553,-88.0839313,2384.0,,223.0,https://www.redfin.com/IL/Glendale-Heights/1412-Westchester-Dr-60139/home/18176749,"$390,000",1965,$200,blue,3244,1412 Westchester Dr Glendale Heights,,
3457,April-6-2023,4133 Calder Ln,Aurora,390000.0,2.0,2.5,Gramercy Square,2020.0,,218.0,,41.7416804,-88.2142873,2376.0,,446.0,https://www.redfin.com/IL/Aurora/4133-Calder-Ln-60504/home/175479255,"$390,000",2020,$218,blue,3245,4133 Calder Ln Aurora,,
3456,April-7-2023,14616 S Mustang Dr,Homer Glen,390000.0,4.0,2.5,Derby Hills,1988.0,,122.0,,41.6232491,-87.9293821,2385.0,,2415.0,https://www.redfin.com/IL/Homer-Glen/14616-S-Mustang-Dr-60491/home/12747016,"$390,000",1988,$122,blue,3246,14616 S Mustang Dr Homer Glen,,
3455,April-26-2023,26360 W Old Kerry Grv W,Channahon,390000.0,5.0,3.0,Mckinley Oaks,2004.0,,193.0,,41.4011379,-88.2497879,2386.0,,2582.0,https://www.redfin.com/IL/Channahon/26360-W-Old-Kerry-Grv-60410/home/23250379,"$390,000",2004,$193,blue,3247,26360 W Old Kerry Grv W Channahon,,
700,April-28-2023,7814 Dalewood Pkwy,Woodridge,390000.0,4.0,3.0,Woodridge,1966.0,,194.0,https://www.redfin.com/IL/Woodridge/7814-Dalewood-Pkwy-60517/home/18043005,41.7441512,-88.0392316,,,,,"$390,000",1966,$194,blue,3248,7814 Dalewood Pkwy Woodridge,,
3461,April-14-2023,16518 Lanfear Dr,Lockport,390000.0,3.0,2.5,Homer / Lockport,,,,,41.5635633,-88.0187475,5748.0,https://www.redfin.com/IL/Lockport/16518-W-Lanfear-Dr-60441/home/23250485,,,"$390,000",nan,$nan,blue,3249,16518 Lanfear Dr Lockport,,
8410,April-26-2023,26360 W Old Kerry Grv W,Channahon,390000.0,5.0,3.0,Mckinley Oaks,2004.0,,193.0,https://www.redfin.com/IL/Channahon/26360-W-Old-Kerry-Grv-60410/home/23250379,41.4011379,-88.2497879,,,,,"$390,000",2004,$193,blue,3250,26360 W Old Kerry Grv W Channahon,,
3466,April-6-2023,715 N Lakeside Dr,Vernon Hills,390000.0,3.0,2.5,Indian Creek / Vernon Hills,1978.0,,182.0,,42.2233233,-87.9831273,4501.0,https://www.redfin.com/IL/Vernon-Hills/715-N-Lakeside-Dr-60061/home/17646107,,,"$390,000",1978,$182,blue,3251,715 N Lakeside Dr Vernon Hills,,
3468,April-17-2023,6400 Dean Dr,Woodridge,390000.0,4.0,2.5,Winston Hills,1964.0,,156.0,,41.770657,-88.0672307,313.0,https://www.redfin.com/IL/Woodridge/6400-Dean-Dr-60517/home/18046057,,,"$390,000",1964,$156,blue,3252,6400 Dean Dr Woodridge,,
7898,April-21-2023,6205 Shannon Dr,Mchenry,390000.0,4.0,2.5,Legend Lakes,2004.0,,185.0,https://www.redfin.com/IL/McHenry/6205-Shannon-Dr-60050/home/17779980,42.3382055,-88.317648,,,,,"$390,000",2004,$185,blue,3253,6205 Shannon Dr Mchenry,,
3467,April-14-2023,363 E Janet Dr,Braidwood,390000.0,3.0,2.5,Comet Estates,2004.0,,144.0,,41.2589741,-88.2113084,5648.0,https://www.redfin.com/IL/Braidwood/363-E-Janet-Dr-60408/home/23257069,,,"$390,000",2004,$144,blue,3254,363 E Janet Dr Braidwood,,
3465,April-12-2023,1081 Woodcliff Dr,South Elgin,390000.0,4.0,3.5,South Elgin,1972.0,,182.0,,41.9806721,-88.2954133,1246.0,https://www.redfin.com/IL/South-Elgin/1081-Woodcliff-Dr-60177/home/16992130,,,"$390,000",1972,$182,blue,3255,1081 Woodcliff Dr South Elgin,,
7815,April-19-2023,740 Juniper Ln,Lake In The Hills,389900.0,3.0,3.5,Boulder Ridge West Villa,2005.0,,183.0,https://www.redfin.com/IL/Lake-in-the-Hills/740-Juniper-Ln-60156/home/17774437,42.185594,-88.3612976,,,,,"$389,900",2005,$183,blue,3256,740 Juniper Ln Lake In The Hills,,
3479,April-26-2023,823 Portree Ln,Lake Zurich,389900.0,4.0,2.0,Countryside East,1970.0,,234.0,,42.191242,-88.0738726,2391.0,,1446.0,https://www.redfin.com/IL/Lake-Zurich/823-Portree-Ln-60047/home/17654513,"$389,900",1970,$234,blue,3257,823 Portree Ln Lake Zurich,,
3478,April-19-2023,740 Juniper Ln,Lake In The Hills,389900.0,3.0,3.5,Boulder Ridge West Villa,2005.0,,183.0,,42.185594,-88.3612976,2392.0,,1987.0,https://www.redfin.com/IL/Lake-in-the-Hills/740-Juniper-Ln-60156/home/17774437,"$389,900",2005,$183,blue,3258,740 Juniper Ln Lake In The Hills,,
3477,April-26-2023,823 Portree Ln,Lake Zurich,389900.0,4.0,2.0,Countryside East,1970.0,,234.0,,42.191242,-88.0738726,4360.0,https://www.redfin.com/IL/Lake-Zurich/823-Portree-Ln-60047/home/17654513,,,"$389,900",1970,$234,blue,3259,823 Portree Ln Lake Zurich,,
3476,April-19-2023,740 Juniper Ln,Lake In The Hills,389900.0,3.0,3.5,Boulder Ridge West Villa,2005.0,,183.0,,42.185594,-88.3612976,4901.0,https://www.redfin.com/IL/Lake-in-the-Hills/740-Juniper-Ln-60156/home/17774437,,,"$389,900",2005,$183,blue,3260,740 Juniper Ln Lake In The Hills,,
7274,April-26-2023,823 Portree Ln,Lake Zurich,389900.0,4.0,2.0,Countryside East,1970.0,,234.0,https://www.redfin.com/IL/Lake-Zurich/823-Portree-Ln-60047/home/17654513,42.191242,-88.0738726,,,,,"$389,900",1970,$234,blue,3261,823 Portree Ln Lake Zurich,,
3481,April-28-2023,658 N Silver Leaf Ln,Round Lake,389750.0,4.0,2.5,Silver Leaf Glen,2005.0,,138.0,,42.360677,-88.1418151,4519.0,https://www.redfin.com/IL/Round-Lake/658-N-Silver-Leaf-Ln-60073/home/17600310,,,"$389,750",2005,$138,blue,3262,658 N Silver Leaf Ln Round Lake,,
3480,April-28-2023,658 N Silver Leaf Ln,Round Lake,389750.0,4.0,2.5,Silver Leaf Glen,2005.0,,138.0,,42.360677,-88.1418151,2393.0,,1605.0,https://www.redfin.com/IL/Round-Lake/658-N-Silver-Leaf-Ln-60073/home/17600310,"$389,750",2005,$138,blue,3263,658 N Silver Leaf Ln Round Lake,,
7433,April-28-2023,658 N Silver Leaf Ln,Round Lake,389750.0,4.0,2.5,Silver Leaf Glen,2005.0,,138.0,https://www.redfin.com/IL/Round-Lake/658-N-Silver-Leaf-Ln-60073/home/17600310,42.360677,-88.1418151,,,,,"$389,750",2005,$138,blue,3264,658 N Silver Leaf Ln Round Lake,,
