,SOLD DATE,ADDRESS,CITY,PRICE,BEDS,BATHS,LOCATION,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL,LATITUDE,LONGITUDE,Unnamed: 0.2,URL,Unnamed: 0,URL.2,PRICE_AS_CURRENCY,YEAR BUILT DISPLAY,PRICE_SQUARE_FEET_AS_CURRENCY,COLOR,RANK,FULL_ADDRESS,Unnamed: 0.1,URL.1
8436,April-17-2023,26220 S Castle Blvd,Manhattan,430990.0,4.0,2.5,Ivanhoe,2022.0,,166.0,https://www.redfin.com/IL/Manhattan/26220-S-Castle-Blvd-60442/home/182134249,41.4124831,-87.9750365,,,,,"$430,990",2022,$166,blue,2571,26220 S Castle Blvd Manhattan,,
1228,April-21-2023,2747 Nicole Cir,Aurora,430000.0,3.0,2.5,Ginger Woods,2008.0,,158.0,https://www.redfin.com/IL/Aurora/2747-Nicole-Cir-60502/home/28468016,41.8112877,-88.2663782,,,,,"$430,000",2008,$158,blue,2572,2747 Nicole Cir Aurora,,
3026,April-26-2023,1099 Heavens Gate,Lake In The Hills,430000.0,5.0,3.0,Star Summit at Big Sky,1995.0,,177.0,,42.184816,-88.34786,5069.0,https://www.redfin.com/IL/Lake-in-the-Hills/1099-Heavens-Gate-60156/home/17802270,,,"$430,000",1995,$177,blue,2573,1099 Heavens Gate Lake In The Hills,,
7697,April-28-2023,240 Oxford Rd,North Barrington,430000.0,4.0,3.0,Biltmore,1962.0,,148.0,https://www.redfin.com/IL/North-Barrington/240-Oxford-Rd-60010/home/17601357,42.206473,-88.1326656,,,,,"$430,000",1962,$148,blue,2574,240 Oxford Rd North Barrington,,
3034,April-13-2023,911 E Liberty Dr,Wheaton,430000.0,3.0,2.0,Wheaton,1955.0,,366.0,,41.8647638,-88.0928811,199.0,https://www.redfin.com/IL/Wheaton/911-E-Liberty-Dr-60187/home/18130187,,,"$430,000",1955,$366,blue,2575,911 E Liberty Dr Wheaton,,
3042,April-13-2023,911 E Liberty Dr,Wheaton,430000.0,3.0,2.0,Wheaton,1955.0,,366.0,,41.8647638,-88.0928811,2165.0,,199.0,https://www.redfin.com/IL/Wheaton/911-E-Liberty-Dr-60187/home/18130187,"$430,000",1955,$366,blue,2576,911 E Liberty Dr Wheaton,,
3041,April-27-2023,18542 W Aspen Ct,Grayslake,430000.0,4.0,2.5,Oakwood,1997.0,,173.0,,42.3602038,-87.9940307,2174.0,,1688.0,https://www.redfin.com/IL/Grayslake/18542-W-Aspen-Ct-60030/home/17717686,"$430,000",1997,$173,blue,2577,18542 W Aspen Ct Grayslake,,
3040,April-14-2023,1320 Wakeman Ave,Wheaton,430000.0,3.0,2.5,Wheaton,1956.0,,187.0,,41.8785463,-88.0873766,2163.0,,678.0,https://www.redfin.com/IL/Wheaton/1320-Wakeman-Ave-60187/home/18136677,"$430,000",1956,$187,blue,2578,1320 Wakeman Ave Wheaton,,
3039,April-28-2023,240 Oxford Rd,North Barrington,430000.0,4.0,3.0,Biltmore,1962.0,,148.0,,42.206473,-88.1326656,4783.0,https://www.redfin.com/IL/North-Barrington/240-Oxford-Rd-60010/home/17601357,,,"$430,000",1962,$148,blue,2579,240 Oxford Rd North Barrington,,
3038,April-14-2023,1320 Wakeman Ave,Wheaton,430000.0,3.0,2.5,Wheaton,1956.0,,187.0,,41.8785463,-88.0873766,678.0,https://www.redfin.com/IL/Wheaton/1320-Wakeman-Ave-60187/home/18136677,,,"$430,000",1956,$187,blue,2580,1320 Wakeman Ave Wheaton,,
3037,April-27-2023,18542 W Aspen Ct,Grayslake,430000.0,4.0,2.5,Oakwood,1997.0,,173.0,,42.3602038,-87.9940307,4602.0,https://www.redfin.com/IL/Grayslake/18542-W-Aspen-Ct-60030/home/17717686,,,"$430,000",1997,$173,blue,2581,18542 W Aspen Ct Grayslake,,
3036,April-21-2023,713 Stacie Ct,Naperville,430000.0,3.0,2.5,Brookdale,1991.0,,260.0,,41.7814547,-88.1909214,299.0,https://www.redfin.com/IL/Naperville/713-Stacie-Ct-60563/home/12579176,,,"$430,000",1991,$260,blue,2582,713 Stacie Ct Naperville,,
3020,April-26-2023,1099 Heavens Gate,Lake In The Hills,430000.0,5.0,3.0,Star Summit at Big Sky,1995.0,,177.0,,42.184816,-88.34786,2168.0,,2155.0,https://www.redfin.com/IL/Lake-in-the-Hills/1099-Heavens-Gate-60156/home/17802270,"$430,000",1995,$177,blue,2583,1099 Heavens Gate Lake In The Hills,,
3021,April-24-2023,818 72nd St,Downers Grove,430000.0,4.0,2.5,Downers Grove,1978.0,,188.0,,41.7575594,-88.0045579,607.0,https://www.redfin.com/IL/Downers-Grove/818-72nd-St-60516/home/18003608,,,"$430,000",1978,$188,blue,2584,818 72nd St Downers Grove,,
3033,April-21-2023,2747 Nicole Cir,Aurora,430000.0,3.0,2.5,Ginger Woods,2008.0,,158.0,,41.8112877,-88.2663782,1228.0,https://www.redfin.com/IL/Aurora/2747-Nicole-Cir-60502/home/28468016,,,"$430,000",2008,$158,blue,2585,2747 Nicole Cir Aurora,,
1086,April-5-2023,1026 Viking Ct,Batavia,430000.0,4.0,2.5,Batavia,1971.0,,198.0,https://www.redfin.com/IL/Batavia/1026-Viking-Ct-60510/home/16973567,41.8418982,-88.2884234,,,,,"$430,000",1971,$198,blue,2586,1026 Viking Ct Batavia,,
3032,April-19-2023,653 Hamilton Way,Batavia,430000.0,4.0,2.5,Batavia,2003.0,,118.0,,41.8605085,-88.3513676,2164.0,,859.0,https://www.redfin.com/IL/Batavia/653-Hamilton-Way-60510/home/16917298,"$430,000",2003,$118,blue,2587,653 Hamilton Way Batavia,,
3031,April-21-2023,2747 Nicole Cir,Aurora,430000.0,3.0,2.5,Ginger Woods,2008.0,,158.0,,41.8112877,-88.2663782,2167.0,,1228.0,https://www.redfin.com/IL/Aurora/2747-Nicole-Cir-60502/home/28468016,"$430,000",2008,$158,blue,2588,2747 Nicole Cir Aurora,,
3022,April-21-2023,713 Stacie Ct,Naperville,430000.0,3.0,2.5,Brookdale,1991.0,,260.0,,41.7814547,-88.1909214,2170.0,,299.0,https://www.redfin.com/IL/Naperville/713-Stacie-Ct-60563/home/12579176,"$430,000",1991,$260,blue,2589,713 Stacie Ct Naperville,,
3023,April-12-2023,6915 Galway Dr,Mchenry,430000.0,3.0,2.0,Legend Lakes,2021.0,,230.0,,42.3260523,-88.3320157,5122.0,https://www.redfin.com/IL/McHenry/6915-Galway-Dr-60050/home/22945720,,,"$430,000",2021,$230,blue,2590,6915 Galway Dr Mchenry,,
3024,April-5-2023,1026 Viking Ct,Batavia,430000.0,4.0,2.5,Batavia,1971.0,,198.0,,41.8418982,-88.2884234,1086.0,https://www.redfin.com/IL/Batavia/1026-Viking-Ct-60510/home/16973567,,,"$430,000",1971,$198,blue,2591,1026 Viking Ct Batavia,,
3030,April-17-2023,711 Cooper Ct E,Aurora,430000.0,4.0,2.5,Pine Meadows,1995.0,,194.0,,41.7429052,-88.242096,242.0,https://www.redfin.com/IL/Aurora/711-Cooper-Ct-E-60504/home/18067366,,,"$430,000",1995,$194,blue,2592,711 Cooper Ct E Aurora,,
3029,April-28-2023,240 Oxford Rd,North Barrington,430000.0,4.0,3.0,Biltmore,1962.0,,148.0,,42.206473,-88.1326656,2171.0,,1869.0,https://www.redfin.com/IL/North-Barrington/240-Oxford-Rd-60010/home/17601357,"$430,000",1962,$148,blue,2593,240 Oxford Rd North Barrington,,
3028,April-17-2023,711 Cooper Ct E,Aurora,430000.0,4.0,2.5,Pine Meadows,1995.0,,194.0,,41.7429052,-88.242096,2173.0,,242.0,https://www.redfin.com/IL/Aurora/711-Cooper-Ct-E-60504/home/18067366,"$430,000",1995,$194,blue,2594,711 Cooper Ct E Aurora,,
3027,April-5-2023,1026 Viking Ct,Batavia,430000.0,4.0,2.5,Batavia,1971.0,,198.0,,41.8418982,-88.2884234,2169.0,,1086.0,https://www.redfin.com/IL/Batavia/1026-Viking-Ct-60510/home/16973567,"$430,000",1971,$198,blue,2595,1026 Viking Ct Batavia,,
3043,April-12-2023,6915 Galway Dr,Mchenry,430000.0,3.0,2.0,Legend Lakes,2021.0,,230.0,,42.3260523,-88.3320157,2166.0,,2208.0,https://www.redfin.com/IL/McHenry/6915-Galway-Dr-60050/home/22945720,"$430,000",2021,$230,blue,2596,6915 Galway Dr Mchenry,,
3035,April-19-2023,653 Hamilton Way,Batavia,430000.0,4.0,2.5,Batavia,2003.0,,118.0,,41.8605085,-88.3513676,859.0,https://www.redfin.com/IL/Batavia/653-Hamilton-Way-60510/home/16917298,,,"$430,000",2003,$118,blue,2597,653 Hamilton Way Batavia,,
299,April-21-2023,713 Stacie Ct,Naperville,430000.0,3.0,2.5,Brookdale,1991.0,,260.0,https://www.redfin.com/IL/Naperville/713-Stacie-Ct-60563/home/12579176,41.7814547,-88.1909214,,,,,"$430,000",1991,$260,blue,2598,713 Stacie Ct Naperville,,
7983,April-26-2023,1099 Heavens Gate,Lake In The Hills,430000.0,5.0,3.0,Star Summit at Big Sky,1995.0,,177.0,https://www.redfin.com/IL/Lake-in-the-Hills/1099-Heavens-Gate-60156/home/17802270,42.184816,-88.34786,,,,,"$430,000",1995,$177,blue,2599,1099 Heavens Gate Lake In The Hills,,
859,April-19-2023,653 Hamilton Way,Batavia,430000.0,4.0,2.5,Batavia,2003.0,,118.0,https://www.redfin.com/IL/Batavia/653-Hamilton-Way-60510/home/16917298,41.8605085,-88.3513676,,,,,"$430,000",2003,$118,blue,2600,653 Hamilton Way Batavia,,
8036,April-12-2023,6915 Galway Dr,Mchenry,430000.0,3.0,2.0,Legend Lakes,2021.0,,230.0,https://www.redfin.com/IL/McHenry/6915-Galway-Dr-60050/home/22945720,42.3260523,-88.3320157,,,,,"$430,000",2021,$230,blue,2601,6915 Galway Dr Mchenry,,
3025,April-24-2023,818 72nd St,Downers Grove,430000.0,4.0,2.5,Downers Grove,1978.0,,188.0,,41.7575594,-88.0045579,2172.0,,607.0,https://www.redfin.com/IL/Downers-Grove/818-72nd-St-60516/home/18003608,"$430,000",1978,$188,blue,2602,818 72nd St Downers Grove,,
678,April-14-2023,1320 Wakeman Ave,Wheaton,430000.0,3.0,2.5,Wheaton,1956.0,,187.0,https://www.redfin.com/IL/Wheaton/1320-Wakeman-Ave-60187/home/18136677,41.8785463,-88.0873766,,,,,"$430,000",1956,$187,blue,2603,1320 Wakeman Ave Wheaton,,
607,April-24-2023,818 72nd St,Downers Grove,430000.0,4.0,2.5,Downers Grove,1978.0,,188.0,https://www.redfin.com/IL/Downers-Grove/818-72nd-St-60516/home/18003608,41.7575594,-88.0045579,,,,,"$430,000",1978,$188,blue,2604,818 72nd St Downers Grove,,
7516,April-27-2023,18542 W Aspen Ct,Grayslake,430000.0,4.0,2.5,Oakwood,1997.0,,173.0,https://www.redfin.com/IL/Grayslake/18542-W-Aspen-Ct-60030/home/17717686,42.3602038,-87.9940307,,,,,"$430,000",1997,$173,blue,2605,18542 W Aspen Ct Grayslake,,
199,April-13-2023,911 E Liberty Dr,Wheaton,430000.0,3.0,2.0,Wheaton,1955.0,,366.0,https://www.redfin.com/IL/Wheaton/911-E-Liberty-Dr-60187/home/18130187,41.8647638,-88.0928811,,,,,"$430,000",1955,$366,blue,2606,911 E Liberty Dr Wheaton,,
242,April-17-2023,711 Cooper Ct E,Aurora,430000.0,4.0,2.5,Pine Meadows,1995.0,,194.0,https://www.redfin.com/IL/Aurora/711-Cooper-Ct-E-60504/home/18067366,41.7429052,-88.242096,,,,,"$430,000",1995,$194,blue,2607,711 Cooper Ct E Aurora,,
3045,April-12-2023,1195 Heritage Ct,Pingree Grove,429990.0,3.0,3.0,Carillon at Cambridge Lakes,2022.0,,173.0,,42.089164,-88.4363373,2175.0,,1051.0,https://www.redfin.com/IL/Pingree-Grove/1195-Heritage-Ct-60140/home/184000343,"$429,990",2022,$173,blue,2608,1195 Heritage Ct Pingree Grove,,
1051,April-12-2023,1195 Heritage Ct,Pingree Grove,429990.0,3.0,3.0,Carillon at Cambridge Lakes,2022.0,,173.0,https://www.redfin.com/IL/Pingree-Grove/1195-Heritage-Ct-60140/home/184000343,42.089164,-88.4363373,,,,,"$429,990",2022,$173,blue,2609,1195 Heritage Ct Pingree Grove,,
3044,April-12-2023,1195 Heritage Ct,Pingree Grove,429990.0,3.0,3.0,Carillon at Cambridge Lakes,2022.0,,173.0,,42.089164,-88.4363373,1051.0,https://www.redfin.com/IL/Pingree-Grove/1195-Heritage-Ct-60140/home/184000343,,,"$429,990",2022,$173,blue,2610,1195 Heritage Ct Pingree Grove,,
3046,April-28-2023,17302 W Rob Ave,Elwood,429000.0,5.0,3.5,Charlmar,1993.0,,163.0,,41.4343899,-88.0331371,5369.0,https://www.redfin.com/IL/Elwood/17302-W-Rob-Ave-60421/home/23260768,,,"$429,000",1993,$163,blue,2611,17302 W Rob Ave Elwood,,
3047,April-27-2023,11290 Devon Ct,Huntley,429000.0,4.0,2.5,Covington Lakes,2006.0,,151.0,,42.1948089,-88.4163649,4983.0,https://www.redfin.com/IL/Huntley/11290-Devon-Ct-60142/home/17774117,,,"$429,000",2006,$151,blue,2612,11290 Devon Ct Huntley,,
8283,April-28-2023,17302 W Rob Ave,Elwood,429000.0,5.0,3.5,Charlmar,1993.0,,163.0,https://www.redfin.com/IL/Elwood/17302-W-Rob-Ave-60421/home/23260768,41.4343899,-88.0331371,,,,,"$429,000",1993,$163,blue,2613,17302 W Rob Ave Elwood,,
3048,April-27-2023,11290 Devon Ct,Huntley,429000.0,4.0,2.5,Covington Lakes,2006.0,,151.0,,42.1948089,-88.4163649,2176.0,,2069.0,https://www.redfin.com/IL/Huntley/11290-Devon-Ct-60142/home/17774117,"$429,000",2006,$151,blue,2614,11290 Devon Ct Huntley,,
7897,April-27-2023,11290 Devon Ct,Huntley,429000.0,4.0,2.5,Covington Lakes,2006.0,,151.0,https://www.redfin.com/IL/Huntley/11290-Devon-Ct-60142/home/17774117,42.1948089,-88.4163649,,,,,"$429,000",2006,$151,blue,2615,11290 Devon Ct Huntley,,
3049,April-28-2023,17302 W Rob Ave,Elwood,429000.0,5.0,3.5,Charlmar,1993.0,,163.0,,41.4343899,-88.0331371,2177.0,,2455.0,https://www.redfin.com/IL/Elwood/17302-W-Rob-Ave-60421/home/23260768,"$429,000",1993,$163,blue,2616,17302 W Rob Ave Elwood,,
3050,April-11-2023,25537 W Cerena Cir,Plainfield,427990.0,4.0,2.5,Springbank,2023.0,,182.0,,41.5772587,-88.2385873,2178.0,,2767.0,https://www.redfin.com/IL/Plainfield/25537-W-Cerena-Cir-60586/home/23276155,"$427,990",2023,$182,blue,2617,25537 W Cerena Cir Plainfield,,
3051,April-11-2023,25537 W Cerena Cir,Plainfield,427990.0,4.0,2.5,Springbank,2023.0,,182.0,,41.5772587,-88.2385873,5681.0,https://www.redfin.com/IL/Plainfield/25537-W-Cerena-Cir-60586/home/23276155,,,"$427,990",2023,$182,blue,2618,25537 W Cerena Cir Plainfield,,
8595,April-11-2023,25537 W Cerena Cir,Plainfield,427990.0,4.0,2.5,Springbank,2023.0,,182.0,https://www.redfin.com/IL/Plainfield/25537-W-Cerena-Cir-60586/home/23276155,41.5772587,-88.2385873,,,,,"$427,990",2023,$182,blue,2619,25537 W Cerena Cir Plainfield,,
3052,April-4-2023,773 Queenswood Ln,Wheaton,427000.0,4.0,2.5,Briarcliffe Knolls,1984.0,,232.0,,41.8483522,-88.0950944,2179.0,,35.0,https://www.redfin.com/IL/Wheaton/773-Queenswood-Ln-60189/home/18125343,"$427,000",1984,$232,blue,2620,773 Queenswood Ln Wheaton,,
35,April-4-2023,773 Queenswood Ln,Wheaton,427000.0,4.0,2.5,Briarcliffe Knolls,1984.0,,232.0,https://www.redfin.com/IL/Wheaton/773-Queenswood-Ln-60189/home/18125343,41.8483522,-88.0950944,,,,,"$427,000",1984,$232,blue,2621,773 Queenswood Ln Wheaton,,
3053,April-4-2023,773 Queenswood Ln,Wheaton,427000.0,4.0,2.5,Briarcliffe Knolls,1984.0,,232.0,,41.8483522,-88.0950944,35.0,https://www.redfin.com/IL/Wheaton/773-Queenswood-Ln-60189/home/18125343,,,"$427,000",1984,$232,blue,2622,773 Queenswood Ln Wheaton,,
491,April-3-2023,688 Citadel Dr,Westmont,426000.0,2.0,2.5,Citadel on the Pond,1996.0,,266.0,https://www.redfin.com/IL/Westmont/688-Citadel-Dr-60559/home/18031619,41.8122789,-87.960041,,,,,"$426,000",1996,$266,blue,2623,688 Citadel Dr Westmont,,
3055,April-3-2023,688 Citadel Dr,Westmont,426000.0,2.0,2.5,Citadel on the Pond,1996.0,,266.0,,41.8122789,-87.960041,2180.0,,491.0,https://www.redfin.com/IL/Westmont/688-Citadel-Dr-60559/home/18031619,"$426,000",1996,$266,blue,2624,688 Citadel Dr Westmont,,
3054,April-3-2023,688 Citadel Dr,Westmont,426000.0,2.0,2.5,Citadel on the Pond,1996.0,,266.0,,41.8122789,-87.960041,491.0,https://www.redfin.com/IL/Westmont/688-Citadel-Dr-60559/home/18031619,,,"$426,000",1996,$266,blue,2625,688 Citadel Dr Westmont,,
3090,April-14-2023,16W648 Fern St,Willowbrook,425000.0,3.0,2.5,Timberlake Estates,1978.0,,231.0,,41.7358609,-87.9503668,580.0,https://www.redfin.com/IL/Willowbrook/16W648-Fern-St-60527/home/17996498,,,"$425,000",1978,$231,blue,2626,16W648 Fern St Willowbrook,,
3089,April-3-2023,3178 Savannah Dr,Aurora,425000.0,4.0,2.5,Savannah,1998.0,,160.0,,41.8171704,-88.2694748,1068.0,https://www.redfin.com/IL/Aurora/3178-Savannah-Dr-60502/home/16965235,,,"$425,000",1998,$160,blue,2627,3178 Savannah Dr Aurora,,
3088,April-21-2023,821 Northside Dr,Shorewood,425000.0,3.0,2.0,Edgewater,2019.0,,196.0,,41.5388335,-88.2111562,5560.0,https://www.redfin.com/IL/Shorewood/821-Northside-Dr-60404/home/23206624,,,"$425,000",2019,$196,blue,2628,821 Northside Dr Shorewood,,
3091,April-24-2023,8s184 Washington St,Darien,425000.0,4.0,2.5,Darien,1970.0,,190.0,,41.7554262,-87.9797595,515.0,https://www.redfin.com/IL/Darien/8S184-Washington-St-60561/home/18005049,,,"$425,000",1970,$190,blue,2629,8s184 Washington St Darien,,
3092,April-14-2023,261 S Park Blvd,Glen Ellyn,425000.0,4.0,3.5,Glen Ellyn,1978.0,,174.0,,41.8499278,-88.0616158,544.0,https://www.redfin.com/IL/Glen-Ellyn/261-S-Park-Blvd-60137/home/18122072,,,"$425,000",1978,$174,blue,2630,261 S Park Blvd Glen Ellyn,,
3093,April-28-2023,644 W Hinsdale Ave,Hinsdale,425000.0,3.0,2.0,Hinsdale,1955.0,,360.0,,41.7995944,-87.9412168,780.0,https://www.redfin.com/IL/Hinsdale/644-W-Hinsdale-Ave-60521/home/18021977,,,"$425,000",1955,$360,blue,2631,644 W Hinsdale Ave Hinsdale,,
3086,April-17-2023,1360 Newcastle Ln,Bartlett,425000.0,3.0,3.0,Fairfax Silvercrest,1993.0,,158.0,,41.9591828,-88.1678428,652.0,https://www.redfin.com/IL/Bartlett/1360-Newcastle-Ln-60103/home/18212497,,,"$425,000",1993,$158,blue,2632,1360 Newcastle Ln Bartlett,,
3085,April-7-2023,188 Cambridge Ln,Bloomingdale,425000.0,5.0,3.5,Bloomingdale,1977.0,,217.0,,41.9502707,-88.077194,94.0,https://www.redfin.com/IL/Bloomingdale/188-Cambridge-Ln-60108/home/17988955,,,"$425,000",1977,$217,blue,2633,188 Cambridge Ln Bloomingdale,,
3071,April-27-2023,592 Harlowe Ln,Naperville,425000.0,2.0,3.0,Baileywood,1995.0,,212.0,,41.7428769,-88.1197777,2191.0,,338.0,https://www.redfin.com/IL/Naperville/592-Harlowe-Ln-60565/home/16885337,"$425,000",1995,$212,blue,2634,592 Harlowe Ln Naperville,,
3084,April-20-2023,4117 Main St,Downers Grove,425000.0,4.0,3.0,Downers Grove,1968.0,,176.0,,41.8122261,-88.0109037,348.0,https://www.redfin.com/IL/Downers-Grove/4117-Main-St-60515/home/12578652,,,"$425,000",1968,$176,blue,2635,4117 Main St Downers Grove,,
3083,April-4-2023,4129 White Ash Rd,Crystal Lake,425000.0,4.0,2.5,Prairie Ridge,1979.0,,132.0,,42.242733,-88.2787535,4866.0,https://www.redfin.com/IL/Crystal-Lake/4129-White-Ash-Rd-60014/home/14188210,,,"$425,000",1979,$132,blue,2636,4129 White Ash Rd Crystal Lake,,
3082,April-27-2023,592 Harlowe Ln,Naperville,425000.0,2.0,3.0,Baileywood,1995.0,,212.0,,41.7428769,-88.1197777,338.0,https://www.redfin.com/IL/Naperville/592-Harlowe-Ln-60565/home/16885337,,,"$425,000",1995,$212,blue,2637,592 Harlowe Ln Naperville,,
3081,April-5-2023,187 Meadowview Ln,Aurora,425000.0,3.0,2.5,Oakhurst,1991.0,,223.0,,41.7500245,-88.2596517,620.0,https://www.redfin.com/IL/Aurora/187-Meadowview-Ln-60502/home/17217362,,,"$425,000",1991,$223,blue,2638,187 Meadowview Ln Aurora,,
3080,April-11-2023,1687 Brentwood Ln,Wheaton,425000.0,3.0,2.0,Wheaton,1971.0,,186.0,,41.8368707,-88.0836451,68.0,https://www.redfin.com/IL/Wheaton/1687-Brentwood-Ln-60189/home/17477906,,,"$425,000",1971,$186,blue,2639,1687 Brentwood Ln Wheaton,,
3079,April-14-2023,14562 Shetland Dr,Homer Glen,425000.0,4.0,3.0,Derby Hills,1980.0,,127.0,,41.6239717,-87.9208207,5370.0,https://www.redfin.com/IL/Homer-Glen/14562-Shetland-Dr-60491/home/23174421,,,"$425,000",1980,$127,blue,2640,14562 Shetland Dr Homer Glen,,
3078,April-10-2023,304 Highland Ave,Algonquin,425000.0,4.0,2.5,Algonquin,1973.0,,154.0,,42.1669079,-88.2833512,5063.0,https://www.redfin.com/IL/Algonquin/304-Highland-Ave-60102/home/17794636,,,"$425,000",1973,$154,blue,2641,304 Highland Ave Algonquin,,
3077,April-7-2023,1804 Alta Vista Ct,Naperville,425000.0,2.0,3.5,Astor Place,2004.0,,179.0,,41.7984027,-88.2061471,734.0,https://www.redfin.com/IL/Naperville/1804-Alta-Vista-Ct-60563/home/17979482,,,"$425,000",2004,$179,blue,2642,1804 Alta Vista Ct Naperville,,
3076,April-3-2023,2425 Jackson Branch Dr,New Lenox,425000.0,3.0,2.5,New Lenox,1998.0,,265.0,,41.4760892,-87.9947545,5238.0,https://www.redfin.com/IL/New-Lenox/2425-Jackson-Branch-Dr-60451/home/23297090,,,"$425,000",1998,$265,blue,2643,2425 Jackson Branch Dr New Lenox,,
3075,April-14-2023,1418 Wilson Ave,Wheaton,425000.0,4.0,2.0,Wheaton,1978.0,,175.0,,41.8560052,-88.0860567,0.0,https://www.redfin.com/IL/Wheaton/1418-Wilson-Ave-60189/home/18124562,,,"$425,000",1978,$175,blue,2644,1418 Wilson Ave Wheaton,,
3074,April-3-2023,3178 Savannah Dr,Aurora,425000.0,4.0,2.5,Savannah,1998.0,,160.0,,41.8171704,-88.2694748,2184.0,,1068.0,https://www.redfin.com/IL/Aurora/3178-Savannah-Dr-60502/home/16965235,"$425,000",1998,$160,blue,2645,3178 Savannah Dr Aurora,,
3073,April-7-2023,188 Cambridge Ln,Bloomingdale,425000.0,5.0,3.5,Bloomingdale,1977.0,,217.0,,41.9502707,-88.077194,2193.0,,94.0,https://www.redfin.com/IL/Bloomingdale/188-Cambridge-Ln-60108/home/17988955,"$425,000",1977,$217,blue,2646,188 Cambridge Ln Bloomingdale,,
3072,April-28-2023,644 W Hinsdale Ave,Hinsdale,425000.0,3.0,2.0,Hinsdale,1955.0,,360.0,,41.7995944,-87.9412168,2192.0,,780.0,https://www.redfin.com/IL/Hinsdale/644-W-Hinsdale-Ave-60521/home/18021977,"$425,000",1955,$360,blue,2647,644 W Hinsdale Ave Hinsdale,,
3070,April-7-2023,212 S Valley Rd,Mchenry,425000.0,4.0,3.5,Green Valley,1993.0,,126.0,,42.3265423,-88.261213,2190.0,,1962.0,https://www.redfin.com/IL/McHenry/212-S-Valley-Rd-60050/home/17831290,"$425,000",1993,$126,blue,2648,212 S Valley Rd Mchenry,,
3056,April-20-2023,4117 Main St,Downers Grove,425000.0,4.0,3.0,Downers Grove,1968.0,,176.0,,41.8122261,-88.0109037,2199.0,,348.0,https://www.redfin.com/IL/Downers-Grove/4117-Main-St-60515/home/12578652,"$425,000",1968,$176,blue,2649,4117 Main St Downers Grove,,
3069,April-14-2023,14562 Shetland Dr,Homer Glen,425000.0,4.0,3.0,Derby Hills,1980.0,,127.0,,41.6239717,-87.9208207,2189.0,,2456.0,https://www.redfin.com/IL/Homer-Glen/14562-Shetland-Dr-60491/home/23174421,"$425,000",1980,$127,blue,2650,14562 Shetland Dr Homer Glen,,
3068,April-14-2023,1418 Wilson Ave,Wheaton,425000.0,4.0,2.0,Wheaton,1978.0,,175.0,,41.8560052,-88.0860567,2188.0,,0.0,https://www.redfin.com/IL/Wheaton/1418-Wilson-Ave-60189/home/18124562,"$425,000",1978,$175,blue,2651,1418 Wilson Ave Wheaton,,
3067,April-4-2023,4129 White Ash Rd,Crystal Lake,425000.0,4.0,2.5,Prairie Ridge,1979.0,,132.0,,42.242733,-88.2787535,2196.0,,1952.0,https://www.redfin.com/IL/Crystal-Lake/4129-White-Ash-Rd-60014/home/14188210,"$425,000",1979,$132,blue,2652,4129 White Ash Rd Crystal Lake,,
3066,April-24-2023,8s184 Washington St,Darien,425000.0,4.0,2.5,Darien,1970.0,,190.0,,41.7554262,-87.9797595,2187.0,,515.0,https://www.redfin.com/IL/Darien/8S184-Washington-St-60561/home/18005049,"$425,000",1970,$190,blue,2653,8s184 Washington St Darien,,
3087,April-7-2023,212 S Valley Rd,Mchenry,425000.0,4.0,3.5,Green Valley,1993.0,,126.0,,42.3265423,-88.261213,4876.0,https://www.redfin.com/IL/McHenry/212-S-Valley-Rd-60050/home/17831290,,,"$425,000",1993,$126,blue,2654,212 S Valley Rd Mchenry,,
3064,April-10-2023,304 Highland Ave,Algonquin,425000.0,4.0,2.5,Algonquin,1973.0,,154.0,,42.1669079,-88.2833512,2197.0,,2149.0,https://www.redfin.com/IL/Algonquin/304-Highland-Ave-60102/home/17794636,"$425,000",1973,$154,blue,2655,304 Highland Ave Algonquin,,
3063,April-3-2023,2425 Jackson Branch Dr,New Lenox,425000.0,3.0,2.5,New Lenox,1998.0,,265.0,,41.4760892,-87.9947545,2185.0,,2324.0,https://www.redfin.com/IL/New-Lenox/2425-Jackson-Branch-Dr-60451/home/23297090,"$425,000",1998,$265,blue,2656,2425 Jackson Branch Dr New Lenox,,
3062,April-7-2023,1804 Alta Vista Ct,Naperville,425000.0,2.0,3.5,Astor Place,2004.0,,179.0,,41.7984027,-88.2061471,2198.0,,734.0,https://www.redfin.com/IL/Naperville/1804-Alta-Vista-Ct-60563/home/17979482,"$425,000",2004,$179,blue,2657,1804 Alta Vista Ct Naperville,,
3061,April-21-2023,821 Northside Dr,Shorewood,425000.0,3.0,2.0,Edgewater,2019.0,,196.0,,41.5388335,-88.2111562,2194.0,,2646.0,https://www.redfin.com/IL/Shorewood/821-Northside-Dr-60404/home/23206624,"$425,000",2019,$196,blue,2658,821 Northside Dr Shorewood,,
3060,April-14-2023,16W648 Fern St,Willowbrook,425000.0,3.0,2.5,Timberlake Estates,1978.0,,231.0,,41.7358609,-87.9503668,2183.0,,580.0,https://www.redfin.com/IL/Willowbrook/16W648-Fern-St-60527/home/17996498,"$425,000",1978,$231,blue,2659,16W648 Fern St Willowbrook,,
