,borough,neighborhood,trd_doc_classification,property_group,year_quarter,sales_volume,avg_price,median_price,number_of_deals,total_sqft,ppsqft,avg_asking_rent,cleaned_sales_volume,cleaned_avg_price,cleaned_median_price
7003,Staten Island,Pleasant Plains,Residential,Multi-Family Dwelling,24/Q1,"$4,813,722","$962,744","$1,094,619",5,"11,754",$410,,"$4,813,722","$962,744","$1,094,619"
7004,Staten Island,Willowbrook,Residential,Multi-Family Dwelling,23/Q4,"$5,328,000","$666,000","$597,500",8,"13,010",$410,,"$5,328,000","$666,000","$597,500"
7005,Staten Island,Pleasant Plains,Residential,Multi-Family Dwelling,25/Q2,"$12,002,923","$1,200,292","$1,157,500",10,"29,309",$410,,"$12,002,923","$1,200,292","$1,157,500"
7006,Staten Island,Oakwood,Residential,Multi-Family Dwelling,21/Q4,"$9,105,876","$700,452","$640,000",13,"22,239",$409,,"$9,105,876","$700,452","$640,000"
7007,Queens,Oakland Gardens,Residential,Multi-Family Dwelling,23/Q2,"$6,787,242","$1,131,207","$1,320,000",6,"16,578",$409,,"$6,787,242","$1,131,207","$1,320,000"
7008,Brooklyn,Northeast Flatbush,Residential,Multi-Family Dwelling,23/Q4,"$43,266,605","$848,365","$825,000",51,"105,681",$409,,"$43,266,605","$848,365","$825,000"
7009,Bronx,Country Club,Residential,Single-Family Home,22/Q2,"$8,541,500","$657,038","$690,000",13,"20,865",$409,,"$8,541,500","$657,038","$690,000"
7010,Staten Island,Meiers Corners,Residential,Single-Family Home,21/Q3,"$8,363,750","$696,979","$640,000",12,"20,433",$409,,"$8,363,750","$696,979","$640,000"
7011,Queens,Richmond Hill,Residential,Multi-Family Dwelling,21/Q3,"$19,252,998","$837,087","$790,000",23,"47,050",$409,,"$19,252,998","$837,087","$790,000"
7012,Queens,Hammels,Residential,Single-Family Home,21/Q1,"$935,000","$467,500","$467,500",2,"2,285",$409,,"$935,000","$467,500","$467,500"
7013,Staten Island,Grasmere,Residential,Multi-Family Dwelling,20/Q3,"$2,540,000","$635,000","$642,500",4,"6,208",$409,,"$2,540,000","$635,000","$642,500"
7014,Staten Island,Graniteville,Residential,Single-Family Home,24/Q4,"$2,212,600","$553,150","$580,300",4,"5,408",$409,,"$2,212,600","$553,150","$580,300"
7015,Bronx,Bronxwood,Residential,Single-Family Home,22/Q4,"$1,324,340","$441,447","$453,000",3,"3,237",$409,,"$1,324,340","$441,447","$453,000"
7016,Staten Island,Huguenot,Residential,Single-Family Home,23/Q1,"$4,598,500","$656,929","$495,000",7,"11,240",$409,,"$4,598,500","$656,929","$495,000"
7017,Staten Island,Oakwood,Residential,Single-Family Home,25/Q1,"$5,884,720","$653,858","$670,000",9,"14,385",$409,,"$5,884,720","$653,858","$670,000"
7018,Brooklyn,Northeast Flatbush,Residential,Single-Family Home,20/Q2,"$11,738,711","$586,936","$591,125",20,"25,568",$409,,"$11,738,711","$586,936","$591,125"
7019,Staten Island,Prince's Bay,Residential,Single-Family Home,21/Q3,"$4,925,500","$985,100","$724,500",5,"12,042",$409,,"$4,925,500","$985,100","$724,500"
7020,Staten Island,New Dorp,Residential,Multi-Family Dwelling,20/Q1,"$9,341,344","$667,239","$641,000",14,"22,843",$409,,"$9,341,344","$667,239","$641,000"
7021,Staten Island,Park Hill,Residential,Multi-Family Dwelling,22/Q1,"$5,019,300","$456,300","$480,000",10,"12,275",$409,,"$5,019,300","$456,300","$480,000"
7022,Queens,Hollis,Residential,Multi-Family Dwelling,23/Q2,"$11,947,557","$746,722","$753,250",16,"29,221",$409,,"$11,947,557","$746,722","$753,250"
7023,Staten Island,Richmondtonwn,Residential,Single-Family Home,22/Q3,"$17,757,747","$657,694","$660,000",23,"43,433",$409,,"$17,757,747","$657,694","$660,000"
7024,Queens,South Richmond Hill,Residential,Multi-Family Dwelling,23/Q3,"$14,514,090","$725,705","$767,500",20,"35,503",$409,,"$14,514,090","$725,705","$767,500"
7025,Staten Island,South Beach,Residential,Multi-Family Dwelling,21/Q3,"$13,925,675","$632,985","$642,500",22,"34,065",$409,,"$13,925,675","$632,985","$642,500"
7026,Staten Island,Willowbrook,Residential,Multi-Family Dwelling,20/Q1,"$2,316,209","$579,052","$600,000",4,"5,666",$409,,"$2,316,209","$579,052","$600,000"
7027,Staten Island,Mariners Harbor,Residential,Single-Family Home,25/Q2,"$3,020,000","$604,000","$618,000",5,"7,388",$409,,"$3,020,000","$604,000","$618,000"
7028,Bronx,City Island,Residential,Multi-Family Dwelling,24/Q2,"$3,994,500","$998,625","$982,000",4,"9,772",$409,,"$3,994,500","$998,625","$982,000"
7029,Queens,South Richmond Hill,Residential,Single-Family Home,20/Q1,"$16,977,495","$547,661","$535,000",31,"41,534",$409,,"$16,977,495","$547,661","$535,000"
7030,Queens,Corona,Residential,Multi-Family Dwelling,20/Q1,"$14,243,434","$1,017,388","$960,000",14,"34,861",$409,,"$14,243,434","$1,017,388","$960,000"
7031,Queens,Oakland Gardens,Residential,Multi-Family Dwelling,20/Q3,"$5,221,645","$1,305,411","$1,285,823",4,"12,784",$408,,"$5,221,645","$1,305,411","$1,285,823"
7032,Brooklyn,Gerritsen Beach,Residential,Single-Family Home,20/Q2,"$3,571,500","$510,214","$500,000",7,"8,744",$408,,"$3,571,500","$510,214","$500,000"
7033,Staten Island,Tottenville,Residential,Single-Family Home,23/Q2,"$4,258,000","$608,286","$638,000",7,"10,425",$408,,"$4,258,000","$608,286","$638,000"
7034,Staten Island,"Sunnyside, SI",Residential,Multi-Family Dwelling,20/Q4,"$6,408,375","$582,580","$580,000",11,"15,690",$408,,"$6,408,375","$582,580","$580,000"
7035,Staten Island,Clifton,Residential,Multi-Family Dwelling,24/Q3,"$6,231,753","$566,523","$525,000",11,"15,259",$408,,"$6,231,753","$566,523","$525,000"
7036,Queens,Old Howard Beach,Residential,Multi-Family Dwelling,24/Q1,"$3,980,000","$995,000","$990,000",4,"9,747",$408,,"$3,980,000","$995,000","$990,000"
7037,Brooklyn,Bergen Beach,Residential,Multi-Family Dwelling,22/Q2,"$20,760,000","$988,571","$995,000",20,"50,848",$408,,"$20,760,000","$988,571","$995,000"
7038,Queens,East Elmont,Residential,Single-Family Home,20/Q3,"$4,438,000","$634,000","$650,000",7,"10,874",$408,,"$4,438,000","$634,000","$650,000"
7039,Staten Island,Silver Lake,Residential,Multi-Family Dwelling,20/Q3,"$2,723,000","$907,667","$988,000",3,"6,672",$408,,"$2,723,000","$907,667","$988,000"
7040,Queens,Rosedale,Residential,Multi-Family Dwelling,22/Q3,"$30,680,000","$876,571","$860,000",31,"75,174",$408,,"$30,680,000","$876,571","$860,000"
7041,Bronx,Schuylerville,Residential,Single-Family Home,21/Q2,"$1,528,000","$509,333","$518,000",3,"3,744",$408,,"$1,528,000","$509,333","$518,000"
7042,Staten Island,New Springville,Residential,Single-Family Home,24/Q2,"$2,424,000","$606,000","$562,500",4,"5,940",$408,,"$2,424,000","$606,000","$562,500"
7043,Staten Island,Shore Acres,Residential,Single-Family Home,24/Q3,"$4,136,300","$689,383","$655,000",6,"10,136",$408,,"$4,136,300","$689,383","$655,000"
7044,Brooklyn,Brighton Beach,Residential,Single-Family Home,23/Q1,"$1,660,000","$553,333","$590,000",3,"4,068",$408,,"$1,660,000","$553,333","$590,000"
7045,Queens,South Richmond Hill,Residential,Multi-Family Dwelling,23/Q1,"$22,182,126","$821,560","$875,000",27,"54,378",$408,,"$22,182,126","$821,560","$875,000"
7046,Staten Island,Graniteville,Residential,Single-Family Home,20/Q2,"$2,681,000","$536,200","$581,000",5,"6,573",$408,,"$2,681,000","$536,200","$581,000"
7047,Staten Island,Meiers Corners,Residential,Single-Family Home,20/Q3,"$3,339,019","$667,804","$655,000",5,"8,187",$408,,"$3,339,019","$667,804","$655,000"
7048,Staten Island,Emerson Hill,Residential,Single-Family Home,22/Q1,"$3,660,000","$732,000","$690,000",5,"8,975",$408,,"$3,660,000","$732,000","$690,000"
7049,Staten Island,Shore Acres,Residential,Single-Family Home,23/Q2,"$7,677,999","$639,833","$622,500",12,"18,828",$408,,"$7,677,999","$639,833","$622,500"
7050,Staten Island,Dongan Hills,Residential,Single-Family Home,22/Q2,"$12,184,000","$937,231","$750,000",11,"29,883",$408,,"$12,184,000","$937,231","$750,000"
7051,Staten Island,Dongan Hills,Residential,Multi-Family Dwelling,22/Q4,"$14,296,707","$840,983","$720,000",17,"35,066",$408,,"$14,296,707","$840,983","$720,000"
7052,Staten Island,Woodrow,Residential,Multi-Family Dwelling,24/Q3,"$5,030,000","$1,006,000","$1,150,000",5,"12,339",$408,,"$5,030,000","$1,006,000","$1,150,000"
7053,Staten Island,Mariners Harbor,Residential,Multi-Family Dwelling,25/Q1,"$23,557,838","$619,943","$595,500",38,"57,795",$408,,"$23,557,838","$619,943","$595,500"
7054,Bronx,Bronxdale,Residential,Multi-Family Dwelling,22/Q1,"$979,000","$979,000","$979,000",1,"2,402",$408,,"$979,000","$979,000","$979,000"
7055,Manhattan,Washington Heights,Residential,Multi-Family Dwelling,25/Q1,"$3,850,000","$1,283,333","$1,250,000",3,"9,447",$408,2683.3333333333335,"$3,850,000","$1,283,333","$1,250,000"
7056,Queens,Laurelton,Residential,Multi-Family Dwelling,21/Q3,"$9,671,250","$743,942","$680,000",13,"23,732",$408,,"$9,671,250","$743,942","$680,000"
7057,Queens,Brookville,Residential,Single-Family Home,21/Q2,"$5,409,000","$676,125","$652,500",8,"13,273",$408,,"$5,409,000","$676,125","$652,500"
7058,Queens,Broad Channel,Residential,Single-Family Home,23/Q4,"$4,467,715","$496,413","$465,000",9,"10,965",$407,,"$4,467,715","$496,413","$465,000"
7059,Staten Island,Charleston,Residential,Multi-Family Dwelling,24/Q1,"$5,029,000","$838,167","$797,500",6,"12,343",$407,,"$5,029,000","$838,167","$797,500"
7060,Staten Island,West Brighton,Residential,Single-Family Home,21/Q4,"$11,008,267","$647,545","$675,000",17,"27,021",$407,,"$11,008,267","$647,545","$675,000"
7061,Bronx,Riverdale,Residential,Multi-Family Dwelling,25/Q1,"$4,062,000","$1,015,500","$1,106,000",4,"9,972",$407,2931.6666666666665,"$4,062,000","$1,015,500","$1,106,000"
7062,Queens,St. Albans,Residential,Multi-Family Dwelling,22/Q3,"$48,329,871","$743,536","$722,500",56,"118,651",$407,,"$48,329,871","$743,536","$722,500"
7063,Staten Island,Huguenot,Residential,Multi-Family Dwelling,22/Q2,"$25,960,353","$763,540","$691,000",31,"63,735",$407,,"$25,960,353","$763,540","$691,000"
7064,Staten Island,Charleston,Residential,Single-Family Home,25/Q2,"$3,155,000","$788,750","$722,500",4,"7,746",$407,,"$3,155,000","$788,750","$722,500"
7065,Staten Island,New Springville,Residential,Multi-Family Dwelling,23/Q1,"$11,605,500","$828,964","$807,500",14,"28,494",$407,,"$11,605,500","$828,964","$807,500"
7066,Queens,Woodhaven,Residential,Multi-Family Dwelling,23/Q4,"$34,371,842","$859,296","$895,000",40,"84,393",$407,,"$34,371,842","$859,296","$895,000"
7067,Staten Island,Richmondtonwn,Residential,Multi-Family Dwelling,24/Q1,"$18,960,099","$758,404","$720,000",25,"46,553",$407,,"$18,960,099","$758,404","$720,000"
7068,Queens,Glendale,Residential,Multi-Family Dwelling,23/Q2,"$20,570,879","$935,040","$973,725",22,"50,508",$407,,"$20,570,879","$935,040","$973,725"
7069,Staten Island,Meiers Corners,Residential,Multi-Family Dwelling,23/Q3,"$9,852,500","$821,042","$785,000",12,"24,192",$407,,"$9,852,500","$821,042","$785,000"
7070,Brooklyn,Bath Beach,Residential,Multi-Family Dwelling,20/Q2,"$9,290,000","$844,545","$875,000",11,"22,811",$407,,"$9,290,000","$844,545","$875,000"
7071,Queens,Brookville,Residential,Multi-Family Dwelling,24/Q1,"$8,323,750","$832,375","$809,000",10,"20,439",$407,,"$8,323,750","$832,375","$809,000"
7072,Queens,Brookville,Residential,Single-Family Home,23/Q4,"$5,018,521","$716,932","$650,000",7,"12,323",$407,,"$5,018,521","$716,932","$650,000"
7073,Queens,Brookville,Residential,Multi-Family Dwelling,22/Q1,"$13,614,174","$850,886","$850,000",14,"33,430",$407,,"$13,614,174","$850,886","$850,000"
7074,Queens,Brookville,Residential,Multi-Family Dwelling,23/Q4,"$6,176,000","$772,000","$817,500",8,"15,166",$407,,"$6,176,000","$772,000","$817,500"
7075,Manhattan,Hamilton Heights,Residential,Multi-Family Dwelling,20/Q4,"$2,655,366","$1,327,683","$1,327,683",2,"6,521",$407,2310.6666666666665,"$2,655,366","$1,327,683","$1,327,683"
7076,Staten Island,Annadale,Residential,Multi-Family Dwelling,25/Q2,"$20,194,100","$961,624","$930,000",21,"49,599",$407,,"$20,194,100","$961,624","$930,000"
7077,Brooklyn,East New York,Residential,Single-Family Home,24/Q3,"$14,603,238","$608,468","$595,000",24,"35,868",$407,,"$14,603,238","$608,468","$595,000"
7078,Bronx,Morris Park,Residential,Multi-Family Dwelling,23/Q4,"$7,220,000","$902,500","$935,000",8,"17,736",$407,,"$7,220,000","$902,500","$935,000"
7079,Queens,St. Albans,Residential,Single-Family Home,24/Q1,"$42,900,174","$612,860","$620,000",70,"105,388",$407,,"$42,900,174","$612,860","$620,000"
7080,Queens,Bellerose,Residential,Multi-Family Dwelling,20/Q4,"$7,175,000","$717,500","$707,500",10,"17,627",$407,,"$7,175,000","$717,500","$707,500"
7081,Brooklyn,Mill Basin,Residential,Multi-Family Dwelling,23/Q3,"$6,012,000","$1,202,400","$1,075,000",5,"14,772",$407,,"$6,012,000","$1,202,400","$1,075,000"
7082,Bronx,Soundview,Residential,Single-Family Home,24/Q4,"$5,018,500","$557,611","$560,000",9,"12,331",$407,,"$5,018,500","$557,611","$560,000"
7083,Brooklyn,Marine Park,Residential,Multi-Family Dwelling,22/Q4,"$8,443,000","$767,545","$825,000",11,"20,747",$407,,"$8,443,000","$767,545","$825,000"
7084,Brooklyn,Canarsie,Residential,Multi-Family Dwelling,25/Q3,"$13,894,795","$817,341","$885,000",17,"34,149",$407,,"$13,894,795","$817,341","$885,000"
7085,Manhattan,Washington Heights,Residential,Single-Family Home,22/Q3,"$2,635,000","$1,317,500","$1,317,500",1,"6,476",$407,2443.3333333333335,"$2,635,000","$1,317,500","$1,317,500"
7086,Bronx,Pelham Gradens,Residential,Multi-Family Dwelling,25/Q2,"$7,232,499","$904,062","$902,500",8,"17,778",$407,,"$7,232,499","$904,062","$902,500"
7087,Bronx,Bronxwood,Residential,Single-Family Home,23/Q4,"$825,000","$825,000","$825,000",1,"2,028",$407,,"$825,000","$825,000","$825,000"
7088,Staten Island,South Beach,Residential,Multi-Family Dwelling,22/Q3,"$16,544,500","$661,780","$642,500",21,"40,671",$407,,"$16,544,500","$661,780","$642,500"
7089,Queens,Kew Gardens,Residential,Multi-Family Dwelling,21/Q3,"$6,090,500","$1,015,083","$987,750",6,"14,977",$407,,"$6,090,500","$1,015,083","$987,750"
7090,Bronx,Pelham Parkway,Residential,Single-Family Home,22/Q4,"$2,925,000","$731,250","$722,500",4,"7,193",$407,,"$2,925,000","$731,250","$722,500"
7091,Brooklyn,Coney Island,Residential,Single-Family Home,21/Q2,"$1,620,000","$540,000","$515,000",3,"3,984",$407,,"$1,620,000","$540,000","$515,000"
7092,Staten Island,Shore Acres,Residential,Multi-Family Dwelling,23/Q4,"$4,587,418","$764,570","$771,209",6,"11,283",$407,,"$4,587,418","$764,570","$771,209"
7093,Bronx,Bronxdale,Residential,Multi-Family Dwelling,23/Q2,"$705,000","$705,000","$705,000",1,"1,734",$407,,"$705,000","$705,000","$705,000"
7094,Queens,Queens Village,Residential,Single-Family Home,21/Q4,"$36,816,660","$593,817","$591,000",62,"90,557",$407,,"$36,816,660","$593,817","$591,000"
7095,Brooklyn,Bergen Beach,Residential,Single-Family Home,23/Q1,"$7,540,395","$837,822","$765,000",9,"18,547",$407,,"$7,540,395","$837,822","$765,000"
7096,Staten Island,"Bay Terrace, SI",Residential,Multi-Family Dwelling,24/Q3,"$5,685,450","$710,681","$699,725",8,"13,985",$407,,"$5,685,450","$710,681","$699,725"
7097,Bronx,Castle Hill,Residential,Single-Family Home,24/Q4,"$3,385,000","$677,000","$675,000",5,"8,328",$406,,"$3,385,000","$677,000","$675,000"
7098,Bronx,Mt. Hope,Residential,Single-Family Home,20/Q2,"$504,000","$504,000","$504,000",1,"1,240",$406,,"$504,000","$504,000","$504,000"
7099,Bronx,Kingsbridge,Residential,Single-Family Home,25/Q1,"$1,325,000","$662,500","$662,500",2,"3,260",$406,,"$1,325,000","$662,500","$662,500"
7100,Queens,Rosedale,Residential,Single-Family Home,21/Q4,"$14,799,999","$616,667","$615,000",24,"36,416",$406,,"$14,799,999","$616,667","$615,000"
7101,Staten Island,Annadale,Residential,Single-Family Home,24/Q1,"$2,260,000","$753,333","$725,000",3,"5,561",$406,,"$2,260,000","$753,333","$725,000"
7102,Queens,Springfield Gardens,Residential,Multi-Family Dwelling,21/Q2,"$26,443,111","$801,306","$799,000",33,"65,067",$406,,"$26,443,111","$801,306","$799,000"
7103,Queens,Rosedale,Residential,Multi-Family Dwelling,22/Q2,"$23,624,455","$843,731","$810,000",25,"58,134",$406,,"$23,624,455","$843,731","$810,000"
7104,Queens,Kew Gardens,Residential,Single-Family Home,23/Q2,"$3,885,000","$1,295,000","$995,000",3,"9,561",$406,,"$3,885,000","$1,295,000","$995,000"
7105,Bronx,City Island,Residential,Single-Family Home,22/Q3,"$4,635,000","$579,375","$632,500",7,"11,408",$406,,"$4,635,000","$579,375","$632,500"
7106,Staten Island,Rossville,Residential,Single-Family Home,23/Q4,"$4,227,500","$845,500","$830,000",5,"10,406",$406,,"$4,227,500","$845,500","$830,000"
7107,Staten Island,Rossville,Residential,Multi-Family Dwelling,22/Q3,"$43,860,792","$877,216","$870,000",44,"108,005",$406,,"$43,860,792","$877,216","$870,000"
7108,Queens,Glendale,Residential,Multi-Family Dwelling,20/Q2,"$12,752,000","$797,000","$837,500",16,"31,402",$406,,"$12,752,000","$797,000","$837,500"
7109,Bronx,Pelham Gradens,Residential,Multi-Family Dwelling,25/Q1,"$6,759,900","$844,988","$765,000",8,"16,647",$406,,"$6,759,900","$844,988","$765,000"
7110,Staten Island,New Dorp Beach,Residential,Single-Family Home,22/Q2,"$3,370,388","$561,731","$560,194",6,"8,300",$406,,"$3,370,388","$561,731","$560,194"
7111,Bronx,North New York,Residential,Multi-Family Dwelling,23/Q4,"$1,609,000","$804,500","$804,500",2,"3,963",$406,,"$1,609,000","$804,500","$804,500"
7112,Queens,Hollis,Residential,Multi-Family Dwelling,23/Q3,"$7,011,500","$701,150","$790,000",10,"17,272",$406,,"$7,011,500","$701,150","$790,000"
7113,Brooklyn,Old Mill Basin,Residential,Multi-Family Dwelling,22/Q4,"$3,305,000","$1,101,667","$1,225,000",3,"8,142",$406,,"$3,305,000","$1,101,667","$1,225,000"
7114,Bronx,Pelham Gradens,Residential,Multi-Family Dwelling,24/Q3,"$13,325,000","$832,813","$865,000",16,"32,828",$406,,"$13,325,000","$832,813","$865,000"
7115,Brooklyn,Coney Island,Residential,Single-Family Home,21/Q4,"$5,897,500","$589,750","$603,000",10,"14,530",$406,,"$5,897,500","$589,750","$603,000"
7116,Bronx,City Island,Residential,Multi-Family Dwelling,22/Q1,"$3,924,000","$784,800","$755,000",5,"9,668",$406,,"$3,924,000","$784,800","$755,000"
7117,Bronx,Laconia,Residential,Single-Family Home,24/Q3,"$5,658,900","$628,767","$640,000",9,"13,943",$406,,"$5,658,900","$628,767","$640,000"
7118,Staten Island,Grymes Hill,Residential,Single-Family Home,23/Q3,"$2,591,000","$863,667","$736,000",3,"6,384",$406,,"$2,591,000","$863,667","$736,000"
7119,Brooklyn,Old Mill Basin,Residential,Multi-Family Dwelling,20/Q4,"$625,000","$625,000","$625,000",1,"1,540",$406,,"$625,000","$625,000","$625,000"
7120,Queens,Old Howard Beach,Residential,Single-Family Home,21/Q3,"$10,855,000","$723,667","$715,000",15,"26,747",$406,,"$10,855,000","$723,667","$715,000"
7121,Queens,Edgemere,Residential,Multi-Family Dwelling,24/Q1,"$4,310,000","$1,077,500","$1,065,000",4,"10,620",$406,,"$4,310,000","$1,077,500","$1,065,000"
7122,Brooklyn,Brighton Beach,Residential,Multi-Family Dwelling,23/Q1,"$3,777,173","$944,293","$905,000",4,"9,308",$406,,"$3,777,173","$944,293","$905,000"
7123,Staten Island,Manor Heights,Residential,Multi-Family Dwelling,25/Q2,"$970,000","$970,000","$970,000",1,"2,391",$406,,"$970,000","$970,000","$970,000"
7124,Staten Island,South Beach,Residential,Single-Family Home,21/Q1,"$3,744,900","$534,986","$528,000",7,"9,233",$406,,"$3,744,900","$534,986","$528,000"
7125,Staten Island,Prince's Bay,Residential,Multi-Family Dwelling,24/Q3,"$17,079,724","$1,067,483","$959,500",16,"42,110",$406,,"$17,079,724","$1,067,483","$959,500"
7126,Bronx,Pelham Bay,Residential,Single-Family Home,22/Q3,"$5,052,800","$721,829","$635,000",6,"12,458",$406,,"$5,052,800","$721,829","$635,000"
7127,Staten Island,Westerleigh,Residential,Multi-Family Dwelling,23/Q3,"$11,007,600","$786,257","$732,500",14,"27,140",$406,,"$11,007,600","$786,257","$732,500"
7128,Queens,South Jamaica,Residential,Multi-Family Dwelling,22/Q3,"$56,382,371","$772,361","$790,000",62,"139,028",$406,,"$56,382,371","$772,361","$790,000"
7129,Brooklyn,Homecrest,Residential,Multi-Family Dwelling,21/Q2,"$29,765,000","$1,144,808","$965,000",26,"73,395",$406,,"$29,765,000","$1,144,808","$965,000"
7130,Brooklyn,Borough Park,Residential,Multi-Family Dwelling,20/Q3,"$29,927,400","$1,246,975","$1,239,000",24,"73,801",$406,,"$29,927,400","$1,246,975","$1,239,000"
7131,Bronx,Throgs Neck,Residential,Single-Family Home,25/Q2,"$11,187,630","$621,535","$665,000",18,"27,589",$406,,"$11,187,630","$621,535","$665,000"
7132,Brooklyn,Flatlands,Residential,Multi-Family Dwelling,22/Q1,"$13,608,000","$800,471","$830,000",16,"33,561",$405,,"$13,608,000","$800,471","$830,000"
7133,Staten Island,New Dorp,Residential,Multi-Family Dwelling,20/Q3,"$5,236,111","$748,016","$770,000",7,"12,915",$405,,"$5,236,111","$748,016","$770,000"
7134,Bronx,Bronxwood,Residential,Single-Family Home,23/Q1,"$1,375,000","$687,500","$687,500",2,"3,392",$405,,"$1,375,000","$687,500","$687,500"
7135,Staten Island,Meiers Corners,Residential,Single-Family Home,23/Q4,"$2,484,000","$621,000","$650,000",4,"6,128",$405,,"$2,484,000","$621,000","$650,000"
7136,Staten Island,Egbertville,Residential,Multi-Family Dwelling,21/Q3,"$4,467,500","$744,583","$767,500",6,"11,022",$405,,"$4,467,500","$744,583","$767,500"
7137,Brooklyn,Sea Gate,Residential,Single-Family Home,20/Q3,"$2,075,000","$691,667","$675,000",3,"5,120",$405,,"$2,075,000","$691,667","$675,000"
7138,Staten Island,Dongan Hills,Residential,Single-Family Home,21/Q2,"$18,035,500","$721,420","$710,000",25,"44,503",$405,,"$18,035,500","$721,420","$710,000"
7139,Staten Island,New Springville,Residential,Multi-Family Dwelling,25/Q2,"$19,099,980","$868,181","$896,000",22,"47,130",$405,,"$19,099,980","$868,181","$896,000"
7140,Queens,Rosedale,Residential,Single-Family Home,22/Q2,"$10,390,590","$611,211","$630,000",16,"25,642",$405,,"$10,390,590","$611,211","$630,000"
7141,Staten Island,Prince's Bay,Residential,Single-Family Home,21/Q1,"$2,325,300","$581,325","$595,400",4,"5,739",$405,,"$2,325,300","$581,325","$595,400"
7142,Brooklyn,Mill Basin,Residential,Single-Family Home,20/Q2,"$4,320,235","$1,080,059","$1,180,118",4,"10,663",$405,,"$4,320,235","$1,080,059","$1,180,118"
7143,Brooklyn,Midwood,Residential,Multi-Family Dwelling,23/Q1,"$7,879,159","$984,895","$952,500",8,"19,447",$405,,"$7,879,159","$984,895","$952,500"
7144,Bronx,Kingsbridge,Residential,Single-Family Home,23/Q3,"$3,080,000","$770,000","$757,500",4,"7,602",$405,,"$3,080,000","$770,000","$757,500"
7145,Staten Island,Greenridge,Residential,Multi-Family Dwelling,24/Q3,"$3,082,000","$770,500","$761,000",4,"7,608",$405,,"$3,082,000","$770,500","$761,000"
7146,Staten Island,Eltingville,Residential,Single-Family Home,20/Q4,"$14,971,273","$575,818","$575,000",26,"36,958",$405,,"$14,971,273","$575,818","$575,000"
7147,Staten Island,Westerleigh,Residential,Single-Family Home,24/Q1,"$1,419,000","$709,500","$709,500",2,"3,503",$405,,"$1,419,000","$709,500","$709,500"
7148,Brooklyn,Mill Basin,Residential,Multi-Family Dwelling,21/Q1,"$6,325,000","$1,054,167","$965,000",6,"15,617",$405,,"$6,325,000","$1,054,167","$965,000"
7149,Staten Island,"Bay Terrace, SI",Residential,Single-Family Home,22/Q1,"$5,892,800","$654,756","$639,900",8,"14,551",$405,,"$5,892,800","$654,756","$639,900"
7150,Staten Island,Tompkinsville,Residential,Single-Family Home,24/Q3,"$605,000","$605,000","$605,000",1,"1,494",$405,,"$605,000","$605,000","$605,000"
7151,Brooklyn,Sea Gate,Residential,Single-Family Home,24/Q4,"$3,389,950","$847,488","$819,975",4,"8,372",$405,,"$3,389,950","$847,488","$819,975"
7152,Queens,Ridgewood,Residential,Single-Family Home,20/Q2,"$1,239,000","$619,500","$619,500",2,"3,060",$405,,"$1,239,000","$619,500","$619,500"
7153,Staten Island,Lighthouse Hill,Residential,Multi-Family Dwelling,25/Q1,"$3,090,000","$1,030,000","$1,150,000",3,"7,632",$405,,"$3,090,000","$1,030,000","$1,150,000"
7154,Queens,Ozone Park,Residential,Multi-Family Dwelling,23/Q2,"$9,418,000","$724,462","$815,000",13,"23,269",$405,,"$9,418,000","$724,462","$815,000"
7155,Queens,Floral Park,Residential,Multi-Family Dwelling,24/Q2,"$1,445,000","$722,500","$722,500",2,"3,571",$405,,"$1,445,000","$722,500","$722,500"
7156,Staten Island,Westerleigh,Residential,Multi-Family Dwelling,23/Q4,"$10,711,000","$765,071","$749,500",14,"26,470",$405,,"$10,711,000","$765,071","$749,500"
7157,Queens,Old Howard Beach,Residential,Multi-Family Dwelling,25/Q2,"$6,602,000","$943,143","$958,500",7,"16,316",$405,,"$6,602,000","$943,143","$958,500"
7158,Queens,Rambersville,Residential,Multi-Family Dwelling,21/Q3,"$793,000","$793,000","$793,000",1,"1,960",$405,,"$793,000","$793,000","$793,000"
7159,Staten Island,Great Kills,Residential,Multi-Family Dwelling,21/Q4,"$37,577,647","$695,882","$682,500",54,"92,878",$405,,"$37,577,647","$695,882","$682,500"
7160,Brooklyn,Flatbush,Residential,Multi-Family Dwelling,24/Q4,"$10,883,240","$989,385","$999,000",11,"26,902",$405,,"$10,883,240","$989,385","$999,000"
7161,Staten Island,Shore Acres,Residential,Single-Family Home,22/Q2,"$8,334,800","$641,138","$570,000",12,"20,603",$405,,"$8,334,800","$641,138","$570,000"
7162,Staten Island,Rosebank,Residential,Single-Family Home,20/Q1,"$555,000","$555,000","$555,000",1,"1,372",$405,,"$555,000","$555,000","$555,000"
7163,Bronx,Riverdale,Residential,Multi-Family Dwelling,21/Q3,"$6,633,800","$947,686","$890,000",7,"16,402",$404,2483.3333333333335,"$6,633,800","$947,686","$890,000"
7164,Staten Island,St. George,Residential,Single-Family Home,22/Q1,"$2,895,950","$723,988","$535,475",4,"7,161",$404,,"$2,895,950","$723,988","$535,475"
7165,Queens,Ridgewood,Residential,Multi-Family Dwelling,20/Q4,"$26,979,890","$1,037,688","$1,025,000",26,"66,717",$404,,"$26,979,890","$1,037,688","$1,025,000"
7166,Bronx,Pelham Parkway,Residential,Single-Family Home,23/Q1,"$2,880,000","$720,000","$725,000",4,"7,122",$404,,"$2,880,000","$720,000","$725,000"
