,borough,neighborhood,trd_doc_classification,property_group,year_quarter,sales_volume,avg_price,median_price,number_of_deals,total_sqft,ppsqft,avg_asking_rent,cleaned_sales_volume,cleaned_avg_price,cleaned_median_price
0,Manhattan,Times Square North,Residential,Condo,20/Q3,"$605,053,679","$22,409,396","$1,816,425",27,"70,993","$8,523",,"$605,053,679","$22,409,396","$1,816,425"
1,Manhattan,Times Square North,Residential,Condo,20/Q2,"$257,088,202","$16,068,013","$2,005,750",16,"36,257","$7,091",,"$257,088,202","$16,068,013","$2,005,750"
2,Manhattan,Greenwich Village,Residential,Single-Family Home,20/Q3,"$19,500,000","$19,500,000","$19,500,000",1,"3,200","$6,094",3370.0,"$19,500,000","$19,500,000","$19,500,000"
3,Manhattan,Times Square North,Residential,Condo,22/Q1,"$465,210,843","$10,818,857","$1,830,000",43,"77,547","$5,999",,"$465,210,843","$10,818,857","$1,830,000"
4,Manhattan,Times Square North,Residential,Condo,25/Q1,"$189,657,000","$8,620,773","$1,265,000",22,"32,574","$5,822",,"$189,657,000","$8,620,773","$1,265,000"
5,Manhattan,West Village,Residential,Multi-Family Dwelling,25/Q3,"$8,000,000","$8,000,000","$8,000,000",1,"1,398","$5,722",,"$8,000,000","$8,000,000","$8,000,000"
6,Manhattan,Times Square North,Residential,Condo,20/Q4,"$133,133,380","$9,509,527","$2,053,697",14,"23,726","$5,611",,"$133,133,380","$9,509,527","$2,053,697"
7,Manhattan,Greenwich Village,Residential,Single-Family Home,24/Q1,"$86,500,000","$43,250,000","$43,250,000",2,"15,672","$5,519",4758.333333333333,"$86,500,000","$43,250,000","$43,250,000"
8,Manhattan,Times Square North,Residential,Condo,21/Q2,"$417,856,788","$8,357,136","$1,382,500",50,"77,037","$5,424",,"$417,856,788","$8,357,136","$1,382,500"
9,Manhattan,Times Square North,Residential,Condo,24/Q2,"$226,788,506","$9,071,540","$1,700,000",25,"43,162","$5,254",,"$226,788,506","$9,071,540","$1,700,000"
10,Manhattan,Times Square North,Residential,Condo,21/Q4,"$296,615,698","$8,723,991","$1,610,000",34,"58,529","$5,068",,"$296,615,698","$8,723,991","$1,610,000"
11,Manhattan,Times Square North,Residential,Condo,23/Q4,"$284,553,775","$8,369,229","$1,465,000",34,"56,535","$5,033",,"$284,553,775","$8,369,229","$1,465,000"
12,Manhattan,Times Square North,Residential,Condo,22/Q4,"$286,804,840","$10,243,030","$3,487,500",28,"57,044","$5,028",,"$286,804,840","$10,243,030","$3,487,500"
13,Manhattan,Lenox Hill,Residential,Condo,24/Q4,"$274,329,671","$3,863,798","$1,900,000",71,"28,875","$5,014",,"$274,329,671","$3,863,798","$1,900,000"
14,Manhattan,Tribeca,Residential,Single-Family Home,22/Q3,"$20,000,000","$20,000,000","$20,000,000",1,"4,083","$4,898",9316.0,"$20,000,000","$20,000,000","$20,000,000"
15,Manhattan,Times Square North,Residential,Condo,20/Q1,"$166,641,957","$6,943,415","$1,155,000",24,"34,192","$4,874",,"$166,641,957","$6,943,415","$1,155,000"
16,Manhattan,Upper East Side,Residential,Single-Family Home,23/Q2,"$47,550,000","$23,775,000","$23,775,000",2,"10,011","$4,750",3998.3333333333335,"$47,550,000","$23,775,000","$23,775,000"
17,Manhattan,West Village,Residential,Single-Family Home,24/Q2,"$34,200,000","$17,100,000","$17,100,000",2,"7,242","$4,722",5456.666666666667,"$34,200,000","$17,100,000","$17,100,000"
18,Manhattan,Lenox Hill,Residential,Condo,22/Q2,"$346,406,199","$3,848,958","$1,780,000",86,"37,950","$4,677",,"$346,406,199","$3,848,958","$1,780,000"
19,Manhattan,West Village,Residential,Multi-Family Dwelling,20/Q4,"$31,000,000","$31,000,000","$31,000,000",1,"6,650","$4,662",3194.6666666666665,"$31,000,000","$31,000,000","$31,000,000"
20,Manhattan,West Village,Residential,Multi-Family Dwelling,22/Q4,"$30,350,000","$15,175,000","$15,175,000",2,"6,606","$4,594",5089.333333333333,"$30,350,000","$15,175,000","$15,175,000"
21,Manhattan,Times Square North,Residential,Condo,25/Q2,"$160,589,563","$6,691,232","$1,296,000",24,"35,771","$4,489",,"$160,589,563","$6,691,232","$1,296,000"
22,Manhattan,West Village,Residential,Multi-Family Dwelling,24/Q3,"$69,530,000","$17,382,500","$14,435,000",4,"15,635","$4,447",5033.333333333333,"$69,530,000","$17,382,500","$14,435,000"
23,Manhattan,West Village,Residential,Single-Family Home,25/Q1,"$58,675,000","$14,668,750","$13,575,000",4,"13,281","$4,418",5647.666666666667,"$58,675,000","$14,668,750","$13,575,000"
24,Manhattan,Lenox Hill,Residential,Condo,25/Q1,"$230,497,375","$3,778,645","$1,950,000",61,"31,235","$4,387",,"$230,497,375","$3,778,645","$1,950,000"
25,Manhattan,West Village,Residential,Single-Family Home,24/Q3,"$15,000,000","$15,000,000","$15,000,000",1,"3,440","$4,360",5033.333333333333,"$15,000,000","$15,000,000","$15,000,000"
26,Manhattan,West Village,Residential,Single-Family Home,24/Q1,"$22,900,000","$11,450,000","$11,450,000",2,"5,259","$4,354",5433.333333333333,"$22,900,000","$11,450,000","$11,450,000"
27,Manhattan,Greenwich Village,Residential,Single-Family Home,23/Q1,"$34,500,000","$17,250,000","$17,250,000",2,"7,947","$4,341",5136.0,"$34,500,000","$17,250,000","$17,250,000"
28,Manhattan,Times Square North,Residential,Condo,24/Q4,"$163,199,257","$7,095,620","$2,300,000",23,"38,603","$4,228",,"$163,199,257","$7,095,620","$2,300,000"
29,Manhattan,West Village,Residential,Single-Family Home,20/Q1,"$26,350,000","$13,175,000","$13,175,000",2,"6,248","$4,217",4152.0,"$26,350,000","$13,175,000","$13,175,000"
30,Manhattan,Greenwich Village,Residential,Multi-Family Dwelling,25/Q1,"$20,800,000","$20,800,000","$20,800,000",1,"4,974","$4,182",5316.666666666667,"$20,800,000","$20,800,000","$20,800,000"
31,Manhattan,Times Square North,Residential,Condo,21/Q3,"$449,678,268","$6,612,916","$1,550,000",68,"111,259","$4,042",,"$449,678,268","$6,612,916","$1,550,000"
32,Manhattan,West Village,Residential,Multi-Family Dwelling,22/Q3,"$72,650,000","$14,530,000","$10,500,000",4,"18,076","$4,019",5065.0,"$72,650,000","$14,530,000","$10,500,000"
33,Manhattan,West Village,Residential,Single-Family Home,23/Q3,"$43,110,000","$10,777,500","$8,100,000",4,"10,753","$4,009",5016.0,"$43,110,000","$10,777,500","$8,100,000"
34,Manhattan,Lenox Hill,Residential,Single-Family Home,22/Q4,"$58,350,000","$29,175,000","$29,175,000",2,"14,659","$3,980",,"$58,350,000","$29,175,000","$29,175,000"
35,Manhattan,Hudson Square,Residential,Single-Family Home,22/Q3,"$14,800,000","$14,800,000","$14,800,000",1,"3,779","$3,916",,"$14,800,000","$14,800,000","$14,800,000"
36,Manhattan,Times Square North,Residential,Condo,22/Q3,"$176,503,397","$5,191,276","$1,351,000",32,"45,142","$3,910",,"$176,503,397","$5,191,276","$1,351,000"
37,Manhattan,Lenox Hill,Residential,Multi-Family Dwelling,23/Q4,"$51,350,000","$25,675,000","$25,675,000",2,"13,216","$3,885",,"$51,350,000","$25,675,000","$25,675,000"
38,Manhattan,Lenox Hill,Residential,Multi-Family Dwelling,21/Q2,"$53,500,000","$53,500,000","$53,500,000",1,"13,792","$3,879",,"$53,500,000","$53,500,000","$53,500,000"
39,Manhattan,Times Square North,Residential,Condo,23/Q1,"$135,892,508","$6,471,072","$2,900,000",21,"35,343","$3,845",,"$135,892,508","$6,471,072","$2,900,000"
40,Manhattan,West Village,Residential,Single-Family Home,23/Q2,"$29,100,000","$14,550,000","$14,550,000",2,"7,592","$3,833",5181.666666666667,"$29,100,000","$14,550,000","$14,550,000"
41,Manhattan,Greenwich Village,Residential,Single-Family Home,23/Q3,"$23,750,000","$11,875,000","$11,875,000",2,"6,232","$3,811",4927.666666666667,"$23,750,000","$11,875,000","$11,875,000"
42,Manhattan,West Village,Residential,Single-Family Home,23/Q1,"$48,490,000","$12,122,500","$9,425,000",4,"12,862","$3,770",5150.0,"$48,490,000","$12,122,500","$9,425,000"
43,Manhattan,Tribeca,Residential,Multi-Family Dwelling,22/Q3,"$21,051,758","$21,051,758","$21,051,758",1,"5,625","$3,743",9316.0,"$21,051,758","$21,051,758","$21,051,758"
44,Manhattan,West Village,Residential,Single-Family Home,21/Q1,"$49,287,500","$12,321,875","$14,425,000",4,"13,251","$3,720",3106.6666666666665,"$49,287,500","$12,321,875","$14,425,000"
45,Manhattan,West Village,Residential,Single-Family Home,25/Q2,"$62,099,000","$10,349,833","$10,575,000",6,"16,733","$3,711",5495.0,"$62,099,000","$10,349,833","$10,575,000"
46,Manhattan,Chelsea,Residential,Single-Family Home,21/Q4,"$33,100,000","$16,550,000","$16,550,000",2,"8,939","$3,703",4715.0,"$33,100,000","$16,550,000","$16,550,000"
47,Manhattan,West Village,Residential,Single-Family Home,22/Q3,"$59,425,000","$9,904,167","$8,575,000",5,"16,076","$3,697",5065.0,"$59,425,000","$9,904,167","$8,575,000"
48,Manhattan,Greenwich Village,Residential,Single-Family Home,22/Q2,"$51,050,000","$17,016,667","$10,100,000",3,"13,826","$3,692",4497.666666666667,"$51,050,000","$17,016,667","$10,100,000"
49,Manhattan,Times Square North,Residential,Condo,23/Q3,"$191,465,071","$5,470,431","$1,435,000",35,"51,919","$3,688",,"$191,465,071","$5,470,431","$1,435,000"
50,Manhattan,Times Square North,Residential,Condo,22/Q2,"$185,460,614","$5,454,724","$1,487,500",32,"50,300","$3,687",,"$185,460,614","$5,454,724","$1,487,500"
51,Manhattan,Turtle Bay,Residential,Single-Family Home,23/Q4,"$47,499,000","$23,749,500","$23,749,500",2,"12,895","$3,684",,"$47,499,000","$23,749,500","$23,749,500"
52,Manhattan,Greenwich Village,Residential,Single-Family Home,24/Q4,"$16,500,000","$16,500,000","$16,500,000",1,"4,502","$3,665",5466.666666666667,"$16,500,000","$16,500,000","$16,500,000"
53,Manhattan,Lenox Hill,Residential,Condo,23/Q2,"$145,876,645","$2,977,074","$1,500,000",49,"19,406","$3,648",,"$145,876,645","$2,977,074","$1,500,000"
54,Manhattan,Times Square North,Residential,Condo,25/Q3,"$24,420,313","$4,884,063","$1,800,000",5,"6,734","$3,626",,"$24,420,313","$4,884,063","$1,800,000"
55,Manhattan,Lenox Hill,Residential,Condo,21/Q3,"$200,842,968","$2,419,795","$1,700,000",83,"14,310","$3,610",,"$200,842,968","$2,419,795","$1,700,000"
56,Manhattan,Upper East Side,Residential,Single-Family Home,24/Q1,"$67,290,000","$22,430,000","$23,440,000",3,"18,642","$3,610",3965.0,"$67,290,000","$22,430,000","$23,440,000"
57,Manhattan,Gramercy Park,Residential,Multi-Family Dwelling,23/Q3,"$11,450,000","$11,450,000","$11,450,000",1,"3,192","$3,587",4616.666666666667,"$11,450,000","$11,450,000","$11,450,000"
58,Manhattan,West Village,Residential,Single-Family Home,20/Q2,"$14,744,000","$7,372,000","$7,372,000",2,"4,120","$3,579",3824.3333333333335,"$14,744,000","$7,372,000","$7,372,000"
59,Manhattan,West Village,Residential,Multi-Family Dwelling,24/Q4,"$35,312,000","$11,770,667","$10,500,000",3,"10,163","$3,475",5300.0,"$35,312,000","$11,770,667","$10,500,000"
60,Manhattan,Greenwich Village,Residential,Single-Family Home,21/Q4,"$50,250,000","$25,125,000","$25,125,000",2,"14,591","$3,444",4231.666666666667,"$50,250,000","$25,125,000","$25,125,000"
61,Manhattan,Upper East Side,Residential,Single-Family Home,23/Q3,"$41,000,000","$41,000,000","$41,000,000",1,"11,991","$3,419",3998.3333333333335,"$41,000,000","$41,000,000","$41,000,000"
62,Manhattan,West Village,Residential,Multi-Family Dwelling,23/Q1,"$8,750,000","$8,750,000","$8,750,000",1,"2,560","$3,418",5150.0,"$8,750,000","$8,750,000","$8,750,000"
63,Manhattan,Lenox Hill,Residential,Condo,20/Q1,"$87,035,508","$2,290,408","$1,612,500",38,"10,623","$3,365",,"$87,035,508","$2,290,408","$1,612,500"
64,Manhattan,West Village,Residential,Single-Family Home,24/Q4,"$51,150,000","$8,525,000","$6,575,000",6,"15,381","$3,326",5300.0,"$51,150,000","$8,525,000","$6,575,000"
65,Manhattan,West Village,Residential,Single-Family Home,22/Q2,"$45,200,000","$11,300,000","$10,950,000",4,"13,754","$3,286",4898.333333333333,"$45,200,000","$11,300,000","$10,950,000"
66,Manhattan,Upper East Side,Residential,Multi-Family Dwelling,22/Q3,"$27,000,000","$27,000,000","$27,000,000",1,"8,221","$3,284",3683.3333333333335,"$27,000,000","$27,000,000","$27,000,000"
67,Manhattan,Greenwich Village,Residential,Single-Family Home,24/Q2,"$61,525,000","$20,508,333","$18,910,000",3,"18,746","$3,282",5214.333333333333,"$61,525,000","$20,508,333","$18,910,000"
68,Manhattan,West Village,Residential,Multi-Family Dwelling,20/Q3,"$23,820,000","$11,910,000","$11,910,000",2,"7,263","$3,280",3466.0,"$23,820,000","$11,910,000","$11,910,000"
69,Manhattan,Upper East Side,Residential,Single-Family Home,20/Q1,"$38,000,000","$38,000,000","$38,000,000",1,"11,590","$3,279",3258.3333333333335,"$38,000,000","$38,000,000","$38,000,000"
70,Brooklyn,Boerum Hill,Residential,Single-Family Home,25/Q3,"$2,850,000","$2,850,000","$2,850,000",1,874,"$3,261",,"$2,850,000","$2,850,000","$2,850,000"
71,Manhattan,West Village,Residential,Multi-Family Dwelling,25/Q2,"$23,025,000","$7,675,000","$6,525,000",3,"7,104","$3,241",5495.0,"$23,025,000","$7,675,000","$6,525,000"
72,Manhattan,Times Square North,Residential,Condo,23/Q2,"$173,091,536","$5,090,928","$1,380,000",34,"53,651","$3,226",,"$173,091,536","$5,090,928","$1,380,000"
73,Manhattan,Tribeca,Residential,Single-Family Home,23/Q1,"$23,500,000","$23,500,000","$23,500,000",1,"7,401","$3,175",8148.333333333333,"$23,500,000","$23,500,000","$23,500,000"
74,Manhattan,Lenox Hill,Residential,Condo,25/Q2,"$176,190,119","$2,481,551","$1,795,000",71,"12,724","$3,160",,"$176,190,119","$2,481,551","$1,795,000"
75,Manhattan,West Village,Residential,Single-Family Home,21/Q4,"$100,740,000","$10,074,000","$8,585,000",10,"32,134","$3,135",4426.666666666667,"$100,740,000","$10,074,000","$8,585,000"
76,Manhattan,West Village,Residential,Multi-Family Dwelling,25/Q1,"$29,581,250","$7,395,313","$7,565,625",4,"9,464","$3,126",5647.666666666667,"$29,581,250","$7,395,313","$7,565,625"
77,Manhattan,Greenwich Village,Residential,Single-Family Home,22/Q1,"$16,700,000","$16,700,000","$16,700,000",1,"5,370","$3,110",4449.333333333333,"$16,700,000","$16,700,000","$16,700,000"
78,Manhattan,Greenwich Village,Residential,Single-Family Home,21/Q2,"$64,115,000","$16,028,750","$16,970,000",4,"20,630","$3,108",3266.6666666666665,"$64,115,000","$16,028,750","$16,970,000"
79,Manhattan,Lincoln Square,Residential,Condo,22/Q1,"$713,151,131","$3,961,951","$2,700,000",173,"67,718","$3,096",,"$713,151,131","$3,961,951","$2,700,000"
80,Manhattan,West Village,Residential,Single-Family Home,22/Q1,"$60,950,000","$12,190,000","$11,400,000",5,"19,710","$3,092",4581.666666666667,"$60,950,000","$12,190,000","$11,400,000"
81,Manhattan,Greenwich Village,Residential,Single-Family Home,23/Q4,"$36,400,000","$18,200,000","$18,200,000",2,"11,774","$3,092",5065.0,"$36,400,000","$18,200,000","$18,200,000"
82,Manhattan,West Village,Residential,Single-Family Home,21/Q3,"$89,998,980","$11,249,873","$11,895,000",8,"29,116","$3,091",4149.333333333333,"$89,998,980","$11,249,873","$11,895,000"
83,Manhattan,Lenox Hill,Residential,Single-Family Home,22/Q1,"$87,217,500","$17,443,500","$7,580,000",5,"28,379","$3,073",,"$87,217,500","$17,443,500","$7,580,000"
84,Manhattan,West Village,Residential,Single-Family Home,21/Q2,"$45,225,000","$9,045,000","$11,000,000",5,"14,722","$3,072",3383.3333333333335,"$45,225,000","$9,045,000","$11,000,000"
85,Manhattan,Lenox Hill,Residential,Single-Family Home,23/Q3,"$86,703,057","$21,675,764","$7,850,000",4,"28,528","$3,039",,"$86,703,057","$21,675,764","$7,850,000"
86,Manhattan,Lenox Hill,Residential,Condo,20/Q4,"$117,462,293","$2,303,182","$1,650,000",51,"11,544","$3,033",,"$117,462,293","$2,303,182","$1,650,000"
87,Brooklyn,Cobble Hill,Residential,Single-Family Home,24/Q2,"$3,200,000","$3,200,000","$3,200,000",1,"1,056","$3,030",4033.3333333333335,"$3,200,000","$3,200,000","$3,200,000"
88,Manhattan,Greenwich Village,Residential,Single-Family Home,20/Q4,"$87,500,000","$17,500,000","$17,000,000",5,"28,911","$3,027",3067.3333333333335,"$87,500,000","$17,500,000","$17,000,000"
89,Manhattan,Greenwich Village,Residential,Single-Family Home,25/Q3,"$6,437,500","$6,437,500","$6,437,500",1,"2,128","$3,025",,"$6,437,500","$6,437,500","$6,437,500"
90,Manhattan,Lenox Hill,Residential,Condo,21/Q4,"$269,934,782","$2,966,316","$1,800,000",91,"36,643","$3,019",,"$269,934,782","$2,966,316","$1,800,000"
91,Manhattan,Upper East Side,Residential,Single-Family Home,23/Q4,"$26,500,000","$26,500,000","$26,500,000",1,"8,814","$3,007",3981.6666666666665,"$26,500,000","$26,500,000","$26,500,000"
92,Manhattan,Carnegie Hill,Residential,Single-Family Home,25/Q2,"$37,575,000","$12,525,000","$13,625,000",3,"12,515","$3,002",,"$37,575,000","$12,525,000","$13,625,000"
93,Manhattan,Lincoln Square,Residential,Condo,20/Q2,"$321,328,966","$3,418,393","$3,156,550",94,"32,181","$2,993",,"$321,328,966","$3,418,393","$3,156,550"
94,Manhattan,Greenwich Village,Residential,Single-Family Home,21/Q3,"$30,000,000","$15,000,000","$15,000,000",2,"10,047","$2,986",3865.0,"$30,000,000","$15,000,000","$15,000,000"
95,Manhattan,Greenwich Village,Residential,Multi-Family Dwelling,20/Q4,"$11,500,000","$11,500,000","$11,500,000",1,"3,864","$2,976",3067.3333333333335,"$11,500,000","$11,500,000","$11,500,000"
96,Manhattan,Sutton Place,Residential,Single-Family Home,23/Q3,"$26,100,000","$26,100,000","$26,100,000",1,"8,779","$2,973",,"$26,100,000","$26,100,000","$26,100,000"
97,Manhattan,Carnegie Hill,Residential,Multi-Family Dwelling,21/Q4,"$11,550,000","$11,550,000","$11,550,000",1,"3,888","$2,971",,"$11,550,000","$11,550,000","$11,550,000"
98,Manhattan,Lenox Hill,Residential,Condo,23/Q4,"$116,244,430","$2,193,291","$1,500,000",53,"7,373","$2,967",,"$116,244,430","$2,193,291","$1,500,000"
99,Manhattan,Carnegie Hill,Residential,Single-Family Home,23/Q1,"$62,700,000","$15,675,000","$16,850,000",4,"21,256","$2,950",,"$62,700,000","$15,675,000","$16,850,000"
100,Manhattan,Upper East Side,Residential,Single-Family Home,24/Q2,"$45,800,000","$15,266,667","$19,450,000",3,"15,595","$2,937",3908.3333333333335,"$45,800,000","$15,266,667","$19,450,000"
101,Manhattan,Lincoln Square,Residential,Condo,21/Q2,"$412,091,340","$3,030,083","$1,790,000",136,"68,215","$2,937",,"$412,091,340","$3,030,083","$1,790,000"
102,Manhattan,West Village,Residential,Single-Family Home,22/Q4,"$52,035,000","$8,672,500","$6,900,000",6,"17,723","$2,936",5089.333333333333,"$52,035,000","$8,672,500","$6,900,000"
103,Manhattan,Upper East Side,Residential,Single-Family Home,20/Q4,"$19,175,000","$19,175,000","$19,175,000",1,"6,539","$2,932",2498.3333333333335,"$19,175,000","$19,175,000","$19,175,000"
104,Manhattan,West Village,Residential,Multi-Family Dwelling,21/Q4,"$41,960,000","$10,490,000","$10,655,000",4,"14,374","$2,919",4426.666666666667,"$41,960,000","$10,490,000","$10,655,000"
105,Manhattan,Lenox Hill,Residential,Condo,22/Q3,"$218,322,799","$2,729,035","$1,900,000",71,"15,205","$2,900",,"$218,322,799","$2,729,035","$1,900,000"
106,Manhattan,Yorkville,Residential,Single-Family Home,25/Q3,"$6,550,000","$6,550,000","$6,550,000",1,"2,261","$2,897",,"$6,550,000","$6,550,000","$6,550,000"
107,Manhattan,Greenwich Village,Residential,Multi-Family Dwelling,21/Q1,"$10,750,000","$10,750,000","$10,750,000",1,"3,782","$2,842",3166.6666666666665,"$10,750,000","$10,750,000","$10,750,000"
108,Manhattan,Little Italy,Residential,Single-Family Home,22/Q3,"$5,950,000","$5,950,000","$5,950,000",1,"2,100","$2,833",3915.0,"$5,950,000","$5,950,000","$5,950,000"
109,Manhattan,West Village,Residential,Multi-Family Dwelling,21/Q3,"$54,620,000","$13,655,000","$11,300,000",4,"19,379","$2,819",4149.333333333333,"$54,620,000","$13,655,000","$11,300,000"
110,Manhattan,Greenwich Village,Residential,Multi-Family Dwelling,25/Q2,"$34,000,000","$17,000,000","$17,000,000",2,"12,068","$2,817",5075.0,"$34,000,000","$17,000,000","$17,000,000"
111,Manhattan,NoMad,Residential,Condo,22/Q1,"$88,918,494","$4,234,214","$2,600,000",21,"28,401","$2,811",,"$88,918,494","$4,234,214","$2,600,000"
112,Manhattan,Greenwich Village,Residential,Single-Family Home,24/Q3,"$17,000,000","$17,000,000","$17,000,000",1,"6,075","$2,798",5101.0,"$17,000,000","$17,000,000","$17,000,000"
113,Manhattan,Tribeca,Residential,Single-Family Home,24/Q3,"$30,095,000","$15,047,500","$15,047,500",2,"10,776","$2,793",10109.333333333334,"$30,095,000","$15,047,500","$15,047,500"
114,Manhattan,Lincoln Square,Residential,Condo,24/Q1,"$202,513,546","$3,214,501","$1,640,000",63,"30,666","$2,792",,"$202,513,546","$3,214,501","$1,640,000"
115,Manhattan,Times Square North,Residential,Condo,24/Q3,"$83,437,825","$3,792,628","$1,597,500",22,"29,987","$2,782",,"$83,437,825","$3,792,628","$1,597,500"
116,Manhattan,Carnegie Hill,Residential,Single-Family Home,25/Q3,"$6,000,000","$6,000,000","$6,000,000",1,"2,168","$2,768",,"$6,000,000","$6,000,000","$6,000,000"
117,Manhattan,Lincoln Square,Residential,Condo,20/Q1,"$335,365,431","$2,842,080","$2,067,500",118,"63,549","$2,762",,"$335,365,431","$2,842,080","$2,067,500"
118,Manhattan,Lincoln Square,Residential,Condo,22/Q2,"$483,599,424","$3,479,133","$2,080,000",134,"64,687","$2,759",,"$483,599,424","$3,479,133","$2,080,000"
119,Manhattan,Flatiron,Residential,Condo,20/Q1,"$123,291,871","$4,931,675","$2,250,000",25,"32,038","$2,749",4837.333333333333,"$123,291,871","$4,931,675","$2,250,000"
120,Manhattan,Greenwich Village,Residential,Multi-Family Dwelling,20/Q1,"$18,000,000","$18,000,000","$18,000,000",1,"6,600","$2,727",4066.6666666666665,"$18,000,000","$18,000,000","$18,000,000"
121,Manhattan,Upper East Side,Residential,Multi-Family Dwelling,25/Q1,"$11,750,000","$11,750,000","$11,750,000",1,"4,320","$2,720",3980.6666666666665,"$11,750,000","$11,750,000","$11,750,000"
122,Manhattan,SoHo,Residential,Multi-Family Dwelling,22/Q1,"$6,000,000","$6,000,000","$6,000,000",1,"2,239","$2,680",,"$6,000,000","$6,000,000","$6,000,000"
123,Manhattan,Greenwich Village,Residential,Multi-Family Dwelling,22/Q4,"$9,750,000","$9,750,000","$9,750,000",1,"3,672","$2,655",4998.666666666667,"$9,750,000","$9,750,000","$9,750,000"
124,Manhattan,Lincoln Square,Residential,Condo,23/Q1,"$195,997,811","$3,161,255","$1,902,500",62,"31,719","$2,651",,"$195,997,811","$3,161,255","$1,902,500"
125,Manhattan,Lincoln Square,Residential,Condo,22/Q3,"$505,262,872","$3,099,772","$1,885,763",149,"68,082","$2,651",,"$505,262,872","$3,099,772","$1,885,763"
126,Manhattan,Upper East Side,Residential,Single-Family Home,25/Q2,"$55,000,000","$18,333,333","$7,000,000",3,"20,842","$2,639",4075.0,"$55,000,000","$18,333,333","$7,000,000"
127,Manhattan,Lenox Hill,Residential,Condo,23/Q1,"$143,726,496","$2,566,545","$1,650,000",56,"20,214","$2,636",,"$143,726,496","$2,566,545","$1,650,000"
128,Manhattan,West Village,Residential,Multi-Family Dwelling,22/Q2,"$85,700,000","$9,522,222","$8,500,000",9,"32,528","$2,635",4898.333333333333,"$85,700,000","$9,522,222","$8,500,000"
129,Manhattan,Upper East Side,Residential,Single-Family Home,24/Q3,"$46,869,000","$11,717,250","$11,500,000",4,"17,820","$2,630",3916.6666666666665,"$46,869,000","$11,717,250","$11,500,000"
130,Manhattan,Hell's Kitchen,Residential,Condo,21/Q2,"$44,741,931","$1,355,816","$1,200,000",33,"1,020","$2,616",,"$44,741,931","$1,355,816","$1,200,000"
131,Manhattan,Carnegie Hill,Residential,Multi-Family Dwelling,21/Q3,"$12,000,000","$12,000,000","$12,000,000",1,"4,590","$2,614",,"$12,000,000","$12,000,000","$12,000,000"
132,Manhattan,Hell's Kitchen,Residential,Condo,25/Q1,"$25,430,191","$1,271,510","$1,169,444",20,819,"$2,610",,"$25,430,191","$1,271,510","$1,169,444"
133,Manhattan,Lenox Hill,Residential,Condo,21/Q1,"$111,300,926","$2,473,354","$1,750,000",45,"11,499","$2,608",,"$111,300,926","$2,473,354","$1,750,000"
134,Manhattan,Chelsea,Residential,Single-Family Home,25/Q1,"$8,000,000","$8,000,000","$8,000,000",1,"3,072","$2,604",5498.0,"$8,000,000","$8,000,000","$8,000,000"
135,Manhattan,Hell's Kitchen,Residential,Condo,22/Q1,"$73,749,788","$1,676,132","$1,282,500",43,"1,890","$2,603",,"$73,749,788","$1,676,132","$1,282,500"
136,Manhattan,Greenwich Village,Residential,Single-Family Home,22/Q3,"$13,400,000","$6,700,000","$6,700,000",2,"5,148","$2,603",4956.333333333333,"$13,400,000","$6,700,000","$6,700,000"
137,Manhattan,Lenox Hill,Residential,Condo,20/Q3,"$51,441,246","$1,978,509","$1,530,000",26,"2,189","$2,603",,"$51,441,246","$1,978,509","$1,530,000"
138,Manhattan,Greenwich Village,Residential,Single-Family Home,20/Q2,"$5,950,000","$5,950,000","$5,950,000",1,"2,288","$2,601",3643.0,"$5,950,000","$5,950,000","$5,950,000"
139,Manhattan,Upper East Side,Residential,Single-Family Home,22/Q2,"$35,750,000","$17,875,000","$17,875,000",2,"13,758","$2,598",3466.6666666666665,"$35,750,000","$17,875,000","$17,875,000"
140,Manhattan,Yorkville,Residential,Condo,23/Q3,"$321,621,797","$4,873,058","$2,116,501",66,"121,759","$2,598",,"$321,621,797","$4,873,058","$2,116,501"
141,Brooklyn,Brooklyn Heights,Residential,Single-Family Home,23/Q3,"$21,345,000","$10,672,500","$10,672,500",2,"8,223","$2,596",4221.0,"$21,345,000","$10,672,500","$10,672,500"
142,Brooklyn,Cobble Hill,Residential,Multi-Family Dwelling,23/Q1,"$17,000,000","$8,500,000","$8,500,000",2,"6,570","$2,588",4368.333333333333,"$17,000,000","$8,500,000","$8,500,000"
143,Manhattan,Lenox Hill,Residential,Single-Family Home,21/Q1,"$169,331,000","$24,190,143","$9,100,000",7,"65,559","$2,583",,"$169,331,000","$24,190,143","$9,100,000"
144,Manhattan,Lenox Hill,Residential,Single-Family Home,21/Q2,"$17,450,000","$8,725,000","$8,725,000",2,"6,779","$2,574",,"$17,450,000","$8,725,000","$8,725,000"
145,Manhattan,Lenox Hill,Residential,Condo,24/Q3,"$186,059,848","$2,584,165","$1,700,000",72,"20,968","$2,566",,"$186,059,848","$2,584,165","$1,700,000"
146,Manhattan,Greenwich Village,Residential,Single-Family Home,21/Q1,"$17,250,000","$17,250,000","$17,250,000",1,"6,725","$2,565",3166.6666666666665,"$17,250,000","$17,250,000","$17,250,000"
147,Manhattan,SoHo,Residential,Single-Family Home,21/Q1,"$11,800,000","$11,800,000","$11,800,000",1,"4,607","$2,561",,"$11,800,000","$11,800,000","$11,800,000"
