,Project Type,Project Name,Association Name,City,Zip,County,ID,Address,__lat,__lon,__geocode_status
3437,CONDOMINIUM,RAPALLO CONDOMINIUM  APARTMENTS ASSOCIATION,RAPALLO CONDOMINIUM APARTMENTS ASSOCIATION,WEST PALM BEACH,33401,PALM BEACH,240360,"RAPALLO CONDOMINIUM APARTMENTS ASSOCIATION, WEST PALM BEACH, FL 33401",26.6987773,-80.0508291,OK
3440,CONDOMINIUM,SIRS REPORT,610 CLEMATIS CONDOMINIUM ASSOCIATION,WEST PALM BEACH,33401,PALM BEACH,287314,"610 CLEMATIS CONDOMINIUM ASSOCIATION, WEST PALM BEACH, FL 33401",26.7132651,-80.05760180000001,OK
3441,CONDOMINIUM,SIRS REPORT,THE ENVOY CONDOMINIUM ASSOC. INC.,WEST PALM BEACH,33401,PALM BEACH,300822,"THE ENVOY CONDOMINIUM ASSOC. INC., WEST PALM BEACH, FL 33401",26.7350304,-80.0869847,OK
3442,CONDOMINIUM,SIRS STUDY,BREAKWATERS OF THE PALM BEACHES,WEST PALM BEACH,33401,PALM BEACH,240469,"BREAKWATERS OF THE PALM BEACHES, WEST PALM BEACH, FL 33401",26.7118775,-80.07660229999999,OK
3443,CONDOMINIUM,"SLADE, A CONDO, THE","SLADE CONDOMINIUM ASSOCIATION, INC.",WEST PALM BEACH,33401,PALM BEACH,227022,"SLADE CONDOMINIUM ASSOCIATION, INC., WEST PALM BEACH, FL 33401",26.7272754,-80.0508353,OK
3444,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY,PARLIAMENT EAST CONDOMINIUM,WEST PALM BEACH,33401,PALM BEACH,287019,"PARLIAMENT EAST CONDOMINIUM, WEST PALM BEACH, FL 33401",26.7153474,-80.0533253,OK
3445,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY - THE BRISTOL PB CONDO ASSOC INC,BRISTOL PALM BEACH CONDOMINIUM ASSOCIATION INC.,WEST PALM BEACH,33401,PALM BEACH,217774,"BRISTOL PALM BEACH CONDOMINIUM ASSOCIATION INC., WEST PALM BEACH, FL 33401",26.7037336,-80.04938829999999,OK
3446,CONDOMINIUM,THE CONSULATE,CONSULATE CONDO ASSN INC THE,WEST PALM BEACH,33401,PALM BEACH,215482,"CONSULATE CONDO ASSN INC THE, WEST PALM BEACH, FL 33401",26.7145838,-80.1231648,OK
3447,CONDOMINIUM,"THE COURTYARDS IN CITYPLACE CONDOMINIUM ASSOCIATION, INC","THE COURTYARDS IN CITYPLACE CONDOMINIUM ASSOCIATION, INC",WEST PALM BEACH,33401,PALM BEACH,245455,"THE COURTYARDS IN CITYPLACE CONDOMINIUM ASSOCIATION, INC, WEST PALM BEACH, FL 33401",26.7077129,-80.058418,OK
3448,CONDOMINIUM,"THE PLAZA OF THE PALM BEACHES, A CONDOMINIUM ASSOCIATION, INC.","THE PLAZA OF THE PALM BEACHES, A CONDOMINIUM ASSOCIAITON, INC.",WEST PALM BEACH,33401,PALM BEACH,295907,"THE PLAZA OF THE PALM BEACHES, A CONDOMINIUM ASSOCIAITON, INC., WEST PALM BEACH, FL 33401",26.708429,-80.051643,OK
3449,CONDOMINIUM,TWO CITY PLAZA CONDOMINIUM,"TWO CITY PLAZA CONDOMINIUM ASSOCIATION, INC.",WEST PALM BEACH,33401,PALM BEACH,287276,"TWO CITY PLAZA CONDOMINIUM ASSOCIATION, INC., WEST PALM BEACH, FL 33401",26.7069178,-80.05284549999999,OK
3450,CONDOMINIUM,"UES MILESTONE INSPECTIONS, LLC","THE PLAZA OF THE PALM BEACHES, A CONDOMINIUM ASSOCIATION, INC.",WEST PALM BEACH,33401,PALM BEACH,215972,"THE PLAZA OF THE PALM BEACHES, A CONDOMINIUM ASSOCIATION, INC., WEST PALM BEACH, FL 33401",26.708429,-80.051643,OK
3451,CONDOMINIUM,"YACHT CLUB TOWERS CONDOMINIUM ASSOCIATION, INC. SIRS REPORT","YACHT CLUB TOWERS CONDOMINIUM ASSOCIATION, INC",WEST PALM BEACH,33401,PALM BEACH,292715,"YACHT CLUB TOWERS CONDOMINIUM ASSOCIATION, INC, WEST PALM BEACH, FL 33401",26.7212298,-80.0493596,OK
3452,CONDOMINIUM,BAY REACH CONDOMINIUM,LOWE,LAKE PARK,33403,PALM BEACH,251998,"LOWE, LAKE PARK, FL 33403",26.804529,-80.08559799999999,OK
3453,COOPERATIVE,"SUN HARBOR, INC.",STUART BRYAN LOCKERBIE,PALM BEACH SHORES,33404,PALM BEACH,231702,"STUART BRYAN LOCKERBIE, PALM BEACH SHORES, FL 33404",26.7781183,-80.0355962,OK
3454,CONDOMINIUM,ATRIUM AT PALM BEACH SHORES CONDOMINIUM ASSOCIATION SIRS,THE ATRIUM AT PALM BEACH SHORES CONDOMINIUM ASSOCIATION INC.,PALM BEACH SHORES,33404,PALM BEACH,286612,"THE ATRIUM AT PALM BEACH SHORES CONDOMINIUM ASSOCIATION INC., PALM BEACH SHORES, FL 33404",26.7796927,-80.0335135,OK
3455,CONDOMINIUM,CAPTAIN'S WALK OWNERS ASSOCIATION,CAPTAIN'S WALK OWNERS ASSOCIATION INC,PALM BEACH SHORES,33404,PALM BEACH,286508,"CAPTAIN'S WALK OWNERS ASSOCIATION INC, PALM BEACH SHORES, FL 33404",26.7816937,-80.0392062,OK
3456,CONDOMINIUM,"DOLCE VITA, A CONDO",DOLCE VITA CONDO ASSOCIATION,PALM BEACH SHORES,33404,PALM BEACH,239476,"DOLCE VITA CONDO ASSOCIATION, PALM BEACH SHORES, FL 33404",26.7802061,-80.03315090000001,OK
3457,CONDOMINIUM,INLET BEACH CLUB CONDOMINIUM ASSOCIATION,1,PALM BEACH SHORES,33404,PALM BEACH,242957,"1, PALM BEACH SHORES, FL 33404",26.7781339,-80.0549437,OK
3458,CONDOMINIUM,MAYAN TOWERS CONDO #1,MAYAN TOWERS CONDOMINIUM ASSOCIATION,PALM BEACH SHORES,33404,PALM BEACH,238811,"MAYAN TOWERS CONDOMINIUM ASSOCIATION, PALM BEACH SHORES, FL 33404",26.7792022,-80.0330705,OK
3459,CONDOMINIUM,OCEAN EIGHTEEN CONDO,OCEAN EIGHTEEN CONDO,PALM BEACH SHORES,33404,PALM BEACH,305096,"OCEAN EIGHTEEN CONDO, PALM BEACH SHORES, FL 33404",26.7769589,-80.0328349,OK
3460,CONDOMINIUM,CONNEMARA ASSOCIATION,CONNEMARA ASSOCIATION INC.,RIVERIA BEACH,33404,PALM BEACH,219034,"CONNEMARA ASSOCIATION INC., RIVERIA BEACH, FL 33404",26.8094962,-80.03492510000001,OK
3461,CONDOMINIUM,5000 NORTH OCEAN CONDO,"5000 NORTH OCEAN CONDOMINIUM ASSOCIATION, INC.",RIVIERA BEACH,33404,PALM BEACH,257005,"5000 NORTH OCEAN CONDOMINIUM ASSOCIATION, INC., RIVIERA BEACH, FL 33404",26.7984447,-80.0328292,OK
3462,CONDOMINIUM,ALLIANCE OF OWNERS VIA DELFINO,ALLIANCE OF OWNERS VIA DELFINO,RIVIERA BEACH,33404,PALM BEACH,237164,"ALLIANCE OF OWNERS VIA DELFINO, RIVIERA BEACH, FL 33404",26.8028749,-80.0335447,OK
3463,CONDOMINIUM,ALLIANCE OF OWNERS VIA DELFINO,ALLIANCE OF OWNERS VIA DELFINO,RIVIERA BEACH,33404,PALM BEACH,239281,"ALLIANCE OF OWNERS VIA DELFINO, RIVIERA BEACH, FL 33404",26.8028749,-80.0335447,OK
3464,CONDOMINIUM,CORNICHE CONDO. APT. ASSOC OF THE PALM BEACHES INC.,CORNICHE CONDO APAT. ASSOC OF THE PALM BEACHES INC.,RIVIERA BEACH,33404,PALM BEACH,223807,"CORNICHE CONDO APAT. ASSOC OF THE PALM BEACHES INC., RIVIERA BEACH, FL 33404",26.7847466,-80.10261109999999,OK
3465,CONDOMINIUM,EASTPOINTE II CONDOMINIUM,EASTPOINTE II CONDOMINIUM,RIVIERA BEACH,33404,PALM BEACH,312920,"EASTPOINTE II CONDOMINIUM, RIVIERA BEACH, FL 33404",26.8077216,-80.0345894,OK
3466,CONDOMINIUM,EASTPOINTE II CONDOMINIUM ASSOCIATION INC,EASTPOINTE II CONDOMINIUM ASSOCIATION INC,RIVIERA BEACH,33404,PALM BEACH,288762,"EASTPOINTE II CONDOMINIUM ASSOCIATION INC, RIVIERA BEACH, FL 33404",26.8077216,-80.0345894,OK
3468,CONDOMINIUM,ONE SINGER RESERVE STUDY,ONE SINGER ISLAND CONDO ASSOCIATION,RIVIERA BEACH,33404,PALM BEACH,291069,"ONE SINGER ISLAND CONDO ASSOCIATION, RIVIERA BEACH, FL 33404",26.806553,-80.0342639,OK
3469,CONDOMINIUM,PHOENIX TOWERS CONDO #1,PHOENIX TOWERS CONDO ASSOC INC,RIVIERA BEACH,33404,PALM BEACH,240338,"PHOENIX TOWERS CONDO ASSOC INC, RIVIERA BEACH, FL 33404",26.7859239,-80.0332275,OK
3470,CONDOMINIUM,RESORT AT SINGER ISLAND,PB MARRIOTT SINGER ISLAND RESORT & SPA,RIVIERA BEACH,33404,PALM BEACH,249253,"PB MARRIOTT SINGER ISLAND RESORT & SPA, RIVIERA BEACH, FL 33404",26.7923555,-80.03353109999999,OK
3471,CONDOMINIUM,SEADUNES CONDOMINIUMS,SEADUNES CONDOMINIUM,RIVIERA BEACH,33404,PALM BEACH,287771,"SEADUNES CONDOMINIUM, RIVIERA BEACH, FL 33404",26.8089074,-80.0347942,OK
3472,CONDOMINIUM,THE REACHES CONDOMINIUM ASSOCIATION,THE REACHES CONDOMINIUM ASSOCIATION,RIVIERA BEACH,33404,PALM BEACH,235706,"THE REACHES CONDOMINIUM ASSOCIATION, RIVIERA BEACH, FL 33404",26.8059563,-80.0341318,OK
3473,CONDOMINIUM,TIARA,"TIARA CONDOMINIUM ASSOCIATION, INC",RIVIERA BEACH,33404,PALM BEACH,248874,"TIARA CONDOMINIUM ASSOCIATION, INC, RIVIERA BEACH, FL 33404",26.7868833,-80.0332639,OK
3474,CONDOMINIUM,"VISTABLUE SINGER ISLAND, A CONDO","VISTABLUE SINGER ISLAND, A CONDO",RIVIERA BEACH,33404,PALM BEACH,218853,"VISTABLUE SINGER ISLAND, A CONDO, RIVIERA BEACH, FL 33404",26.7917308,-80.03353109999999,OK
3475,CONDOMINIUM,"2700 NORTH OCEAN CONDOMINIUM ASSOCIATION, INC.","2700 NORTH OCEAN CONDOMINIUM ASSOCIATION, INC.",SINGER ISLAND,33404,PALM BEACH,218020,"2700 NORTH OCEAN CONDOMINIUM ASSOCIATION, INC., SINGER ISLAND, FL 33404",26.7849592,-80.034156,OK
3476,CONDOMINIUM,"OASIS SINGER ISLAND CONDOMINIUM ASSOCIATION, INC","OASIS SINGER ISLAND CONDOMINIUM ASSOCIATION, INC",SINGER ISLAND,33404,PALM BEACH,285031,"OASIS SINGER ISLAND CONDOMINIUM ASSOCIATION, INC, SINGER ISLAND, FL 33404",26.7949762,-80.03282399999999,OK
3477,CONDOMINIUM,OCEANS EDGE AT SINGER ISLAND,"OCEAN'S EDGE AT SINGER ISLAND CONDOMINIUM ASSOCIATION, INC.",SINGER ISLAND,33404,PALM BEACH,236237,"OCEAN'S EDGE AT SINGER ISLAND CONDOMINIUM ASSOCIATION, INC., SINGER ISLAND, FL 33404",26.7993812,-80.03263849999999,OK
3478,CONDOMINIUM,SEAWINDS SOUTH CONDOMINIUM,SEAWINDS SOUTH CONDOMINIUM ASSOCIATION INC,SINGER ISLAND,33404,PALM BEACH,237762,"SEAWINDS SOUTH CONDOMINIUM ASSOCIATION INC, SINGER ISLAND, FL 33404",26.8010193,-80.0331934,OK
3479,CONDOMINIUM,SEAWINDS NORTH CONDO,SEAWINDS NORTH CONDOMONIUM ASSOCAITION INC,SINGER ISLAND FL,33404,PALM BEACH,237779,"SEAWINDS NORTH CONDOMONIUM ASSOCAITION INC, SINGER ISLAND FL, FL 33404",26.8010193,-80.0331934,OK
3480,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY & TRADITIONAL RESERVE STUDY.,HARBOR TOWERS AND MARINA CONDO,WEST PALM BEACH,33405,PALM BEACH,235629,"HARBOR TOWERS AND MARINA CONDO, WEST PALM BEACH, FL 33405",26.6764291,-80.0493667,OK
3481,CONDOMINIUM,VILLAGE ROYALE GREENHILL,VILLAGE ROYALE GREENHILL ASSN INC,BOYNTON BEACH,33406,PALM BEACH,249575,"VILLAGE ROYALE GREENHILL ASSN INC, BOYNTON BEACH, FL 33406",26.5488313,-80.0648353,OK
3482,COOPERATIVE,LA FONTANA APARTMENTS OF PALM BEACH,"LA FONTANA APARTMENTS OF PALM BEACH, INC.",WEST PALM BEACH,33407,PALM BEACH,243451,"LA FONTANA APARTMENTS OF PALM BEACH, INC., WEST PALM BEACH, FL 33407",26.7376973,-80.04961999999999,OK
3483,CONDOMINIUM,PLACIDO MAR CONDO ASSOCIATION,PLACIDO MAR CONDO ASSOCIATION,WEST PALM BEACH,33407,PALM BEACH,262659,"PLACIDO MAR CONDO ASSOCIATION, WEST PALM BEACH, FL 33407",26.7570898,-80.0514053,OK
3484,CONDOMINIUM,"PORTOFINO CONDOMINIUM APARTMENTS OF PALM BEACH, INC.",PORTOFINO CONDOMINIUM APARTMENTS OF PALM BEACH,WEST PALM BEACH,33407,PALM BEACH,267375,"PORTOFINO CONDOMINIUM APARTMENTS OF PALM BEACH, WEST PALM BEACH, FL 33407",26.6772716,-80.0493745,OK
3485,CONDOMINIUM,VILLA DEL LAGO,"VILLA DEL LAGO CONDOMINIUM ASSOCIATION, INC.",WEST PALM BEACH,33407,PALM BEACH,248407,"VILLA DEL LAGO CONDOMINIUM ASSOCIATION, INC., WEST PALM BEACH, FL 33407",26.7180118,-80.1280629,OK
3486,CONDOMINIUM,VILLA LOFTS CONDO,VILLA LOFTS CONDOMINIUM ASSOCIATION INC.,WEST PALM BEACH,33407,PALM BEACH,264877,"VILLA LOFTS CONDOMINIUM ASSOCIATION INC., WEST PALM BEACH, FL 33407",26.7277757,-80.0508566,OK
3487,CONDOMINIUM,_,OCEAN FRACE,JUNO BEACH,33408,PALM BEACH,250262,"OCEAN FRACE, JUNO BEACH, FL 33408",26.8789941,-80.0531451,OK
3488,CONDOMINIUM,BARCLAY CONDOMINIUM APARTMENTS,"BARCLAY CONDOMINIUM ASSOCIATION, INC",JUNO BEACH,33408,PALM BEACH,245720,"BARCLAY CONDOMINIUM ASSOCIATION, INC, JUNO BEACH, FL 33408",26.8685332,-80.04974969999999,OK
3489,CONDOMINIUM,BRIGADOON,BRIGADOON CONDOMINIUM ASSOCIAITON,JUNO BEACH,33408,PALM BEACH,255217,"BRIGADOON CONDOMINIUM ASSOCIAITON, JUNO BEACH, FL 33408",26.8739201,-80.0514278,OK
3490,CONDOMINIUM,GREENBRIER ASSOCATION,GREENBRIER ASSOCATION,JUNO BEACH,33408,PALM BEACH,288941,"GREENBRIER ASSOCATION, JUNO BEACH, FL 33408",26.8669855,-80.050545,OK
3491,CONDOMINIUM,HORIZON CONDO,HORIZON CONDO ASSOCIATION,JUNO BEACH,33408,PALM BEACH,255597,"HORIZON CONDO ASSOCIATION, JUNO BEACH, FL 33408",26.8755459,-80.0518033,OK
3492,CONDOMINIUM,JUNO BY THE SEA NORTH (THE SURF),JUNO BY THE SEA NORTH CONDO ASSN THE SURF,JUNO BEACH,33408,PALM BEACH,307801,"JUNO BY THE SEA NORTH CONDO ASSN THE SURF, JUNO BEACH, FL 33408",26.8760532,-80.0518352,OK
3493,CONDOMINIUM,JUNO BY THE SEA NORTH (THE SURF),JUNO BY THE SEA NORTH CONDO ASSN THE SURF,JUNO BEACH,33408,PALM BEACH,307806,"JUNO BY THE SEA NORTH CONDO ASSN THE SURF, JUNO BEACH, FL 33408",26.8760532,-80.0518352,OK
3494,CONDOMINIUM,"JUNO BY THE SEA NORTH CONDOMINIUM ASSOCIATION (THE MANOR) INC,.","JUNO BY THE SEA NORTH CONDOMINIUM ASSOCIATION (THE MANOR) INC,.",JUNO BEACH,33408,PALM BEACH,252722,"JUNO BY THE SEA NORTH CONDOMINIUM ASSOCIATION (THE MANOR) INC,., JUNO BEACH, FL 33408",26.8760532,-80.0518352,OK
3495,CONDOMINIUM,JUNO SHORES CONDO,JUNO SHORES CONDO,JUNO BEACH,33408,PALM BEACH,252426,"JUNO SHORES CONDO, JUNO BEACH, FL 33408",26.8728853,-80.0512109,OK
3496,CONDOMINIUM,"O.R. CONDOMINIUM ASSOCIATION, INC.","O.R. CONDOMINIUM ASSOCIATION, INC.",JUNO BEACH,33408,PALM BEACH,220495,"O.R. CONDOMINIUM ASSOCIATION, INC., JUNO BEACH, FL 33408",26.8797819,-80.0533743,OK
3497,CONDOMINIUM,PELICAN WALK 1,PELICAN WALK 1,JUNO BEACH,33408,PALM BEACH,248442,"PELICAN WALK 1, JUNO BEACH, FL 33408",26.8746646,-80.055075,OK
3498,CONDOMINIUM,SAN REMO TOWNHOUSES CONDO ASSN INC,SAN REMO TOWNHOUSES CONDO ASSN INC,JUNO BEACH,33408,PALM BEACH,238190,"SAN REMO TOWNHOUSES CONDO ASSN INC, JUNO BEACH, FL 33408",26.8797819,-80.0533743,OK
3499,CONDOMINIUM,SIRS,"UNO LAGO NO.6 CONDOMINIUM ASSOCIATION, INC.",JUNO BEACH,33408,PALM BEACH,246864,"UNO LAGO NO.6 CONDOMINIUM ASSOCIATION, INC., JUNO BEACH, FL 33408",26.858145,-80.06320099999999,OK
3500,CONDOMINIUM,THE BEACHFRONT AT JUNO BEACH,THE BEACHFRONT AT JUNO,JUNO BEACH,33408,PALM BEACH,238125,"THE BEACHFRONT AT JUNO, JUNO BEACH, FL 33408",26.8745368,-80.0516524,OK
3501,CONDOMINIUM,UNO LAGO 7,UNO LAGO 7,JUNO BEACH,33408,PALM BEACH,241776,"UNO LAGO 7, JUNO BEACH, FL 33408",26.8581331,-80.0631015,OK
3502,CONDOMINIUM,LANDS END CONDOMINIUM SIRS,LANDS END CONDOMINIUM ASSOCIATION,N. PALM BEACH,33408,PALM BEACH,226646,"LANDS END CONDOMINIUM ASSOCIATION, N. PALM BEACH, FL 33408",26.8404331,-80.0590804,OK
3503,COOPERATIVE,LAKE COLONY APTS 2,"LAKE COLONY APTS. # 2, INC",NORTH PALM BEACH,33408,PALM BEACH,249152,"LAKE COLONY APTS. # 2, INC, NORTH PALM BEACH, FL 33408",26.8061693,-80.0528882,OK
3504,COOPERATIVE,LAKE COLONY APTS. 3,LAKE COLONY APTS #3 INC,NORTH PALM BEACH,33408,PALM BEACH,249176,"LAKE COLONY APTS #3 INC, NORTH PALM BEACH, FL 33408",26.8061693,-80.0528882,OK
3507,COOPERATIVE,"SHORE CLUB APTS ""A"", INC.","SHORE CLUB APTS ""A"", INC.",NORTH PALM BEACH,33408,PALM BEACH,287267,"SHORE CLUB APTS ""A"", INC., NORTH PALM BEACH, FL 33408",26.8077096,-80.05298619999999,OK
3508,COOPERATIVE,SOUTHWIND CIRCLE CONDO,SOUTHWIND CIRCLE CONDOMINIUM ASSOC,NORTH PALM BEACH,33408,PALM BEACH,290031,"SOUTHWIND CIRCLE CONDOMINIUM ASSOC, NORTH PALM BEACH, FL 33408",26.8109848,-80.0671708,OK
3509,CONDOMINIUM,BUILDING 5- SHADOW OAKS,"TWELVE OAKS CONDOMINIUM ASSOCIATION, INC",NORTH PALM BEACH,33408,PALM BEACH,296433,"TWELVE OAKS CONDOMINIUM ASSOCIATION, INC, NORTH PALM BEACH, FL 33408",26.8417469,-80.0596595,OK
3510,CONDOMINIUM,BUILDING 8- WOOD COVE,"TWELVE OAKS CONDOMINIUM ASSOCIATION, INC",NORTH PALM BEACH,33408,PALM BEACH,296440,"TWELVE OAKS CONDOMINIUM ASSOCIATION, INC, NORTH PALM BEACH, FL 33408",26.8417469,-80.0596595,OK
3511,CONDOMINIUM,BUILDING 9 WATER OAKS,"TWELVE OAKS CONDOMINIUM ASSOCIATION, INC",NORTH PALM BEACH,33408,PALM BEACH,296445,"TWELVE OAKS CONDOMINIUM ASSOCIATION, INC, NORTH PALM BEACH, FL 33408",26.8417469,-80.0596595,OK
3512,CONDOMINIUM,GEMINI CONDO,"GEMINI CONDOMINIUM ASSOC., INC",NORTH PALM BEACH,33408,PALM BEACH,289346,"GEMINI CONDOMINIUM ASSOC., INC, NORTH PALM BEACH, FL 33408",26.8404331,-80.0590804,OK
3513,CONDOMINIUM,GOVERNOR'S POINTE CONDO,GOVERNOR'S POINTE CONDO ASSN INC,NORTH PALM BEACH,33408,PALM BEACH,245613,"GOVERNOR'S POINTE CONDO ASSN INC, NORTH PALM BEACH, FL 33408",26.8347729,-80.06263100000001,OK
3514,CONDOMINIUM,HARBOUR TOWERS,"HARBOUR TOWERS CONDOMINIUM ASSOCIATION OF NORTH PALM BEACH, INC",NORTH PALM BEACH,33408,PALM BEACH,209101,"HARBOUR TOWERS CONDOMINIUM ASSOCIATION OF NORTH PALM BEACH, INC, NORTH PALM BEACH, FL 33408",26.8273699,-80.0598646,OK
3515,CONDOMINIUM,LANDINGS EAST CONDOMINIUM ASSOCIATION,LANDINGS EAST CONDOMINIUM ASSOCIATION,NORTH PALM BEACH,33408,PALM BEACH,286700,"LANDINGS EAST CONDOMINIUM ASSOCIATION, NORTH PALM BEACH, FL 33408",26.8404331,-80.0590804,OK
3517,CONDOMINIUM,OLD PORT COVE CONDO #5,OLD PORT COVE CONDO #5 ASSOC INC.,NORTH PALM BEACH,33408,PALM BEACH,265248,"OLD PORT COVE CONDO #5 ASSOC INC., NORTH PALM BEACH, FL 33408",26.8299784,-80.05509409999999,OK
3518,CONDOMINIUM,OLD PORT COVE III,OLD PORT COVE CONDOMINIUM ASSOCIATION THREE,NORTH PALM BEACH,33408,PALM BEACH,237918,"OLD PORT COVE CONDOMINIUM ASSOCIATION THREE, NORTH PALM BEACH, FL 33408",26.8299784,-80.05509409999999,OK
3519,CONDOMINIUM,OLD PORT COVE LAKE POINT TOWER CONDO ASSOCIATION,OLD PORT COVE LAKE POINT TOWER CONDOMINIUM ASSOC,NORTH PALM BEACH,33408,PALM BEACH,260008,"OLD PORT COVE LAKE POINT TOWER CONDOMINIUM ASSOC, NORTH PALM BEACH, FL 33408",26.8299784,-80.05509409999999,OK
3520,CONDOMINIUM,OLD PORT COVE TWO,"OLD PORT COVE CONDOMINIUM ASSOCIATION TWO, INC.",NORTH PALM BEACH,33408,PALM BEACH,320514,"OLD PORT COVE CONDOMINIUM ASSOCIATION TWO, INC., NORTH PALM BEACH, FL 33408",26.8299784,-80.05509409999999,OK
3521,CONDOMINIUM,OPC HARBOR VILLAGE,OPC HARBOR VILLAGE,NORTH PALM BEACH,33408,PALM BEACH,249007,"OPC HARBOR VILLAGE, NORTH PALM BEACH, FL 33408",26.8343681,-80.0587529,OK
3522,CONDOMINIUM,"SCHOONER BAY CONDOMINIUM, INC.","SCHOONER BAY CONDOMINIUM, INC.",NORTH PALM BEACH,33408,PALM BEACH,289653,"SCHOONER BAY CONDOMINIUM, INC., NORTH PALM BEACH, FL 33408",26.8096477,-80.053782,OK
3523,CONDOMINIUM,SEA MARK CONDO,"SEA MARK CONDO ASSN OF NORTH PALM BEACH, INC.",NORTH PALM BEACH,33408,PALM BEACH,262812,"SEA MARK CONDO ASSN OF NORTH PALM BEACH, INC., NORTH PALM BEACH, FL 33408",26.8355374,-80.0631209,OK
3524,CONDOMINIUM,SHOREHAM CONDOMINIUM ASSOCIATION,SHOREHAM COA INC.,NORTH PALM BEACH,33408,PALM BEACH,206703,"SHOREHAM COA INC., NORTH PALM BEACH, FL 33408",26.8404331,-80.0590804,OK
3525,CONDOMINIUM,"THE MARINA AT TWELVE OAKS, A CONDO","TWELVE OAKS CONDOMINIUM ASSOCIATION, INC",NORTH PALM BEACH,33408,PALM BEACH,296428,"TWELVE OAKS CONDOMINIUM ASSOCIATION, INC, NORTH PALM BEACH, FL 33408",26.8417469,-80.0596595,OK
3526,CONDOMINIUM,VILLAGE GARDEN CONDO ASSOC INC,VILLAGE GARDEN CONDO ASSOC INC,NORTH PALM BEACH,33408,PALM BEACH,287356,"VILLAGE GARDEN CONDO ASSOC INC, NORTH PALM BEACH, FL 33408",26.8089454,-80.0575771,OK
3527,CONDOMINIUM,WATERWAY TERRACE S.I.R.S. REPORT,WATERWAY TERRACE CONDOMINIUM ASSOCIATION,NORTH PALM BEACH,33408,PALM BEACH,307634,"WATERWAY TERRACE CONDOMINIUM ASSOCIATION, NORTH PALM BEACH, FL 33408",26.8341456,-80.0607651,OK
3528,CONDOMINIUM,PR1S016786,"SHORE CLUB C, A CONDO",NPB,33408,PALM BEACH,246549,"SHORE CLUB C, A CONDO, NPB, FL 33408",26.8077096,-80.05298619999999,OK
3529,CONDOMINIUM,PALM BEACH TOWERS CONDOMINIUM,PALM BEACH TOWERS CONDOMINIUM,PALM BEACH,33408,PALM BEACH,286390,"PALM BEACH TOWERS CONDOMINIUM, PALM BEACH, FL 33408",26.7155639,-80.0429199,OK
3530,CONDOMINIUM,PONTE VERDE AT PALM BEACH LAKES,PONTE VERDE AT PALM BEACH LAKES COA,WEST PALM BEACH,33409,PALM BEACH,223892,"PONTE VERDE AT PALM BEACH LAKES COA, WEST PALM BEACH, FL 33409",26.724045,-80.1041906,OK
3531,CONDOMINIUM,WELLINGTON K CONDOMINIUM ASSOCIATION,WELLINGTON K CONDOMINIUM ASSOCIATION,WEST PALM BEACH,33409,PALM BEACH,242076,"WELLINGTON K CONDOMINIUM ASSOCIATION, WEST PALM BEACH, FL 33409",26.71023,-80.133448,OK
3533,CONDOMINIUM,THE LANDMARK AT THE GARDENS,THE LANDMARK AT THE GARDENS,PALM BEACH GARDENS,33410,PALM BEACH,287575,"THE LANDMARK AT THE GARDENS, PALM BEACH GARDENS, FL 33410",26.8502381,-80.0909288,OK
3534,CONDOMINIUM,GOLDEN LAKES VILLAGE CONDO L,VILLAGE CONDO ASSN AT PALM BEACH INC,WEST PALM BEACH,33411,PALM BEACH,256983,"VILLAGE CONDO ASSN AT PALM BEACH INC, WEST PALM BEACH, FL 33411",26.7145838,-80.1231648,OK
3535,CONDOMINIUM,GOLDEN LAKES VILLAGE CONDO L,VILLAGE CONDOMINIUM ASSOCIATE AT PALM BEACH INC,WEST PALM BEACH,33411,PALM BEACH,251984,"VILLAGE CONDOMINIUM ASSOCIATE AT PALM BEACH INC, WEST PALM BEACH, FL 33411",26.7044143,-80.1986649,OK
3536,CONDOMINIUM,GOLDEN LAKES VILLAGE CONDO L,VILLAGE CONDOMINIUM ASSOCIATION AT PALM BEACH INC.,WEST PALM BEACH,33411,PALM BEACH,251967,"VILLAGE CONDOMINIUM ASSOCIATION AT PALM BEACH INC., WEST PALM BEACH, FL 33411",26.7044143,-80.1986649,OK
3537,CONDOMINIUM,SAN MICHELE ANDROS ISLES CONDO ASSOCIATION INC. SIRS REPORT,SAN MICHELE ANDROS ISLES CONDOMINIUM ASSOCIATION INC.,WEST PALM BEACH,33411,PALM BEACH,235045,"SAN MICHELE ANDROS ISLES CONDOMINIUM ASSOCIATION INC., WEST PALM BEACH, FL 33411",26.7111874,-80.1820936,OK
3539,CONDOMINIUM,CONDO PROJECT,"SHOMA COURTYARDS I AT ROYAL PALM,A CONDO",ROYAL PALM BEACH,33414,PALM BEACH,237055,"SHOMA COURTYARDS I AT ROYAL PALM,A CONDO, ROYAL PALM BEACH, FL 33414",26.6724177,-80.205609,OK
3540,CONDOMINIUM,CONDO PROJECT,"SHOMA TOWNHOMES AT ROYAL PALM BEACH, A CONDO",ROYAL PALM BEACH,33414,PALM BEACH,237072,"SHOMA TOWNHOMES AT ROYAL PALM BEACH, A CONDO, ROYAL PALM BEACH, FL 33414",26.6724177,-80.205609,OK
