,SOLD DATE,ADDRESS,CITY,PRICE,BEDS,BATHS,LOCATION,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL,LATITUDE,LONGITUDE,PRICE_AS_CURRENCY,YEAR BUILT DISPLAY,PRICE_SQUARE_FEET_AS_CURRENCY,COLOR,RANK,FULL_ADDRESS
138,March-29-2023,2550 N Lakeview Ave Unit S801,Chicago,4400000.0,3.0,3.5,Lincoln Park 2550,2012.0,,1110.0,https://www.redfin.com/IL/Chicago/2550-N-Lakeview-Ave-60614/unit-S801/home/64225747,41.9292285,-87.6395349,"$4,400,000",2012,"$1,110",orange,1,2550 N Lakeview Ave Unit S801 Chicago
78,March-10-2023,435 N Michigan Ave #902,Chicago,4350000.0,3.0,3.5,Tribune Tower Residences,2021.0,,,https://www.redfin.com/IL/Chicago/435-N-Michigan-Ave-60611/unit-902/home/180797955,41.8903627,-87.6236499,"$4,350,000",2021,$nan,orange,2,435 N Michigan Ave #902 Chicago
1767,March-10-2023,65 E Goethe St Unit 4E,Chicago,4162500.0,3.0,2.5,CHI - Near North Side,2001.0,,1056.0,https://www.redfin.com/IL/Chicago/65-E-Goethe-St-60610/unit-4E/home/12666404,41.9056992,-87.6262349,"$4,162,500",2001,"$1,056",orange,3,65 E Goethe St Unit 4E Chicago
1428,March-16-2023,363 E Wacker Dr #6201,Chicago,3902000.0,3.0,3.0,CHI - Loop,2020.0,,1110.0,https://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-6201/home/183353648,41.8874508,-87.6174598,"$3,902,000",2020,"$1,110",orange,4,363 E Wacker Dr #6201 Chicago
1538,March-8-2023,14 W Superior St #5304,Chicago,3775000.0,3.0,3.0,CHI - Near North Side,2022.0,,1258.0,https://www.redfin.com/IL/Chicago/14-W-Superior-St-60654/unit-5304/home/176876558,41.8961803,-87.6288184,"$3,775,000",2022,"$1,258",orange,5,14 W Superior St #5304 Chicago
112,March-24-2023,435 N Michigan Ave #502,Chicago,3726000.0,3.0,3.5,Tribune Tower Residences,2021.0,,,https://www.redfin.com/IL/Chicago/435-N-Michigan-Ave-60611/unit-502/home/184624230,41.8903627,-87.6236499,"$3,726,000",2021,$nan,orange,6,435 N Michigan Ave #502 Chicago
1308,March-7-2023,363 E Wacker Dr #5201,Chicago,3600000.0,3.0,3.0,CHI - Loop,2020.0,,1088.0,https://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-5201/home/183599932,41.8874508,-87.6174598,"$3,600,000",2020,"$1,088",orange,7,363 E Wacker Dr #5201 Chicago
1725,March-16-2023,800 N Michigan Ave #5602,Chicago,3400000.0,3.0,3.5,Park Tower,2000.0,,860.0,https://www.redfin.com/IL/Chicago/800-N-Michigan-Ave-60611/unit-5602/home/12739030,41.8971181,-87.6255019,"$3,400,000",2000,$860,orange,8,800 N Michigan Ave #5602 Chicago
1699,March-28-2023,180 E Pearson St #7203,Chicago,2850000.0,3.0,3.5,CHI - Near North Side,1974.0,,844.0,https://www.redfin.com/IL/Chicago/180-E-Pearson-St-60611/unit-7203/home/14118015,41.8976934,-87.6223109,"$2,850,000",1974,$844,orange,9,180 E Pearson St #7203 Chicago
864,March-15-2023,11 E Walton St #3102,Chicago,2775000.0,3.0,3.5,CHI - Near North Side,2009.0,,808.0,https://www.redfin.com/IL/Chicago/11-E-Walton-St-60611/unit-3102/home/40369099,41.899701,-87.6276042,"$2,775,000",2009,$808,orange,10,11 E Walton St #3102 Chicago
156,March-22-2023,1823 N Sedgwick St Unit PHS,Chicago,2550000.0,3.0,3.0,CHI - Lincoln Park,2023.0,,,https://www.redfin.com/IL/Chicago/1823-N-Sedgwick-St-60614/unit-PHS/home/182991105,41.9154213,-87.6384313,"$2,550,000",2023,$nan,blue,11,1823 N Sedgwick St Unit PHS Chicago
1079,March-3-2023,211 N Harbor Dr #2802,Chicago,2500000.0,3.0,4.0,CHI - Loop,2021.0,,864.0,https://www.redfin.com/IL/Chicago/211-N-Harbor-Dr-60601/unit-2802/home/171422662,41.886336,-87.614699,"$2,500,000",2021,$864,blue,12,211 N Harbor Dr #2802 Chicago
1488,March-1-2023,340 E Randolph St #6002,Chicago,2250000.0,3.0,3.5,CHI - Loop,2007.0,,953.0,https://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-6002/home/26794910,41.8847771,-87.6190621,"$2,250,000",2007,$953,blue,13,340 E Randolph St #6002 Chicago
144,March-10-2023,305 S Racine Ave Ph -D,Chicago,1921740.0,4.0,4.5,CHI - Near West Side,2021.0,,609.0,https://www.redfin.com/IL/Chicago/305-S-Racine-Ave-60607/unit-D/home/172525571,41.8775902,-87.6566972,"$1,921,740",2021,$609,blue,14,305 S Racine Ave Ph -D Chicago
1603,March-10-2023,1325 N Astor St #5,Chicago,1900000.0,3.0,3.5,CHI - Near North Side,1928.0,,445.0,https://www.redfin.com/IL/Chicago/1325-N-Astor-St-60610/unit-5/home/180923459,41.9065926,-87.6272934,"$1,900,000",1928,$445,blue,15,1325 N Astor St #5 Chicago
1663,March-20-2023,130 N Garland Ct Unit 55B,Chicago,1890000.0,3.0,4.5,CHI - Loop,2005.0,,440.0,https://www.redfin.com/IL/Chicago/130-N-Garland-Ct-60602/unit-55B/home/12612175,41.8841055,-87.625965,"$1,890,000",2005,$440,blue,16,130 N Garland Ct Unit 55B Chicago
1431,March-17-2023,363 E Wacker Dr #4001,Chicago,1888577.0,3.0,2.0,CHI - Loop,2020.0,,834.0,https://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-4001/home/183353226,41.8874508,-87.6174598,"$1,888,577",2020,$834,blue,17,363 E Wacker Dr #4001 Chicago
167,March-1-2023,132 E Delaware Pl #5801,Chicago,1800000.0,3.0,3.0,Bloomingdales,1988.0,,720.0,https://www.redfin.com/IL/Chicago/132-E-Delaware-Pl-60611/unit-5801/home/14120439,41.8994922,-87.6251109,"$1,800,000",1988,$720,blue,18,132 E Delaware Pl #5801 Chicago
113,March-15-2023,55 W Delaware Pl #616,Chicago,1800000.0,4.0,3.5,CHI - Near North Side,1998.0,,600.0,https://www.redfin.com/IL/Chicago/55-W-Delaware-Pl-60610/unit-616/home/12789029,41.8981917,-87.6305548,"$1,800,000",1998,$600,blue,19,55 W Delaware Pl #616 Chicago
166,March-20-2023,22 E Division St #2,Chicago,1750000.0,3.0,2.5,CHI - Near North Side,1900.0,,583.0,https://www.redfin.com/IL/Chicago/22-E-Division-St-60610/unit-2/home/18914172,41.9041654,-87.6277681,"$1,750,000",1900,$583,blue,20,22 E Division St #2 Chicago
815,March-13-2023,415 W Superior St #200,Chicago,1739500.0,4.0,3.0,CHI - Near North Side,2008.0,,424.0,https://www.redfin.com/IL/Chicago/415-W-Superior-St-60654/unit-200/home/39575946,41.8953468,-87.6391893,"$1,739,500",2008,$424,blue,21,415 W Superior St #200 Chicago
424,March-17-2023,2753 N Hampden Ct Unit 4B,Chicago,1700000.0,4.0,4.5,CHI - Lincoln Park,2019.0,,570.0,https://www.redfin.com/IL/Chicago/2753-N-Hampden-Ct-60614/unit-4B/home/178526606,41.9322901,-87.6420418,"$1,700,000",2019,$570,blue,22,2753 N Hampden Ct Unit 4B Chicago
1073,March-15-2023,415 E North Water St #2103,Chicago,1688000.0,3.0,3.5,Riverview West,2002.0,,431.0,https://www.redfin.com/IL/Chicago/415-E-North-Water-St-60611/unit-2103/home/182468865,41.8893735,-87.6168504,"$1,688,000",2002,$431,blue,23,415 E North Water St #2103 Chicago
1143,March-1-2023,360 W Erie St Unit 7A,Chicago,1650000.0,3.0,3.0,Three Sixty West,2017.0,,717.0,https://www.redfin.com/IL/Chicago/360-W-Erie-St-60654/unit-7A/home/178526956,41.8941635,-87.638187,"$1,650,000",2017,$717,blue,24,360 W Erie St Unit 7A Chicago
80,March-10-2023,2040 N Burling St #3,Chicago,1640000.0,3.0,2.5,CHI - Lincoln Park,2016.0,,596.0,https://www.redfin.com/IL/Chicago/2040-N-Burling-St-60614/unit-3/home/13349182,41.91938,-87.6476597,"$1,640,000",2016,$596,blue,25,2040 N Burling St #3 Chicago
87,March-13-2023,1500 W Wrightwood Ave #1,Chicago,1620000.0,4.0,3.5,CHI - Lincoln Park,2022.0,,,https://www.redfin.com/IL/Chicago/1500-W-Wrightwood-Ave-60614/unit-1/home/179432690,41.9289874,-87.6660951,"$1,620,000",2022,$nan,blue,26,1500 W Wrightwood Ave #1 Chicago
1773,March-10-2023,25 E Superior St Unit 11D,Chicago,1550000.0,4.0,3.5,CHI - Near North Side,2005.0,,305.0,https://www.redfin.com/IL/Chicago/25-E-Superior-St-60611/unit-11D/home/12706953,41.8954074,-87.6272288,"$1,550,000",2005,$305,blue,27,25 E Superior St Unit 11D Chicago
268,March-31-2023,2236 N Kenmore Ave #2,Chicago,1530000.0,4.0,3.5,CHI - Lincoln Park,2022.0,,,https://www.redfin.com/IL/Chicago/2236-N-Kenmore-Ave-60614/unit-2/home/179852038,41.9228556,-87.6550118,"$1,530,000",2022,$nan,blue,28,2236 N Kenmore Ave #2 Chicago
1343,March-27-2023,849 N Franklin St #1606,Chicago,1475000.0,4.0,4.0,CHI - Near North Side,2006.0,,440.0,https://www.redfin.com/IL/Chicago/849-N-Franklin-St-60610/unit-1606/home/26812326,41.897783,-87.6352167,"$1,475,000",2006,$440,blue,29,849 N Franklin St #1606 Chicago
1292,March-31-2023,550 N Kingsbury St #621,Chicago,1470000.0,3.0,3.5,CHI - Near North Side,1910.0,,,https://www.redfin.com/IL/Chicago/550-N-Kingsbury-St-60654/unit-621/home/14102781,41.8919119,-87.6407064,"$1,470,000",1910,$nan,blue,30,550 N Kingsbury St #621 Chicago
324,March-21-2023,731 W Melrose St #2,Chicago,1450000.0,4.0,3.5,CHI - Lake View,2015.0,,,https://www.redfin.com/IL/Chicago/731-W-Melrose-St-60657/unit-2/home/167576637,41.9408732,-87.6480735,"$1,450,000",2015,$nan,blue,31,731 W Melrose St #2 Chicago
1053,March-9-2023,1160 S Michigan Ave #4001,Chicago,1450000.0,3.0,3.5,The Columbian,2007.0,,393.0,https://www.redfin.com/IL/Chicago/1160-S-Michigan-Ave-60605/unit-4001/home/26817072,41.8677548,-87.6246153,"$1,450,000",2007,$393,blue,32,1160 S Michigan Ave #4001 Chicago
1109,March-2-2023,305 S Racine Ave Unit 2A,Chicago,1428165.0,4.0,4.0,CHI - Near West Side,2021.0,,661.0,https://www.redfin.com/IL/Chicago/305-S-Racine-Ave-60607/unit-2A/home/178480494,41.8777232,-87.6567001,"$1,428,165",2021,$661,blue,33,305 S Racine Ave Unit 2A Chicago
641,March-10-2023,2773 N Hampden Ct #401,Chicago,1415000.0,4.0,3.0,CHI - Lincoln Park,2019.0,,616.0,https://www.redfin.com/IL/Chicago/2773-N-Hampden-Ct-60614/unit-401/home/144232678,41.9325969,-87.6421471,"$1,415,000",2019,$616,blue,34,2773 N Hampden Ct #401 Chicago
1605,March-9-2023,305 S Racine Ave Unit 3A,Chicago,1377980.0,4.0,4.0,CHI - Near West Side,2021.0,,577.0,https://www.redfin.com/IL/Chicago/305-S-Racine-Ave-60607/unit-3A/home/178480392,41.8777232,-87.6567001,"$1,377,980",2021,$577,blue,35,305 S Racine Ave Unit 3A Chicago
1057,March-23-2023,305 S Racine Ave Unit 5A,Chicago,1361533.0,4.0,4.0,CHI - Near West Side,2021.0,,570.0,https://www.redfin.com/IL/Chicago/305-S-Racine-Ave-60607/unit-5A/home/176647564,41.8777232,-87.6567001,"$1,361,533",2021,$570,blue,36,305 S Racine Ave Unit 5A Chicago
839,March-16-2023,305 S Racine Ave Unit 4A,Chicago,1358345.0,4.0,4.0,CHI - Near West Side,2021.0,,568.0,https://www.redfin.com/IL/Chicago/305-S-Racine-Ave-60607/unit-4A/home/173758190,41.8777232,-87.6567001,"$1,358,345",2021,$568,blue,37,305 S Racine Ave Unit 4A Chicago
1690,March-28-2023,2550 N Lakeview Ave Unit S1405,Chicago,1355000.0,2.0,2.0,CHI - Lincoln Park,2012.0,,815.0,https://www.redfin.com/IL/Chicago/2550-N-Lakeview-Ave-60614/unit-S1405/home/44649418,41.9291806,-87.6395339,"$1,355,000",2012,$815,blue,38,2550 N Lakeview Ave Unit S1405 Chicago
1450,March-15-2023,2236 N Kenmore Ave Unit 1N,Chicago,1350000.0,4.0,3.5,CHI - Lincoln Park,2022.0,,,https://www.redfin.com/IL/Chicago/2236-N-Kenmore-Ave-60614/unit-1N/home/179837688,41.9228556,-87.6550118,"$1,350,000",2022,$nan,blue,39,2236 N Kenmore Ave Unit 1N Chicago
700,March-31-2023,1719 N Burling St Unit 2N,Chicago,1350000.0,3.0,2.5,CHI - Lincoln Park,2022.0,,,https://www.redfin.com/IL/Chicago/1719-N-Burling-St-60614/unit-2N/home/182120787,41.9133356,-87.6468838,"$1,350,000",2022,$nan,blue,40,1719 N Burling St Unit 2N Chicago
892,March-30-2023,1719 N Burling St Unit 2S,Chicago,1335000.0,3.0,2.5,CHI - Lincoln Park,2023.0,,,https://www.redfin.com/IL/Chicago/1719-N-Burling-St-60614/unit-2S/home/182120921,41.9133356,-87.6468838,"$1,335,000",2023,$nan,blue,41,1719 N Burling St Unit 2S Chicago
178,March-3-2023,1212 N Lake Shore Dr Unit 18AN,Chicago,1250000.0,3.0,2.0,CHI - Near North Side,1970.0,,581.0,https://www.redfin.com/IL/Chicago/1212-N-Lake-Shore-Dr-60610/unit-18AN/home/14123083,41.9045194,-87.6253855,"$1,250,000",1970,$581,blue,42,1212 N Lake Shore Dr Unit 18AN Chicago
1339,March-7-2023,1341 W Wrightwood Ave #1,Chicago,1249000.0,4.0,3.5,CHI - Lincoln Park,2022.0,,416.0,https://www.redfin.com/IL/Chicago/1341-W-Wrightwood-Ave-60614/unit-1/home/180003727,41.9287065,-87.6626479,"$1,249,000",2022,$416,blue,43,1341 W Wrightwood Ave #1 Chicago
213,March-23-2023,211 N Harbor Dr #1206,Chicago,1239375.0,2.0,2.5,CHI - Loop,2021.0,,894.0,https://www.redfin.com/IL/Chicago/211-N-Harbor-Dr-60601/unit-1206/home/184733501,41.8864877,-87.6146074,"$1,239,375",2021,$894,blue,44,211 N Harbor Dr #1206 Chicago
165,March-31-2023,1205 W Montana St Unit 2E,Chicago,1230000.0,3.0,2.5,CHI - Lincoln Park,2016.0,,,https://www.redfin.com/IL/Chicago/1205-W-Montana-St-60614/unit-2E/home/13360938,41.9261173,-87.6587529,"$1,230,000",2016,$nan,blue,45,1205 W Montana St Unit 2E Chicago
1642,March-21-2023,540 W Webster Ave #206,Chicago,1213000.0,3.0,3.5,CHI - Lincoln Park,2017.0,,552.0,https://www.redfin.com/IL/Chicago/540-W-Webster-Ave-60614/unit-206/home/167585069,41.9220507,-87.6430384,"$1,213,000",2017,$552,blue,46,540 W Webster Ave #206 Chicago
466,March-10-2023,2051 N Racine Ave #3,Chicago,1199000.0,3.0,2.0,CHI - Lincoln Park,2023.0,,705.0,https://www.redfin.com/IL/Chicago/2051-N-Racine-Ave-60614/unit-3/home/13351647,41.9195039,-87.6580167,"$1,199,000",2023,$705,blue,47,2051 N Racine Ave #3 Chicago
1606,March-23-2023,156 W Superior St #701,Chicago,1185000.0,3.0,2.5,CHI - Near North Side,2006.0,,395.0,https://www.redfin.com/IL/Chicago/156-W-Superior-St-60654/unit-701/home/18912926,41.8958508,-87.6335604,"$1,185,000",2006,$395,blue,48,156 W Superior St #701 Chicago
1322,March-31-2023,505 N Mcclurg Ct #3505,Chicago,1150000.0,4.0,3.0,Parkview Condominiums,2008.0,,500.0,https://www.redfin.com/IL/Chicago/505-N-McClurg-Ct-60611/unit-3505/home/21492164,41.8915247,-87.6173266,"$1,150,000",2008,$500,blue,49,505 N Mcclurg Ct #3505 Chicago
126,March-30-2023,1500 W Wrightwood Ave #2,Chicago,1150000.0,3.0,2.5,CHI - Lincoln Park,2022.0,,,https://www.redfin.com/IL/Chicago/1500-W-Wrightwood-Ave-60614/unit-2/home/183918909,41.9289845,-87.6660957,"$1,150,000",2022,$nan,blue,50,1500 W Wrightwood Ave #2 Chicago
188,March-23-2023,360 E Randolph St #3801,Chicago,1130000.0,3.0,2.5,Buckingham Residences,1982.0,,602.0,https://www.redfin.com/IL/Chicago/360-E-Randolph-St-60601/unit-3801/home/14094052,41.8849092,-87.6179803,"$1,130,000",1982,$602,blue,51,360 E Randolph St #3801 Chicago
737,March-3-2023,912 W Roscoe St #1,Chicago,1115000.0,4.0,3.5,CHI - Lake View,2022.0,,372.0,https://www.redfin.com/IL/Chicago/912-W-Roscoe-St-60657/unit-1/home/178297052,41.9437896,-87.6524201,"$1,115,000",2022,$372,blue,52,912 W Roscoe St #1 Chicago
1347,March-20-2023,2910 N Sheffield Ave #301,Chicago,1110000.0,4.0,3.0,CHI - Lake View,2012.0,,,https://www.redfin.com/IL/Chicago/2910-N-Sheffield-Ave-60657/unit-301/home/64226144,41.9348374,-87.6541887,"$1,110,000",2012,$nan,blue,53,2910 N Sheffield Ave #301 Chicago
672,March-31-2023,435 N Michigan Ave #610,Chicago,1105000.0,2.0,2.5,Tribune Tower Residences,2021.0,,627.0,https://www.redfin.com/IL/Chicago/435-N-Michigan-Ave-60611/unit-610/home/177914552,41.8903627,-87.6236499,"$1,105,000",2021,$627,blue,54,435 N Michigan Ave #610 Chicago
741,March-15-2023,366 W Superior St #504,Chicago,1100000.0,3.0,2.0,CHI - Near North Side,2019.0,,579.0,https://www.redfin.com/IL/Chicago/366-W-Superior-St-60654/unit-504/home/169516416,41.895818,-87.6383393,"$1,100,000",2019,$579,blue,55,366 W Superior St #504 Chicago
952,March-21-2023,1017 W Washington Blvd Unit 7APH,Chicago,1095000.0,2.0,2.0,CHI - Near West Side,1902.0,,387.0,https://www.redfin.com/IL/Chicago/1017-W-Washington-Blvd-60607/unit-7APH/home/177153687,41.882593,-87.652766,"$1,095,000",1902,$387,blue,56,1017 W Washington Blvd Unit 7APH Chicago
1655,March-10-2023,1555 W Fry St #302,Chicago,1080000.0,4.0,3.0,CHI - West Town,2017.0,,415.0,https://www.redfin.com/IL/Chicago/1555-W-Fry-St-60642/unit-302/home/182112087,41.8968654,-87.6670295,"$1,080,000",2017,$415,blue,57,1555 W Fry St #302 Chicago
1393,March-31-2023,3800 N Lake Shore Dr Unit 12C,Chicago,1060000.0,3.0,2.5,CHI - Lake View,1927.0,,379.0,https://www.redfin.com/IL/Chicago/3800-N-Lake-Shore-Dr-60613/unit-12C/home/13379575,41.9526561,-87.6454928,"$1,060,000",1927,$379,blue,58,3800 N Lake Shore Dr Unit 12C Chicago
246,March-13-2023,16 N Carpenter St Unit 2N,Chicago,1060000.0,3.0,3.0,CHI - Near West Side,2012.0,,,https://www.redfin.com/IL/Chicago/16-N-Carpenter-St-60607/unit-2N/home/64227109,41.8821414,-87.6534369,"$1,060,000",2012,$nan,blue,59,16 N Carpenter St Unit 2N Chicago
131,March-3-2023,305 S Racine Ave Unit 2B,Chicago,1053945.0,3.0,3.0,CHI - Near West Side,2021.0,,488.0,https://www.redfin.com/IL/Chicago/305-S-Racine-Ave-60607/unit-2B/home/176058749,41.8777232,-87.6567001,"$1,053,945",2021,$488,blue,60,305 S Racine Ave Unit 2B Chicago
1118,March-24-2023,2550 N Lakeview Ave Unit S403,Chicago,1033500.0,2.0,2.5,CHI - Lincoln Park,2010.0,,677.0,https://www.redfin.com/IL/Chicago/2550-N-Lakeview-Ave-60614/unit-S403/home/64225705,41.9292285,-87.6395349,"$1,033,500",2010,$677,blue,61,2550 N Lakeview Ave Unit S403 Chicago
127,March-29-2023,305 S Racine Ave Unit 6B,Chicago,1029900.0,3.0,3.0,CHI - Near West Side,2021.0,,477.0,https://www.redfin.com/IL/Chicago/305-S-Racine-Ave-60607/unit-6B/home/177256096,41.8777232,-87.6567001,"$1,029,900",2021,$477,blue,62,305 S Racine Ave Unit 6B Chicago
1625,March-13-2023,1201 S Prairie Ave #2503,Chicago,1025000.0,3.0,2.0,The Grant,2010.0,,587.0,https://www.redfin.com/IL/Chicago/1201-S-Prairie-Ave-60605/unit-2503/home/21797800,41.866948,-87.621969,"$1,025,000",2010,$587,blue,63,1201 S Prairie Ave #2503 Chicago
1200,March-22-2023,2134 W Pierce Ave #3,Chicago,1025000.0,3.0,2.5,CHI - West Town,1899.0,,513.0,https://www.redfin.com/IL/Chicago/2134-W-Pierce-Ave-60622/unit-3/home/182150411,41.9096084,-87.6811886,"$1,025,000",1899,$513,blue,64,2134 W Pierce Ave #3 Chicago
814,March-28-2023,363 E Wacker Dr #1307,Chicago,1023481.0,1.0,1.5,CHI - Loop,2020.0,,777.0,https://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-1307/home/184198557,41.8874508,-87.6174598,"$1,023,481",2020,$777,blue,65,363 E Wacker Dr #1307 Chicago
86,March-17-2023,305 S Racine Ave Unit 2D,Chicago,1019345.0,3.0,3.0,CHI - Near West Side,2021.0,,472.0,https://www.redfin.com/IL/Chicago/305-S-Racine-Ave-60607/unit-2D/home/173758163,41.8777232,-87.6567001,"$1,019,345",2021,$472,blue,66,305 S Racine Ave Unit 2D Chicago
129,March-22-2023,305 S Racine Ave Unit 5B,Chicago,1013870.0,3.0,3.0,CHI - Near West Side,2021.0,,469.0,https://www.redfin.com/IL/Chicago/305-S-Racine-Ave-60607/unit-5B/home/176719374,41.8777232,-87.6567001,"$1,013,870",2021,$469,blue,67,305 S Racine Ave Unit 5B Chicago
1326,March-29-2023,159 E Walton Pl Unit 14F,Chicago,1000000.0,2.0,2.5,Palmolive Building Landmark,1929.0,,426.0,https://www.redfin.com/IL/Chicago/159-E-Walton-Pl-60611/unit-14F/home/12613192,41.8997872,-87.6234987,"$1,000,000",1929,$426,blue,68,159 E Walton Pl Unit 14F Chicago
1074,March-30-2023,2717 N Racine Ave #1,Chicago,1000000.0,4.0,2.5,CHI - Lincoln Park,2014.0,,455.0,https://www.redfin.com/IL/Chicago/2717-N-Racine-Ave-60614/unit-1/home/113044086,41.9312861,-87.6583249,"$1,000,000",2014,$455,blue,69,2717 N Racine Ave #1 Chicago
1365,March-15-2023,2004 W Addison St Unit 1E,Chicago,999999.0,4.0,3.5,CHI - North Center,2022.0,,333.0,https://www.redfin.com/IL/Chicago/2004-W-Addison-St-60618/unit-1E/home/182758591,41.9470755,-87.6788199,"$999,999",2022,$333,blue,70,2004 W Addison St Unit 1E Chicago
1063,March-31-2023,201 W Grand Ave #802,Chicago,999000.0,3.0,3.0,Contemporaine,2005.0,,500.0,https://www.redfin.com/IL/Chicago/201-W-Grand-Ave-60654/unit-802/home/12658273,41.8914515,-87.6344689,"$999,000",2005,$500,blue,71,201 W Grand Ave #802 Chicago
337,March-17-2023,305 S Racine Ave Unit 4B,Chicago,996641.0,3.0,3.0,CHI - Near West Side,2021.0,,461.0,https://www.redfin.com/IL/Chicago/305-S-Racine-Ave-60607/unit-4B/home/178375105,41.8777232,-87.6567001,"$996,641",2021,$461,blue,72,305 S Racine Ave Unit 4B Chicago
1226,March-3-2023,1520 N Ashland Ave #2,Chicago,965000.0,3.0,2.5,CHI - West Town,2022.0,,439.0,https://www.redfin.com/IL/Chicago/1520-N-Ashland-Ave-60622/unit-2/home/181097535,41.9094511,-87.6678505,"$965,000",2022,$439,blue,73,1520 N Ashland Ave #2 Chicago
1152,March-31-2023,77 E Walton St Unit 26E,Chicago,960000.0,2.0,2.0,CHI - Near North Side,1989.0,,480.0,https://www.redfin.com/IL/Chicago/77-E-Walton-St-60611/unit-26E/home/183785004,41.8996412,-87.6251219,"$960,000",1989,$480,blue,74,77 E Walton St Unit 26E Chicago
1305,March-13-2023,1117 W Newport Ave #1,Chicago,960000.0,4.0,3.5,CHI - Lake View,2018.0,,384.0,https://www.redfin.com/IL/Chicago/1117-W-Newport-Ave-60657/unit-1/home/13381443,41.944383399,-87.65742015,"$960,000",2018,$384,blue,75,1117 W Newport Ave #1 Chicago
1300,March-8-2023,305 S Racine Ave Unit 3B,Chicago,952880.0,3.0,3.0,CHI - Near West Side,2021.0,,441.0,https://www.redfin.com/IL/Chicago/305-S-Racine-Ave-60607/unit-3B/home/177479459,41.8777232,-87.6567001,"$952,880",2021,$441,blue,76,305 S Racine Ave Unit 3B Chicago
747,March-3-2023,3839 N Southport Ave #3,Chicago,926000.0,3.0,3.0,CHI - Lake View,2002.0,,344.0,https://www.redfin.com/IL/Chicago/3839-N-Southport-Ave-60613/unit-3/home/12726572,41.9518766,-87.6637517,"$926,000",2002,$344,blue,77,3839 N Southport Ave #3 Chicago
662,March-15-2023,2922 N Sheffield Ave #1,Chicago,925000.0,4.0,2.5,CHI - Lake View,2015.0,,,https://www.redfin.com/IL/Chicago/2922-N-Sheffield-Ave-60657/unit-1/home/144509713,41.9351444,-87.6542017,"$925,000",2015,$nan,blue,78,2922 N Sheffield Ave #1 Chicago
1727,March-1-2023,340 E Randolph St #2004,Chicago,925000.0,2.0,2.5,CHI - Loop,2007.0,,486.0,https://www.redfin.com/IL/Chicago/340-E-Randolph-St-60601/unit-2004/home/26780334,41.8847771,-87.6190621,"$925,000",2007,$486,blue,79,340 E Randolph St #2004 Chicago
793,March-13-2023,319 W Erie St Unit 1W,Chicago,925000.0,3.0,2.5,CHI - Near North Side,,,402.0,https://www.redfin.com/IL/Chicago/319-W-Erie-St-60654/unit-1W/home/18931428,41.8937736,-87.6369482,"$925,000",nan,$402,blue,80,319 W Erie St Unit 1W Chicago
111,March-1-2023,1572 Maple Ave #702,Evanston,920000.0,3.0,2.5,Evanston,2001.0,,423.0,https://www.redfin.com/IL/Evanston/1572-Maple-Ave-60201/unit-702/home/12557321,42.0464731,-87.6855107,"$920,000",2001,$423,blue,81,1572 Maple Ave #702 Evanston
7,March-27-2023,20 N Carpenter St Unit 3N,Chicago,912511.0,3.0,3.0,CHI - Near West Side,2011.0,,,https://www.redfin.com/IL/Chicago/20-N-Carpenter-St-60607/unit-3N/home/64225146,41.8823616,-87.6534295,"$912,511",2011,$nan,blue,82,20 N Carpenter St Unit 3N Chicago
1408,March-1-2023,2140 N Rockwell St #4,Chicago,910000.0,3.0,2.5,CHI - Logan Square,2022.0,,379.0,https://www.redfin.com/IL/Chicago/2140-N-Rockwell-St-60647/unit-4/home/183176064,41.9209083,-87.6929962,"$910,000",2022,$379,blue,83,2140 N Rockwell St #4 Chicago
1325,March-31-2023,1000 W Washington Blvd #301,Chicago,905000.0,2.0,2.0,CHI - Near West Side,1882.0,,393.0,https://www.redfin.com/IL/Chicago/1000-W-Washington-Blvd-60607/unit-301/home/12789428,41.883627,-87.652422,"$905,000",1882,$393,blue,84,1000 W Washington Blvd #301 Chicago
870,March-15-2023,855 N Paulina St #1,Chicago,900000.0,4.0,2.5,CHI - West Town,2023.0,,,https://www.redfin.com/IL/Chicago/855-N-Paulina-St-60622/unit-1/home/183381691,41.8976111,-87.6694982,"$900,000",2023,$nan,blue,85,855 N Paulina St #1 Chicago
745,March-15-2023,1840 W Grace St Unit 3W,Chicago,899900.0,3.0,2.0,CHI - North Center,2023.0,,500.0,https://www.redfin.com/IL/Chicago/1840-W-Grace-St-60613/unit-3W/home/183936026,41.9507768,-87.6756533,"$899,900",2023,$500,blue,86,1840 W Grace St Unit 3W Chicago
1577,March-10-2023,1840 W Grace St Unit 3E,Chicago,899900.0,3.0,2.0,CHI - North Center,2023.0,,500.0,https://www.redfin.com/IL/Chicago/1840-W-Grace-St-60613/unit-3E/home/182304365,41.9507726,-87.6756865,"$899,900",2023,$500,blue,87,1840 W Grace St Unit 3E Chicago
