,SOLD DATE,ADDRESS,CITY,PRICE,BEDS,BATHS,LOCATION,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL,LATITUDE,LONGITUDE,PRICE_AS_CURRENCY,YEAR BUILT DISPLAY,PRICE_SQUARE_FEET_AS_CURRENCY,COLOR,RANK,FULL_ADDRESS
2,March-3-2023,3801 Mission Hills Rd Unit E-307,Northbrook,240000.0,2.0,2.0,Mission Hills,1976.0,,178.0,https://www.redfin.com/IL/Northbrook/3801-Mission-Hills-Rd-60062/unit-E-307/home/182520337,42.1225779,-87.8733107,"$240,000",1976,$178,blue,1037,3801 Mission Hills Rd Unit E-307 Northbrook
184,March-10-2023,1215 W Granville Ave Unit 3A,Chicago,239999.0,2.0,1.0,CHI - Edgewater,1925.0,,200.0,https://www.redfin.com/IL/Chicago/1215-W-Granville-Ave-60660/unit-3A/home/26806897,41.994352,-87.6612013,"$239,999",1925,$200,blue,1038,1215 W Granville Ave Unit 3A Chicago
636,March-21-2023,14051 Norwich Ln #103,Orland Park,239900.0,2.0,2.0,Orland Park,1997.0,,200.0,https://www.redfin.com/IL/Orland-Park/14051-Norwich-Ln-60467/unit-103/home/12781761,41.6332365,-87.8930307,"$239,900",1997,$200,blue,1039,14051 Norwich Ln #103 Orland Park
530,March-17-2023,3422 N Wolcott Ave #1,Chicago,239000.0,1.0,1.0,CHI - North Center,,,,https://www.redfin.com/IL/Chicago/3422-N-Wolcott-Ave-60657/unit-1/home/21807726,41.9439502,-87.6761957,"$239,000",nan,$nan,blue,1040,3422 N Wolcott Ave #1 Chicago
354,March-31-2023,2454 W Fillmore St #2,Chicago,239000.0,2.0,2.0,CHI - Near West Side,2007.0,,,https://www.redfin.com/IL/Chicago/2454-W-Fillmore-St-60612/unit-2/home/18918082,41.8686073,-87.6883017,"$239,000",2007,$nan,blue,1041,2454 W Fillmore St #2 Chicago
1353,March-29-2023,3942 N Clarendon Ave Unit 3S,Chicago,238000.0,1.0,1.0,CHI - Lake View,1908.0,,,https://www.redfin.com/IL/Chicago/3942-N-Clarendon-Ave-60613/unit-3S/home/12624515,41.954169,-87.649876,"$238,000",1908,$nan,blue,1042,3942 N Clarendon Ave Unit 3S Chicago
1705,March-15-2023,1212 N Lasalle St #2505,Chicago,237750.0,1.0,1.0,CHI - Near North Side,1988.0,,366.0,https://www.redfin.com/IL/Chicago/1212-N-La-Salle-Dr-60610/unit-2505/home/14112561,41.9042606,-87.6331488,"$237,750",1988,$366,blue,1043,1212 N Lasalle St #2505 Chicago
1381,March-30-2023,3100 N Lake Shore Dr #601,Chicago,237000.0,2.0,2.0,CHI - Lake View,1950.0,,169.0,https://www.redfin.com/IL/Chicago/3100-N-Lake-Shore-Dr-60657/unit-601/home/13372550,41.9381317,-87.6379937,"$237,000",1950,$169,blue,1044,3100 N Lake Shore Dr #601 Chicago
1358,March-17-2023,11910 Windemere Ct #301,Orland Park,237000.0,2.0,2.0,Long Run Creek,2003.0,,148.0,https://www.redfin.com/IL/Orland-Park/11910-Windemere-Ct-60467/unit-301/home/12666803,41.629992,-87.9101502,"$237,000",2003,$148,blue,1045,11910 Windemere Ct #301 Orland Park
1231,March-22-2023,212 E Cullerton St #907,Chicago,237000.0,1.0,1.0,CHI - Near South Side,2002.0,,262.0,https://www.redfin.com/IL/Chicago/212-E-Cullerton-St-60616/unit-907/home/12672045,41.8557482,-87.6217636,"$237,000",2002,$262,blue,1046,212 E Cullerton St #907 Chicago
1242,March-8-2023,1330 E 56th St Unit 3W,Chicago,236900.0,2.0,1.0,CHI - Hyde Park,1928.0,,197.0,https://www.redfin.com/IL/Chicago/1330-E-56th-St-60637/unit-3W/home/13945773,41.7933958,-87.5935887,"$236,900",1928,$197,blue,1047,1330 E 56th St Unit 3W Chicago
931,March-22-2023,2342 W Adams St #201,Chicago,236000.0,1.0,1.0,CHI - Near West Side,2022.0,,,https://www.redfin.com/IL/Chicago/2342-W-Adams-St-60612/unit-201/home/179399515,41.8787879,-87.6850248,"$236,000",2022,$nan,blue,1048,2342 W Adams St #201 Chicago
680,March-1-2023,636 W Waveland Ave Unit 4F,Chicago,235000.0,2.0,1.0,CHI - Lake View,1926.0,,255.0,https://www.redfin.com/IL/Chicago/636-W-Waveland-Ave-60613/unit-4F/home/13379617,41.9502789,-87.6462711,"$235,000",1926,$255,blue,1049,636 W Waveland Ave Unit 4F Chicago
170,March-27-2023,1338 W Irving Park Rd #3,Chicago,235000.0,1.0,1.0,CHI - Lake View,,,,https://www.redfin.com/IL/Chicago/1338-W-Irving-Park-Rd-60613/unit-3/home/13394385,41.954588,-87.663889,"$235,000",nan,$nan,blue,1050,1338 W Irving Park Rd #3 Chicago
1643,March-14-2023,7041 W Touhy Ave #405,Niles,235000.0,2.0,1.0,Renaissance,1999.0,,195.0,https://www.redfin.com/IL/Niles/7041-W-Touhy-Ave-60714/unit-405/home/12778590,42.0109366,-87.8034804,"$235,000",1999,$195,blue,1051,7041 W Touhy Ave #405 Niles
405,March-17-2023,235 W Van Buren St #1909,Chicago,235000.0,1.0,1.0,CHI - Loop,2009.0,,315.0,https://www.redfin.com/IL/Chicago/235-W-Van-Buren-St-60607/unit-1909/home/52634551,41.8765303,-87.6347529,"$235,000",2009,$315,blue,1052,235 W Van Buren St #1909 Chicago
1238,March-27-2023,260 E Chestnut St #907,Chicago,235000.0,1.0,1.0,CHI - Near North Side,1965.0,,,https://www.redfin.com/IL/Chicago/260-E-Chestnut-St-60611/unit-907/home/14118990,41.8985263,-87.6196672,"$235,000",1965,$nan,blue,1053,260 E Chestnut St #907 Chicago
374,March-16-2023,13322 S Oakview Ct,Palos Heights,235000.0,2.0,2.0,Oak Hills,1987.0,,191.0,https://www.redfin.com/IL/Palos-Heights/13322-S-Oakview-Ct-60463/home/13188950,41.652369,-87.81367,"$235,000",1987,$191,blue,1054,13322 S Oakview Ct Palos Heights
706,March-7-2023,2171 W Sunnyside Ave Unit G,Chicago,235000.0,2.0,2.0,CHI - Lincoln Square,1924.0,,168.0,https://www.redfin.com/IL/Chicago/2171-W-Sunnyside-Ave-60625/unit-G/home/181737194,41.9629638,-87.6834031,"$235,000",1924,$168,blue,1055,2171 W Sunnyside Ave Unit G Chicago
597,March-14-2023,5801 N Sheridan Rd Unit 12A,Chicago,235000.0,4.0,2.0,CHI - Edgewater,1958.0,,138.0,https://www.redfin.com/IL/Chicago/5801-N-Sheridan-Rd-60660/unit-12A/home/12567298,41.9876761,-87.6546916,"$235,000",1958,$138,blue,1056,5801 N Sheridan Rd Unit 12A Chicago
888,March-15-2023,900 W Fullerton Ave Unit 2E,Chicago,235000.0,1.0,1.0,CHI - Lincoln Park,1970.0,,313.0,https://www.redfin.com/IL/Chicago/900-W-Fullerton-Ave-60614/unit-2E/home/12741406,41.925642,-87.6512509,"$235,000",1970,$313,blue,1057,900 W Fullerton Ave Unit 2E Chicago
1396,March-1-2023,9232 Hartwood Ct #9232,Orland Park,235000.0,3.0,1.5,Heritage,1984.0,,,https://www.redfin.com/IL/Orland-Park/9232-Hartwood-Ct-60462/unit-9232/home/179124155,41.6377654,-87.8463013,"$235,000",1984,$nan,blue,1058,9232 Hartwood Ct #9232 Orland Park
271,March-29-2023,2453 S Archer Ave Unit 4D,Chicago,235000.0,2.0,1.0,Archer Landing,1999.0,,287.0,https://www.redfin.com/IL/Chicago/2453-S-Archer-Ave-60616/unit-4D/home/40379782,41.8478524,-87.6445426,"$235,000",1999,$287,blue,1059,2453 S Archer Ave Unit 4D Chicago
934,March-1-2023,1531 W Thorndale Ave Unit B-E,Chicago,235000.0,2.0,1.0,CHI - Edgewater,1925.0,,196.0,https://www.redfin.com/IL/Chicago/1531-W-Thorndale-Ave-60660/unit-B-E/home/184603572,41.98973,-87.6688889,"$235,000",1925,$196,blue,1060,1531 W Thorndale Ave Unit B-E Chicago
713,March-2-2023,2405 N Orchard St Unit G,Chicago,235000.0,1.0,1.0,Lincoln Park Place,,,,https://www.redfin.com/IL/Chicago/2405-N-Orchard-St-60614/unit-G/home/12662236,41.9257402,-87.6461001,"$235,000",nan,$nan,blue,1061,2405 N Orchard St Unit G Chicago
673,March-1-2023,8853 Robin Dr Unit E,Des Plaines,235000.0,3.0,1.5,Des Plaines,1963.0,,206.0,https://www.redfin.com/IL/Des-Plaines/8853-Robin-Dr-60016/unit-E/home/13667913,42.041336,-87.8528471,"$235,000",1963,$206,blue,1062,8853 Robin Dr Unit E Des Plaines
877,March-10-2023,1306 Pennwood Ct Unit C1,Schaumburg,234000.0,2.0,2.0,Willow Pond,1988.0,,195.0,https://www.redfin.com/IL/Schaumburg/1306-Pennwood-Ct-60193/unit-C1/home/13725619,42.0279798,-88.0472597,"$234,000",1988,$195,blue,1063,1306 Pennwood Ct Unit C1 Schaumburg
1140,March-27-2023,814 Michigan Ave Unit 3W,Evanston,234000.0,2.0,1.0,Evanston,1922.0,,,https://www.redfin.com/IL/Evanston/814-Michigan-Ave-60202/unit-3W/home/12719577,42.0326404,-87.6728804,"$234,000",1922,$nan,blue,1064,814 Michigan Ave Unit 3W Evanston
1048,March-17-2023,4854 S Prairie Ave #1,Chicago,233000.0,3.0,2.0,CHI - Grand Boulevard,,,146.0,https://www.redfin.com/IL/Chicago/4854-S-Prairie-Ave-60615/unit-1/home/12592049,41.8059674,-87.6198771,"$233,000",nan,$146,blue,1065,4854 S Prairie Ave #1 Chicago
762,March-8-2023,4757 Howard St Unit 301B,Skokie,232000.0,2.0,2.0,Skokie,1993.0,,155.0,https://www.redfin.com/IL/Skokie/4757-Howard-St-60076/unit-301B/home/184042537,42.0186599,-87.7472028,"$232,000",1993,$155,blue,1066,4757 Howard St Unit 301B Skokie
1713,March-20-2023,3933 S Wells St #3,Chicago,232000.0,3.0,2.0,CHI - Fuller Park,2004.0,,,https://www.redfin.com/IL/Chicago/3933-S-Wells-St-60609/unit-3/home/12588403,41.8226538,-87.6321922,"$232,000",2004,$nan,blue,1067,3933 S Wells St #3 Chicago
1575,March-31-2023,1061 W Berwyn Ave #1,Chicago,232000.0,2.0,1.0,CHI - Edgewater,1914.0,,258.0,https://www.redfin.com/IL/Chicago/1061-W-Berwyn-Ave-60640/unit-1/home/12774763,41.9779687,-87.6574241,"$232,000",1914,$258,blue,1068,1061 W Berwyn Ave #1 Chicago
1619,March-7-2023,2033 N Racine Ave Unit 1D,Chicago,232000.0,1.0,1.0,CHI - Lincoln Park,,,331.0,https://www.redfin.com/IL/Chicago/2033-N-Racine-Ave-60614/unit-1D/home/13351477,41.9189789,-87.6579201,"$232,000",nan,$331,blue,1069,2033 N Racine Ave Unit 1D Chicago
82,March-1-2023,1424 W Cullom Ave #2,Chicago,231000.0,1.0,1.0,CHI - Lake View,1920.0,,,https://www.redfin.com/IL/Chicago/1424-W-Cullom-Ave-60613/unit-2/home/12674512,41.960065,-87.665571,"$231,000",1920,$nan,blue,1070,1424 W Cullom Ave #2 Chicago
1503,March-23-2023,6038 N Claremont Ave Unit 3S,Chicago,230000.0,3.0,2.0,CHI - West Ridge,1922.0,,131.0,https://www.redfin.com/IL/Chicago/6038-N-Claremont-Ave-60659/unit-3S/home/26807314,41.9916149,-87.6888087,"$230,000",1922,$131,blue,1071,6038 N Claremont Ave Unit 3S Chicago
451,March-17-2023,10720 S Washington St #206,Oak Lawn,230000.0,2.0,2.0,Eagle Ridge Condominiums,2002.0,,153.0,https://www.redfin.com/IL/Oak-Lawn/10720-S-Washington-St-60453/unit-206/home/12692000,41.6967916,-87.7588813,"$230,000",2002,$153,blue,1072,10720 S Washington St #206 Oak Lawn
1511,March-27-2023,130 Idle Wild Ct #2,Schaumburg,230000.0,2.0,2.0,12 Oaks at Schaumburg,1987.0,,182.0,https://www.redfin.com/IL/Schaumburg/130-Idle-Wild-Ct-60195/unit-2/home/26799399,42.059077,-88.0842664,"$230,000",1987,$182,blue,1073,130 Idle Wild Ct #2 Schaumburg
1460,March-6-2023,222 N Columbus Dr #1705,Chicago,230000.0,1.0,1.0,CHI - Loop,2002.0,,317.0,https://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-1705/home/12603589,41.8864594,-87.6216846,"$230,000",2002,$317,blue,1074,222 N Columbus Dr #1705 Chicago
1441,March-21-2023,3120 S Indiana Ave #401,Chicago,230000.0,2.0,2.0,Michigan Place,2002.0,,,https://www.redfin.com/IL/Chicago/3120-S-Indiana-Ave-60616/unit-401/home/12692525,41.8376936,-87.6223163,"$230,000",2002,$nan,blue,1075,3120 S Indiana Ave #401 Chicago
1424,March-8-2023,21 W Goethe St Unit 10L,Chicago,230000.0,2.0,1.0,CHI - Near North Side,1962.0,,192.0,https://www.redfin.com/IL/Chicago/21-W-Goethe-St-60610/unit-10L/home/14112469,41.9054585,-87.6296264,"$230,000",1962,$192,blue,1076,21 W Goethe St Unit 10L Chicago
1556,March-1-2023,4901 W Winona St Unit 3-A,Chicago,230000.0,2.0,2.0,CHI - Forest Glen,1976.0,,192.0,https://www.redfin.com/IL/Chicago/4901-W-Winona-St-60630/unit-3A/home/13496877,41.974273,-87.7506271,"$230,000",1976,$192,blue,1077,4901 W Winona St Unit 3-A Chicago
187,March-29-2023,4334 N Dayton St #2,Chicago,230000.0,1.0,1.0,CHI - Uptown,1904.0,,,https://www.redfin.com/IL/Chicago/4334-N-Dayton-St-60613/unit-2/home/12793907,41.961536,-87.651445,"$230,000",1904,$nan,blue,1078,4334 N Dayton St #2 Chicago
412,March-31-2023,9685 S Kean Ave Unit 2C,Palos Hills,230000.0,3.0,2.0,Palos Hills,1982.0,,144.0,https://www.redfin.com/IL/Palos-Hills/9685-S-Kean-Ave-60465/unit-2C/home/184645745,41.7148961,-87.8462838,"$230,000",1982,$144,blue,1079,9685 S Kean Ave Unit 2C Palos Hills
1783,March-10-2023,6007 N Sheridan Rd Unit 11G,Chicago,230000.0,1.0,1.0,CHI - Edgewater,1969.0,,230.0,https://www.redfin.com/IL/Chicago/6007-N-Sheridan-Rd-60660/unit-11G/home/13410453,41.9913121,-87.6547605,"$230,000",1969,$230,blue,1080,6007 N Sheridan Rd Unit 11G Chicago
36,March-21-2023,1650 Riverwoods Dr #506,Melrose Park,230000.0,2.0,2.0,Thatcher Woods,2005.0,,167.0,https://www.redfin.com/IL/Melrose-Park/1650-Riverwoods-Dr-60160/unit-506/home/26809965,41.9070559,-87.8306449,"$230,000",2005,$167,blue,1081,1650 Riverwoods Dr #506 Melrose Park
655,March-16-2023,235 Ridge Rd Unit 2J,Wilmette,230000.0,2.0,2.0,Wilmette,1976.0,,209.0,https://www.redfin.com/IL/Wilmette/235-Ridge-Rd-60091/unit-2J/home/13774742,42.0702708,-87.7234893,"$230,000",1976,$209,blue,1082,235 Ridge Rd Unit 2J Wilmette
1046,March-24-2023,6285 N Northwest Hwy #304,Chicago,230000.0,2.0,1.0,CHI - Norwood Park,1967.0,,209.0,https://www.redfin.com/IL/Chicago/6285-North-Northwest-Hwy-60631/unit-304/home/183982448,41.9960495,-87.8046056,"$230,000",1967,$209,blue,1083,6285 N Northwest Hwy #304 Chicago
671,March-10-2023,4868 N California Ave Unit 2E,Chicago,230000.0,2.0,1.0,CHI - Lincoln Square,1925.0,,,https://www.redfin.com/IL/Chicago/4868-N-California-Ave-60625/unit-2E/home/12708019,41.9705686,-87.6990949,"$230,000",1925,$nan,blue,1084,4868 N California Ave Unit 2E Chicago
588,March-31-2023,4848 N Central Ave #307,Chicago,229900.0,2.0,1.0,Jefferson Courte,1991.0,,192.0,https://www.redfin.com/IL/Chicago/4848-N-Central-Ave-60630/unit-307/home/13498883,41.9690819,-87.7678885,"$229,900",1991,$192,blue,1085,4848 N Central Ave #307 Chicago
1612,March-17-2023,6625 N Northwest Hwy #301,Chicago,229167.0,2.0,2.0,CHI - Edison Park,1990.0,,229.0,https://www.redfin.com/IL/Chicago/6625-N-Northwest-Hwy-60631/unit-301/home/13635806,42.0014723,-87.8135531,"$229,167",1990,$229,blue,1086,6625 N Northwest Hwy #301 Chicago
736,March-8-2023,737 Ridge Ave Unit 3D,Evanston,229000.0,2.0,2.0,Evanston,1965.0,,208.0,https://www.redfin.com/IL/Evanston/737-Ridge-Ave-60202/unit-3D/home/13577049,42.0315514,-87.6856601,"$229,000",1965,$208,blue,1087,737 Ridge Ave Unit 3D Evanston
696,March-27-2023,6211 Lincoln Ave #307,Morton Grove,229000.0,2.0,2.0,Arbors of Morton Grove,1995.0,,181.0,https://www.redfin.com/IL/Morton-Grove/6211-Lincoln-Ave-60053/unit-307/home/13616227,42.0349504,-87.7818172,"$229,000",1995,$181,blue,1088,6211 Lincoln Ave #307 Morton Grove
1652,March-10-2023,9500 N Washington St #510,Niles,229000.0,2.0,2.0,Washington Courte,1978.0,,153.0,https://www.redfin.com/IL/Niles/9500-N-Washington-St-60714/unit-510/home/13675296,42.0532554,-87.8260382,"$229,000",1978,$153,blue,1089,9500 N Washington St #510 Niles
1313,March-15-2023,20 S Main St #206,Mount Prospect,228000.0,1.0,1.5,Mount Prospect,2004.0,,175.0,https://www.redfin.com/IL/Mt-Prospect/20-S-Main-St-60056/unit-206/home/183670792,42.0655827,-87.937446,"$228,000",2004,$175,blue,1090,20 S Main St #206 Mount Prospect
1752,March-31-2023,40 E Delaware Pl #1601,Chicago,228000.0,1.0,1.0,CHI - Near North Side,1926.0,,240.0,https://www.redfin.com/IL/Chicago/40-E-Delaware-Pl-60611/unit-1601/home/14119900,41.8993625,-87.6271607,"$228,000",1926,$240,blue,1091,40 E Delaware Pl #1601 Chicago
107,March-3-2023,1617 W Fargo Ave Unit 1N,Chicago,227500.0,2.0,2.0,CHI - Rogers Park,1920.0,,,https://www.redfin.com/IL/Chicago/1617-W-Fargo-Ave-60626/unit-1N/home/18915688,42.0167725,-87.6711475,"$227,500",1920,$nan,blue,1092,1617 W Fargo Ave Unit 1N Chicago
286,March-9-2023,3404 N Bell Ave #3,Chicago,227000.0,1.0,1.0,CHI - North Center,1924.0,,,https://www.redfin.com/IL/Chicago/3404-N-Bell-Ave-60618/unit-3/home/12663745,41.943428,-87.684775,"$227,000",1924,$nan,blue,1093,3404 N Bell Ave #3 Chicago
693,March-30-2023,3057 W Grace St #1,Chicago,227000.0,2.0,1.0,CHI - Irving Park,,,,https://www.redfin.com/IL/Chicago/3057-W-Grace-St-60618/unit-1/home/12613410,41.9501362,-87.7050891,"$227,000",nan,$nan,blue,1094,3057 W Grace St #1 Chicago
1475,March-28-2023,3843 S Langley Ave #201,Chicago,226000.0,2.0,1.5,CHI - Oakland,2008.0,,,https://www.redfin.com/IL/Chicago/3843-S-Langley-Ave-60653/unit-201/home/26822525,41.8245371,-87.6094177,"$226,000",2008,$nan,blue,1095,3843 S Langley Ave #201 Chicago
792,March-7-2023,1455 N Sandburg Ter Unit 2006B,Chicago,226000.0,1.0,1.0,Sandburg,1962.0,,266.0,https://www.redfin.com/IL/Chicago/1455-N-Sandburg-Ter-60610/unit-2006B/home/14115914,41.9088719,-87.6320457,"$226,000",1962,$266,blue,1096,1455 N Sandburg Ter Unit 2006B Chicago
1589,March-20-2023,9199 North Rd Unit C,Palos Hills,225000.0,3.0,2.0,Palos Hills,1976.0,,141.0,https://www.redfin.com/IL/Palos-Hills/9199-North-Rd-60465/unit-C/home/13196846,41.687745,-87.845408,"$225,000",1976,$141,blue,1097,9199 North Rd Unit C Palos Hills
104,March-30-2023,910 W Winona St #3,Chicago,225000.0,2.0,1.0,CHI - Uptown,1912.0,,250.0,https://www.redfin.com/IL/Chicago/910-W-Winona-St-60640/unit-3/home/26807632,41.975622,-87.652944,"$225,000",1912,$250,blue,1098,910 W Winona St #3 Chicago
1470,March-22-2023,100 S Vail Ave #304,Arlington Heights,225000.0,2.0,2.0,Arlington Heights,1970.0,,188.0,https://www.redfin.com/IL/Arlington-Heights/100-S-Vail-Ave-60005/unit-304/home/13826976,42.0807215,-87.9845388,"$225,000",1970,$188,blue,1099,100 S Vail Ave #304 Arlington Heights
275,March-29-2023,390 W Mahogany Ct #201,Palatine,225000.0,2.0,2.0,Palatine,2004.0,,184.0,https://www.redfin.com/IL/Palatine/390-W-Mahogany-Ct-60067/unit-201/home/12597826,42.114606,-88.053271,"$225,000",2004,$184,blue,1100,390 W Mahogany Ct #201 Palatine
294,March-10-2023,5117 N Kenmore Ave Unit 3W,Chicago,225000.0,2.0,1.0,CHI - Uptown,,,,https://www.redfin.com/IL/Chicago/5117-N-Kenmore-Ave-60640/unit-3W/home/12743255,41.9757671,-87.6558291,"$225,000",nan,$nan,blue,1101,5117 N Kenmore Ave Unit 3W Chicago
212,March-10-2023,8225 Niles Center Rd #411,Skokie,225000.0,2.0,2.0,Skokie,1976.0,,188.0,https://www.redfin.com/IL/Skokie/8225-Niles-Center-Rd-60077/unit-411/home/13611763,42.0305327,-87.7525604,"$225,000",1976,$188,blue,1102,8225 Niles Center Rd #411 Skokie
411,March-6-2023,3016 W Belle Plaine Ave #1,Chicago,225000.0,2.0,2.0,Belle Plaine Condominiums,1924.0,,205.0,https://www.redfin.com/IL/Chicago/3016-W-Belle-Plaine-Ave-60618/unit-1/home/18943438,41.955887,-87.704051,"$225,000",1924,$205,blue,1103,3016 W Belle Plaine Ave #1 Chicago
128,March-22-2023,1038 Harbour Ct Unit 1B,Wheeling,225000.0,2.0,2.0,Wheeling,1979.0,,161.0,https://www.redfin.com/IL/Wheeling/1038-Harbour-Ct-60090/unit-1B/home/177506084,42.1201737,-87.9558029,"$225,000",1979,$161,blue,1104,1038 Harbour Ct Unit 1B Wheeling
1401,March-16-2023,3730 W 111th St #406,Chicago,225000.0,2.0,2.0,Greenwood Village,2001.0,,,https://www.redfin.com/IL/Chicago/3730-W-111th-St-60655/unit-406/home/12723213,41.6916056,-87.714608,"$225,000",2001,$nan,blue,1105,3730 W 111th St #406 Chicago
247,March-21-2023,601 Ridge Rd #403,Wilmette,225000.0,1.0,1.0,Wilmette,1974.0,,225.0,https://www.redfin.com/IL/Wilmette/601-Ridge-Rd-60091/unit-403/home/13777472,42.0756431,-87.7229183,"$225,000",1974,$225,blue,1106,601 Ridge Rd #403 Wilmette
356,March-3-2023,500 S Clinton St #130,Chicago,225000.0,1.0,1.0,Clinton Complex,,,225.0,https://www.redfin.com/IL/Chicago/500-S-Clinton-St-60607/unit-130/home/12713477,41.8750801,-87.6415754,"$225,000",nan,$225,blue,1107,500 S Clinton St #130 Chicago
1117,March-6-2023,1221 N Dearborn Pkwy Unit 812N,Chicago,224900.0,1.0,1.0,CHI - Near North Side,1972.0,,300.0,https://www.redfin.com/IL/Chicago/1221-N-Dearborn-St-60610/unit-812N/home/14110904,41.9046835,-87.6296264,"$224,900",1972,$300,blue,1108,1221 N Dearborn Pkwy Unit 812N Chicago
471,March-6-2023,40 W Fern Ct #120,Palatine,224900.0,2.0,2.0,Court Homes on Plum Grove,1992.0,,161.0,https://www.redfin.com/IL/Palatine/40-W-Fern-Ct-60067/unit-120/home/13875038,42.0940756,-88.0449051,"$224,900",1992,$161,blue,1109,40 W Fern Ct #120 Palatine
518,March-16-2023,338 River St #3301,Lemont,224900.0,1.0,1.0,Front Street Lofts of Lemont,2009.0,,234.0,https://www.redfin.com/IL/Lemont/338-River-St-60439/unit-3301/home/45515585,41.6762808,-88.000489,"$224,900",2009,$234,blue,1110,338 River St #3301 Lemont
1739,March-24-2023,7250 N Oakley Ave Unit 1G,Chicago,224900.0,3.0,2.0,CHI - West Ridge,2003.0,,173.0,https://www.redfin.com/IL/Chicago/7250-N-Oakley-Ave-60645/unit-1G/home/12613730,42.0137921,-87.6878076,"$224,900",2003,$173,blue,1111,7250 N Oakley Ave Unit 1G Chicago
1490,March-17-2023,13333 S Oakview Ct Unit V4,Palos Heights,224000.0,3.0,2.0,Oak Hills Country Club,1987.0,,129.0,https://www.redfin.com/IL/Palos-Heights/13333-S-Oakview-Ct-60463/unit-V4/home/183011020,41.652369,-87.81367,"$224,000",1987,$129,blue,1112,13333 S Oakview Ct Unit V4 Palos Heights
1255,March-31-2023,1360 N Sandburg Ter #2707,Chicago,224000.0,1.0,1.0,CHI - Near North Side,1967.0,,,https://www.redfin.com/IL/Chicago/1360-N-Sandburg-Ter-60610/unit-2707/home/183869541,41.9074567,-87.6325602,"$224,000",1967,$nan,blue,1113,1360 N Sandburg Ter #2707 Chicago
1622,March-27-2023,3002 W Warren Blvd #2,Chicago,223000.0,2.0,2.0,CHI - East Garfield Park,2003.0,,194.0,https://www.redfin.com/IL/Chicago/3002-W-Warren-Blvd-60612/unit-2/home/12621337,41.8820965,-87.7014253,"$223,000",2003,$194,blue,1114,3002 W Warren Blvd #2 Chicago
391,March-10-2023,1421 Sherman Ave #303,Evanston,222500.0,1.0,1.0,Evanston,2000.0,,278.0,https://www.redfin.com/IL/Evanston/1421-Sherman-Ave-60201/unit-303/home/12756686,42.0434667,-87.6815886,"$222,500",2000,$278,blue,1115,1421 Sherman Ave #303 Evanston
1574,March-29-2023,733 W Bittersweet Pl Unit 3W,Chicago,222222.0,2.0,1.0,CHI - Uptown,1933.0,,,https://www.redfin.com/IL/Chicago/733-W-Bittersweet-Pl-60613/unit-3W/home/13394884,41.955468,-87.648694,"$222,222",1933,$nan,blue,1116,733 W Bittersweet Pl Unit 3W Chicago
479,March-31-2023,1212 N Lasalle St #2005,Chicago,222000.0,1.0,1.0,LaSalle Private Residences,1987.0,,296.0,https://www.redfin.com/IL/Chicago/1212-N-La-Salle-Dr-60610/unit-2005/home/14113580,41.9042606,-87.6331488,"$222,000",1987,$296,blue,1117,1212 N Lasalle St #2005 Chicago
572,March-22-2023,2230 W Madison St #102,Chicago,221600.0,2.0,1.0,CHI - Near West Side,2007.0,,222.0,https://www.redfin.com/IL/Chicago/2230-W-Madison-St-60612/unit-102/home/18975631,41.8813764,-87.6827155,"$221,600",2007,$222,blue,1118,2230 W Madison St #102 Chicago
764,March-31-2023,815 Leicester Rd #108,Elk Grove Village,221000.0,2.0,2.0,Chardonnay on the Lake,1994.0,,201.0,https://www.redfin.com/IL/Elk-Grove-Village/815-Leicester-Rd-60007/unit-108/home/184407621,42.005241,-88.0127266,"$221,000",1994,$201,blue,1119,815 Leicester Rd #108 Elk Grove Village
449,March-10-2023,540 Biesterfield Rd Unit B314,Elk Grove Village,221000.0,2.0,2.0,Elk Grove Village,1986.0,,199.0,https://www.redfin.com/IL/Elk-Grove-Village/540-Biesterfield-Rd-60007/unit-B314/home/13686837,42.0043676,-88.0127129,"$221,000",1986,$199,blue,1120,540 Biesterfield Rd Unit B314 Elk Grove Village
1000,March-23-2023,111 W Maple St #1410,Chicago,221000.0,1.0,1.0,CHI - Near North Side,1992.0,,368.0,https://www.redfin.com/IL/Chicago/111-W-Maple-St-60610/unit-1410/home/12792419,41.9016475,-87.6318546,"$221,000",1992,$368,blue,1121,111 W Maple St #1410 Chicago
1638,March-3-2023,5911 N Paulina St Unit 3E,Chicago,220675.0,2.0,1.0,CHI - Edgewater,1920.0,,260.0,https://www.redfin.com/IL/Chicago/5911-N-Paulina-St-60660/unit-3E/home/18922166,41.9887738,-87.6713913,"$220,675",1920,$260,blue,1122,5911 N Paulina St Unit 3E Chicago
1613,March-10-2023,4445 N Paulina St Unit AG,Chicago,220500.0,2.0,1.0,CHI - Uptown,,,,https://www.redfin.com/IL/Chicago/4445-N-Paulina-St-60640/unit-AG/home/12774574,41.9629629,-87.6704243,"$220,500",nan,$nan,blue,1123,4445 N Paulina St Unit AG Chicago
949,March-1-2023,3500 S Sangamon St #411,Chicago,220000.0,1.0,1.0,Union Lofts,1913.0,,,https://www.redfin.com/IL/Chicago/3500-S-Sangamon-St-60609/unit-411/home/12661197,41.8304164,-87.6497395,"$220,000",1913,$nan,blue,1124,3500 S Sangamon St #411 Chicago
