,SOLD DATE,ADDRESS,CITY,PRICE,BEDS,BATHS,LOCATION,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL,LATITUDE,LONGITUDE,PRICE_AS_CURRENCY,YEAR BUILT DISPLAY,PRICE_SQUARE_FEET_AS_CURRENCY,COLOR,RANK,FULL_ADDRESS
977,February-17-2023,366 E 58th St #3,Chicago,135000.0,3.0,2.0,CHI - Washington Park,1908.0,,104.0,https://www.redfin.com/IL/Chicago/366-E-58th-St-60637/unit-3/home/18941118,41.7894458,-87.6165734,"$135,000",1908,$104,blue,914,366 E 58th St #3 Chicago
205,February-24-2023,900 W Sunset Dr #102,Glenwood,135000.0,2.0,2.0,Glenwood Manor,1974.0,,135.0,https://www.redfin.com/IL/Glenwood/900-W-Sunset-Dr-60425/unit-102/home/12904841,41.5597017,-87.6342719,"$135,000",1974,$135,blue,915,900 W Sunset Dr #102 Glenwood
1029,February-6-2023,8804 Briar Ct Unit 3D,Des Plaines,135000.0,1.0,1.0,Des Plaines,1973.0,,200.0,https://www.redfin.com/IL/Des-Plaines/8804-Briar-Ct-60016/unit-3D/home/12668200,42.0399662,-87.8564548,"$135,000",1973,$200,blue,916,8804 Briar Ct Unit 3D Des Plaines
170,February-8-2023,5970 Lake Bluff Dr #201,Tinley Park,134900.0,2.0,2.0,Tinley Park,1986.0,,112.0,https://www.redfin.com/IL/Tinley-Park/5970-Lake-Bluff-Dr-60477/unit-201/home/12962180,41.5849779,-87.7643804,"$134,900",1986,$112,blue,917,5970 Lake Bluff Dr #201 Tinley Park
382,February-24-2023,1600 W Greenleaf Ave #103,Chicago,132000.0,1.0,1.0,CHI - Rogers Park,1972.0,,,https://www.redfin.com/IL/Chicago/1600-W-Greenleaf-Ave-60626/unit-103/home/13572033,42.0106349,-87.6705296,"$132,000",1972,$nan,blue,918,1600 W Greenleaf Ave #103 Chicago
519,February-28-2023,7025 Oconnell Dr #202,Chicago Ridge,131500.0,2.0,1.5,Chicago Ridge,1974.0,,132.0,https://www.redfin.com/IL/Chicago-Ridge/7025-O-Connell-Dr-60415/unit-202/home/184083301,41.711016,-87.795086,"$131,500",1974,$132,blue,919,7025 Oconnell Dr #202 Chicago Ridge
431,February-27-2023,7830 W North Ave #713,Elmwood Park,131000.0,1.0,1.0,Elmwood Park,1976.0,,154.0,https://www.redfin.com/IL/Elmwood-Park/7830-W-North-Ave-60707/unit-713/home/13521179,41.90892,-87.8220259,"$131,000",1976,$154,blue,920,7830 W North Ave #713 Elmwood Park
217,February-22-2023,5040 N Marine Dr Unit D2,Chicago,130000.0,1.0,1.0,CHI - Uptown,1937.0,,163.0,https://www.redfin.com/IL/Chicago/5040-N-Marine-Dr-60640/unit-D2/home/13399147,41.9744327,-87.6526099,"$130,000",1937,$163,blue,921,5040 N Marine Dr Unit D2 Chicago
238,February-27-2023,2608 186th St #302,Lansing,130000.0,2.0,2.0,Lansing,1984.0,,108.0,https://www.redfin.com/IL/Lansing/2608-186th-St-60438/unit-302/home/12887280,41.5577329,-87.5533754,"$130,000",1984,$108,blue,922,2608 186th St #302 Lansing
1039,February-28-2023,3041 S Michigan Ave #301,Chicago,130000.0,2.0,2.0,South Commons,1971.0,,123.0,https://www.redfin.com/IL/Chicago/3041-S-Michigan-Ave-60616/unit-301/home/12750782,41.8391573,-87.6227944,"$130,000",1971,$123,blue,923,3041 S Michigan Ave #301 Chicago
13,February-21-2023,2338 W Granville Ave #2,Chicago,130000.0,2.0,1.0,CHI - West Ridge,1929.0,,144.0,https://www.redfin.com/IL/Chicago/2338-W-Granville-Ave-60659/unit-2/home/12597040,41.994293,-87.688902,"$130,000",1929,$144,blue,924,2338 W Granville Ave #2 Chicago
437,February-17-2023,9098 W Terrace Dr Unit 6I,Niles,130000.0,1.0,1.0,Niles,1985.0,,186.0,https://www.redfin.com/IL/Niles/9098-W-Terrace-Dr-60714/unit-6I/home/13678941,42.0562021,-87.8533257,"$130,000",1985,$186,blue,925,9098 W Terrace Dr Unit 6I Niles
550,February-28-2023,9933 Shady Ln Unit 1BE,Orland Park,130000.0,1.0,1.0,Orland Park,1981.0,,,https://www.redfin.com/IL/Orland-Park/9933-Shady-Ln-60462/unit-1BE/home/13014303,41.6109535,-87.8619192,"$130,000",1981,$nan,blue,926,9933 Shady Ln Unit 1BE Orland Park
263,February-28-2023,5655 N Artesian Ave #3,Chicago,130000.0,1.0,1.0,CHI - West Ridge,,,186.0,https://www.redfin.com/IL/Chicago/5655-N-Artesian-Ave-60659/unit-3/home/18922859,41.9848149,-87.6904469,"$130,000",nan,$186,blue,927,5655 N Artesian Ave #3 Chicago
