,MICRO_bucket,PHY_CITY,avg_price,median_price,n,SALE_MO1_NAME
1025,Other,Deerfield Beach,12617857.14,5085000.0,7,May
1026,Other,Delray Beach,1586846.22,1550000.0,9,May
1027,Other,Doral,6079050.0,4709650.0,6,May
1033,Other,Hialeah,1607142.86,900000.0,7,May
1035,Other,Jupiter,3183333.33,2425000.0,6,May
1036,Other,Lake Worth,4105076.92,4250000.0,13,May
1038,Other,Margate,9070000.0,11250000.0,5,May
1040,Other,Medley,3171428.57,3100000.0,7,May
1041,Other,Miami,1835454.55,1425000.0,11,May
1049,Other,Pompano Beach,7557142.86,4700000.0,7,May
1050,Other,Palmetto Bay,5750000.0,5750000.0,5,May
1056,Other,Unincorporated County,9657346.43,987500.0,28,May
1058,Other,West Palm Beach,23385714.29,3500000.0,7,May
1069,Single Family,Boca Raton,1344125.04,959050.0,164,January
1070,Single Family,Boynton Beach,685279.66,520000.0,149,January
1072,Single Family,Coconut Creek,538140.0,524000.0,25,January
1073,Single Family,Cooper City,673290.48,580000.0,21,January
1074,Single Family,Coral Springs,668397.01,645000.0,67,January
1075,Single Family,Coral Gables,3248611.54,2550000.0,26,January
1076,Single Family,Cutler Bay,637008.7,615000.0,23,January
1077,Single Family,Dania Beach,488714.29,540000.0,14,January
1078,Single Family,Davie,968734.78,693750.0,46,January
1079,Single Family,Deerfield Beach,457843.24,406300.0,37,January
1080,Single Family,Delray Beach,1657720.04,650000.0,119,January
1081,Single Family,Doral,1230000.0,962500.0,8,January
1083,Single Family,Fort Lauderdale,1746931.67,828750.0,120,January
1086,Single Family,Greenacres,379172.31,355000.0,13,January
1089,Single Family,Hallandale Beach,1065433.33,435000.0,9,January
1091,Single Family,Hollywood,625595.71,550000.0,70,January
1093,Single Family,Hialeah,493580.65,525000.0,31,January
1095,Single Family,Homestead,489646.43,489500.0,28,January
1096,Single Family,Jupiter,1357679.88,818000.0,68,January
1100,Single Family,Lake Worth,616429.14,495000.0,87,January
1103,Single Family,Lauderdale Lakes,367508.33,366000.0,12,January
1104,Single Family,Lauderhill,403695.65,399900.0,23,January
1106,Single Family,Lighthouse Point,1754363.64,1500000.0,11,January
1107,Single Family,Loxahatchee,652323.95,647500.0,20,January
1109,Single Family,Margate,400782.61,405000.0,23,January
1110,Single Family,Miramar,605886.67,565000.0,45,January
1112,Single Family,Miami,1307810.81,650000.0,74,January
1113,Single Family,Miami Beach,5816692.0,3100000.0,25,January
1114,Single Family,Miami Gardens,434794.29,419000.0,35,January
1116,Single Family,Miami Shores,1460000.0,1302500.0,12,January
1118,Single Family,North Lauderdale,363426.67,375000.0,15,January
1121,Single Family,North Miami,826445.45,540000.0,11,January
1122,Single Family,North Miami Beach,846080.0,508500.0,10,January
1123,Single Family,Oakland Park,522582.61,485000.0,23,January
1125,Single Family,Opa-Locka,352100.0,350000.0,5,January
1127,Single Family,Palm Beach,14620370.31,14425000.0,16,January
1128,Single Family,Palm Beach Gardens,3296969.18,1119800.0,115,January
1130,Single Family,Palm Springs,434375.0,482500.0,8,January
1131,Single Family,Parkland,1247534.48,1130000.0,29,January
1133,Single Family,Pembroke Pines,596982.09,590000.0,67,January
1134,Single Family,Plantation,751343.1,650650.0,58,January
1135,Single Family,Pompano Beach,705804.92,450000.0,61,January
1136,Single Family,Palmetto Bay,1148823.53,1125000.0,17,January
1137,Single Family,Pinecrest,3573300.0,1737500.0,9,January
1138,Single Family,Riviera Beach,428368.42,375000.0,19,January
1139,Single Family,Royal Palm Beach,457707.89,515000.0,19,January
1140,Single Family,Southwest Ranches,1283260.0,1300000.0,5,January
1141,Single Family,Sunrise,426728.57,425000.0,35,January
1142,Single Family,South Miami,1642428.57,1385000.0,7,January
1145,Single Family,Tamarac,398004.44,390000.0,45,January
1147,Single Family,Unincorporated,347177.78,350000.0,9,January
1148,Single Family,Unincorporated County,774818.48,640000.0,303,January
1150,Single Family,Wellington,943570.0,692500.0,50,January
1151,Single Family,West Palm Beach,728468.62,475000.0,109,January
1152,Single Family,West Park,367072.73,350000.0,11,January
1153,Single Family,Westlake,623145.76,647678.0,29,January
1154,Single Family,Weston,982402.63,867500.0,38,January
1155,Single Family,Wilton Manors,874928.57,750000.0,7,January
1156,Single Family,West Miami,665500.0,660000.0,5,January
1157,Single Family,Belle Glade,306800.0,285000.0,5,February
1158,Single Family,Boca Raton,1542677.85,860000.0,177,February
1159,Single Family,Boynton Beach,621553.82,521250.0,166,February
1161,Single Family,Coconut Creek,712889.47,505000.0,19,February
1162,Single Family,Cooper City,739006.06,695000.0,33,February
1163,Single Family,Coral Springs,681001.96,675000.0,51,February
1164,Single Family,Coral Gables,3688650.0,2325000.0,20,February
1165,Single Family,Cutler Bay,658354.55,572500.0,22,February
1166,Single Family,Dania Beach,540088.89,455000.0,18,February
1167,Single Family,Davie,934154.76,682500.0,42,February
1168,Single Family,Deerfield Beach,519868.42,440000.0,38,February
1169,Single Family,Delray Beach,1093929.54,659500.0,109,February
1170,Single Family,Doral,1347500.0,1350000.0,9,February
1172,Single Family,Fort Lauderdale,1445380.58,830000.0,103,February
1173,Single Family,Florida City,515783.33,569900.0,6,February
1174,Single Family,Greenacres,437352.94,380000.0,17,February
1179,Single Family,Hollywood,576388.31,474900.0,77,February
1181,Single Family,Hialeah,539623.81,575000.0,42,February
1183,Single Family,Homestead,487206.9,485500.0,29,February
1185,Single Family,Jupiter,1945972.15,765000.0,71,February
1186,Single Family,Key Biscayne,4735300.0,4000000.0,5,February
1189,Single Family,Lake Worth,547815.33,499995.0,112,February
1190,Single Family,Lantana,405580.0,430000.0,5,February
1193,Single Family,Lauderhill,390300.0,385000.0,21,February
1194,Single Family,Lighthouse Point,1264992.31,880000.0,13,February
1195,Single Family,Loxahatchee,689433.44,665000.0,25,February
1197,Single Family,Margate,402620.97,392500.0,32,February
1198,Single Family,Miramar,623239.29,572000.0,56,February
1199,Single Family,Miami,1784773.49,830000.0,83,February
1200,Single Family,Miami Beach,19508500.0,7932500.0,16,February
1201,Single Family,Miami Gardens,433469.23,479900.0,39,February
1202,Single Family,Miami Lakes,915800.0,800000.0,15,February
1203,Single Family,Miami Shores,1393958.33,1212500.0,12,February
1204,Single Family,Miami Springs,784400.0,851000.0,5,February
1205,Single Family,North Lauderdale,360980.95,355000.0,21,February
1206,Single Family,North Palm Beach,2678073.3,1082500.0,10,February
1208,Single Family,North Miami,758540.0,477000.0,15,February
1209,Single Family,North Miami Beach,476661.54,450000.0,13,February
1210,Single Family,Oakland Park,535172.41,490000.0,29,February
1214,Single Family,Palm Beach,17233125.0,15500000.0,7,February
1215,Single Family,Palm Beach Gardens,1173995.28,758437.5,104,February
1217,Single Family,Palm Springs,356187.5,359750.0,8,February
1218,Single Family,Parkland,967970.27,895000.0,37,February
1219,Single Family,Pembroke Pines,635718.18,630000.0,88,February
1220,Single Family,Plantation,730900.0,570000.0,48,February
1221,Single Family,Pompano Beach,657381.82,484600.0,55,February
1222,Single Family,Palmetto Bay,1194010.44,1142500.0,16,February
1223,Single Family,Pinecrest,2519700.0,2399500.0,10,February
1224,Single Family,Riviera Beach,791992.59,375000.0,27,February
1225,Single Family,Royal Palm Beach,472777.25,499000.0,28,February
1227,Single Family,Sunrise,548252.63,532450.0,38,February
1228,Single Family,South Miami,1814166.67,1282500.0,6,February
1232,Single Family,Tamarac,414332.56,390000.0,43,February
1233,Single Family,Tequesta,1045593.4,902500.0,10,February
1234,Single Family,Unincorporated,434800.0,399000.0,8,February
1235,Single Family,Unincorporated County,773539.6,625000.0,346,February
1237,Single Family,Wellington,988271.7,715000.0,53,February
1238,Single Family,West Palm Beach,713602.86,506000.0,140,February
1239,Single Family,West Park,373955.56,400000.0,9,February
1240,Single Family,Westlake,676291.19,634822.0,16,February
1241,Single Family,Weston,1023890.24,900000.0,41,February
1242,Single Family,Wilton Manors,684837.5,740000.0,16,February
1243,Single Family,West Miami,621200.0,750000.0,5,February
1245,Single Family,Atlantis,749275.0,775000.0,5,March
1247,Single Family,Belle Glade,252000.0,190000.0,5,March
1248,Single Family,Boca Raton,1321890.07,865000.0,241,March
1249,Single Family,Boynton Beach,525322.83,475000.0,221,March
1252,Single Family,Coconut Creek,549053.12,535000.0,32,March
1253,Single Family,Cooper City,710686.05,649500.0,43,March
1254,Single Family,Coral Springs,682606.67,654500.0,90,March
1255,Single Family,Coral Gables,3263454.17,2320000.0,24,March
1256,Single Family,Cutler Bay,649683.87,635000.0,31,March
1257,Single Family,Dania Beach,450325.0,405000.0,16,March
1258,Single Family,Davie,979717.39,735000.0,46,March
1259,Single Family,Deerfield Beach,665266.67,420000.0,51,March
1260,Single Family,Delray Beach,900871.27,605000.0,143,March
1261,Single Family,Doral,1150039.29,960000.0,28,March
1263,Single Family,Fort Lauderdale,1343861.25,682500.0,160,March
1264,Single Family,Florida City,470077.78,485000.0,9,March
1266,Single Family,Greenacres,380203.57,367500.0,28,March
1269,Single Family,Hallandale Beach,481250.0,429500.0,8,March
1272,Single Family,Hollywood,601021.74,529500.0,92,March
1274,Single Family,Hialeah,531649.09,565000.0,55,March
1276,Single Family,Homestead,466941.46,475000.0,41,March
1278,Single Family,Jupiter,1203140.63,717500.0,102,March
1281,Single Family,Lake Clarke Shores,672600.0,615000.0,5,March
1282,Single Family,Lake Park,421812.5,401000.0,8,March
1283,Single Family,Lake Worth,524987.42,522000.0,118,March
1284,Single Family,Lantana,649833.33,415000.0,6,March
1286,Single Family,Lauderdale Lakes,362227.27,347000.0,11,March
1287,Single Family,Lauderhill,413924.0,389900.0,25,March
1288,Single Family,Lighthouse Point,1371200.0,1050000.0,21,March
1289,Single Family,Loxahatchee,615020.0,625000.0,35,March
1292,Single Family,Margate,428457.14,422500.0,42,March
1293,Single Family,Miramar,644970.42,590000.0,71,March
1294,Single Family,Miami,1247230.39,677500.0,102,March
1295,Single Family,Miami Beach,9569481.25,3825000.0,16,March
1296,Single Family,Miami Gardens,417222.78,383300.0,79,March
1298,Single Family,Miami Shores,1345668.42,1250000.0,19,March
1299,Single Family,Miami Springs,626800.0,635000.0,5,March
1300,Single Family,North Lauderdale,367314.29,362500.0,14,March
1301,Single Family,North Palm Beach,2918269.23,770000.0,13,March
1303,Single Family,North Miami,1205519.23,540000.0,26,March
1304,Single Family,North Miami Beach,868990.0,407500.0,10,March
1305,Single Family,Oakland Park,526822.22,480000.0,27,March
1307,Single Family,Opa-Locka,325418.18,294800.0,11,March
1309,Single Family,Palm Beach,15353364.29,14000000.0,7,March
1310,Single Family,Palm Beach Gardens,1174189.94,740000.0,135,March
1312,Single Family,Palm Springs,405815.91,427450.0,11,March
1313,Single Family,Parkland,1346305.56,1147500.0,36,March
1314,Single Family,Pembroke Pines,585041.3,600000.0,92,March
1315,Single Family,Plantation,725701.72,667500.0,58,March
1316,Single Family,Pompano Beach,732498.15,482500.0,54,March
1317,Single Family,Palmetto Bay,1585990.0,1143250.0,20,March
1318,Single Family,Pinecrest,3495411.11,2970000.0,18,March
1319,Single Family,Riviera Beach,753939.18,345000.0,28,March
1320,Single Family,Royal Palm Beach,543149.42,529000.0,43,March
1322,Single Family,Southwest Ranches,2526000.0,1930000.0,5,March
1323,Single Family,Sunrise,483581.03,483000.0,58,March
1328,Single Family,Tamarac,423911.11,390000.0,63,March
1329,Single Family,Tequesta,707272.73,710000.0,11,March
1330,Single Family,Unincorporated,417675.0,475000.0,8,March
1331,Single Family,Unincorporated County,756218.81,630000.0,505,March
1333,Single Family,Wellington,677882.96,600000.0,69,March
1334,Single Family,West Palm Beach,701154.25,517500.0,162,March
1335,Single Family,West Park,378000.0,375000.0,15,March
1336,Single Family,Westlake,690111.62,656250.0,16,March
1337,Single Family,Weston,813501.92,755000.0,52,March
1338,Single Family,Wilton Manors,833743.48,799000.0,23,March
1341,Single Family,Aventura,1170600.0,1108000.0,5,April
1342,Single Family,Belle Glade,330333.33,344000.0,6,April
1343,Single Family,Boca Raton,1443920.07,815000.0,243,April
1344,Single Family,Boynton Beach,579372.32,480000.0,198,April
1348,Single Family,Coconut Creek,635718.75,558250.0,32,April
1349,Single Family,Cooper City,820918.18,750000.0,33,April
1350,Single Family,Coral Springs,701560.23,647500.0,88,April
1351,Single Family,Coral Gables,3430970.27,2275000.0,37,April
1352,Single Family,Cutler Bay,613551.72,585000.0,29,April
1353,Single Family,Dania Beach,710004.17,482000.0,24,April
1354,Single Family,Davie,776700.0,623750.0,58,April
1355,Single Family,Deerfield Beach,560877.55,450000.0,49,April
1356,Single Family,Delray Beach,1231054.64,630000.0,139,April
1357,Single Family,Doral,1052473.68,970000.0,19,April
1359,Single Family,Fort Lauderdale,1707433.33,667500.0,138,April
1360,Single Family,Florida City,452414.29,499900.0,7,April
1361,Single Family,Greenacres,392887.5,342500.0,32,April
1364,Single Family,Hallandale Beach,514640.0,472500.0,10,April
1367,Single Family,Hollywood,695905.77,570000.0,104,April
1368,Single Family,Hypoluxo,958700.0,1096000.0,5,April
1369,Single Family,Hialeah,556907.89,570000.0,38,April
1371,Single Family,Homestead,524246.67,527500.0,30,April
1373,Single Family,Jupiter,1511720.17,785000.0,133,April
1378,Single Family,Lake Worth,559598.22,495000.0,139,April
1379,Single Family,Lantana,1491666.67,567500.0,6,April
1381,Single Family,Lauderdale Lakes,419285.71,415000.0,7,April
1382,Single Family,Lauderhill,396031.25,402500.0,32,April
1383,Single Family,Lighthouse Point,1896636.36,1683000.0,11,April
1384,Single Family,Loxahatchee,694611.31,642500.0,36,April
1386,Single Family,Mangonia Park,334660.0,352000.0,6,April
1387,Single Family,Margate,398023.26,385000.0,43,April
1388,Single Family,Miramar,693741.24,590000.0,97,April
1389,Single Family,Miami,1359165.31,735000.0,98,April
1390,Single Family,Miami Beach,6688846.43,2680000.0,28,April
1391,Single Family,Miami Gardens,455651.02,465000.0,49,April
1392,Single Family,Miami Lakes,816852.94,805000.0,17,April
1393,Single Family,Miami Shores,2311650.0,1120000.0,10,April
1394,Single Family,Miami Springs,760027.83,713750.0,6,April
1395,Single Family,North Lauderdale,383738.89,385000.0,36,April
1396,Single Family,North Palm Beach,2559742.11,1500000.0,19,April
1398,Single Family,North Miami,1016664.29,477500.0,14,April
1399,Single Family,North Miami Beach,976222.22,765000.0,9,April
1400,Single Family,Oakland Park,490702.86,434000.0,35,April
1402,Single Family,Opa-Locka,377175.0,343500.0,8,April
1404,Single Family,Palm Beach,17046904.55,14000000.0,11,April
1405,Single Family,Palm Beach Gardens,1134082.61,755000.0,138,April
1406,Single Family,Palm Springs,394727.27,410000.0,11,April
1407,Single Family,Parkland,1303270.73,1250000.0,41,April
1409,Single Family,Pembroke Pines,641296.74,610500.0,92,April
1410,Single Family,Plantation,691323.08,655000.0,65,April
1411,Single Family,Pompano Beach,631574.63,510000.0,67,April
1412,Single Family,Palmetto Bay,1386377.27,1137500.0,22,April
1413,Single Family,Pinecrest,2593541.18,2150000.0,17,April
1414,Single Family,Riviera Beach,587465.97,324850.0,32,April
1415,Single Family,Royal Palm Beach,471539.85,510000.0,34,April
1418,Single Family,Sunrise,465956.86,480000.0,51,April
1419,Single Family,South Miami,1046350.0,1050000.0,6,April
1422,Single Family,Tamarac,410446.67,390000.0,45,April
1423,Single Family,Tequesta,1702808.62,830000.0,8,April
1424,Single Family,Unincorporated,383300.0,404500.0,10,April
1425,Single Family,Unincorporated County,722117.83,635000.0,471,April
1427,Single Family,Wellington,842850.85,645000.0,59,April
1428,Single Family,West Palm Beach,725524.97,490000.0,192,April
1429,Single Family,West Park,414318.75,420000.0,16,April
1430,Single Family,Westlake,622940.17,580000.0,12,April
1431,Single Family,Weston,1056677.08,887500.0,48,April
1432,Single Family,Wilton Manors,924177.27,805500.0,22,April
1437,Single Family,Boca Raton,1522500.91,775000.0,169,May
1438,Single Family,Boynton Beach,600131.29,540000.0,139,May
1441,Single Family,Coconut Creek,535983.33,525000.0,24,May
1442,Single Family,Cooper City,710029.17,650000.0,24,May
1443,Single Family,Coral Springs,712058.75,670000.0,80,May
1444,Single Family,Coral Gables,2904045.16,2530000.0,31,May
1445,Single Family,Cutler Bay,669668.75,642000.0,16,May
1446,Single Family,Dania Beach,464169.23,500000.0,13,May
1447,Single Family,Davie,978874.32,770000.0,74,May
1448,Single Family,Deerfield Beach,559420.93,475000.0,43,May
1449,Single Family,Delray Beach,1088766.3,720000.0,91,May
1450,Single Family,Doral,993821.05,855000.0,19,May
1452,Single Family,Fort Lauderdale,927573.44,634500.0,128,May
1453,Single Family,Florida City,467983.33,457000.0,6,May
1455,Single Family,Greenacres,360235.44,332500.0,25,May
1457,Single Family,Hallandale Beach,602100.0,540000.0,10,May
1460,Single Family,Hollywood,626349.11,537500.0,112,May
1461,Single Family,Hypoluxo,573866.67,445250.0,6,May
1462,Single Family,Hialeah,563140.0,575000.0,45,May
1464,Single Family,Homestead,521176.0,515000.0,25,May
1466,Single Family,Jupiter,1392337.88,782500.0,66,May
1468,Single Family,Lake Clarke Shores,821276.0,800000.0,5,May
1470,Single Family,Lake Worth,527750.86,510000.0,91,May
1471,Single Family,Lantana,1238380.0,455900.0,5,May
1473,Single Family,Lauderdale Lakes,436777.78,445000.0,9,May
1474,Single Family,Lauderhill,417452.78,423500.0,36,May
1475,Single Family,Lighthouse Point,1756115.79,1331800.0,19,May
1476,Single Family,Loxahatchee,700669.23,600000.0,26,May
1478,Single Family,Margate,402664.1,384900.0,39,May
1479,Single Family,Miramar,577311.39,525000.0,79,May
1480,Single Family,Miami,1335533.33,745000.0,84,May
1481,Single Family,Miami Beach,3808600.0,3550000.0,15,May
1482,Single Family,Miami Gardens,442882.93,440000.0,41,May
1483,Single Family,Miami Lakes,989000.0,908000.0,8,May
1484,Single Family,Miami Shores,1250833.33,1215000.0,6,May
1485,Single Family,Miami Springs,830388.89,775000.0,9,May
1486,Single Family,North Lauderdale,375507.69,362200.0,13,May
1487,Single Family,North Palm Beach,2991800.37,1637500.0,19,May
1489,Single Family,North Miami,938283.33,600000.0,12,May
1490,Single Family,North Miami Beach,1216195.0,490000.0,20,May
1491,Single Family,Oakland Park,597046.88,502500.0,32,May
1493,Single Family,Opa-Locka,352000.0,345000.0,5,May
1495,Single Family,Palm Beach,8874436.3,7487500.0,10,May
1496,Single Family,Palm Beach Gardens,987385.96,662250.0,78,May
1498,Single Family,Palm Springs,320709.33,324950.0,6,May
1499,Single Family,Parkland,1319966.0,1070000.0,50,May
1501,Single Family,Pembroke Pines,610802.75,590000.0,109,May
1502,Single Family,Plantation,918871.93,700000.0,57,May
1503,Single Family,Pompano Beach,704604.48,477800.0,67,May
1504,Single Family,Palmetto Bay,1275738.89,1200000.0,18,May
1505,Single Family,Pinecrest,3348084.62,2300100.0,13,May
1506,Single Family,Riviera Beach,744713.84,375000.0,19,May
1507,Single Family,Royal Palm Beach,2856549.62,617000.0,48,May
1508,Single Family,Southwest Ranches,2060714.29,1675000.0,7,May
1509,Single Family,Sunrise,472108.0,497500.0,50,May
1510,Single Family,South Miami,1662333.33,772500.0,6,May
1513,Single Family,Tamarac,435316.67,399500.0,36,May
1515,Single Family,Unincorporated,453400.0,440000.0,5,May
1516,Single Family,Unincorporated County,724304.89,650000.0,368,May
1517,Single Family,Wellington,842389.9,679500.0,49,May
1518,Single Family,West Palm Beach,898321.8,465000.0,139,May
1519,Single Family,West Park,410522.22,435500.0,18,May
1520,Single Family,Westlake,614600.0,610000.0,5,May
1521,Single Family,Weston,1177638.89,924000.0,54,May
1522,Single Family,Wilton Manors,785616.67,755000.0,18,May
1527,Single Family,Cooper City,954416.67,740000.0,12,June
1528,Single Family,Coral Springs,747975.0,675000.0,28,June
1531,Single Family,Davie,2471270.59,775000.0,17,June
1532,Single Family,Deerfield Beach,458050.0,477500.0,8,June
1535,Single Family,Fort Lauderdale,847264.71,540000.0,17,June
1537,Single Family,Hollywood,654721.88,532000.0,32,June
1543,Single Family,Lauderhill,435500.0,412000.0,6,June
1544,Single Family,Lighthouse Point,3309066.67,2717500.0,6,June
1545,Single Family,Margate,416570.0,423900.0,10,June
1546,Single Family,Miramar,775247.62,605000.0,21,June
1550,Single Family,North Lauderdale,356100.0,350000.0,5,June
1551,Single Family,Oakland Park,567409.09,455000.0,11,June
1553,Single Family,Parkland,1368846.15,1165000.0,13,June
1554,Single Family,Pembroke Pines,586248.0,468000.0,25,June
1555,Single Family,Plantation,671752.63,673000.0,19,June
1556,Single Family,Pompano Beach,606856.25,439000.0,16,June
1560,Single Family,Sunrise,462881.82,525000.0,11,June
1562,Single Family,Tamarac,456662.5,425800.0,16,June
1564,Single Family,Unincorporated County,734845.45,575050.0,22,June
1568,Single Family,Weston,1815357.14,1152500.0,14,June
1569,Single Family,Wilton Manors,873166.67,819500.0,6,June
1572,Vacant Residential,Boynton Beach,1316450.0,1390886.0,12,January
1574,Vacant Residential,Dania Beach,534948.0,660792.0,8,January
1575,Vacant Residential,Delray Beach,2807799.67,1934556.0,9,January
1576,Vacant Residential,Fort Lauderdale,2840666.67,2000000.0,6,January
1577,Vacant Residential,Florida City,4133147.54,4200000.0,61,January
1584,Vacant Residential,Homestead,1812308.33,638500.0,12,January
1588,Vacant Residential,Loxahatchee,1503717.5,1684217.5,6,January
1589,Vacant Residential,Miami,3241900.0,2500000.0,9,January
1597,Vacant Residential,Palm Beach Gardens,1281472.0,1067469.5,18,January
1599,Vacant Residential,Pompano Beach,385600.0,455000.0,5,January
1604,Vacant Residential,Unincorporated County,1336126.92,702650.0,26,January
1606,Vacant Residential,West Palm Beach,1670000.0,330000.0,8,January
1607,Vacant Residential,Westlake,592627.05,441454.0,19,January
1609,Vacant Residential,,2664101.7,2448000.0,43,January
1610,Vacant Residential,Boca Raton,2356745.27,2339406.0,15,February
1611,Vacant Residential,Boynton Beach,1448774.6,1416120.0,25,February
1616,Vacant Residential,Dania Beach,854818.18,748500.0,11,February
1619,Vacant Residential,Delray Beach,860505.5,863562.0,10,February
1624,Vacant Residential,Homestead,3649016.95,1115900.0,59,February
1628,Vacant Residential,Loxahatchee,1207025.67,1698381.0,21,February
1630,Vacant Residential,Miami,855833.33,712500.0,6,February
1631,Vacant Residential,Miami Beach,1289531.25,1184500.0,48,February
1633,Vacant Residential,Palm Beach Gardens,1230721.33,1145506.5,42,February
1635,Vacant Residential,Pembroke Pines,657428.57,720000.0,7,February
1636,Vacant Residential,Pompano Beach,514942.86,458000.0,7,February
1639,Vacant Residential,Unincorporated County,5388798.68,6462000.0,76,February
1641,Vacant Residential,West Palm Beach,1354949.6,370000.0,5,February
1642,Vacant Residential,Westlake,616366.9,553226.0,41,February
1643,Vacant Residential,,1844413.64,1952000.0,59,February
1644,Vacant Residential,Boca Raton,2107519.43,1823900.0,28,March
1645,Vacant Residential,Boynton Beach,1442723.77,1432453.0,31,March
1647,Vacant Residential,Dania Beach,553200.0,668200.0,5,March
1649,Vacant Residential,Delray Beach,6225066.88,1050000.0,17,March
1651,Vacant Residential,Fort Lauderdale,2147656.25,1055000.0,16,March
1652,Vacant Residential,Florida City,2140166.67,3466400.0,30,March
1656,Vacant Residential,Homestead,1363365.45,676100.0,55,March
1659,Vacant Residential,Lake Worth,784941.18,972000.0,17,March
1661,Vacant Residential,Loxahatchee,1516988.76,1782065.0,25,March
1662,Vacant Residential,Miami,2473000.0,2275000.0,11,March
1663,Vacant Residential,Miami Beach,1731497.33,1075000.0,75,March
1668,Vacant Residential,Palm Beach Gardens,23451143.4,39530000.0,116,March
1670,Vacant Residential,Pembroke Pines,730545.45,733000.0,11,March
1672,Vacant Residential,Pompano Beach,484666.67,459000.0,12,March
1679,Vacant Residential,Unincorporated County,1038732.14,530000.0,56,March
1680,Vacant Residential,West Palm Beach,966122.22,575000.0,9,March
1682,Vacant Residential,Westlake,616503.34,607740.5,50,March
1685,Vacant Residential,,2266990.59,2274000.0,34,March
1687,Vacant Residential,Boca Raton,1904383.26,1917255.0,31,April
1688,Vacant Residential,Boynton Beach,1806281.82,1500000.0,33,April
1693,Vacant Residential,Delray Beach,4250437.75,1093025.0,8,April
1694,Vacant Residential,Fort Lauderdale,2175833.33,1860000.0,12,April
1695,Vacant Residential,Florida City,308242.86,263800.0,7,April
1699,Vacant Residential,Homestead,4202568.87,5172200.0,106,April
1700,Vacant Residential,Jupiter,3952160.0,999000.0,5,April
1701,Vacant Residential,Lake Worth,625983.77,651493.0,13,April
1704,Vacant Residential,Loxahatchee,1328950.58,1505808.0,19,April
1706,Vacant Residential,Miami,1225625.0,1037500.0,8,April
1707,Vacant Residential,Miami Beach,2010212.5,963000.0,24,April
1717,Vacant Residential,Palm Beach Gardens,1599706.57,1329482.5,44,April
1718,Vacant Residential,Pembroke Pines,741700.0,739000.0,5,April
1720,Vacant Residential,Pompano Beach,3035733.33,474000.0,6,April
1726,Vacant Residential,Unincorporated County,952972.34,600000.0,47,April
1728,Vacant Residential,West Palm Beach,1326611.11,500000.0,9,April
1730,Vacant Residential,Westlake,660840.95,636301.0,43,April
1732,Vacant Residential,,1359587.27,1007400.0,22,April
1733,Vacant Residential,Boca Raton,1889572.3,1947912.0,20,May
1734,Vacant Residential,Boynton Beach,1323426.24,1309467.0,17,May
1736,Vacant Residential,Coral Gables,24897200.0,37500000.0,5,May
1737,Vacant Residential,Dania Beach,650911.76,618100.0,17,May
1739,Vacant Residential,Delray Beach,1186767.5,1111205.0,14,May
1740,Vacant Residential,Fort Lauderdale,1892222.22,1300000.0,9,May
1741,Vacant Residential,Florida City,3547580.95,4301200.0,42,May
1743,Vacant Residential,Homestead,2831054.71,748300.0,92,May
1745,Vacant Residential,Lake Worth,613142.47,538140.0,19,May
1747,Vacant Residential,Loxahatchee,2186575.52,2890384.0,23,May
1749,Vacant Residential,Miami,1786500.0,1775000.0,6,May
1750,Vacant Residential,Miami Beach,2572200.0,1125000.0,20,May
1753,Vacant Residential,Oakland Park,736800.0,828750.0,6,May
1755,Vacant Residential,Palm Beach Gardens,1488397.12,1323834.5,34,May
1756,Vacant Residential,Pembroke Pines,680833.33,678000.0,6,May
1757,Vacant Residential,Pompano Beach,472414.29,467000.0,7,May
1762,Vacant Residential,Unincorporated County,1878454.1,829000.0,61,May
1765,Vacant Residential,Westlake,590733.77,607778.5,48,May
1767,Vacant Residential,,1916300.0,1079000.0,5,May
