Entity,State,Summary,story_link,additional_links
Northwest MLS,Washington,"In 2019, the Northwest MLS, which covers Seattle and surrounding areas, eliminated the requirement that a seller offer compensation to the buyer’s broker, and amended its rules to allow listing brokers to publish the commission amount a seller is offering the buyer's broker. In 2022, the Northwest MLS again changed its rules, requiring that the compensation the seller was offering the buyer broker be ""prominently stated"" on the first page of the purchase and sale agreement.",,https://www.nwmls.com/northwest-multiple-listing-service-again-updates-rules-and-forms-to-enhance-transparency-and-flexibility-for-brokers-and-consumers/
