17162050160000,73994803,153660763,-79665960,-1.076642639,5-91,South Chicago,10 S DEARBORN ST
17223220030000,64731240,132239803,-67508563,-1.04290545,5-91,South Chicago,350 E CERMAK RD
17103160270000,120603171,161302041,-40698870,-0.3374610275,5-91,South Chicago,200 E RANDOLPH ST
17161210036002,46647748,87184986,-40537238,-0.8690073956,5-91,West Chicago,300 S RIVERSIDE PLZ
17161040076002,30071690,65508567,-35436877,-1.178413219,5-91,West Chicago,120 S RIVERSIDE PLZ
17101370130000,35006321,66408613,-31402292,-0.8970463363,5-91,North Chicago,401 N MICHIGAN AVE
17162270270000,48359712,79556484,-31196772,-0.6450983827,5-91,South Chicago,320 S FRANKLIN ST
17161030150000,59771005,89780496,-30009491,-0.5020743921,5-91,West Chicago,500 W MONROE ST
17161040056002,39260167,65492968,-26232801,-0.6681785383,5-91,West Chicago,10 S RIVERSIDE PLZ
17161300010000,60716206,85416811,-24700605,-0.4068206271,7-91,West Chicago,433 W VAN BUREN ST
17094560190000,32579287,55744314,-23165027,-0.7110354195,5-91,South Chicago,200 W MADISON ST
17102150790000,37556764,55775891,-18219127,-0.4851090738,5-91,North Chicago,454 N COLUMBUS DR
17094120140000,42647995,57682693,-15034698,-0.3525300076,5-91,South Chicago,333 W WACKER DR
17162140020000,40679387,55597010,-14917623,-0.3667120893,5-91,South Chicago,200 S WACKER DR
17094560010000,19166738,33941759,-14775021,-0.7708677919,5-91,South Chicago,1 N FRANKLIN ST
17093260040000,115786102,126498120,-10712018,-0.0925155767,5-91,West Chicago,400 W LAKE ST
17093060360000,86861559,97289285,-10427726,-0.1200499521,5-91,West Chicago,444 W LAKE ST
17094260320000,74272346,84626019,-10353673,-0.1394014537,5-91,South Chicago,35 W WACKER DR
17094170030000,31032887,40847393,-9814506,-0.3162614551,5-91,South Chicago,222 N LA SALLE ST
17103040190000,40149408,49165143,-9015735,-0.2245546186,5-91,South Chicago,205 N MICHIGAN AVE
17031050160000,11692851,20592374,-8899523,-0.761108048,3-97,North Chicago,1350 E SCHILLER ST
17084110010000,40448722,49317996,-8869274,-0.2192720452,5-91,West Chicago,1000 W FULTON ST
17161080300000,42124645,50243162,-8118517,-0.1927260633,5-91,West Chicago,525 W MONROE ST
17102120370000,18500001,26093185,-7593184,-0.4104423562,3-97,North Chicago,240 E ILLINOIS ST
17103130030000,135174764,142577553,-7402789,-0.05476457869,5-91,South Chicago,130 E RANDOLPH ST
17342210010000,4019439,11366068,-7346629,-1.827774722,3-91,South Chicago,400 E 32ND ST
17093340050000,19604251,26934330,-7330079,-0.3739025276,5-91,West Chicago,100 N RIVERSIDE ST
17102190480000,12195243,19300699,-7105456,-0.5826416087,3-97,North Chicago,455 N PARK DR
17093410160000,29906626,37003319,-7096693,-0.2372950061,5-91,West Chicago,540 W MADISON ST
17342210020000,4006012,11036838,-7030826,-1.755068632,3-91,South Chicago,400 E 33RD ST
17151030050000,10199247,17219630,-7020383,-0.6883236576,5-91,South Chicago,104 S MICHIGAN AVE
17094560020000,9049430,16002381,-6952951,-0.7683302705,5-91,South Chicago,1 N FRANKLIN ST
17153050520000,1467141,8182079,-6714938,-4.576886611,5-29,South Chicago,800 S MICHIGAN AVE
17094460160000,15857108,22564745,-6707637,-0.423005065,5-91,South Chicago,120 N LA SALLE ST
17093340046002,17515028,24147004,-6631976,-0.3786448985,5-91,West Chicago,420 W WASHINGTON ST
17104000360000,9624800,16154905,-6530105,-0.6784665655,3-91,South Chicago,400 E SOUTH WATER ST
17093410140000,27470548,33991832,-6521284,-0.2373918423,5-91,West Chicago,30 N CLINTON ST
17162000220000,74265850,80705908,-6440058,-0.08671627673,5-91,South Chicago,30 S WACKER DR
17342180520000,3763332,10200948,-6437616,-1.710616018,3-91,South Chicago,533 E 33RD PL
17162430330000,10319683,16619679,-6299996,-0.6104834809,5-91,South Chicago,427 S LA SALLE ST
17161120060000,11738632,17929470,-6190838,-0.5273900741,5-91,West Chicago,555 W ADAMS ST
17162000230000,71007079,77179706,-6172627,-0.08692974119,5-91,South Chicago,30 S WACKER DR
17103160360000,8452733,14381413,-5928680,-0.7013920823,3-91,South Chicago,233 E WACKER DR
17094280010000,53501938,59359653,-5857715,-0.1094860339,5-91,South Chicago,191 N WACKER DR
17094560030000,8132503,13907133,-5774630,-0.7100679828,5-91,South Chicago,200 W MADISON ST
17094290180000,54852903,60548495,-5695592,-0.1038339211,5-91,South Chicago,155 N WACKER DR
17102210020000,11529807,17136000,-5606193,-0.4862347652,3-97,North Chicago,353 E NORTH WATER ST
17032230320000,8324055,13738827,-5414772,-0.6504969033,3-91,North Chicago,1 E CHESTNUT ST
17104010070000,14171360,19559531,-5388171,-0.3802155192,3-97,South Chicago,260 E RANDOLPH ST
17044400260000,4566779,9950477,-5383698,-1.178882972,3-91,North Chicago,100 W CHESTNUT ST
17164110130000,11482924,16424930,-4942006,-0.4303787084,3-91,South Chicago,821 S SHERMAN ST
17162420170000,9710181,14648502,-4938321,-0.5085714674,5-91,South Chicago,400 S LA SALLE ST
17164160140000,5758988,10663060,-4904072,-0.8515510017,3-91,South Chicago,150 W ROOSEVELT RD
17162150020000,14935027,19809788,-4874761,-0.3263978699,5-91,South Chicago,250 S WACKER DR
17032200250000,22544020,27246419,-4702399,-0.2085874214,5-97,North Chicago,875 N MICHIGAN AVE
17032200300000,22489599,27178951,-4689352,-0.2085120326,5-97,North Chicago,875 N MICHIGAN AVE
17044140300000,4823539,9374894,-4551355,-0.9435717219,3-91,North Chicago,1101 N DEARBORN ST
17032040020000,1483496,6030594,-4547098,-3.065123195,5-97,North Chicago,21 E BELLEVUE PL
17032040010000,1252840,5799938,-4547098,-3.62943233,5-97,North Chicago,21 E BELLEVUE PL
17103040170000,37971478,42502531,-4531053,-0.1193278018,5-91,South Chicago,225 N MICHIGAN AVE
17102190250000,9410538,13907924,-4497386,-0.477909552,3-97,North Chicago,455 E ILLINOIS ST
17102180140000,14572014,19041613,-4469599,-0.3067248632,5-22,North Chicago,514 N PESHTIGO CT
17092620230000,16429772,20861814,-4432042,-0.2697567562,5-91,North Chicago,28 W KINZIE ST
17102120360000,8897829,13310454,-4412625,-0.4959215332,3-91,North Chicago,200 E ILLINOIS ST
17091150120000,7104734,11338892,-4234158,-0.5959629171,3-91,North Chicago,425 W CHICAGO AVE
17094000370000,11963012,16190765,-4227753,-0.3534020529,3-91,North Chicago,343 W WOLF POINT  PLAZA
17094170050000,13630176,17834705,-4204529,-0.308472099,5-91,South Chicago,222 N LA SALLE ST
17103180610000,11605952,15764285,-4158333,-0.3582931413,3-91,South Chicago,345 E WACKER DR
17044130150000,4118492,8239579,-4121087,-1.000630085,3-91,North Chicago,1130 N DEARBORN ST
17092430220000,7437357,11532737,-4095380,-0.550649915,3-97,North Chicago,320 W ILLINOIS ST
17094210120000,18970221,23048171,-4077950,-0.2149658668,5-91,South Chicago,77 W WACKER DR
17094180180000,4759052,8831268,-4072216,-0.8556779796,3-97,South Chicago,201 N WELLS ST
17093050450000,8675865,12678767,-4002902,-0.46138362,3-91,West Chicago,300 N CANAL ST
17162270250000,9295160,13294747,-3999587,-0.4302870526,5-91,South Chicago,311 S WACKER DR
17094130020000,8311648,12281436,-3969788,-0.4776174352,5-91,South Chicago,225 W WACKER DR
17094150010000,8000148,11969936,-3969788,-0.49621432,5-91,South Chicago,223 W LAKE ST
17032160230000,7202115,11163738,-3961623,-0.5500638354,3-97,North Chicago,1 E DELAWARE PL
17151000730000,12529217,16471275,-3942058,-0.3146292382,5-97,South Chicago,60 S STATE ST
17103180710000,16111801,20003014,-3891213,-0.2415132238,5-97,South Chicago,225 N COLUMBUS DR
17103030420000,9472908,13322329,-3849421,-0.4063610667,3-91,South Chicago,201 N GARLAND CT
17102100260000,16115001,19865990,-3750989,-0.2327638081,5-97,North Chicago,541 N FAIRBANKS CT
17102080110000,5284827,8906452,-3621625,-0.685287333,3-97,North Chicago,420 E OHIO ST
17162010120000,45768161,49366853,-3598692,-0.07862872183,5-91,South Chicago,300 W MONROE ST
17164110150000,9282517,12862968,-3580451,-0.385719843,3-91,South Chicago,900 S CLARK ST
17092130280000,12559560,16106606,-3547046,-0.2824180146,3-97,North Chicago,1 W SUPERIOR ST
17162010070000,16378190,19910784,-3532594,-0.2156889131,5-91,South Chicago,303 W MADISON ST
17161080310000,17973113,21452477,-3479364,-0.1935871655,5-91,West Chicago,525 W MONROE ST
17044130100000,2846227,6292000,-3445773,-1.210645883,3-91,North Chicago,1100 N DEARBORN ST
17151000690000,10391560,13813262,-3421702,-0.3292770287,5-97,South Chicago,60 S STATE ST
