|URL|URL_2|HED|DEK|ADDRESS|description_link|PUB_YEAR|geo_address|loc|point|lat|lon|altitude
0|https://therealdeal.com/chicago/?p=317106|https://therealdeal.com/chicago/?p=317106|Real estate’s diversity problem|An entrenched culture marked by privately held family firms has largely blocked out minorities and made sexism a norm|108 Leonard Street|"<a href=""https://therealdeal.com/chicago/?p=317106"" target=""_blank"" rel=""noopener noreferrer"">For both Hollywood</a> and NYC real estate, January marks the self-congratulatory awards season, when the most talented and highest-paid stars come together to put on a feel-good, well-oiled show. But disruptions can happen."|2017|108 Leonard Street Chicago, IL|N Leonard Ave, Chicago, IL, USA|(41.9872007, -87.7682537, 0.0)|41.9872007|-87.7682537|0.0
1|https://therealdeal.com/chicago/?p=350083|https://therealdeal.com/chicago/?p=350083|An insider’s guide to real estate syndication|How the popular investment model works, and who you need to know to get it done|432 Park Avenue|"<a href=""https://therealdeal.com/chicago/?p=350083"" target=""_blank"" rel=""noopener noreferrer"">TRD Special</a> Report:When the equity for what would become New York City’s tallest residential skyscraper came together, it looked less like a partnership than a billionaire boys club."|2017|432 Park Avenue Chicago, IL|N North Park Avenue, Chicago, IL, USA|(41.9106866, -87.636645, 0.0)|41.9106866|-87.636645|0.0
2|https://therealdeal.com/chicago/?p=302451|https://therealdeal.com/chicago/?p=302451|Highgate: The quiet hotel powerhouse|As investors in the sector retreat, Highgate has doubled down, becoming Manhattan’s most active (and under-the-radar) buyer|650 Madison Avenue|"<a href=""https://therealdeal.com/chicago/?p=302451"" target=""_blank"" rel=""noopener noreferrer"">Those who grew up in</a> the 1980s will no doubt remember the catchy jingle about the Milford Plaza Hotel — aka the Lullaby of Broadway."|3024|650 Madison Avenue Chicago, IL|650 W Madison St, Chicago, IL 60661, USA|(41.8821492, -87.64469369999999, 0.0)|41.8821492|-87.64469369999999|0.0
3|https://therealdeal.com/chicago/?p=122962|https://therealdeal.com/chicago/?p=122962|Flagship Apple store on North Michigan could fetch up to $175M: report|Walton Street Capital wants to unload the retail portion of its office tower|401 North Michigan Avenue|"<a href=""https://therealdeal.com/chicago/?p=122962"" target=""_blank"" rel=""noopener noreferrer"">A little less than a</a> year ago, Walton Street Capital acquired 401 North Michigan Avenue for $370 million, adding the office tower on the Magnificent Mile to its global real estate portfolio."|2018|401 North Michigan Avenue Chicago, IL|401 N Michigan Ave, Chicago, IL 60606, USA|(41.88955600000001, -87.6230294, 0.0)|41.88955600000001|-87.6230294|0.0
4|https://therealdeal.com/chicago/?p=123010|https://therealdeal.com/chicago/?p=123010|Drugmaker Depomed shifts headquarters to Lake Forest|The new space is in an office park alongside other pharmaceutical firms|100 South Saunders Road|"<a href=""https://therealdeal.com/chicago/?p=123010"" target=""_blank"" rel=""noopener noreferrer"">Depomed, a maker of</a> pain medications, is moving its headquarters to north suburban Lake Forest, taking space in an office park alongside other pharmaceutical companies."|2018|100 South Saunders Road Chicago, IL|100 Saunders Rd, Lake Forest, IL 60045, USA|(42.238585, -87.8989811, 0.0)|42.238585|-87.8989811|0.0
5|https://therealdeal.com/chicago/?p=123454|https://therealdeal.com/chicago/?p=123454|McDonald’s HQ neighbors look to benefit from Fulton Market boom|Sterling Bay is among property owners seeking to cash in|110 North Carpenter Street|"<a href=""https://therealdeal.com/chicago/?p=123454"" target=""_blank"" rel=""noopener noreferrer"">Two properties are</a> for sale near the new McDonald’s headquarters in the booming Fulton Market district, including one that’s home to the offices of Sterling Bay, developers of the burger giant’s new corporate home."|2018|110 North Carpenter Street Chicago, IL|110 N Carpenter St, Chicago, IL 60607, USA|(41.8836316, -87.6534805, 0.0)|41.8836316|-87.6534805|0.0
6|https://therealdeal.com/chicago/?p=123885|https://therealdeal.com/chicago/?p=123885|GlenStar sues city over stalled Northwest Side apartment project|Developer charges Aldermen shelved the plan because it includes affordable housing|8535 West Higgins Road|"<a href=""https://therealdeal.com/chicago/?p=123885"" target=""_blank"" rel=""noopener noreferrer"">GlenStar Properties</a> is suing the city for blocking its plan to build a 299-unit apartment complex on the Northwest Side. The developer says a City Council committee has shelved the plan because the local alderman objects to its affordable housing component."|2018|8535 West Higgins Road Chicago, IL|8535 W Higgins Rd, Chicago, IL 60631, USA|(41.9857732, -87.8411265, 0.0)|41.9857732|-87.8411265|0.0
7|https://therealdeal.com/chicago/?p=123902|https://therealdeal.com/chicago/?p=123902|American Bar Association renews large lease at 321 North Clark|The building is owned by a JV between Diversified Real Estate Capital and American Realty Advisors|321 North Clark Street|"<a href=""https://therealdeal.com/chicago/?p=123902"" target=""_blank"" rel=""noopener noreferrer"">Hines has renewed</a> the American Bar Association’s lease at 321 North Clark Street."|2018|321 North Clark Street Chicago, IL|321 North Clark, 321 N Clark St, Chicago, IL 60654, USA|(41.8882322, -87.630592, 0.0)|41.8882322|-87.630592|0.0
8|https://therealdeal.com/chicago/?p=123978|https://therealdeal.com/chicago/?p=123978|Equity Residential COO arrested for bringing gun to TSA checkpoint at O’Hare|David Santee said he forgot the gun was in his carry-on: Prosecutors|300 to be released from custody.Assistant St|"<a href=""https://therealdeal.com/chicago/?p=123978"" target=""_blank"" rel=""noopener noreferrer"">A Cook County</a> prosecutor said Equity Residential COO David Santee brought a loaded handgun to a TSA checkpoint at O’Hare International Airport and was arrested early Friday morning."|2018|300 to be released from custody.Assistant St Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
9|https://therealdeal.com/chicago/?p=124162|https://therealdeal.com/chicago/?p=124162|Taris Real Estate lands $23 million loan for envelope-pushing West Loop condo project|The project contains a penthouse that broke a pricing record for the neighborhood|900 West Washington Boulevard|"<a href=""https://therealdeal.com/chicago/?p=124162"" target=""_blank"" rel=""noopener noreferrer"">Taris Real Estate</a> just got a $23 million shot in the arm for its condo project at 900 West Washington Boulevard in the West Loop."|2018|900 West Washington Boulevard Chicago, IL|900 W Washington Blvd, Chicago, IL 60607, USA|(41.8833576, -87.65002229999999, 0.0)|41.8833576|-87.65002229999999|0.0
10|https://therealdeal.com/chicago/?p=124150|https://therealdeal.com/chicago/?p=124150|A group of investors are taking over the landmark Delaware Building|Led by attorney Steven DeGraff, the new owners could redevelop the property for co-working or housing|36 West Randolph Street|"<a href=""https://therealdeal.com/chicago/?p=124150"" target=""_blank"" rel=""noopener noreferrer"">An investment group</a> has taken control of the landmark Delaware Building nearly three years after filing a foreclosure suit against the previous owner, county records show."|2018|36 West Randolph Street Chicago, IL|36 W Randolph St, Chicago, IL 60601, USA|(41.8845976, -87.6291814, 0.0)|41.8845976|-87.6291814|0.0
11|https://therealdeal.com/chicago/?p=124222|https://therealdeal.com/chicago/?p=124222|Chicago joint venture moves forward with East Hollywood campus conversion project|Co-working company Second Home will anchor the 90K sf space|1370 St. Andrews Place|"<a href=""https://therealdeal.com/chicago/?p=124222"" target=""_blank"" rel=""noopener noreferrer"">A master permit for</a> the entire project has yet to be issued, according to records."|2018|1370 St. Andrews Place Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
12|https://therealdeal.com/chicago/?p=124238|https://therealdeal.com/chicago/?p=124238|MCZ Development sues Streeterville condo board over attempts to thwart purchases|The board didn’t like MCZ gobbling up units; MCZ didn’t like the board evicting residents|540 North Lake Shore Drive|"<a href=""https://therealdeal.com/chicago/?p=124238"" target=""_blank"" rel=""noopener noreferrer"">MCZ Development is</a> suing a Streeterville condo board over rules changes it claims are aimed at thwarting the firm’s attempts to buy units in the building."|2018|540 North Lake Shore Drive Chicago, IL|540 Lake Shore Dr., Chicago, IL 60611, USA|(41.8924498, -87.6152054, 0.0)|41.8924498|-87.6152054|0.0
13|https://therealdeal.com/chicago/?p=124290|https://therealdeal.com/chicago/?p=124290|Related, Tucker propose haircut for high-rise in Fulton Market|The change would preserve the square footage of the project’s original design|900 West Randolph Street|"<a href=""https://therealdeal.com/chicago/?p=124290"" target=""_blank"" rel=""noopener noreferrer"">Sometimes less is</a> the same."|2018|900 West Randolph Street Chicago, IL|900 W Randolph St, Chicago, IL 60607, USA|(41.8846414, -87.650213, 0.0)|41.8846414|-87.650213|0.0
14|https://therealdeal.com/chicago/?p=124326|https://therealdeal.com/chicago/?p=124326|ZOM, Verde can begin work on 357-unit Union West complex|The partnership with Verde Communities will develop 2 towers in the West Loop|933 West Washington Boulevard|"<a href=""https://therealdeal.com/chicago/?p=124326"" target=""_blank"" rel=""noopener noreferrer"">The city has granted</a> a demolition permit for the planned Union West apartment complex in the West Loop, clearing the way for construction to start on the large project."|2018|933 West Washington Boulevard Chicago, IL|933 W Washington Blvd, Chicago, IL 60606, USA|(41.8829747, -87.6510552, 0.0)|41.8829747|-87.6510552|0.0
15|https://therealdeal.com/chicago/?p=124370|https://therealdeal.com/chicago/?p=124370|Angelo Gordon picks up office complex near O’Hare for $148M|The Presidents Plaza deal is the first buy in the submarket for the NY-based firm|8600 and 8700 West Bryn Mawr Avenue|"<a href=""https://therealdeal.com/chicago/?p=124370"" target=""_blank"" rel=""noopener noreferrer"">New York-based</a> Angelo Gordon is adding a prominent piece of the O’Hare office market to its portfolio."|2018|8600 and 8700 West Bryn Mawr Avenue Chicago, IL|8700 W Bryn Mawr Ave, Chicago, IL 60631, USA|(41.9827327, -87.84338749999999, 0.0)|41.9827327|-87.84338749999999|0.0
16|https://therealdeal.com/chicago/?p=124462|https://therealdeal.com/chicago/?p=124462|High Street Realty nabs big industrial portfolio for $86M|The 11 properties are spread across the suburbs|1000 Asbury Drive and 911 Commerce Court|"<a href=""https://therealdeal.com/chicago/?p=124462"" target=""_blank"" rel=""noopener noreferrer"">High Street Realty</a> Company has acquired a massive industrial portfolio with 11 properties spread across the Chicago suburbs."|2018|1000 Asbury Drive and 911 Commerce Court Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
17|https://therealdeal.com/chicago/?p=124546|https://therealdeal.com/chicago/?p=124546|Bill and Giuliana Rancic asking triple purchase price on Gold Coast townhouse|“The Apprentice-Season 1” winner and his wife gut renovated the 1886 home|105 East Bellevue Place|"<a href=""https://therealdeal.com/chicago/?p=124546"" target=""_blank"" rel=""noopener noreferrer"">Bill Rancic, winner</a> of the first season of “The Apprentice” and his wife, entertainment news personality Giuliana Rancic, are selling their Gold Cost Victorian townhouse. And they’re looking to turn a hefty profit after extensive renovations on the 130-year-old home."|2018|105 East Bellevue Place Chicago, IL|105 E Bellevue Pl, Chicago, IL 60611, USA|(41.9013233, -87.6254831, 0.0)|41.9013233|-87.6254831|0.0
18|https://therealdeal.com/chicago/?p=124590|https://therealdeal.com/chicago/?p=124590|601W Companies signs Kemper Corporation for new headquarters lease at Aon Center|The company will leave its branded tower a few blocks away|1 East Wacker Drive|"<a href=""https://therealdeal.com/chicago/?p=124590"" target=""_blank"" rel=""noopener noreferrer"">Kemper Corporation</a> is leaving its namesake tower at 1 East Wacker Drive for new headquarters at the Aon Center at 200 East Randolph Street."|2018|1 East Wacker Drive Chicago, IL|1 E Wacker Dr, Chicago, IL 60601, USA|(41.8864632, -87.62751039999999, 0.0)|41.8864632|-87.62751039999999|0.0
19|https://therealdeal.com/chicago/?p=124622|https://therealdeal.com/chicago/?p=124622|Equinox inks lease to anchor Lincoln Common’s retail component|The fitness club will open later this year in the mixed-use development|1750 North Clark Street. Meanwhile, St|"<a href=""https://therealdeal.com/chicago/?p=124622"" target=""_blank"" rel=""noopener noreferrer"">Fitness club Equinox</a> has signed a deal to anchor the retail component of the Lincoln Common mixed-use project that’s rising on the site of the old Children’s Memorial Hospital."|2018|1750 North Clark Street. Meanwhile, St Chicago, IL|1750 N Clark St, Chicago, IL 60614, USA|(41.9141452, -87.6337971, 0.0)|41.9141452|-87.6337971|0.0
20|https://therealdeal.com/chicago/?p=124670|https://therealdeal.com/chicago/?p=124670|Will Compass’ Chicago ambitions send its rivals spinning?|“We are not some evil empire trying to take over the world.”|3033 North Clark Street|"<a href=""https://therealdeal.com/chicago/?p=124670"" target=""_blank"" rel=""noopener noreferrer"">In early March, a</a> 25-foot-wide billboard went up at 3033 North Clark Street in Lakeview. On it was a cartoon of a mustachioed, fedora-clad old-timer with Groucho Marx eyebrows, clasping a giant compass. Splashed next to him, right above an @properties logo, were the ominous words: “Don’t ask for directions from a tourist.”"|2018|3033 North Clark Street Chicago, IL|3033 N Clark St, Chicago, IL 60657, USA|(41.9372941, -87.6483622, 0.0)|41.9372941|-87.6483622|0.0
21|https://therealdeal.com/chicago/?p=124794|https://therealdeal.com/chicago/?p=124794|Hubbard Street Group JV acquires Oak Lawn shopping center; plans for turnaround|Kimco Realty sold the 184K sf property after anchor tenant Kmart’s departure|15 percent occupied. Tenants are LongHorn St|"<a href=""https://therealdeal.com/chicago/?p=124794"" target=""_blank"" rel=""noopener noreferrer"">Hubbard Street Group</a> and Keeler Real Estate have partnered to buy a shopping center in Oak Lawn whose anchor tenant had been Kmart until last year. The owners plan to redevelop the flagging property."|2018|15 percent occupied. Tenants are LongHorn St Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
22|https://therealdeal.com/chicago/?p=124818|https://therealdeal.com/chicago/?p=124818|Fashion shows, ballroom dancers and Nicki Minaj: What brokers do when an open house isn’t enough|Agents say it takes more than postcards and bagel breakfasts to sell homes these days|251 East 61st Street|"<a href=""https://therealdeal.com/chicago/?p=124818"" target=""_blank"" rel=""noopener noreferrer"">One night, an Upper</a> East Side townhouse turned into a Parisian-style fashion show."|1248|251 East 61st Street Chicago, IL|251 E 61st St, Chicago, IL 60637, USA|(41.7836373, -87.6193217, 0.0)|41.7836373|-87.6193217|0.0
23|https://therealdeal.com/chicago/?p=124890|https://therealdeal.com/chicago/?p=124890|601W Companies closes on Sullivan Center office space|The firm also has taken out a $88 million loan on a foreclosed West Loop office tower|1 South State Street|"<a href=""https://therealdeal.com/chicago/?p=124890"" target=""_blank"" rel=""noopener noreferrer"">The 601W Companies,</a> among Chicago’s most prominent office landlords, has picked up part of a landmarked State Street property and taken out a mortgage on a foreclosed West Loop office tower."|2018|1 South State Street Chicago, IL|1 S State St, Chicago, IL 60603, USA|(41.8817916, -87.62752479999999, 0.0)|41.8817916|-87.62752479999999|0.0
24|https://therealdeal.com/chicago/?p=124894|https://therealdeal.com/chicago/?p=124894|The strong, silent type: Chicago-area industrial market on the rise, report says|Marcus & Millichap’s 2018 forecast cites demand for warehouse space, especially in the suburbs|2017 numbers.Dr|"<a href=""https://therealdeal.com/chicago/?p=124894"" target=""_blank"" rel=""noopener noreferrer"">It may not be sexy,</a> but it’s strong. Chicago’s industrial sector is climbing the national ranks, giving real estate investors a reason to take notice in 2018, according to a new report."|2018|2017 numbers.Dr Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
25|https://therealdeal.com/chicago/?p=124958|https://therealdeal.com/chicago/?p=124958|Rough cut|How the global diamond trade — from cartels to war zones — shaped New York’s skyline|17 Charterhouse Street|"<a href=""https://therealdeal.com/chicago/?p=124958"" target=""_blank"" rel=""noopener noreferrer"">There are figurative</a> cutthroat businesses, and there are literal ones. Yitzchak Tessler knows the difference."|1249|17 Charterhouse Street Chicago, IL|17th St, Chicago, IL 60608, USA|(41.8583649, -87.6597477, 0.0)|41.8583649|-87.6597477|0.0
26|https://therealdeal.com/chicago/?p=125014|https://therealdeal.com/chicago/?p=125014|North Park Ventures to convert Lakeview condo building into rentals|The firm is also developing a 22-unit building next door|3264 North Clark Street|"<a href=""https://therealdeal.com/chicago/?p=125014"" target=""_blank"" rel=""noopener noreferrer"">North Park Ventures</a> plans to convert a Clark Street condominium building into rentals and build another 22-unit residence on the parking lot next door."|2018|3264 North Clark Street Chicago, IL|3264 N Clark St, Chicago, IL 60657, USA|(41.9414941, -87.6521281, 0.0)|41.9414941|-87.6521281|0.0
27|https://therealdeal.com/chicago/?p=125078|https://therealdeal.com/chicago/?p=125078|Thor Equities builds its portfolio at Fulton Market gateway|The warehouse deal with R2 gives Thor an entire block in the booming neighborhood|810 West Fulton Street|"<a href=""https://therealdeal.com/chicago/?p=125078"" target=""_blank"" rel=""noopener noreferrer"">A Thor Equities</a> venture bought the one-time Isaacson & Stein Fish buildings at the gateway to the booming Fulton Market neighborhood."|2018|810 West Fulton Street Chicago, IL|810 W Fulton St, Chicago, IL 60661, USA|(41.8870185, -87.648083, 0.0)|41.8870185|-87.648083|0.0
28|https://therealdeal.com/chicago/?p=125126|https://therealdeal.com/chicago/?p=125126|Downtown office vacancy ticks down, but here comes the new inventory|Major projects in 2018 could also mean challenges for landlords|625 West Adams Street|"<a href=""https://therealdeal.com/chicago/?p=125126"" target=""_blank"" rel=""noopener noreferrer"">Downtown office</a> vacancy rates inched lower to start of 2018, but the outlook might not remain so rosy for landlords, with three major projects expected to hit the market this year."|2018|625 West Adams Street Chicago, IL|625 W Adams St, Chicago, IL 60661, USA|(41.87898149999999, -87.6435717, 0.0)|41.87898149999999|-87.6435717|0.0
29|https://therealdeal.com/chicago/?p=125186|https://therealdeal.com/chicago/?p=125186|Here’s a look at the 10 biggest investment sales in Chicago|Single-asset office building trades dominated the list|510 million for 600 West Chicago Avenue|"<a href=""https://therealdeal.com/chicago/?p=125186"" target=""_blank"" rel=""noopener noreferrer"">The 10 biggest</a> investment sales in Chicago over the past year represented over $2.6 billion in deal value, according to a new analysis by The Real Deal. The commission spoils from those trades will be shared by Eastdil Secured, CBRE, HFF and JLL, who between them brokered all 10 deals."|2018|510 million for 600 West Chicago Avenue Chicago, IL|600 W Chicago Ave, Chicago, IL 60654, USA|(41.8975334, -87.64338579999999, 0.0)|41.8975334|-87.64338579999999|0.0
30|https://therealdeal.com/chicago/?p=125166|https://therealdeal.com/chicago/?p=125166|Blackstone takes out record $1.3B+ refi for Willis Tower|Firm paid $1.3B for city's tallest skyscraper in 2015|77 percent. New deals, Morgan St|"<a href=""https://therealdeal.com/chicago/?p=125166"" target=""_blank"" rel=""noopener noreferrer"">Just a year after</a> Blackstone Group took out a record $1 billion refinancing for the Willis Tower, the firm has taken out an even bigger mortgage on the skyscraper."|2018|77 percent. New deals, Morgan St Chicago, IL|N Morgan St, Chicago, IL, USA|(41.8889966, -87.652239, 0.0)|41.8889966|-87.652239|0.0
31|https://therealdeal.com/chicago/?p=125294|https://therealdeal.com/chicago/?p=125294|What’s the ‘hidden’ cost of selling a home?|Most of the amount comes from agents’ commissions, according to new data|35 housing markets in the United St|"<a href=""https://therealdeal.com/chicago/?p=125294"" target=""_blank"" rel=""noopener noreferrer"">The cost of selling</a> a property can really add up."|2018|35 housing markets in the United St Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
32|https://therealdeal.com/chicago/?p=125274|https://therealdeal.com/chicago/?p=125274|RDG Funds nabs Wicker Park mixed use investment property|CLK Properties sold the two-building parcel|1628 North Damen Avenue|"<a href=""https://therealdeal.com/chicago/?p=125274"" target=""_blank"" rel=""noopener noreferrer"">RDG Funds bought a</a> three-story mixed-use building and adjacent one-story building in the heart of Wicker Park, with plans to renovate the larger building and raze the smaller one."|2018|1628 North Damen Avenue Chicago, IL|1628 N Damen Ave, Chicago, IL 60647, USA|(41.9113412, -87.67770290000001, 0.0)|41.9113412|-87.67770290000001|0.0
33|https://therealdeal.com/chicago/?p=125382|https://therealdeal.com/chicago/?p=125382|Cedar Street gets to work on 700-unit Uptown apartment project|The company will start by converting the former Combined Insurance Company HQ|5050 North Broadway|"<a href=""https://therealdeal.com/chicago/?p=125382"" target=""_blank"" rel=""noopener noreferrer"">Cedar Street</a> Companies’ is set to begin its big residential project in Uptown, which will eventually bring online 710 apartments and 45,000 square feet of retail space."|2018|5050 North Broadway Chicago, IL|5050 N Broadway, Chicago, IL 60640, USA|(41.9740295, -87.66025119999999, 0.0)|41.9740295|-87.66025119999999|0.0
34|https://therealdeal.com/chicago/?p=125474|https://therealdeal.com/chicago/?p=125474|Sterling Bay closes on $680M acquisition of Prudential Plaza|Deal marks Chicago's largest office building sale since 2015|130 East Randolph Street|"<a href=""https://therealdeal.com/chicago/?p=125474"" target=""_blank"" rel=""noopener noreferrer"">Sterling Bay has</a> closed on a $680 million purchase of Prudential Plaza, the massive two-building complex at 130 East Randolph Street, a source close to the deal has confirmed."|2018|130 East Randolph Street Chicago, IL|130 E Randolph St, Chicago, IL 60601, USA|(41.8849027, -87.62326569999999, 0.0)|41.8849027|-87.62326569999999|0.0
35|https://therealdeal.com/chicago/?p=125562|https://therealdeal.com/chicago/?p=125562|At peak multifamily, how long will the Chicago apartment boom last?|Marcus & Millichap report shows 10,500 new residential units expected to come online in 2018|900 in the Loop, River North and Street|"<a href=""https://therealdeal.com/chicago/?p=125562"" target=""_blank"" rel=""noopener noreferrer"">Multifamily</a> construction in the Chicago area is expected to peak this year, but steady demand should hold off any dramatic drop, according to a market report by Marcus & Millichap."|2018|900 in the Loop, River North and Street Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
36|https://therealdeal.com/chicago/?p=125666|https://therealdeal.com/chicago/?p=125666|Back to the future: MCZ returns to original plan for 20-story residential tower|The developer had reduced the height of the 236-unit Fulton Market project in a previous version|166 North Aberdeen Street|"<a href=""https://therealdeal.com/chicago/?p=125666"" target=""_blank"" rel=""noopener noreferrer"">MCZ Development has</a> shifted course again on its plans to build a 236-unit apartment tower in Fulton Market, restoring two floors to the top that it had planned to eliminate in a version last year."|2018|166 North Aberdeen Street Chicago, IL|166 N Aberdeen St, Chicago, IL 60607, USA|(41.8850049, -87.6547992, 0.0)|41.8850049|-87.6547992|0.0
37|https://therealdeal.com/chicago/?p=125682|https://therealdeal.com/chicago/?p=125682|Opus Group JV develops transit-oriented project in Elmhurst|The mixed-use construction will have 164 units over retail|100 North Addison Avenue|"<a href=""https://therealdeal.com/chicago/?p=125682"" target=""_blank"" rel=""noopener noreferrer"">The Opus Group is</a> developing a 164-unit apartment in suburban Elmhurst in a joint venture with Principal Real Estate Investors."|2018|100 North Addison Avenue Chicago, IL|100 N Addison Ave, Elmhurst, IL 60126, USA|(41.9002646, -87.941968, 0.0)|41.9002646|-87.941968|0.0
38|https://therealdeal.com/chicago/?p=125790|https://therealdeal.com/chicago/?p=125790|Here are the 10 biggest loans in Chicago in the past year|Borrowing on Downtown office projects dominated the list|500 West Madison Street|"<a href=""https://therealdeal.com/chicago/?p=125790"" target=""_blank"" rel=""noopener noreferrer"">Chicago’s Downtown</a> office towers dominate the skyline and they also accounted for most of the top 10 commercial mortgages that lenders provided over the past year, according to a new analysis by The Real Deal."|2018|500 West Madison Street Chicago, IL|Citigroup Center, 500 W Madison St, Chicago, IL 60661, USA|(41.8823361, -87.6403662, 0.0)|41.8823361|-87.6403662|0.0
39|https://therealdeal.com/chicago/?p=125951|https://therealdeal.com/chicago/?p=125951|JPMorgan buys 579-unit apartment complex in Elk Grove Village|Steadfast Income REIT sold the Willow Creek complex|58 million, according to Crain’s.St|"<a href=""https://therealdeal.com/chicago/?p=125951"" target=""_blank"" rel=""noopener noreferrer"">JPMorgan Investment</a> Management has acquired a 579-apartment complex in suburban Elk Grove Village for $80 million, or $138,000 a unit."|2018|58 million, according to Crain’s.St Chicago, IL|150 N Michigan Ave, Chicago, IL 60601, USA|(41.8847826, -87.6249624, 0.0)|41.8847826|-87.6249624|0.0
40|https://therealdeal.com/chicago/?p=125878|https://therealdeal.com/chicago/?p=125878|Thor Equities lands pair of loans for Fulton Market projects|One of the loans is for a full-block assemblage at Fulton and Halsted|810 West Fulton Street|"<a href=""https://therealdeal.com/chicago/?p=125878"" target=""_blank"" rel=""noopener noreferrer"">Thor Equities is</a> financing its push to expand in Fulton Market with a pair of new loans totaling $50 million."|2018|810 West Fulton Street Chicago, IL|810 W Fulton St, Chicago, IL 60661, USA|(41.8870185, -87.648083, 0.0)|41.8870185|-87.648083|0.0
41|https://therealdeal.com/chicago/?p=126135|https://therealdeal.com/chicago/?p=126135|Scaled back Lincoln Park mixed-use project gets nod from city|Following community pushback, plans for a 10-story apartment were scrapped|2300 North Clybourn Avenue|"<a href=""https://therealdeal.com/chicago/?p=126135"" target=""_blank"" rel=""noopener noreferrer"">A developer can now</a> begin nsnstruction on an office and retail development in Lincoln Park, a project that has been significantly scaled back following community opposition to the initial plan."|2018|2300 North Clybourn Avenue Chicago, IL|2300 N Clybourn Ave, Chicago, IL 60614, USA|(41.9235136, -87.6675566, 0.0)|41.9235136|-87.6675566|0.0
42|https://therealdeal.com/chicago/?p=126311|https://therealdeal.com/chicago/?p=126311|Is Chicago ready for co-living?|Medici Living Group will rent bedrooms in shared apartments in Fulton Market|171 North Aberdeen Street|"<a href=""https://therealdeal.com/chicago/?p=126311"" target=""_blank"" rel=""noopener noreferrer"">Berlin-based Medici</a> Living Group is bringing its first Quarters co-living location to Chicago next week."|2018|171 North Aberdeen Street Chicago, IL|171 N Aberdeen St, Chicago, IL 60607, USA|(41.8850715, -87.6542602, 0.0)|41.8850715|-87.6542602|0.0
43|https://therealdeal.com/chicago/?p=126479|https://therealdeal.com/chicago/?p=126479|Chicago among top data center markets in US, report says|CBRE says demand expected to keep rising among large-scale cloud users|505 North Railroad Avenue|"<a href=""https://therealdeal.com/chicago/?p=126479"" target=""_blank"" rel=""noopener noreferrer"">Driven by high</a> demand for digital storage, investment in the U.S. data center sector reached record levels in 2017, with Chicago climbing to the third-largest market in total inventory."|2018|505 North Railroad Avenue Chicago, IL|505 N Railroad Ave, Northlake, IL 60164, USA|(41.9202673, -87.9123343, 0.0)|41.9202673|-87.9123343|0.0
44|https://therealdeal.com/chicago/?p=126515|https://therealdeal.com/chicago/?p=126515|Illinois’ richest man shuts down construction on Palm Beach megamansion|Hedge fund founder paid more than $230M amassing the estate|1265 South Ocean Boulevard|"<a href=""https://therealdeal.com/chicago/?p=126515"" target=""_blank"" rel=""noopener noreferrer"">After spending years</a> assembling more than a dozen acres of land in Palm Beach, billionaire hedge-fund honcho Ken Griffin is shutting down construction of his sprawling, planned Billionaires Row project, according to the Palm Beach Daily News."|2018|1265 South Ocean Boulevard Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
45|https://therealdeal.com/chicago/?p=126567|https://therealdeal.com/chicago/?p=126567|Evergreen Real Estate plans for North Side senior housing project|A change in state law was needed before the overhaul of the old Ravenswood Hospital could begin|4501 North Winchester Avenue|"<a href=""https://therealdeal.com/chicago/?p=126567"" target=""_blank"" rel=""noopener noreferrer"">Evergreen Real</a> Estate Group is moving ahead with plans for a 193-unit senior housing project in the old Ravenswood Hospital on the North Side."|2018|4501 North Winchester Avenue Chicago, IL|4501 N Winchester Ave, Chicago, IL 60640, USA|(41.9638626, -87.677151, 0.0)|41.9638626|-87.677151|0.0
46|https://therealdeal.com/chicago/?p=126615|https://therealdeal.com/chicago/?p=126615|Will SoftBank’s splashy real estate plays pan out?|Masayoshi Son’s aggressive bets on a growing number of property-related startups have left some questioning his vision for those firms and the broader industry|2012 story in the Wall Street|"<a href=""https://therealdeal.com/chicago/?p=126615"" target=""_blank"" rel=""noopener noreferrer"">Masayoshi Son</a> responds to swagger."|1266|2012 story in the Wall Street Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
