|URL|URL_2|HED|DEK|ADDRESS|description_link|PUB_YEAR|geo_address|loc|point|lat|lon|altitude
2582|https://therealdeal.com/chicago/?p=294878|https://therealdeal.com/chicago/?p=294878|Michael Shvo’s proposal to build resi tower in Miami Beach faces opposition|Historic preservation board could vote on zoning waivers Sept. 8|1751 Collins Avenue|"<a href=""https://therealdeal.com/chicago/?p=294878"" target=""_blank"" rel=""noopener noreferrer"">New York real estate</a> developer Michael Shvo’s proposal to build a 200-foot-tall tower beside three Art Deco hotels was continued yet again by Miami Beach’s Historic Preservation Board."|2020|1751 Collins Avenue Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2583|https://therealdeal.com/chicago/?p=294946|https://therealdeal.com/chicago/?p=294946|Discount retailer Stein Mart files for bankruptcy, plans to close most stores|It operates 281 stores in 30 states|19 for the company’s woes. But St|"<a href=""https://therealdeal.com/chicago/?p=294946"" target=""_blank"" rel=""noopener noreferrer"">Off-price retailer</a> Stein Mart is the latest brick-and-mortar chain to file for Chapter 11 bankruptcy protection."|2020|19 for the company’s woes. But St Chicago, IL|3800 W Madison St, Chicago, IL 60624, USA|(41.8811199, -87.7209732, 0.0)|41.8811199|-87.7209732|0.0
2584|https://therealdeal.com/chicago/?p=294994|https://therealdeal.com/chicago/?p=294994|Bilgili wants Shvo to open his books|Turkish businessman files another lawsuit against his development partner, accusing Shvo of massive expense overcharges|685 Fifth Avenue|"<a href=""https://therealdeal.com/chicago/?p=294994"" target=""_blank"" rel=""noopener noreferrer"">Turkish real estate</a> mogul Serdar Bilgili tapped his Rolodex two years ago to build a partnership that’s been buying trophy U.S. properties with abandon."|2020|685 Fifth Avenue Chicago, IL|W 5th Ave, Chicago, IL, USA|(41.8749948, -87.7182159, 0.0)|41.8749948|-87.7182159|0.0
2585|https://therealdeal.com/chicago/?p=294982|https://therealdeal.com/chicago/?p=294982|Going once: Auctioneer lists her Fulton Market office, testing demand|The 36K sf HQ of Leslie Hindman Auctioneers could be rezoned for 200K sf, but Chicago office market has softened|1332 and 1338 West Lake Street|"<a href=""https://therealdeal.com/chicago/?p=294982"" target=""_blank"" rel=""noopener noreferrer"">The last few months</a> have been like a gut punch to the Chicago office market, whose vacancy rate climbed to 15.1 percent in the second quarter. Fulton Market, which has attracted a flurry of new office development from the likes of Sterling Bay and Shapack Partners, has not been immune. In the last couple of months, two companies have either downsized or abandoned their planned leases, citing the pandemic."|2020|1332 and 1338 West Lake Street Chicago, IL|1338 W Lake St, Chicago, IL 60607, USA|(41.88565089999999, -87.6605609, 0.0)|41.88565089999999|-87.6605609|0.0
2586|https://therealdeal.com/chicago/?p=295022|https://therealdeal.com/chicago/?p=295022|AIG, Goldman lend on Shvo’s “Big Red” buy in Chicago|Lenders provided $240M debt on office tower, biggest purchase to close in city amid pandemic|333 South Wabash Avenue|"<a href=""https://therealdeal.com/chicago/?p=295022"" target=""_blank"" rel=""noopener noreferrer"">AIG and Goldman</a> Sachs provided Michael Shvo and his partner with a $240 million loan to acquire Chicago’s “Big Red” office tower."|2020|333 South Wabash Avenue Chicago, IL|333 S Wabash Ave, Chicago, IL 60604, USA|(41.8774391, -87.6256593, 0.0)|41.8774391|-87.6256593|0.0
2587|https://therealdeal.com/chicago/?p=295086|https://therealdeal.com/chicago/?p=295086|Neiman Marcus committed to 50 years at Hudson Yards. It lasted 16 months.|Luxury department store joins growing ranks of retailers abandoning flagship stores|33 percent availability. Fifth Avenue|"<a href=""https://therealdeal.com/chicago/?p=295086"" target=""_blank"" rel=""noopener noreferrer"">UPDATED Aug. 16,</a> 2020, 2:50 pm: When Neiman Marcus signed a lease to take over a massive space in Hudson Yards’ mall, the luxury department store committed to an ambitious 50 years there."|2020|33 percent availability. Fifth Avenue Chicago, IL|5th Ave, Chicago, IL, USA|(41.9100152, -87.8399905, 0.0)|41.9100152|-87.8399905|0.0
2588|https://therealdeal.com/chicago/?p=295258|https://therealdeal.com/chicago/?p=295258|Bloomingdale’s sued for $2.5 million in missed rent|Lease might invalidate arguments for force majeure|5 million on its outlet at 2085 Broadway|"<a href=""https://therealdeal.com/chicago/?p=295258"" target=""_blank"" rel=""noopener noreferrer"">Bloomingdale’s is</a> getting into some heat with its landlord."|2020|5 million on its outlet at 2085 Broadway Chicago, IL|2085 North Broadway, Chicago, IL 60613, USA|(41.9510442, -87.6497535, 0.0)|41.9510442|-87.6497535|0.0
2589|https://therealdeal.com/chicago/?p=295202|https://therealdeal.com/chicago/?p=295202|Churchill Real Estate lines up $2B investment for residential lending|Funds will allow firm to capitalize on distress opportunities in struggling market|45 Park Place|"<a href=""https://therealdeal.com/chicago/?p=295202"" target=""_blank"" rel=""noopener noreferrer"">Churchill Real</a> Estate has secured $2 billion to provide debt on residential real estate."|2020|45 Park Place Chicago, IL|E Park Pl, Chicago, IL 60637, USA|(41.7944664, -87.5916627, 0.0)|41.7944664|-87.5916627|0.0
2590|https://therealdeal.com/chicago/?p=295314|https://therealdeal.com/chicago/?p=295314|Mortgage refis will get a lot more expensive. The industry isn’t happy|"""It's a money grab here.”"|60 days,” said David Dr|"<a href=""https://therealdeal.com/chicago/?p=295314"" target=""_blank"" rel=""noopener noreferrer"">Homeowners looking</a> to refinance their mortgage are going to be in for a pricier ride. And mortgage and housing professionals, who’ve benefited from record low rates to do brisk business, are miffed."|2020|60 days,” said David Dr Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2591|https://therealdeal.com/chicago/?p=295394|https://therealdeal.com/chicago/?p=295394|SoftBank shovels another $1.1B into WeWork|Office giant’s membership took a hit; infusion brings cash on hand to $4.1B|154 Grand Street|"<a href=""https://therealdeal.com/chicago/?p=295394"" target=""_blank"" rel=""noopener noreferrer"">SoftBank is pouring</a> $1.1 billion more into WeWork as the flexible-office giant sees membership fall."|2020|154 Grand Street Chicago, IL|154 E Grand Ave, Chicago, IL 60611, USA|(41.8917341, -87.6243664, 0.0)|41.8917341|-87.6243664|0.0
2592|https://therealdeal.com/chicago/?p=295406|https://therealdeal.com/chicago/?p=295406|What do we want? Mortgage relief!: Landlords plan LA protest|“Grassroots” effort will highlight plight of “mom-and-pop” property owners on Saturday|500 W. Temple Street|"<a href=""https://therealdeal.com/chicago/?p=295406"" target=""_blank"" rel=""noopener noreferrer"">Downtown Los Angeles</a> is no stranger to protests, but an unexpected group will be hitting the streets on Saturday to raise their signs: Residential landlords."|2020|500 W. Temple Street Chicago, IL|9229 S Drexel Ave, Chicago, IL 60619, USA|(41.7267005, -87.60079309999999, 0.0)|41.7267005|-87.60079309999999|0.0
2593|https://therealdeal.com/chicago/?p=295378|https://therealdeal.com/chicago/?p=295378|Ending 1031 exchanges: Would Biden’s plan hurt smaller owners more than Trump and peers?|How the industry is responding to the proposed tax change that could impact as much as 20 percent of commercial real estate deals in the U.S.|1290 Sixth Avenue|"<a href=""https://therealdeal.com/chicago/?p=295378"" target=""_blank"" rel=""noopener noreferrer"">Presidential</a> candidate Joe Biden’s proposal to axe like-kind exchanges for real estate — part of his plan to offer more federal aid to children, senior citizens and people with disabilities — makes veteran investment sales broker Bob Knakal think of New Years Eve in 2012."|2020|1290 Sixth Avenue Chicago, IL|1290 N 6th Ave, Maywood, IL 60153, USA|(41.8984041, -87.8403177, 0.0)|41.8984041|-87.8403177|0.0
2594|https://therealdeal.com/chicago/?p=295454|https://therealdeal.com/chicago/?p=295454|Trump’s fortune erodes with commercial property decline|Operating income is down at 725 Fifth Avenue, 40 Wall Street, 1290 Sixth Avenue|1290 Sixth Avenue|"<a href=""https://therealdeal.com/chicago/?p=295454"" target=""_blank"" rel=""noopener noreferrer"">Donald Trump’s</a> businesses are on the wrong side of the Covid-19 divide."|2020|1290 Sixth Avenue Chicago, IL|1290 N 6th Ave, Maywood, IL 60153, USA|(41.8984041, -87.8403177, 0.0)|41.8984041|-87.8403177|0.0
2595|https://therealdeal.com/chicago/?p=295522|https://therealdeal.com/chicago/?p=295522|Where have all the Chicago luxury condo sales gone?|Single-family homes dominate this week’s list of 5 priciest resi deals yet again|2712 North Francis Avenue|"<a href=""https://therealdeal.com/chicago/?p=295522"" target=""_blank"" rel=""noopener noreferrer"">Luxury condo sales</a> have slumped in Chicago in recent weeks, crowded out by single-family homes. And this week is no different, with four of the five priciest residential sales being houses."|2020|2712 North Francis Avenue Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2596|https://therealdeal.com/chicago/?p=295614|https://therealdeal.com/chicago/?p=295614|Another clothing casualty: Rent the Runway to shutter its stores|Subscription service will convert NYC location to drop-off site; focus will shift to digital|30 West 15th Street|"<a href=""https://therealdeal.com/chicago/?p=295614"" target=""_blank"" rel=""noopener noreferrer"">In an age of Zoom</a> calls, remote working, outdoor dining and social distancing, every day is casual Friday. That has meant bad news for Rent the Runway, the subscription-based service that allows women to rent clothing."|2020|30 West 15th Street Chicago, IL|30 W 15th St, Chicago, IL 60605, USA|(41.8620915, -87.62851959999999, 0.0)|41.8620915|-87.62851959999999|0.0
2597|https://therealdeal.com/chicago/?p=295514|https://therealdeal.com/chicago/?p=295514|Leaving the neighborhood: Nextdoor founder lists Beaux Arts home in San Francisco for $25M|The renovated three-story house has a top-floor master suite with views of San Francisco Bay|25 million, according to the Wall Street|"<a href=""https://therealdeal.com/chicago/?p=295514"" target=""_blank"" rel=""noopener noreferrer"">Nextdoor founder</a> Nirav Tolia is looking to part ways with his San Francisco home."|2020|25 million, according to the Wall Street Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2598|https://therealdeal.com/chicago/?p=295750|https://therealdeal.com/chicago/?p=295750|What tenants are paying at HNA’s 245 Park Avenue|Major League Baseball and Rabobank have priciest leases at Midtown tower|2 billion to acquire 245 Park Avenue|"<a href=""https://therealdeal.com/chicago/?p=295750"" target=""_blank"" rel=""noopener noreferrer"">When HNA Group paid</a> $2.2 billion to acquire 245 Park Avenue in 2017, it put an exclamation mark on the company’s precipitous rise from a regional Chinese airline to a major global conglomerate."|2020|2 billion to acquire 245 Park Avenue Chicago, IL|N North Park Avenue, Chicago, IL, USA|(41.9106866, -87.636645, 0.0)|41.9106866|-87.636645|0.0
2599|https://therealdeal.com/chicago/?p=295770|https://therealdeal.com/chicago/?p=295770|Chicago developer converts space into “Pandemic pod” classrooms|Optima is converting 4 commercial spaces in its 56-story apartment tower|220 E. Illinois St|"<a href=""https://therealdeal.com/chicago/?p=295770"" target=""_blank"" rel=""noopener noreferrer"">School is in session</a> at the Optima Signature, a 56-story apartment tower in Streeterville."|2020|220 E. Illinois St Chicago, IL|220 E Illinois St, Chicago, IL 60611, USA|(41.8912295, -87.62166719999999, 0.0)|41.8912295|-87.62166719999999|0.0
2600|https://therealdeal.com/chicago/?p=295802|https://therealdeal.com/chicago/?p=295802|Felonious developer is ordered to pay Sullivan Center investors|A judge ruled that convicted developer Laurance Freed had withheld $2M from former partners from a 2016 sale|1 South State Street|"<a href=""https://therealdeal.com/chicago/?p=295802"" target=""_blank"" rel=""noopener noreferrer"">A judge has ordered</a> convicted developer Laurance Freed to pay his former investors $2 million as part of a 2016 sale of the Sullivan Center office and retail building in the Loop."|2020|1 South State Street Chicago, IL|1 S State St, Chicago, IL 60603, USA|(41.8817916, -87.62752479999999, 0.0)|41.8817916|-87.62752479999999|0.0
2601|https://therealdeal.com/chicago/?p=295862|https://therealdeal.com/chicago/?p=295862|August brings no sign of the rent apocalypse|Industry groups are concerned that renters will not make payments as government money dries up|7 percent in April. St|"<a href=""https://therealdeal.com/chicago/?p=295862"" target=""_blank"" rel=""noopener noreferrer"">Tenants across the</a> country are largely still paying rent despite high unemployment and waning government aid, a new report found."|2020|7 percent in April. St Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2602|https://therealdeal.com/chicago/?p=295898|https://therealdeal.com/chicago/?p=295898|Chicago-based 16OC inks lease for massive food hall in NYC|A Chicago-based hospitality giant will take 13,000 square feet|601 West 26th Street|"<a href=""https://therealdeal.com/chicago/?p=295898"" target=""_blank"" rel=""noopener noreferrer"">A Chicago-based</a> hospitality giant has committed to open a massive food hall at RXR’s Starrett-Lehigh Building, the New York Post reported."|2020|601 West 26th Street Chicago, IL|601 W 26th St, Chicago, IL 60616, USA|(41.84529, -87.6425617, 0.0)|41.84529|-87.6425617|0.0
2603|https://therealdeal.com/chicago/?p=295930|https://therealdeal.com/chicago/?p=295930|Amazon plans office expansion in six US cities|E-commerce giant to bring 3,500 jobs; 2,000 will be at NYC’s Lord & Taylor building|410 10th Avenue|"<a href=""https://therealdeal.com/chicago/?p=295930"" target=""_blank"" rel=""noopener noreferrer"">Amazon is planning</a> to expand its offices in six major U.S. cities, just weeks after announcing plans to double down on its fulfillment centers and warehouses."|2020|410 10th Avenue Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2604|https://therealdeal.com/chicago/?p=296098|https://therealdeal.com/chicago/?p=296098|Texas condo owner blames Manhattan developer’s son for luxury tower defects|Lawsuit claims “inexperienced” son piloted Austin construction project and “cut corners and costs”|70 Rainey Street|"<a href=""https://therealdeal.com/chicago/?p=296098"" target=""_blank"" rel=""noopener noreferrer"">A luxury condo owner</a> in Texas claims a Manhattan-based developer put his “inexperienced” son in charge of the building’s construction — which led to an array of defects that included uneven floors, corroded plumbing and curved walls."|2020|70 Rainey Street Chicago, IL|Rainey Dr, Chicago, IL, USA|(41.7934853, -87.6092788, 0.0)|41.7934853|-87.6092788|0.0
2605|https://therealdeal.com/chicago/?p=296114|https://therealdeal.com/chicago/?p=296114|Are office landlords turning a corner or rolling over?|With Facebook and other large companies growing their footprints while #WFH remains a dominant trend, the terms of office leasing in big cities are changing fast|249 West 17th Street|"<a href=""https://therealdeal.com/chicago/?p=296114"" target=""_blank"" rel=""noopener noreferrer"">Office landlords and</a> leasing agents breathed a sigh of relief this month when Facebook inked a massive lease deal at Manhattan’s landmark Farley Post Office building."|2020|249 West 17th Street Chicago, IL|249 W 17th St, Chicago, IL 60616, USA|(41.8588531, -87.6377905, 0.0)|41.8588531|-87.6377905|0.0
2606|https://therealdeal.com/chicago/?p=296222|https://therealdeal.com/chicago/?p=296222|Office is out, school is in: Co-working operators try to lure students into workspace|Quest Workspaces, WeWork and Industrious are looking to fill office space|149 Madison Avenue|"<a href=""https://therealdeal.com/chicago/?p=296222"" target=""_blank"" rel=""noopener noreferrer"">Office is out, but</a> school is in session."|2020|149 Madison Avenue Chicago, IL|149 W Madison St, Chicago, IL 60602, USA|(41.881588, -87.6324207, 0.0)|41.881588|-87.6324207|0.0
2607|https://therealdeal.com/chicago/?p=296266|https://therealdeal.com/chicago/?p=296266|Steven Mnuchin relists Park Avenue pad for 20% less|Treasury secretary now asking $25.75 million for five-bedroom co-op|740 Park Avenue|"<a href=""https://therealdeal.com/chicago/?p=296266"" target=""_blank"" rel=""noopener noreferrer"">UPDATED, Aug. 19,</a> 2020, 6:38 p.m.: The elusive Covid discount has claimed another victim. This time it’s a two-floor co-op at a prestigious Park Avenue address with a renowned owner."|2020|740 Park Avenue Chicago, IL|740 N North Park Avenue, Chicago, IL 60610, USA|(41.9066599, -87.6365197, 0.0)|41.9066599|-87.6365197|0.0
2608|https://therealdeal.com/chicago/?p=296314|https://therealdeal.com/chicago/?p=296314|Target will open 27 new stores as Q2 sales soar|Big-box retailer reports spike in net income and revenue, thanks to digital shopping|150 East 86th Street|"<a href=""https://therealdeal.com/chicago/?p=296314"" target=""_blank"" rel=""noopener noreferrer"">The pandemic has</a> dealt a crushing blow to countless retailers, but for behemoths like Amazon, Walmart and Target it has brought outsized profits."|2020|150 East 86th Street Chicago, IL|150 E 86th St, Chicago, IL 60619, USA|(41.7382535, -87.6202387, 0.0)|41.7382535|-87.6202387|0.0
2609|https://therealdeal.com/chicago/?p=296386|https://therealdeal.com/chicago/?p=296386|These River North condo owners couldn’t be deconverted|Owners reject Strategic Properties’ $188M bid for 467-unit tower, which would have been made into rentals|10 E. Ontario St|"<a href=""https://therealdeal.com/chicago/?p=296386"" target=""_blank"" rel=""noopener noreferrer"">It would have been</a> the biggest condo deconversion in Chicago history."|2020|10 E. Ontario St Chicago, IL|10 E Ontario St, Chicago, IL 60611, USA|(41.8934976, -87.6277186, 0.0)|41.8934976|-87.6277186|0.0
2610|https://therealdeal.com/chicago/?p=296402|https://therealdeal.com/chicago/?p=296402|Buyback blowback: REITs that repurchased stock now need cash|Publicly traded landlords may never see a positive return on stock buybacks if the naysayers are right|23 percent and the Dow Jones Industrial Ave|"<a href=""https://therealdeal.com/chicago/?p=296402"" target=""_blank"" rel=""noopener noreferrer"">New York City’s</a> largest office landlord has been hellbent on shrinking its portfolio over the past few years."|2020|23 percent and the Dow Jones Industrial Ave Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2611|https://therealdeal.com/chicago/?p=296862|https://therealdeal.com/chicago/?p=296862|Born to serve: Springsteen drummer Max Weinberg joins Delray planning and zoning board|Weinberg, who’s bought and sold homes in Palm Beach County, said he wants to serve the community|110 Wells Road|"<a href=""https://therealdeal.com/chicago/?p=296862"" target=""_blank"" rel=""noopener noreferrer"">Bruce Springsteen’s</a> drummer Max Weinberg is getting into civil service."|2020|110 Wells Road Chicago, IL|110 N Wells St, Chicago, IL 60606, USA|(41.88353180000001, -87.634095, 0.0)|41.88353180000001|-87.634095|0.0
2612|https://therealdeal.com/chicago/?p=296874|https://therealdeal.com/chicago/?p=296874|Chicago condo sales make a comeback|Skyscraper units at Trump International and Legacy at Millennium among 5 priciest sales this week|15 to 21.1141 W. Lill Ave|"<a href=""https://therealdeal.com/chicago/?p=296874"" target=""_blank"" rel=""noopener noreferrer"">Three of the five</a> priciest luxury residential sales in Chicago this week were condominiums, which had been sorely underrepresented on the list for weeks."|2020|15 to 21.1141 W. Lill Ave Chicago, IL|W Lill Ave, Chicago, IL 60614, USA|(41.9280434, -87.6572826, 0.0)|41.9280434|-87.6572826|0.0
2613|https://therealdeal.com/chicago/?p=297014|https://therealdeal.com/chicago/?p=297014|Pharma giant inks massive lease at sprawling Boston mixed-use campus|Bristol Myers will take 360K sf at DivcoWest’s under-construction complex, which will comprise 4.5M sf total, and include large biotech component|250 Water Street|"<a href=""https://therealdeal.com/chicago/?p=297014"" target=""_blank"" rel=""noopener noreferrer"">DivcoWest snagged a</a> major pharmaceutical tenant for its sprawling mixed-use complex in Boston."|2020|250 Water Street Chicago, IL|250 NW Water St, Chicago, IL 60606, USA|(41.8855774, -87.6390783, 0.0)|41.8855774|-87.6390783|0.0
2614|https://therealdeal.com/chicago/?p=297102|https://therealdeal.com/chicago/?p=297102|Life after Cher: Goddess of Pop’s former Miami Beach mansion to list for $22M|The singer and actress owned the estate between 1993 and 1996|100 La Gorce Drive|"<a href=""https://therealdeal.com/chicago/?p=297102"" target=""_blank"" rel=""noopener noreferrer"">If she could turn</a> back time, would Cher have held onto her Miami Beach home?"|2020|100 La Gorce Drive Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2615|https://therealdeal.com/chicago/?p=297170|https://therealdeal.com/chicago/?p=297170|JLo and A-Rod close on Star Island mansion for $33M. The house next door also sells for $24M|The neighboring waterfront home also sold for $24M|13 Star Island Drive|"<a href=""https://therealdeal.com/chicago/?p=297170"" target=""_blank"" rel=""noopener noreferrer"">Two more stars have</a> officially joined Miami Beach’s Star Island. Jennifer Lopez and Alex Rodriguez closed on their waterfront mansion for $32.5 million."|2020|13 Star Island Drive Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2616|https://therealdeal.com/chicago/?p=297186|https://therealdeal.com/chicago/?p=297186|Here are the landlords benefiting from Amazon’s tech workforce expansion|E-commerce behemoth inked new leases in 5 cities|1515 Wynkoop Street|"<a href=""https://therealdeal.com/chicago/?p=297186"" target=""_blank"" rel=""noopener noreferrer"">Amazon recently</a> announced plans to expand its tech workforce at the 660,000-square-foot Lord & Taylor building it recently bought in New York, and in five other cities across the country."|2020|1515 Wynkoop Street Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2617|https://therealdeal.com/chicago/?p=297258|https://therealdeal.com/chicago/?p=297258|Billionaire hedge funder Ken Griffin pays $37M for Star Island property|Lennar’s Stuart Miller sold the property|11 and 12 Star Island Drive|"<a href=""https://therealdeal.com/chicago/?p=297258"" target=""_blank"" rel=""noopener noreferrer"">A company tied to</a> billionaire hedge fund manager Ken Griffin paid $37 million for a double-lot on Miami Beach’s Star Island, where a number of multimillion-dollar sales have closed in recent months."|2020|11 and 12 Star Island Drive Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2618|https://therealdeal.com/chicago/?p=297330|https://therealdeal.com/chicago/?p=297330|Survival of the slimmest: TRD looks at the future of the residential brokerage|As agencies adjust to the new reality, here’s what’s in and what’s out|166 N. Canon Drive|"<a href=""https://therealdeal.com/chicago/?p=297330"" target=""_blank"" rel=""noopener noreferrer"">In early April a</a> dejected-looking Kurt Wisner posted a video in front of an empty van."|2020|166 N. Canon Drive Chicago, IL|N Cannon Dr, Chicago, IL 60614, USA|(41.9257458, -87.6336113, 0.0)|41.9257458|-87.6336113|0.0
2619|https://therealdeal.com/chicago/?p=297370|https://therealdeal.com/chicago/?p=297370|Trump faces $1.5M in Palm Beach County property taxes|Trump has 10 local properties, including Mar-a-Lago Club|1290 Sixth Avenue|"<a href=""https://therealdeal.com/chicago/?p=297370"" target=""_blank"" rel=""noopener noreferrer"">Preliminary</a> estimates by the Palm Beach County Property Appraiser’s Office show that companies linked to President Trump could pay as much as $1.49 million in property taxes for 2020."|2020|1290 Sixth Avenue Chicago, IL|1290 N 6th Ave, Maywood, IL 60153, USA|(41.8984041, -87.8403177, 0.0)|41.8984041|-87.8403177|0.0
2620|https://therealdeal.com/chicago/?p=297386|https://therealdeal.com/chicago/?p=297386|Suburban surge: Kenilworth lakefront mansion fetches $7.5M|Luxury home sales outside Chicago are having a moment in a Covid world|143 Sheridan Road|"<a href=""https://therealdeal.com/chicago/?p=297386"" target=""_blank"" rel=""noopener noreferrer"">Demand continues to</a> surge for suburban homes as buyers seek out larger properties with more land as an escape from the pandemic."|2020|143 Sheridan Road Chicago, IL|N Sheridan Rd, Chicago, IL, USA|(41.9781272, -87.6550313, 0.0)|41.9781272|-87.6550313|0.0
2621|https://therealdeal.com/chicago/?p=297478|https://therealdeal.com/chicago/?p=297478|These properties have Trump in hot water with attorney general|40 Wall Street, Chicago hotel, LA golf club, Westchester estate in NY’s crosshairs|40 Wall Street|"<a href=""https://therealdeal.com/chicago/?p=297478"" target=""_blank"" rel=""noopener noreferrer"">New documents reveal</a> the properties in the crosshairs of New York’s investigation into the Trump Organization."|2020|40 Wall Street Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2622|https://therealdeal.com/chicago/?p=297506|https://therealdeal.com/chicago/?p=297506|Restaurants can reopen their dining rooms in Miami-Dade starting next week|Indoor occupancy limited to 50%, with a maximum of six people per table|385 cases and 2,277 deaths. St|"<a href=""https://therealdeal.com/chicago/?p=297506"" target=""_blank"" rel=""noopener noreferrer"">Restaurant dining</a> rooms in Miami-Dade County can reopen beginning on Monday, more than a month after restaurants were ordered to close indoor seating due to spiking coronavirus cases."|2020|385 cases and 2,277 deaths. St Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2623|https://therealdeal.com/chicago/?p=297570|https://therealdeal.com/chicago/?p=297570|American Dream bondholders suffer big losses|American Dream, which was built by Triple Five and opened last fall, has been closed since March|600 million of American Dr|"<a href=""https://therealdeal.com/chicago/?p=297570"" target=""_blank"" rel=""noopener noreferrer"">Bondholders behind</a> The American Dream Mall in New Jersey could be in for some pain."|2020|600 million of American Dr Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
2624|https://therealdeal.com/chicago/?p=297674|https://therealdeal.com/chicago/?p=297674|Ken Griffin is approaching $1B in worldwide luxury real estate buys|The billionaire hedge funder’s investment property portfolio in glitzy locales reveals his strategy, one industry pro says|9 West Walton Street|"<a href=""https://therealdeal.com/chicago/?p=297674"" target=""_blank"" rel=""noopener noreferrer"">Billionaire Ken</a> Griffin has been on a decade-long, ultra-luxury real estate buying spree, one that not even a tumultuous economy amid a worldwide pandemic can slow. The hedge funder’s latest purchase in Miami Beach’s exclusive Star Island has boosted his global residential real estate investment portfolio to nearly $1 billion."|2020|9 West Walton Street Chicago, IL|9 W Walton St, Chicago, IL 60610, USA|(41.8998155, -87.62876759999999, 0.0)|41.8998155|-87.62876759999999|0.0
2625|https://therealdeal.com/chicago/?p=297802|https://therealdeal.com/chicago/?p=297802|On the menu: Restaurants in crisis|Tracking revenue across 12 major metros on a single day — Aug. 19 — San Francisco eateries fared the worst, with a 71% drop in receipts year-to-date; NYC was down 67%|43 percent.Court|"<a href=""https://therealdeal.com/chicago/?p=297802"" target=""_blank"" rel=""noopener noreferrer"">Restaurants across</a> the country are still in a near state of emergency months into the pandemic, trying to operate, pay rent and stay afloat while abiding by local and state Covid restrictions."|2020|43 percent.Court Chicago, IL|43rd St, Chicago, IL, USA|(41.8137245, -87.8112931, 0.0)|41.8137245|-87.8112931|0.0
2626|https://therealdeal.com/chicago/?p=297990|https://therealdeal.com/chicago/?p=297990|The 100 club: Century-old homes top Chicago’s priciest resi sales|3 of 5 most expensive properties that sold this week were 100 years old; 77th floor condo also made list|22 to 28.321 West Menomonee Street|"<a href=""https://therealdeal.com/chicago/?p=297990"" target=""_blank"" rel=""noopener noreferrer"">Chicago luxury</a> buyers reached back to the past this week, as three of the five priciest homes that sold were over 100 years old."|2020|22 to 28.321 West Menomonee Street Chicago, IL|W Menomonee St, Chicago, IL 60614, USA|(41.9147032, -87.6387209, 0.0)|41.9147032|-87.6387209|0.0
2627|https://therealdeal.com/chicago/?p=298150|https://therealdeal.com/chicago/?p=298150|Thor’s Palmer House hit with $300M+ foreclosure suit|Property was marked down by 45% earlier this month|17 E. Monroe St|"<a href=""https://therealdeal.com/chicago/?p=298150"" target=""_blank"" rel=""noopener noreferrer"">Joe Sitt’s Thor</a> Equities is facing a $338 million foreclosure suit at the Palmer House Hilton in Chicago, after the investor allegedly failed to make several mortgage payments on the trophy hotel property."|2020|17 E. Monroe St Chicago, IL|17 E Monroe St, Chicago, IL 60603, USA|(41.8806538, -87.626944, 0.0)|41.8806538|-87.626944|0.0
2628|https://therealdeal.com/chicago/?p=298322|https://therealdeal.com/chicago/?p=298322|What delinquencies? Banks aren’t shying away from construction lending|US banks provided $380.61B in building loans in Q2|850 million of residential construction loan delinquencies.St|"<a href=""https://therealdeal.com/chicago/?p=298322"" target=""_blank"" rel=""noopener noreferrer"">UPDATED, Sept. 1,</a> 2020, 11:00 a.m.: Bankers ran for the hills when the pandemic hit, but got back to dealmaking in the second quarter."|2020|850 million of residential construction loan delinquencies.St Chicago, IL|Chicago, IL, USA|(41.8781136, -87.6297982, 0.0)|41.8781136|-87.6297982|0.0
