,borough,block,lot,cd,council,zipcode,address,zonedist1,bldgclass,landuse,ownertype,ownername,Final,lotarea, bldgarea ,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,xcoord,ycoord,zonemap,version,latitude,longitude
301,QN,6715,37,408.0,24.0,11367.0,147-04 UNION TURNPIKE,R4,C0,2.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1430,3430,0.0,3430.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,22.0,65.0,22.0,55.0,23700,90960,2004,0,0,,,2.4,0.75,0.0,2.0,4,4067150037,1035519.0,200922.0,14c,22v2,40.7180126,-73.8150507
302,QN,6715,28,408.0,24.0,11367.0,147-26 UNION TURNPIKE,R4,C0,2.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1430,3430,0.0,3430.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,22.0,65.0,22.0,55.0,23700,86520,2004,0,0,,,2.4,0.75,0.0,2.0,4,4067150028,1035764.0,201011.0,14c,22v2,40.7182555,-73.8141662
303,QN,6715,26,408.0,24.0,11367.0,147-30 UNION TURNPIKE,R4,C0,2.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1430,3430,0.0,3430.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,22.0,65.0,22.0,55.0,23700,90960,2004,0,0,,,2.4,0.75,0.0,2.0,4,4067150026,1035805.0,201026.0,14c,22v2,40.7182964,-73.8140182
304,QN,6715,35,408.0,24.0,11367.0,147-08 UNION TURNPIKE,R4,C0,2.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1430,3430,0.0,3430.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,22.0,65.0,22.0,55.0,23700,86520,2004,0,0,,,2.4,0.75,0.0,2.0,4,4067150035,1035561.0,200937.0,14c,22v2,40.7180535,-73.8148991
305,QN,6715,36,408.0,24.0,11367.0,147-06 UNION TURNPIKE,R4,C0,2.0,X,"ST. JOHN'S UNIVERSITY, NEW YORK",ST JOHN'S UNIVERSITY,1430,3430,0.0,3430.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,22.0,65.0,22.0,55.0,23700,86520,2004,0,0,,,2.4,0.75,0.0,2.0,4,4067150036,1035540.0,200929.0,14c,22v2,40.7180317,-73.8149749
306,QN,6715,30,408.0,24.0,11367.0,147-22 UNION TURNPIKE,R4,C0,2.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1494,3412,0.0,3412.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,29.0,51.5,29.0,41.5,23700,88200,2004,0,0,,,2.28,0.75,0.0,2.0,4,4067150030,1035710.0,200999.0,14c,22v2,40.7182228,-73.8143611
307,QN,6715,32,408.0,24.0,11367.0,147-20 UNION TURNPIKE,R4,C0,2.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1494,3412,0.0,3412.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,29.0,51.5,29.0,41.5,23700,88200,2004,0,0,,,2.28,0.75,0.0,2.0,4,4067150032,1035637.0,200972.0,14c,22v2,40.7181492,-73.8146246
308,QN,6715,34,408.0,24.0,11367.0,147-10 UNION TURNPIKE,R4,C0,2.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1494,3412,0.0,3412.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,29.0,51.5,29.0,41.5,23700,88200,2004,0,0,,,2.28,0.75,0.0,2.0,4,4067150034,1035582.0,200952.0,14c,22v2,40.7180946,-73.8148232
309,QN,6715,33,408.0,24.0,11367.0,147-12 UNION TURNPIKE,R4,C0,2.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1494,3412,0.0,3412.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,29.0,51.5,29.0,41.5,23700,88200,2004,0,0,,,2.28,0.75,0.0,2.0,4,4067150033,1035610.0,200962.0,14c,22v2,40.7181219,-73.8147221
310,QN,6715,29,408.0,24.0,11367.0,147-24 UNION TURNPIKE,R4,C0,2.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1494,3412,0.0,3412.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,29.0,51.5,29.0,41.5,23700,88200,2004,0,0,,,2.28,0.75,0.0,2.0,4,4067150029,1035737.0,201009.0,14c,22v2,40.7182501,-73.8142636
311,QN,6715,31,408.0,24.0,11367.0,147-20 UNION TURNPIKE,R4,C0,2.0,X,"ST. JOHN'S UNIVERSITY, NEW YORK",ST JOHN'S UNIVERSITY,1494,3412,0.0,3412.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,29.0,51.5,29.0,41.5,23700,88200,2004,0,0,,,2.28,0.75,0.0,2.0,4,4067150031,1035683.0,200989.0,14c,22v2,40.7181956,-73.8144586
312,QN,9889,1,408.0,24.0,11432.0,84-01 HOMELAWN STREET,R1-2,A1,1.0,X,ST JOHN'S UNIVERSITYNY,ST JOHN'S UNIVERSITY,8120,3382,0.0,3382.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.5,1,1,70.0,116.0,28.0,56.0,20700,103980,1930,0,0,,,0.42,0.5,0.0,1.0,4,4098890001,1041919.0,200420.0,14c,22v2,40.7165953,-73.7919675
313,MN,640,68,102.0,3.0,10014.0,28 BETHUNE STREET,R6,C0,2.0,X,NEW YORK UNIVERSITYSCHOOL OF LAW FOUNDAT ION,NEW YORK UNIVERSITY,1689,3360,0.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3,3,21.0,80.42,21.0,40.0,174960,587700,1845,0,0,Greenwich Village Historic District,,1.99,2.43,0.0,4.8,1,1006400068,982235.0,207836.0,12a,22v2,40.7371382,-74.0072711
314,BK,2118,4,302.0,35.0,11217.0,107 SOUTH OXFORD STREET,R6B,B9,1.0,,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDA TION,NEW YORK UNIVERSITY,2000,3200,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2,2,20.0,100.0,20.0,40.0,40680,258540,1900,2004,0,,,1.6,2.0,0.0,2.0,3,3021180004,991693.0,189353.0,16c,22v2,40.6864038,-73.9731627
315,BX,3273,204,206.0,15.0,10458.0,2535 CAMBRELENG AVENUE,C4-5D,C0,2.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,2500,2400,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3,3,25.0,100.0,20.0,40.0,11280,51060,1920,0,0,,,0.96,4.2,4.2,4.2,2,2032730204,1016742.0,251998.0,3c,22v2,40.8582913,-73.8825402
316,QN,7021,137,408.0,24.0,11432.0,170-25 GRAND CENTRAL PKWY,R3X,A1,1.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,6000,2368,0.0,2368.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,1,60.0,100.0,36.0,37.0,23820,80820,1950,0,0,,,0.39,0.5,0.0,1.0,4,4070210137,1041052.0,201295.0,14c,22v2,40.7190026,-73.7950877
317,BX,3273,207,206.0,15.0,10458.0,2541 CAMBRELENG AVENUE,C4-5D,B2,1.0,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,2508,2320,0.0,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,2,25.08,100.0,20.0,58.0,10680,51660,1920,0,0,,,0.93,4.2,4.2,4.2,2,2032730207,1016783.0,252061.0,3c,22v2,40.858464,-73.8823917
318,QN,9889,72,408.0,24.0,11432.0,84-15 KENDRICK PLACE,R1-2,A1,1.0,X,ST JOHNS UNIVERSITY,ST JOHN'S UNIVERSITY,6850,2110,0.0,2110.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.5,1,1,50.0,137.0,28.0,36.0,21120,64920,1930,0,0,,,0.31,0.5,0.0,1.0,4,4098890072,1042010.0,200418.0,14c,22v2,40.7165893,-73.7916393
319,BX,3273,233,206.0,15.0,10458.0,2535 BELMONT AVENUE,R6B,C0,2.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,2185,2000,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3,3,25.0,87.42,20.0,50.0,7740,43680,1920,0,0,,,0.92,2.0,0.0,2.0,2,2032730233,1016551.0,252149.0,3c,22v2,40.8587064,-73.88323
320,BX,3273,315,206.0,15.0,10458.0,540 EAST 191 STREET,R6B,B2,1.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1658,1984,0.0,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,2,16.58,100.0,16.58,60.0,7320,36660,1910,0,0,,,1.2,2.0,0.0,2.0,2,2032730315,1015649.0,252525.0,3c,22v2,40.8597417,-73.886489
321,MN,1986,1,109.0,7.0,10027.0,3260 BROADWAY,C6-1,G4,7.0,,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9985,"  1,950 ",1950.0,0.0,0.0,0.0,1950.0,0.0,0.0,0.0,1,1.0,0,1,100.0,99.83,30.0,65.0,337050,888750,1966,0,0,,,0.2,3.44,6.0,6.5,1,1019860001,996318.0,237147.0,6a,22v2,40.8175811,-73.9564004
322,BX,3273,332,206.0,15.0,10458.0,2535 HUGHES AVENUE,R6,A1,1.0,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,6250,1893,0.0,1893.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.5,1,1,50.0,125.0,18.0,35.0,14040,49320,1920,0,0,,,0.3,2.43,0.0,4.8,2,2032730332,1016338.0,252275.0,3c,22v2,40.859053,-73.8839994
323,QN,7021,131,408.0,24.0,11432.0,170-45 GRAND CENTRAL PKWY,R3X,A2,1.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,4000,1890,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5,1,1,40.0,100.0,20.0,54.0,19860,60540,1955,0,0,,,0.47,0.5,0.0,1.0,4,4070210131,1041213.0,201323.0,14c,22v2,40.7190784,-73.7945067
324,MN,1884,42,109.0,7.0,10025.0,514 WEST 113 STREET,R8,O1,5.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  1,875 ",1875.0,0.0,1875.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,25.0,100.92,25.0,76.0,45000,215550,1910,0,0,,,0.74,6.02,0.0,6.5,1,1018840042,994351.0,232589.0,5c,22v2,40.8050732,-73.9635137
325,BK,225,10,302.0,33.0,11201.0,28 ORANGE STREET,R6,A4,1.0,,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDA TION,NEW YORK UNIVERSITY,1017,1800,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1,1,20.0,50.83,20.0,30.0,44160,195480,1853,1995,0,Brooklyn Heights Historic District,,1.77,2.43,0.0,4.8,3,3002250010,985755.0,194016.0,12d,22v2,40.6992057,-73.9945724
326,QN,7021,140,408.0,24.0,11432.0,170-19 GRAND CENTRAL PKWY,R3X,A1,1.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,6000,1668,0.0,1668.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,1,60.0,100.0,31.0,36.0,21420,65220,1950,0,0,,,0.28,0.5,0.0,1.0,4,4070210140,1040995.0,201274.0,14c,22v2,40.7189453,-73.7952935
327,BX,3273,205,206.0,15.0,10458.0,2537 CAMBRELENG AVENUE,C4-5D,C0,2.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,2333,1600,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3,3,23.33,100.0,20.0,40.0,10800,33660,1920,0,0,,,0.69,4.2,4.2,4.2,2,2032730205,1016755.0,252019.0,3c,22v2,40.8583489,-73.8824931
328,MN,550,18,102.0,1.0,10003.0,62 WASHINGTON MEWS,R6,A4,1.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,706,1400,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,1,25.0,28.25,25.0,28.0,75060,273720,1833,0,0,Greenwich Village Historic District,,1.98,2.43,0.0,4.8,1,1005500018,985359.0,205847.0,12c,22v2,40.731679,-73.9959985
329,MN,550,17,102.0,1.0,10003.0,60 WASHINGTON MEWS,R6,A4,1.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,706,1400,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,1,25.0,28.25,25.0,28.0,75060,273720,1833,0,0,Greenwich Village Historic District,,1.98,2.43,0.0,4.8,1,1005500017,985381.0,205835.0,12c,22v2,40.7316461,-73.9959192
330,MN,550,16,102.0,1.0,10003.0,58 WASHINGTON MEWS,R6,A4,1.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,706,1400,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,1,25.0,28.25,25.0,28.0,75060,273720,1833,0,0,Greenwich Village Historic District,,1.98,2.43,0.0,4.8,1,1005500016,985403.0,205823.0,12c,22v2,40.7316131,-73.9958398
331,BX,3273,236,206.0,15.0,10458.0,2540 HUGHES AVENUE,R6B,A5,1.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1238,1380,0.0,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,1,14.17,87.42,14.17,42.0,6840,28380,1910,0,0,,,1.11,2.0,0.0,2.0,2,2032730236,1016497.0,252233.0,3c,22v2,40.8589372,-73.8834248
332,BX,3273,206,206.0,15.0,10458.0,2539 CAMBRELENG AVENUE,C4-5D,B2,1.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,2467,1296,0.0,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,2,24.67,100.0,18.0,36.0,11760,38460,1920,0,0,,,0.53,4.2,4.2,4.2,2,2032730206,1016769.0,252039.0,3c,22v2,40.8584037,-73.8824424
333,BX,3273,238,206.0,15.0,10458.0,2534 HUGHES AVENUE,R6B,A5,1.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1238,1140,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,1,14.17,87.42,14.17,42.0,6960,31680,1910,0,0,,,0.92,2.0,0.0,2.0,2,2032730238,1016474.0,252197.0,3c,22v2,40.8588384,-73.8835081
334,BX,3273,638,206.0,15.0,10458.0,2532 HUGHES AVENUE,R6B,A5,1.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1238,1140,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,1,14.17,87.42,14.17,42.0,6960,31680,1910,0,0,,,0.92,2.0,0.0,2.0,2,2032730638,1016467.0,252185.0,3c,22v2,40.8588055,-73.8835335
335,BX,3273,237,206.0,15.0,10458.0,2538 HUGHES AVENUE,R6B,A5,1.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1231,1140,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,1,14.08,87.42,14.08,42.0,6960,31680,1910,0,0,,,0.93,2.0,0.0,2.0,2,2032730237,1016489.0,252221.0,3c,22v2,40.8589043,-73.8834538
336,BX,3273,637,206.0,15.0,10458.0,2536 HUGHES AVENUE,R6B,A5,1.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1238,1140,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,1,14.17,87.42,14.17,42.0,6960,31680,1910,0,0,,,0.92,2.0,0.0,2.0,2,2032730637,1016482.0,252209.0,3c,22v2,40.8588714,-73.8834791
337,MN,1998,16,109.0,7.0,10027.0,633 WEST 131 STREET,C6-1,F2,6.0,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2498,"  1,000 ",1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1,1.0,0,1,25.0,99.92,25.0,50.0,31050,58950,1930,0,0,,,0.4,3.44,6.0,6.5,1,1019980016,995804.0,237432.0,5c,22v2,40.8183641,-73.9582569
338,MN,1373,20,108.0,5.0,10044.0,SOUTH LOOP ROAD,C4-5,V1,11.0,C,CORNELL UNIVERSITY,CORNELL UNIVERSITY,286626,0,,,,,,,,,0,,0,0,808.41,364.48,0.0,0.0,35541450,35541450,0,0,0,,,0.0,3.44,3.4,6.5,1,1013730020,996134.0,213959.0,8d,22v2,40.7539365,-73.9571062
339,MN,1373,25,108.0,5.0,10044.0,WEST LOOP ROAD,C4-5,V1,11.0,C,CORNELL UNIVERSITY,CORNELL UNIVERSITY,43277,0,,,,,,,,,0,,0,0,251.64,489.64,0.0,0.0,7995600,7995600,0,0,0,,,0.0,3.44,3.4,6.5,1,1013730025,996266.0,214325.0,8d,22v2,40.7549409,-73.9566291
340,BX,3273,102,206.0,15.0,10458.0,401 EAST FORDHAM ROAD,R6,V0,11.0,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,3911,0,,,,,,,,,0,,0,0,62.44,60.37,0.0,0.0,10260,10260,0,0,0,,,0.0,2.43,0.0,4.8,2,2032730102,1014611.0,253113.0,3c,22v2,40.8613592,-73.8902388
341,MN,1132,22,107.0,3.0,10023.0,156 WEST 61 STREET,C4-7,V1,11.0,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,10801,0,,,,,,,,,0,,0,0,131.42,108.33,0.0,0.0,8510850,8510850,0,0,0,,,0.0,10.0,10.0,10.0,1,1011320022,987986.0,220298.0,8c,22v2,40.7713426,-73.9865119
342,BX,3273,175,206.0,15.0,10458.0,691 EAST FORDHAM ROAD,C4-5D,G7,10.0,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,15015,0,,,,,,,,,0,,0,0,91.0,165.0,0.0,0.0,447750,447750,0,0,0,,,0.0,4.2,4.2,4.2,2,2032730175,1016904.0,251905.0,3c,22v2,40.8580354,-73.8819551
343,BX,3273,184,206.0,15.0,10458.0,2540 CAMBRELENG AVENUE,C4-5D,G7,10.0,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,5851,0,,,,,,,,,0,,0,0,58.51,100.0,0.0,0.0,153900,153900,0,0,0,,,0.0,4.2,4.2,4.2,2,2032730184,1016901.0,251965.0,3c,22v2,40.8582001,-73.8819656
344,BX,3273,343,206.0,15.0,10458.0,587 EAST 191 STREET,R6B,V0,11.0,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,5465,0,,,,,,,,,0,,0,0,34.5,158.42,0.0,0.0,16500,16500,0,0,0,,,0.0,2.0,0.0,2.0,2,2032730343,1016183.0,252372.0,3c,22v2,40.8593198,-73.8845593
345,MN,535,20,102.0,1.0,10012.0,251 MERCER STREET,R7-2,V1,11.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4393,0,,,,,,,,,0,,0,0,209.2,21.0,0.0,0.0,1491300,1491300,0,0,0,,,0.0,3.44,0.0,6.5,1,1005350020,985512.0,204713.0,12c,22v2,40.7285665,-73.9954467
346,BX,5753,140,208.0,11.0,,RIVER ROAD,R1-1,V0,11.0,X,NYU SCHOOL OF LAW FOUNDATION,NEW YORK UNIVERSITY,87500,0,,,,,,,,,0,,0,0,175.0,500.0,0.0,0.0,8280,8280,0,0,0,,,0.0,0.5,0.0,1.0,2,2057530140,1005728.0,262159.0,1b,22v2,40.8862138,-73.9223236
347,QN,6715,25,408.0,24.0,11435.0,UNION TURNPIKE,R4,V0,11.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,7400,0,,,,,,,,,0,,0,0,20.0,71.75,0.0,0.0,0,0,0,0,0,,,0.0,0.75,0.0,2.0,4,4067150025,1035674.0,200958.0,14c,22v2,40.7181105,-73.8144913
348,MN,1976,19,109.0,7.0,10027.0,517 WEST 121 STREET,R8,V1,11.0,X,TEACHERS COLLEGE COLUMBIA UNIVERITY,COLUMBIA UNIVERSITY,12000,  -   ,,,,,,,,,1,,0,0,50.0,191.83,0.0,0.0,1197000,1197000,0,0,0,,,0.0,6.02,0.0,6.5,1,1019760019,995398.0,234696.0,5c,22v2,40.810855,-73.9597283
349,MN,1996,56,109.0,7.0,10027.0,651 WEST 125 STREET,C6-1,V1,11.0,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,13492,  -   ,,,,,,,,,1,,0,0,111.58,120.92,0.0,0.0,1732050,1732050,0,0,0,,,0.0,3.44,6.0,6.5,1,1019960056,995419.0,237167.0,5c,22v2,40.8176372,-73.9596483
350,MN,1996,14,109.0,7.0,10027.0,637 WEST 125 STREET,C6-1,V1,11.0,,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,23707,  -   ,,,,,,,,,0,,0,0,166.73,195.2,0.0,0.0,2333250,2333250,0,0,0,,,0.0,3.44,6.0,6.5,1,1019960014,995516.0,237077.0,5c,22v2,40.8173901,-73.959298
351,MN,1996,61,109.0,7.0,10027.0,663 WEST 125 STREET,C6-1,V1,11.0,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5025,  -   ,,,,,,,,,1,,0,0,139.42,71.25,0.0,0.0,742950,742950,0,0,0,,,0.0,3.44,6.0,6.5,1,1019960061,995343.0,237237.0,5c,22v2,40.8178294,-73.9599228
352,MN,1998,26,109.0,7.0,10027.0,605 WEST 131 STREET,C6-1,V1,11.0,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,4996,  -   ,,,,,,,,,1,,0,0,50.0,99.92,0.0,0.0,643050,643050,0,0,0,,,0.0,3.44,6.0,6.5,1,1019980026,996034.0,237304.0,5c,22v2,40.8180124,-73.9574262
353,MN,1995,40,109.0,7.0,10027.0,614 WEST 125 STREET,R8,V1,11.0,X,THE TRUSTEES OF COLUMBIA UNIVERSITY IN T HE CITY OF,COLUMBIA UNIVERSITY,13975,  -   ,,,,,,,,,0,,0,0,125.67,150.0,0.0,0.0,275400,275400,0,0,0,,,0.0,6.02,0.0,6.5,1,1019950040,995535.0,236624.0,5c,22v2,40.8161467,-73.9592302
354,MN,2255,2000,112.0,10.0,10034.0,269 DYCKMAN STREET,PARK,Q1,9.0,M,TRUSTEE OF COLUMBIA UNIVERSITY NYC,COLUMBIA UNIVERSITY,11320000,  -   ,,,,,,,,,7,,0,0,1080.17,5000.0,0.0,0.0,51286500,54189000,0,0,0,,,0.0,0.0,0.0,0.0,1,1022552000,1004800.0,257521.0,1b,22v2,40.8734861,-73.925694
355,MN,1895,63,109.0,7.0,10025.0,WEST 114 STREET,R8,V1,11.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2592,  -   ,,,,,,,,,0,,0,0,25.92,100.0,0.0,0.0,500850,500850,0,0,0,,,0.0,6.02,0.0,6.5,1,1018950063,993779.0,233207.0,5c,22v2,40.80677,-73.965579
356,MN,1867,33,109.0,7.0,10025.0,412 WEST 115 STREET,R8,V1,11.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3364,  -   ,,,,,,,,,0,,0,0,33.33,100.92,0.0,0.0,623250,623250,0,0,0,,,0.0,6.02,0.0,6.5,1,1018670033,995088.0,232779.0,5c,22v2,40.8055938,-73.9608513
357,MN,1895,68,109.0,7.0,10025.0,618 WEST 114 STREET,R8,V1,11.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,  -   ,,,,,,,,,0,,0,0,25.0,100.92,0.0,0.0,487800,487800,0,0,0,,,0.0,6.02,0.0,6.5,1,1018950068,993669.0,233268.0,5c,22v2,40.8069376,-73.9659763
358,MN,1867,30,109.0,7.0,10025.0,408 WEST 115 STREET,R8,V1,11.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3364,  -   ,,,,,,,,,0,,0,0,33.33,100.92,0.0,0.0,623250,623250,0,0,0,,,0.0,6.02,0.0,6.5,1,1018670030,995147.0,232747.0,5c,22v2,40.8055059,-73.9606382
359,MN,1867,31,109.0,7.0,10025.0,410 WEST 115 STREET,R8,V1,11.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3364,  -   ,,,,,,,,,0,,0,0,33.33,100.92,0.0,0.0,623250,623250,0,0,0,,,0.0,6.02,0.0,6.5,1,1018670031,995119.0,232763.0,5c,22v2,40.8055498,-73.9607393
360,MN,1895,49,109.0,7.0,10025.0,611 WEST 113 STREET,R8,G7,10.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7500,  -   ,,,,,,,,,0,,0,0,75.0,100.0,0.0,0.0,1149750,1149750,0,0,0,,,0.0,6.02,0.0,6.5,1,1018950049,993642.0,233165.0,5c,22v2,40.8066549,-73.9660739
361,MN,1884,41,109.0,7.0,10025.0,WEST 113 STREET,R8,Q2,9.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3213,  -   ,,,,,,,,,0,,0,0,31.83,100.92,0.0,0.0,375750,375750,0,0,0,,,0.0,6.02,0.0,6.5,1,1018840041,994375.0,232575.0,5c,22v2,40.8050347,-73.9634271
362,MN,2139,80,112.0,10.0,10032.0,WEST 168 STREET,R8,V6,11.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,8550,  -   ,,,,,,,,,0,,0,0,41.08,34.0,0.0,0.0,844650,844650,0,0,0,,,0.0,6.02,0.0,6.5,1,1021390080,999952.0,246121.0,3b,22v2,40.8422065,-73.9432504
363,MN,1994,59,109.0,7.0,10027.0,179 CLAREMONT AVENUE,R8,V1,11.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2500,  -   ,,,,,,,,,0,,0,0,25.0,100.0,0.0,0.0,331200,331200,0,0,0,,,0.0,6.02,0.0,6.5,1,1019940059,995075.0,235993.0,5c,22v2,40.8144153,-73.960893
364,MN,2123,36,112.0,10.0,10032.0,506 WEST 166 STREET,R7-2,V1,11.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2625,  -   ,,,,,,,,,0,,0,0,25.0,107.83,0.0,0.0,225900,225900,0,0,0,,,0.0,3.44,0.0,6.5,1,1021230036,1001257.0,244847.0,3b,22v2,40.8387073,-73.9385372
365,MN,1998,24,109.0,7.0,10027.0,609 WEST 131 STREET,C6-1,V1,11.0,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,9992,  -   ,,,,,,,,,1,,0,0,50.0,199.83,0.0,0.0,1476900,1476900,0,0,0,,,0.0,3.44,6.0,6.5,1,1019980024,996014.0,237373.0,5c,22v2,40.8182019,-73.9574983
366,MN,2004,46,109.0,7.0,10027.0,2290 JOE DIMAGGIO HIGHWAY,M1-2,G7,10.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,23657,  -   ,,,,,,,,,0,,0,0,101.25,208.58,0.0,0.0,902250,902250,0,0,0,,,0.0,0.0,2.0,4.8,1,1020040046,995197.0,237570.0,5c,22v2,40.8187436,-73.9604497
