borough,block,lot,cd,council,zipcode,address,zonedist1,bldgclass,landuse,ownertype,ownername,Final,lotarea, bldgarea ,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,xcoord,ycoord,zonemap,version,latitude,longitude
BX,3273,184,206,15,10458,2540 CAMBRELENG AVENUE,C4-5D,G7,10,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,5851,0,,,,,,,,,0,,0,0,58.51,100,0,0,153900,153900,0,0,0,,,0,4.2,4.2,4.2,2,2032730184,1016901,251965,3c,22v2,40.8582001,-73.8819656
BX,3273,343,206,15,10458,587 EAST 191 STREET,R6B,V0,11,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,5465,0,,,,,,,,,0,,0,0,34.5,158.42,0,0,16500,16500,0,0,0,,,0,2,0,2,2,2032730343,1016183,252372,3c,22v2,40.8593198,-73.8845593
BX,2343,9,201,17,10451,422 GRAND CONCOURSE,C4-4,G7,10,O,HOSTOS COMMUNITY COLLEGE,HOSTOS COMMUNITY COLLEGE,2642,0,,,,,,,,,0,,0,0,26.5,100,0,0,74700,74700,0,0,0,,,0,3.44,3.4,6.5,2,2023430009,1004249,236849,6a,22v2,40.8167488,-73.927748
BX,2343,1,201,17,10451,EAST 144 STREET,C4-4,G7,10,O,HOSTOS COMMUNITY COLLEGE,HOSTOS COMMUNITY COLLEGE,9743,0,,,,,,,,,0,,0,0,2.85,370.8,0,0,315900,315900,0,0,0,,,0,3.44,3.4,6.5,2,2023430001,1004393,236930,6a,22v2,40.8169708,-73.9272275
BK,2087,1,302,35,11201,161 ASHLAND PLACE,R6,G6,10,X,LONG ISLAND UNIVERSITY,LONG ISLAND UNIVERSITY,32800,0,,,,,,,,,1,,0,0,173.29,199.04,0,0,18450,354600,2004,0,0,,,0,2.43,0,4.8,3,3020870001,990031,190734,16c,22v2,40.6901956,-73.9791542
BX,5775,224,208,11,10463,3813 TIBBETT AVENUE,M1-1,G7,10,,MANHATTAN COLLEGE,MANHATTAN COLLEGE,2250,0,,,,,,,,,0,,0,0,25,90,0,0,30150,30150,0,0,0,,,0,0,1,2.4,2,2057750224,1011279,262309,1d,22v2,40.8866102,-73.9022476
BX,5775,204,208,11,10463,3820 IRWIN AVENUE,M1-1,V1,11,X,MANHATTAN COLLEGE,MANHATTAN COLLEGE,4500,0,,,,,,,,,1,,0,0,50,90,0,0,49050,49050,0,2018,0,,,0,0,1,2.4,2,2057750204,1011219,262378,1d,22v2,40.8867998,-73.9024643
BX,5775,222,208,11,10463,3815 TIBBETT AVENUE,M1-1,V1,11,,MANHATTAN COLLEGE,MANHATTAN COLLEGE,4500,0,,,,,,,,,4,,0,0,50,90,0,0,65700,65700,0,2018,0,,,0,0,1,2.4,2,2057750222,1011304,262337,1d,22v2,40.886687,-73.902157
BX,5775,213,208,11,10463,310 WEST 240 STREET,M1-1,V1,11,,MANHATTAN COLLEGE,MANHATTAN COLLEGE,15700,0,,,,,,,,,2,,0,0,144.08,133.25,0,0,212400,212400,0,2018,0,,,0,0,1,2.4,2,2057750213,1011339,262408,1d,22v2,40.8868817,-73.9020302
MN,535,20,102,1,10012,251 MERCER STREET,R7-2,V1,11,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4393,0,,,,,,,,,0,,0,0,209.2,21,0,0,1491300,1491300,0,0,0,,,0,3.44,0,6.5,1,1005350020,985512,204713,12c,22v2,40.7285665,-73.9954467
MN,535,8020,,,,251 MERCER STREET,,V1,11,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4393,0,,,,,,,,,0,,0,0,209.2,21,0,0,1069650,1069650,0,0,0,,,0,0,0,0,1,1005358020,,,,22v2,,
BX,5753,140,208,11,,RIVER ROAD,R1-1,V0,11,X,NYU SCHOOL OF LAW FOUNDATION,NEW YORK UNIVERSITY,87500,0,,,,,,,,,0,,0,0,175,500,0,0,8280,8280,0,0,0,,,0,0.5,0,1,2,2057530140,1005728,262159,1b,22v2,40.8862138,-73.9223236
QN,6715,25,408,24,11435,UNION TURNPIKE,R4,V0,11,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,7400,0,,,,,,,,,0,,0,0,20,71.75,0,0,0,0,0,0,0,,,0,0.75,0,2,4,4067150025,1035674,200958,14c,22v2,40.7181105,-73.8144913
BK,1915,13,302,35,11205,257 VANDERBILT AVENUE,R6B,G0,10,X,ST JOSEPH S COLLEGE,ST JOSEPH'S COLLEGE,2423,0,,,,,,,,,1,1,1,1,26.92,90,10,20,10920,17160,1970,0,0,,,0,2,0,2,3,3019150013,992843,190852,16c,22v2,40.6905172,-73.9690142
BK,1915,12,302,35,11205,259 VANDERBILT AVENUE,R6B,G0,10,X,ST JOSEPH S COLLEGE,ST JOSEPH'S COLLEGE,2363,0,,,,,,,,,1,1,2,2,26.25,90,25,20,10620,17580,1970,0,0,,,0,2,0,2,3,3019150012,992847,190825,16c,22v2,40.6904431,-73.9689998
BK,1917,7,302,35,11205,261 WAVERLY AVENUE,R6B,G7,10,X,ST JOSEPHS COLLEGE FOR WOMEN,ST JOSEPH'S COLLEGE,1000,0,,,,,,,,,0,,0,0,50,20,0,0,71550,71550,0,0,0,,,0,2,0,2,3,3019170007,993358,190838,16c,22v2,40.6904783,-73.9671571
MN,1480,119,108,5,10065,F D R DRIVE,R9,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,56,0,,,,,,,,,0,,0,0,3.5,17,0,0,1485,1485,0,0,0,,,0,7.52,0,10,1,1014800119,996643,216745,9a,22v2,40.7615827,-73.9552639
MN,1480,118,108,5,10065,F D R DRIVE,R9,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,56,0,,,,,,,,,0,,0,0,3.5,17,0,0,1485,1485,0,0,0,,,0,7.52,0,10,1,1014800118,996706,216815,9a,22v2,40.7617747,-73.9550364
MN,1480,116,108,5,10065,F D R DRIVE,R9,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,56,0,,,,,,,,,0,,0,0,3.5,17,0,0,1485,1485,0,0,0,,,0,7.52,0,10,1,1014800116,996839,216969,9a,22v2,40.7621972,-73.954556
MN,1480,117,108,5,10065,F D R DRIVE,R9,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,56,0,,,,,,,,,0,,0,0,3.5,17,0,0,1485,1485,0,0,0,,,0,7.52,0,10,1,1014800117,996769,216890,9a,22v2,40.7619805,-73.9548088
MN,1480,113,108,5,10065,F D R DRIVE,R9,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,56,0,,,,,,,,,0,,0,0,3.5,17,0,0,1485,1485,0,0,0,,,0,7.52,0,10,1,1014800113,997018,217211,9a,22v2,40.7628612,-73.9539094
MN,1480,110,108,5,10065,FDR DRIVE,R9,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,3142,0,,,,,,,,,0,,0,0,6,936,0,0,21150,21150,0,0,0,,,0,7.52,0,10,1,1014800110,997065,217443,9a,22v2,40.7634979,-73.9537393
MN,1480,8100,,,,,,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,3312,0,,,,,,,,,0,,0,0,0,0,0,0,562050,562050,0,0,0,,,0,0,0,0,1,1014808100,,,,22v2,,
MN,1480,115,108,5,10065,F D R DRIVE,R9,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,56,0,,,,,,,,,0,,0,0,3.5,17,0,0,1485,1485,0,0,0,,,0,7.52,0,10,1,1014800115,996906,217055,9a,22v2,40.7624332,-73.954314
MN,1480,111,108,5,10065,F D R DRIVE,R9,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,60,0,,,,,,,,,0,,0,0,3.5,17,0,0,1485,1485,0,0,0,,,0,7.52,0,10,1,1014800111,997122,217367,9a,22v2,40.7632892,-73.9535336
MN,1480,120,108,5,10065,F D R DRIVE,R9,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,56,0,,,,,,,,,0,,0,0,3.5,17,0,0,1485,1485,0,0,0,,,0,7.52,0,10,1,1014800120,996580,216673,9a,22v2,40.7613852,-73.9554915
MN,1480,8110,,,,,,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,3337,0,,,,,,,,,0,,0,0,0,0,0,0,565650,565650,0,0,0,,,0,0,0,0,1,1014808110,,,,22v2,,
MN,1480,114,108,5,10065,F D R DRIVE,R9,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,56,0,,,,,,,,,0,,0,0,3.5,17,0,0,1485,1485,0,0,0,,,0,7.52,0,10,1,1014800114,996964,217132,9a,22v2,40.7626444,-73.9541044
MN,1480,112,108,5,10065,F D R DRIVE,R9,V1,11,X,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,60,0,,,,,,,,,0,,0,0,3.5,17,0,0,1485,1485,0,0,0,,,0,7.52,0,10,1,1014800112,997074,217295,9a,22v2,40.7630917,-73.953707
MN,1976,19,109,7,10027,517 WEST 121 STREET,R8,V1,11,X,TEACHERS COLLEGE COLUMBIA UNIVERITY,COLUMBIA UNIVERSITY,12000,  -   ,,,,,,,,,1,,0,0,50,191.83,0,0,1197000,1197000,0,0,0,,,0,6.02,0,6.5,1,1019760019,995398,234696,5c,22v2,40.810855,-73.9597283
MN,1996,56,109,7,10027,651 WEST 125 STREET,C6-1,V1,11,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,13492,  -   ,,,,,,,,,1,,0,0,111.58,120.92,0,0,1732050,1732050,0,0,0,,,0,3.44,6,6.5,1,1019960056,995419,237167,5c,22v2,40.8176372,-73.9596483
MN,1996,14,109,7,10027,637 WEST 125 STREET,C6-1,V1,11,,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,23707,  -   ,,,,,,,,,0,,0,0,166.73,195.2,0,0,2333250,2333250,0,0,0,,,0,3.44,6,6.5,1,1019960014,995516,237077,5c,22v2,40.8173901,-73.959298
MN,1996,61,109,7,10027,663 WEST 125 STREET,C6-1,V1,11,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5025,  -   ,,,,,,,,,1,,0,0,139.42,71.25,0,0,742950,742950,0,0,0,,,0,3.44,6,6.5,1,1019960061,995343,237237,5c,22v2,40.8178294,-73.9599228
MN,1998,26,109,7,10027,605 WEST 131 STREET,C6-1,V1,11,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,4996,  -   ,,,,,,,,,1,,0,0,50,99.92,0,0,643050,643050,0,0,0,,,0,3.44,6,6.5,1,1019980026,996034,237304,5c,22v2,40.8180124,-73.9574262
MN,1995,40,109,7,10027,614 WEST 125 STREET,R8,V1,11,X,THE TRUSTEES OF COLUMBIA UNIVERSITY IN T HE CITY OF,COLUMBIA UNIVERSITY,13975,  -   ,,,,,,,,,0,,0,0,125.67,150,0,0,275400,275400,0,0,0,,,0,6.02,0,6.5,1,1019950040,995535,236624,5c,22v2,40.8161467,-73.9592302
MN,2255,2000,112,10,10034,269 DYCKMAN STREET,PARK,Q1,9,M,TRUSTEE OF COLUMBIA UNIVERSITY NYC,COLUMBIA UNIVERSITY,11320000,  -   ,,,,,,,,,7,,0,0,1080.17,5000,0,0,51286500,54189000,0,0,0,,,0,0,0,0,1,1022552000,1004800,257521,1b,22v2,40.8734861,-73.925694
MN,1895,63,109,7,10025,WEST 114 STREET,R8,V1,11,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2592,  -   ,,,,,,,,,0,,0,0,25.92,100,0,0,500850,500850,0,0,0,,,0,6.02,0,6.5,1,1018950063,993779,233207,5c,22v2,40.80677,-73.965579
MN,1867,33,109,7,10025,412 WEST 115 STREET,R8,V1,11,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3364,  -   ,,,,,,,,,0,,0,0,33.33,100.92,0,0,623250,623250,0,0,0,,,0,6.02,0,6.5,1,1018670033,995088,232779,5c,22v2,40.8055938,-73.9608513
MN,1895,68,109,7,10025,618 WEST 114 STREET,R8,V1,11,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,  -   ,,,,,,,,,0,,0,0,25,100.92,0,0,487800,487800,0,0,0,,,0,6.02,0,6.5,1,1018950068,993669,233268,5c,22v2,40.8069376,-73.9659763
MN,1867,30,109,7,10025,408 WEST 115 STREET,R8,V1,11,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3364,  -   ,,,,,,,,,0,,0,0,33.33,100.92,0,0,623250,623250,0,0,0,,,0,6.02,0,6.5,1,1018670030,995147,232747,5c,22v2,40.8055059,-73.9606382
MN,1867,31,109,7,10025,410 WEST 115 STREET,R8,V1,11,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3364,  -   ,,,,,,,,,0,,0,0,33.33,100.92,0,0,623250,623250,0,0,0,,,0,6.02,0,6.5,1,1018670031,995119,232763,5c,22v2,40.8055498,-73.9607393
MN,1895,49,109,7,10025,611 WEST 113 STREET,R8,G7,10,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7500,  -   ,,,,,,,,,0,,0,0,75,100,0,0,1149750,1149750,0,0,0,,,0,6.02,0,6.5,1,1018950049,993642,233165,5c,22v2,40.8066549,-73.9660739
MN,1884,41,109,7,10025,WEST 113 STREET,R8,Q2,9,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3213,  -   ,,,,,,,,,0,,0,0,31.83,100.92,0,0,375750,375750,0,0,0,,,0,6.02,0,6.5,1,1018840041,994375,232575,5c,22v2,40.8050347,-73.9634271
MN,2139,80,112,10,10032,WEST 168 STREET,R8,V6,11,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,8550,  -   ,,,,,,,,,0,,0,0,41.08,34,0,0,844650,844650,0,0,0,,,0,6.02,0,6.5,1,1021390080,999952,246121,3b,22v2,40.8422065,-73.9432504
MN,1994,59,109,7,10027,179 CLAREMONT AVENUE,R8,V1,11,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2500,  -   ,,,,,,,,,0,,0,0,25,100,0,0,331200,331200,0,0,0,,,0,6.02,0,6.5,1,1019940059,995075,235993,5c,22v2,40.8144153,-73.960893
MN,2123,36,112,10,10032,506 WEST 166 STREET,R7-2,V1,11,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2625,  -   ,,,,,,,,,0,,0,0,25,107.83,0,0,225900,225900,0,0,0,,,0,3.44,0,6.5,1,1021230036,1001257,244847,3b,22v2,40.8387073,-73.9385372
MN,1998,24,109,7,10027,609 WEST 131 STREET,C6-1,V1,11,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,9992,  -   ,,,,,,,,,1,,0,0,50,199.83,0,0,1476900,1476900,0,0,0,,,0,3.44,6,6.5,1,1019980024,996014,237373,5c,22v2,40.8182019,-73.9574983
MN,2004,46,109,7,10027,2290 JOE DIMAGGIO HIGHWAY,M1-2,G7,10,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,23657,  -   ,,,,,,,,,0,,0,0,101.25,208.58,0,0,902250,902250,0,0,0,,,0,0,2,4.8,1,1020040046,995197,237570,5c,22v2,40.8187436,-73.9604497
MN,1998,29,109,7,10027,3259 BROADWAY,C6-1,V1,11,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,19983,  -   ,,,,,,,,,1,,0,0,199.83,100,0,0,1356300,1356300,0,0,0,,,0,3.44,6,6.5,1,1019980029,996125,237311,5c,22v2,40.8180315,-73.9570974
MN,1998,1,109,7,10027,2301 JOE DIMAGGIO HIGHWAY,C6-1,V1,11,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,3000,  -   ,,,,,,,,,1,,0,0,30,100,0,0,176850,176850,0,0,0,,,0,3.44,6,6.5,1,1019980001,995489,237567,5c,22v2,40.818735,-73.9593948
MN,2004,68,109,7,10027,2298 JOE DIMAGGIO HIGHWAY,M1-2,G7,10,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,3666,  -   ,,,,,,,,,0,,0,0,39.25,95.08,0,0,193950,193950,0,0,0,,,0,0,2,4.8,1,1020040068,995325,237661,5c,22v2,40.8189932,-73.9599871
MN,2004,71,109,7,10027,2302 JOE DIMAGGIO HIGHWAY,M1-2,G7,10,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,6688,  -   ,,,,,,,,,0,,0,0,75.58,83.25,0,0,226350,226350,0,0,0,,,0,0,2,4.8,1,1020040071,995355,237710,5c,22v2,40.8191277,-73.9598787
MN,2004,171,109,7,10027,WEST 132 STREET,M1-2,G7,10,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,975,  -   ,,,,,,,,,0,,0,0,14.08,75.58,0,0,43650,43650,0,0,0,,,0,0,2,4.8,1,1020040171,995309,237736,5c,22v2,40.8191991,-73.9600448
MN,1998,38,109,7,10027,602 WEST 132 STREET,C6-1,V1,11,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,4996,  -   ,,,,,,,,,1,,0,0,50,99.92,0,0,107550,107550,0,0,0,,,0,3.44,6,6.5,1,1019980038,996082,237391,5c,22v2,40.8182512,-73.9572526
MN,1999,8001,,,,WEST 132 STREET,,Z9,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,46500,  -   ,,,,,,,,,0,,0,0,60,375,0,0,12000,17231,2021,0,0,,,0,0,0,0,1,1019998001,,,,22v2,,
MN,1998,3,109,7,10027,2307 JOE DIMAGGIO HIGHWAY,C6-1,V1,11,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,6992,  -   ,,,,,,,,,0,,0,0,69.92,100,0,0,612000,612000,0,0,0,,,0,3.44,6,6.5,1,1019980003,995513,237610,5c,22v2,40.818853,-73.959308
MN,2004,50,109,7,10027,WEST 131 STREET,M1-2,G7,10,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,12362,  -   ,,,,,,,,,0,,0,0,60,203.42,0,0,376200,376200,0,0,0,,,0,0,2,4.8,1,1020040050,995252,237643,5c,22v2,40.8189439,-73.9602509
MN,2004,65,109,7,10027,2298 12 AVENUE,M1-2,G7,10,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,20775,  -   ,,,,,,,,,0,,0,0,200.58,112.4,0,0,599850,599850,0,0,0,,,0,0,2,4.8,1,1020040065,995279,237779,5c,22v2,40.8193172,-73.9601531
MN,1867,29,109,7,10025,WEST 115 STREET,R8,G7,10,X,TRUSTEES OF COLUMBIAUNIVERSITY IN THE CI TY OF NY,COLUMBIA UNIVERSITY,6500,  -   ,,,,,,,,,0,,0,0,65.33,100.92,0,0,734400,734400,0,0,0,,,0,6.02,0,6.5,1,1018670029,995188,232724,5c,22v2,40.8054427,-73.9604901
SI,628,140,501,49,10301,144 CAMPUS ROAD,R3-1,V0,11,X,WAGNER COLLEGE,WAGNER COLLEGE,784000,0,,,,,,,,,0,,0,0,713,892,0,0,1961940,1961940,0,0,0,,,0,0.5,0,1,5,5006280140,957397,162386,21b,22v2,40.6123477,-74.0967169
SI,627,16,501,49,10304,CEDAR TERRACE,R3-1,V0,11,X,WAGNER COLLEGE,WAGNER COLLEGE,230000,0,,,,,,,,,0,,0,0,804,308,0,0,571020,571020,0,0,0,,,0,0.5,0,1,5,5006270016,959143,162657,21b,22v2,40.6130967,-74.0904293
MN,2149,9,112,10,10033,2465 AMSTERDAM AVENUE,R7-2,G7,10,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,5525,0,,,,,,,,,0,,0,0,35.58,150,0,0,309150,309150,0,0,0,,,0,3.44,0,6.5,1,1021490009,1003639,248510,3b,22v2,40.8487563,-73.9299181
MN,2157,60,112,10,10033,555 WEST 185 STREET,R7-2,G7,10,,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,2203,0,,,,,,,,,0,,0,0,20.5,107.42,0,0,299700,299700,0,0,0,,,0,3.44,0,6.5,1,1021570060,1003364,249519,3a,22v2,40.8515263,-73.9309092
MN,2157,65,112,10,10033,565 WEST 185 STREET,R7-2,G7,10,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,5650,0,,,,,,,,,1,,0,0,50.5,107.42,0,0,406350,409050,0,0,0,,,0,3.44,0,6.5,1,1021570065,1003264,249577,3a,22v2,40.8516857,-73.9312705
MN,2156,142,112,10,10033,6 WASHINGTON TERRACE,R7-2,V1,11,,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,1109,0,,,,,,,,,0,,0,0,17.75,62.5,0,0,175500,175500,0,0,0,,,0,3.44,0,6.5,1,1021560142,1003695,249471,3a,22v2,40.8513938,-73.9297129
BX,2331,36,201,17,10451,338 EAST 150 STREET,C4-4,G7,10,,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,7500,0,,,,,,,,,0,,0,0,50,100,0,0,289350,289350,0,0,0,,,0,3.44,3.4,6.5,2,2023310036,1006450,236984,6a,22v2,40.8171141,-73.9197959
BX,4085,4,211,13,10461,1140 SACKET AVENUE,R4,V0,11,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,80000,0,,,,,,,,,0,,0,0,80,1044.5,0,0,239880,239880,0,0,0,,,0,0.75,0,2,2,2040850004,1026785,247967,4b,22v2,40.8471847,-73.8462601
MN,2156,75,112,10,10033,528 WEST 187 STREET,R7-2,V1,11,,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,1444,0,,,,,,,,,1,,0,0,19.25,75,0,0,224550,224550,0,0,0,,,0,3.44,0,6.5,1,1021560075,1003797,249736,3a,22v2,40.8521209,-73.9293435
MN,2157,64,112,10,10033,563 WEST 185 STREET,R7-2,G7,10,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,2050,0,,,,,,,,,1,,0,0,19.75,103,0,0,137250,138150,0,0,0,,,0,3.44,0,6.5,1,1021570064,1003291,249557,3a,22v2,40.8516307,-73.931173
MN,2166,9,112,10,10033,WEST 185 STREET,R7-2,G7,10,,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,3996,0,,,,,,,,,0,,0,0,50,79.92,0,0,247950,247950,0,0,0,,,0,3.44,0,6.5,1,1021660009,1002786,249647,3a,22v2,40.8518788,-73.9329982
MN,2156,19,112,10,10033,2506 AMSTERDAM AVENUE,R7-2,V1,11,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,2500,0,,,,,,,,,0,,0,0,25,100,0,0,175050,175050,0,0,0,,,0,3.44,0,6.5,1,1021560019,1003700,249076,3a,22v2,40.8503096,-73.929696
MN,2156,6,112,10,10033,391 AUDUBON AVENUE,R7-2,G7,10,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,7592,0,,,,,,,,,0,,0,0,79.92,95,0,0,501300,501300,0,0,0,,,0,3.44,0,6.5,1,1021560006,1003486,249257,3a,22v2,40.8508069,-73.930469
QN,10117,25,412,28,11433,105-02 160 STREET,R6,V0,11,X,YORK COLLEGE-CUNY,YORK COLLEGE,2246,0,,,,,,,,,0,,0,0,25,89,0,0,10680,10680,0,0,0,,,0,2.43,0,4.8,4,4101170025,1040552,194461,14d,22v2,40.7002481,-73.7969486
BK,1893,11,302,35,11205,85 GRAND AVENUE,R7A,G7,10,,PRATT INSTITUTE,PRATT INSTITUTE,5000,0,,,,,,,,,0,,0,0,50,100,0,0,152100,152100,0,0,0,,,0,4,0,4,3,3018930011,994230,192419,12d,22v2,40.6948168,-73.9640104
BK,1920,1,302,35,11205,255 RYERSON STREET,R7-1,W9,8,X,PRATT INSTITUTE,PRATT INSTITUTE,140000,291041,227041,64000,170000,0,0,0,0,57041,6,2,0,3,200,291,42,72,1867500,35063550,1975,1998,0,Individual Landmark,INDIVIDUAL LANDMARK,2.08,3.44,0,4.8,3,3019200001,994263,191036,16c,22v2,40.6910208,-73.9638935
BK,1893,15,302,35,11205,79 GRAND AVENUE,R7A,F5,6,,PRATT INSTITUTE,PRATT INSTITUTE,2500,4625,4625,0,0,0,0,0,4625,0,1,2,0,1,25,100,25,100,22500,247500,1951,0,0,,,1.85,4,0,4,3,3018930015,994217,192507,12d,22v2,40.6950584,-73.9640572
BK,1893,10,302,35,11205,89 GRAND AVENUE,R7A,G7,10,,PRATT INSTITUTE,PRATT INSTITUTE,2500,0,,,,,,,,,0,,0,0,25,100,0,0,121950,121950,0,0,0,,,0,4,0,4,3,3018930010,994236,192382,12d,22v2,40.6947152,-73.9639888
BK,1919,50,302,35,11205,189 WILLOUGHBY AVENUE,R7-1,Z9,,X,PRATT INSTITUTE,PRATT INSTITUTE,32400,100,100,0,100,0,0,0,0,0,1,1,0,0,60,540,3,5,454500,494550,1950,0,0,,,0,3.44,0,4.8,3,3019190050,994089,191081,16c,22v2,40.6911445,-73.9645208
BK,1916,26,302,35,11205,229 CLINTON AVENUE,R6B,W3,8,X,PRATT INSTITUTE,PRATT INSTITUTE,18000,16136,16136,0,0,0,0,0,0,16136,1,3,0,1,100,180,50,75,253350,1127250,1895,1967,0,Clinton Hill Historic District,,0.9,2,0,2,3,3019160026,993154,191090,16c,22v2,40.6911702,-73.9678924
BK,1892,61,302,35,11205,98 GRAND AVENUE,R6B,C1,2,X,PRATT INSTITUTE,PRATT INSTITUTE,10000,25000,0,25000,0,0,0,0,0,0,1,4,25,25,100,100,50,100,58950,2071350,1946,2002,0,,,2.5,2,0,2,3,3018920061,994093,192273,12d,22v2,40.6944162,-73.9645047
BK,1909,15,302,35,11205,131 EMERSON PLACE,R6,H8,8,X,PRATT INSTITUTE,PRATT INSTITUTE,34700,66093,,,,,,,,,1,10,0,1,100,252,100,76,1311750,5009400,2018,0,0,,,1.9,2.43,0,4.8,3,3019090015,994927,191908,12d,22v2,40.6934134,-73.9614977
BK,1922,1,302,35,11205,225 STEUBEN STREET,R7-1,W6,8,X,PRATT INSTITUTE,PRATT INSTITUTE,156700,158540,104000,54540,104000,0,0,0,0,0,28,1,0,1,200,458,140,360.83,2200950,11560950,1972,2004,0,Individual Landmark,INDIVIDUAL LANDMARK,1.01,3.44,0,4.8,3,3019220001,994778,191107,16c,22v2,40.691215,-73.9620363
BK,1919,1,302,35,11205,166 WILLOUGHBY AVENUE,R7-1,W3,8,X,PRATT INSTITUTE,PRATT INSTITUTE,250000,76983,76983,0,0,0,0,0,0,76983,3,,0,3,200,698,0,0,3399750,9667800,0,0,0,Individual Landmark,INDIVIDUAL LANDMARK,0.31,3.44,0,4.8,3,3019190001,993974,190980,16c,22v2,40.6908674,-73.9649357
