,MLS#,Unique,Final Agent/Team,agent_type,TRD Notes,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,SOLD DATE,PRICE,URL,full_address,geo_address,loc,point,lat,lon,altitude
645,11149454.0,11149454/Biazar Group/List,Biazar Group,List,Fixed,,4852 S PRAIRIE 1B,Chicago,IL,,9/22/2021,"$237,000",,4852 S PRAIRIE 1B Chicago IL,4852 S PRAIRIE 1B Chicago IL,"4852 S Prairie Ave #1b, Chicago, IL 60615, USA","(41.8059605, -87.61988319999999, 0.0)",41.8059605,-87.61988319999999,0.0
646,11152405.0,11152405/Biazar Group/Buy,Biazar Group,Buy,Fixed,,10625 S Hamilton ,Chicago,IL,,9/3/2021,"$315,000",,10625 S Hamilton  Chicago IL,10625 S Hamilton  Chicago IL,"10625 S Hamilton Ave, Chicago, IL 60643, USA","(41.7002087, -87.6750837, 0.0)",41.7002087,-87.6750837,0.0
647,11157159.0,11157159/Biazar Group/List,Biazar Group,List,Fixed,,4743 N CLARK 2S,Chicago,IL,,9/10/2021,"$457,000",,4743 N CLARK 2S Chicago IL,4743 N CLARK 2S Chicago IL,"4743 N Clark St #2s, Chicago, IL 60640, USA","(41.9683469, -87.6670946, 0.0)",41.9683469,-87.6670946,0.0
648,11157352.0,11157352/Biazar Group/List,Biazar Group,List,Fixed,,2051 N Whipple ,Chicago,IL,,8/30/2021,"$925,000",,2051 N Whipple  Chicago IL,2051 N Whipple  Chicago IL,"2051 N Whipple St, Chicago, IL 60647, USA","(41.9189197, -87.70356919999999, 0.0)",41.9189197,-87.70356919999999,0.0
649,11157378.0,11157378/Biazar Group/List,Biazar Group,List,Fixed,,1365 W Crystal ,Chicago,IL,,8/25/2021,"$862,125",,1365 W Crystal  Chicago IL,1365 W Crystal  Chicago IL,"1365 W Crystal St, Chicago, IL 60642, USA","(41.9042584, -87.6618434, 0.0)",41.9042584,-87.6618434,0.0
650,11161120.0,11161120/Biazar Group/List,Biazar Group,List,Fixed,,2345 W Monroe 4E,Chicago,IL,,10/8/2021,"$459,000",,2345 W Monroe 4E Chicago IL,2345 W Monroe 4E Chicago IL,"2345 W Monroe St #4e, Chicago, IL 60612, USA","(41.8796316, -87.6856703, 0.0)",41.8796316,-87.6856703,0.0
651,11161127.0,11161127/Biazar Group/List,Biazar Group,List,Fixed,,2345 W Monroe 2E,Chicago,IL,,9/15/2021,"$389,000",,2345 W Monroe 2E Chicago IL,2345 W Monroe 2E Chicago IL,"2345 W Monroe St #2e, Chicago, IL 60612, USA","(41.8796316, -87.6856703, 0.0)",41.8796316,-87.6856703,0.0
652,11161147.0,11161147/Biazar Group/List,Biazar Group,List,Fixed,,2345 W Monroe 1S,Chicago,IL,,9/22/2021,"$449,000",,2345 W Monroe 1S Chicago IL,2345 W Monroe 1S Chicago IL,"2345 W Monroe St #1s, Chicago, IL 60612, USA","(41.8796316, -87.6856703, 0.0)",41.8796316,-87.6856703,0.0
653,11161165.0,11161165/Biazar Group/List,Biazar Group,List,Fixed,,2345 W Monroe 2W,Chicago,IL,,9/3/2021,"$389,000",,2345 W Monroe 2W Chicago IL,2345 W Monroe 2W Chicago IL,"2345 W Monroe St #2w, Chicago, IL 60612, USA","(41.8796316, -87.6856703, 0.0)",41.8796316,-87.6856703,0.0
654,11164765.0,11164765/Biazar Group/List,Biazar Group,List,Fixed,,2423 W Fullerton 3B,Chicago,IL,,10/22/2021,"$228,500",,2423 W Fullerton 3B Chicago IL,2423 W Fullerton 3B Chicago IL,"2423 W Fullerton Ave #3b, Chicago, IL 60647, USA","(41.9247277, -87.68847140000001, 0.0)",41.9247277,-87.68847140000001,0.0
655,11165013.0,11165013/Biazar Group/List,Biazar Group,List,Fixed,,1450 N Rockwell ,Chicago,IL,,9/28/2021,"$660,000",,1450 N Rockwell  Chicago IL,1450 N Rockwell  Chicago IL,"1450 N Rockwell St, Chicago, IL 60622, USA","(41.9081339, -87.6923073, 0.0)",41.9081339,-87.6923073,0.0
656,11165428.0,11165428/Biazar Group/Buy,Biazar Group,Buy,Fixed,,1807 W Armitage 1W,Chicago,IL,,9/15/2021,"$570,000",,1807 W Armitage 1W Chicago IL,1807 W Armitage 1W Chicago IL,"1807 W Armitage Ave #1w, Chicago, IL 60622, USA","(41.9176603, -87.673025, 0.0)",41.9176603,-87.673025,0.0
657,11170787.0,11170787/Biazar Group/Buy,Biazar Group,Buy,Fixed,,7538 S PHILLIPS ,Chicago,IL,,10/15/2021,"$380,000",,7538 S PHILLIPS  Chicago IL,7538 S PHILLIPS  Chicago IL,"7538 S Phillips Ave, Chicago, IL 60649, USA","(41.7578189, -87.56544249999999, 0.0)",41.7578189,-87.56544249999999,0.0
658,11171185.0,11171185/Biazar Group/List,Biazar Group,List,Fixed,,513 N Hermitage 2N,Chicago,IL,,10/22/2021,"$558,000",,513 N Hermitage 2N Chicago IL,513 N Hermitage 2N Chicago IL,"513 N Hermitage Ave #2n, Chicago, IL 60622, USA","(41.8912613, -87.6702238, 0.0)",41.8912613,-87.6702238,0.0
659,11171231.0,11171231/Biazar Group/List,Biazar Group,List,Fixed,,505 N Hermitage 3N,Chicago,IL,,1/28/2022,"$539,000",,505 N Hermitage 3N Chicago IL,505 N Hermitage 3N Chicago IL,"505 N Hermitage Ave #3n, Chicago, IL 60622, USA","(41.8910359, -87.67021779999999, 0.0)",41.8910359,-87.67021779999999,0.0
660,11171246.0,11171246/Biazar Group/List,Biazar Group,List,Fixed,,880 N Milwaukee ,Chicago,IL,,12/15/2021,"$6,025,000",,880 N Milwaukee  Chicago IL,880 N Milwaukee  Chicago IL,"880 N Milwaukee Ave, Chicago, IL 60642, USA","(41.89767399999999, -87.6582615, 0.0)",41.89767399999999,-87.6582615,0.0
661,11171246.0,11171246/Biazar Group/Buy,Biazar Group,Buy,Fixed,,880 N Milwaukee ,Chicago,IL,,12/15/2021,"$6,025,000",,880 N Milwaukee  Chicago IL,880 N Milwaukee  Chicago IL,"880 N Milwaukee Ave, Chicago, IL 60642, USA","(41.89767399999999, -87.6582615, 0.0)",41.89767399999999,-87.6582615,0.0
662,11173122.0,11173122/Biazar Group/List,Biazar Group,List,Fixed,,505 N Hermitage 2S,Chicago,IL,,1/31/2022,"$549,000",,505 N Hermitage 2S Chicago IL,505 N Hermitage 2S Chicago IL,"505 N Hermitage Ave #2s, Chicago, IL 60622, USA","(41.8910359, -87.67021779999999, 0.0)",41.8910359,-87.67021779999999,0.0
663,11178946.0,11178946/Biazar Group/List,Biazar Group,List,Fixed,,2423 W Fullerton 3D,Chicago,IL,,10/25/2021,"$228,500",,2423 W Fullerton 3D Chicago IL,2423 W Fullerton 3D Chicago IL,"2423 W Fullerton Ave #3d, Chicago, IL 60647, USA","(41.9247277, -87.68847140000001, 0.0)",41.9247277,-87.68847140000001,0.0
664,11179400.0,11179400/Biazar Group/Buy,Biazar Group,Buy,Fixed,,368 E 58th 2,Chicago,IL,,10/1/2021,"$165,000",,368 E 58th 2 Chicago IL,368 E 58th 2 Chicago IL,"368 E 58th St #2, Chicago, IL 60637, USA","(41.789535, -87.6163066, 0.0)",41.789535,-87.6163066,0.0
665,11180933.0,11180933/Biazar Group/List,Biazar Group,List,Fixed,,856 N Saint Louis ,Chicago,IL,,12/14/2021,"$349,900",,856 N Saint Louis  Chicago IL,856 N Saint Louis  Chicago IL,"856 N St Louis Ave, Chicago, IL 60651, USA","(41.8972014, -87.7142057, 0.0)",41.8972014,-87.7142057,0.0
666,11192822.0,11192822/Biazar Group/List,Biazar Group,List,Fixed,,4434 S Calumet 2S,Chicago,IL,,9/30/2021,"$235,500",,4434 S Calumet 2S Chicago IL,4434 S Calumet 2S Chicago IL,"4434 S Calumet Ave #2s, Chicago, IL 60653, USA","(41.8137709, -87.6184653, 0.0)",41.8137709,-87.6184653,0.0
667,11193448.0,11193448/Biazar Group/List,Biazar Group,List,Fixed,,4228 S Champlain 1S,Chicago,IL,,10/4/2021,"$221,500",,4228 S Champlain 1S Chicago IL,4228 S Champlain 1S Chicago IL,"4228 S Champlain Ave #1s, Chicago, IL 60653, USA","(41.8177259, -87.61065669999999, 0.0)",41.8177259,-87.61065669999999,0.0
668,11193968.0,11193968/Biazar Group/List,Biazar Group,List,Fixed,,2345 W Monroe 3W,Chicago,IL,,10/28/2021,"$399,000",,2345 W Monroe 3W Chicago IL,2345 W Monroe 3W Chicago IL,"2345 W Monroe St #3w, Chicago, IL 60612, USA","(41.8796316, -87.6856703, 0.0)",41.8796316,-87.6856703,0.0
669,11193975.0,11193975/Biazar Group/List,Biazar Group,List,Fixed,,2345 W Monroe 1W,Chicago,IL,,11/30/2021,"$425,000",,2345 W Monroe 1W Chicago IL,2345 W Monroe 1W Chicago IL,"2345 W Monroe St #1w, Chicago, IL 60612, USA","(41.8796316, -87.6856703, 0.0)",41.8796316,-87.6856703,0.0
670,11194811.0,11194811/Biazar Group/List,Biazar Group,List,Fixed,,3748 S UNION ,Chicago,IL,,10/1/2021,"$360,000",,3748 S UNION  Chicago IL,3748 S UNION  Chicago IL,"3748 S Union Ave, Chicago, IL 60609, USA","(41.8256909, -87.6438342, 0.0)",41.8256909,-87.6438342,0.0
671,11197711.0,11197711/Biazar Group/Buy,Biazar Group,Buy,Fixed,,855 E DREXEL 1B,Chicago,IL,,3/1/2022,"$335,000",,855 E DREXEL 1B Chicago IL,855 E DREXEL 1B Chicago IL,"855 E Drexel Square #1b, Chicago, IL 60615, USA","(41.8011327, -87.6042275, 0.0)",41.8011327,-87.6042275,0.0
672,11213657.0,11213657/Biazar Group/List,Biazar Group,List,Fixed,,2012 W Ohio ,Chicago,IL,,11/19/2021,"$1,199,415",,2012 W Ohio  Chicago IL,2012 W Ohio  Chicago IL,"2012 W Ohio St, Chicago, IL 60612, USA","(41.8925025, -87.67754889999999, 0.0)",41.8925025,-87.67754889999999,0.0
673,11223770.0,11223770/Biazar Group/List,Biazar Group,List,Fixed,,1738 W Belmont 2F,Chicago,IL,,11/12/2021,"$482,000",,1738 W Belmont 2F Chicago IL,1738 W Belmont 2F Chicago IL,"1738 W Belmont Ave #2f, Chicago, IL 60657, USA","(41.9398631, -87.67258, 0.0)",41.9398631,-87.67258,0.0
674,11227935.0,11227935/Biazar Group/Buy,Biazar Group,Buy,Fixed,,360 W Erie 4D,Chicago,IL,,2/18/2022,"$1,445,000",,360 W Erie 4D Chicago IL,360 W Erie 4D Chicago IL,"360 W Erie St #4d, Chicago, IL 60654, USA","(41.8940566, -87.6380669, 0.0)",41.8940566,-87.6380669,0.0
675,11228020.0,11228020/Biazar Group/Buy,Biazar Group,Buy,Fixed,,1838 N Fairfield ,Chicago,IL,,1/14/2022,"$895,000",,1838 N Fairfield  Chicago IL,1838 N Fairfield  Chicago IL,"1838 N Fairfield Ave, Chicago, IL 60647, USA","(41.9150061, -87.69626420000002, 0.0)",41.9150061,-87.69626420000002,0.0
676,11233569.0,11233569/Biazar Group/Buy,Biazar Group,Buy,Fixed,,5 N Oakley 305,Chicago,IL,,11/30/2021,"$362,000",,5 N Oakley 305 Chicago IL,5 N Oakley 305 Chicago IL,"5 N Oakley Blvd #305, Chicago, IL 60612, USA","(41.8814107, -87.6836244, 0.0)",41.8814107,-87.6836244,0.0
677,11236037.0,11236037/Biazar Group/Buy,Biazar Group,Buy,Fixed,,327 S Leavitt ,Chicago,IL,,11/18/2021,"$235,000",,327 S Leavitt  Chicago IL,327 S Leavitt  Chicago IL,"327 S Leavitt St, Chicago, IL 60612, USA","(41.8767588, -87.6811693, 0.0)",41.8767588,-87.6811693,0.0
678,11238421.0,11238421/Biazar Group/List,Biazar Group,List,Fixed,,217 S Leavitt 3N,Chicago,IL,,12/9/2021,"$347,500",,217 S Leavitt 3N Chicago IL,217 S Leavitt 3N Chicago IL,"217 S Leavitt St #3n, Chicago, IL 60612, USA","(41.8781302, -87.68122629999999, 0.0)",41.8781302,-87.68122629999999,0.0
679,11239091.0,11239091/Biazar Group/Buy,Biazar Group,Buy,Fixed,,2536 W Augusta ,Chicago,IL,,1/20/2022,"$1,180,000",,2536 W Augusta  Chicago IL,2536 W Augusta  Chicago IL,"2536 W Augusta Blvd, Chicago, IL 60622, USA","(41.89957649999999, -87.69096239999999, 0.0)",41.89957649999999,-87.69096239999999,0.0
680,11243747.0,11243747/Biazar Group/List,Biazar Group,List,Fixed,,1713 N Keeler ,Chicago,IL,,10/12/2021,"$297,000",,1713 N Keeler  Chicago IL,1713 N Keeler  Chicago IL,"1713 N Keeler Ave, Chicago, IL 60639, USA","(41.9121695, -87.7309265, 0.0)",41.9121695,-87.7309265,0.0
681,11243747.0,11243747/Biazar Group/Buy,Biazar Group,Buy,Fixed,,1713 N Keeler ,Chicago,IL,,10/12/2021,"$297,000",,1713 N Keeler  Chicago IL,1713 N Keeler  Chicago IL,"1713 N Keeler Ave, Chicago, IL 60639, USA","(41.9121695, -87.7309265, 0.0)",41.9121695,-87.7309265,0.0
682,11246929.0,11246929/Biazar Group/List,Biazar Group,List,Fixed,,8910 S Commercial ,Chicago,IL,,2/25/2022,"$1,030,000",,8910 S Commercial  Chicago IL,8910 S Commercial  Chicago IL,"8910 S Commercial Ave, Chicago, IL 60617, USA","(41.733249, -87.551709, 0.0)",41.733249,-87.551709,0.0
683,11257038.0,11257038/Biazar Group/List,Biazar Group,List,Fixed,,3532 N Lincoln C1,Chicago,IL,,1/27/2022,"$325,000",,3532 N Lincoln C1 Chicago IL,3532 N Lincoln C1 Chicago IL,"3532 N Lincoln Ave c1, Chicago, IL 60657, USA","(41.945972, -87.673363, 0.0)",41.945972,-87.673363,0.0
684,11257042.0,11257042/Biazar Group/List,Biazar Group,List,Fixed,,505 N Hermitage 2N,Chicago,IL,,1/31/2022,"$550,000",,505 N Hermitage 2N Chicago IL,505 N Hermitage 2N Chicago IL,"505 N Hermitage Ave #2n, Chicago, IL 60622, USA","(41.8910359, -87.67021779999999, 0.0)",41.8910359,-87.67021779999999,0.0
685,11268789.0,11268789/Biazar Group/List,Biazar Group,List,Fixed,,3043 W Washington 3,Chicago,IL,,1/6/2022,"$190,000",,3043 W Washington 3 Chicago IL,3043 W Washington 3 Chicago IL,"3043 W Washington Blvd #3, Chicago, IL 60612, USA","(41.8825276, -87.70287429999999, 0.0)",41.8825276,-87.70287429999999,0.0
686,11274498.0,11274498/Biazar Group/List,Biazar Group,List,Fixed,,1714-16 W Grand C1,Chicago,IL,,12/22/2021,"$298,000",,1714-16 W Grand C1 Chicago IL,1714-16 W Grand C1 Chicago IL,"1714 W Grand Ave c1, Chicago, IL 60622, USA","(41.8913532, -87.67005979999999, 0.0)",41.8913532,-87.67005979999999,0.0
687,11277925.0,11277925/Biazar Group/List,Biazar Group,List,Fixed,,2345 W Monroe 1E,Chicago,IL,,12/30/2021,"$430,000",,2345 W Monroe 1E Chicago IL,2345 W Monroe 1E Chicago IL,"2345 W Monroe St #1e, Chicago, IL 60612, USA","(41.8796316, -87.6856703, 0.0)",41.8796316,-87.6856703,0.0
688,11282797.0,11282797/Biazar Group/List,Biazar Group,List,Fixed,,117 S Bell 2N,Chicago,IL,,3/15/2022,"$429,000",,117 S Bell 2N Chicago IL,117 S Bell 2N Chicago IL,"117 S Bell Ave #2n, Chicago, IL 60612, USA","(41.879378, -87.682428, 0.0)",41.879378,-87.682428,0.0
689,11282901.0,11282901/Biazar Group/List,Biazar Group,List,Fixed,,2635 W Wellington ,Chicago,IL,,2/16/2022,"$1,070,000",,2635 W Wellington  Chicago IL,2635 W Wellington  Chicago IL,"2635 W Wellington Ave, Chicago, IL 60618, USA","(41.9356408, -87.69441479999999, 0.0)",41.9356408,-87.69441479999999,0.0
690,11282901.0,11282901/Biazar Group/Buy,Biazar Group,Buy,Fixed,,2635 W Wellington ,Chicago,IL,,2/16/2022,"$1,070,000",,2635 W Wellington  Chicago IL,2635 W Wellington  Chicago IL,"2635 W Wellington Ave, Chicago, IL 60618, USA","(41.9356408, -87.69441479999999, 0.0)",41.9356408,-87.69441479999999,0.0
691,11284307.0,11284307/Biazar Group/List,Biazar Group,List,Fixed,,2423 W Fullerton 4E,Chicago,IL,,2/28/2022,"$469,000",,2423 W Fullerton 4E Chicago IL,2423 W Fullerton 4E Chicago IL,"2423 W Fullerton Ave #4e, Chicago, IL 60647, USA","(41.9247277, -87.68847140000001, 0.0)",41.9247277,-87.68847140000001,0.0
692,11287236.0,11287236/Biazar Group/Buy,Biazar Group,Buy,Fixed,,2158 W GRAND 307,Chicago,IL,,12/14/2021,"$378,200",,2158 W GRAND 307 Chicago IL,2158 W GRAND 307 Chicago IL,"2158 W Grand Ave UNIT 307, Chicago, IL 60612, USA","(41.8909654, -87.6813959, 0.0)",41.8909654,-87.6813959,0.0
693,11291605.0,11291605/Biazar Group/List,Biazar Group,List,Fixed,,3249 W Hirsch 401,Chicago,IL,,2/14/2022,"$239,200",,3249 W Hirsch 401 Chicago IL,3249 W Hirsch 401 Chicago IL,"3249 W Hirsch St APT 401, Chicago, IL 60651, USA","(41.906198, -87.7087978, 0.0)",41.906198,-87.7087978,0.0
694,11294388.0,11294388/Biazar Group/List,Biazar Group,List,Fixed,,808 S Oakley 1W,Chicago,IL,,2/25/2022,"$500,000",,808 S Oakley 1W Chicago IL,808 S Oakley 1W Chicago IL,"808 S Oakley Blvd #1w, Chicago, IL 60612, USA","(41.8710358, -87.6840014, 0.0)",41.8710358,-87.6840014,0.0
695,11299449.0,11299449/Biazar Group/List,Biazar Group,List,Fixed,,1154 N Kedzie 302,Chicago,IL,,4/1/2022,"$256,000",,1154 N Kedzie 302 Chicago IL,1154 N Kedzie 302 Chicago IL,"1154 N Kedzie Ave APT 302, Chicago, IL 60651, USA","(41.9026046, -87.70714249999999, 0.0)",41.9026046,-87.70714249999999,0.0
696,11299483.0,11299483/Biazar Group/List,Biazar Group,List,Fixed,,5201 S Cornell 10F,Chicago,IL,,2/14/2022,"$125,000",,5201 S Cornell 10F Chicago IL,5201 S Cornell 10F Chicago IL,"5201 S Cornell Ave #10f, Chicago, IL 60615, USA","(41.800975, -87.5854957, 0.0)",41.800975,-87.5854957,0.0
697,11300825.0,11300825/Biazar Group/List,Biazar Group,List,Fixed,,117 S Bell 3N,Chicago,IL,,3/4/2022,"$439,000",,117 S Bell 3N Chicago IL,117 S Bell 3N Chicago IL,"117 S Bell Ave #3n, Chicago, IL 60612, USA","(41.879378, -87.682428, 0.0)",41.879378,-87.682428,0.0
698,11305893.0,11305893/Biazar Group/List,Biazar Group,List,Fixed,,852 N Western C1,Chicago,IL,,5/31/2022,"$550,000",,852 N Western C1 Chicago IL,852 N Western C1 Chicago IL,"852 N Western Ave c1, Chicago, IL 60622, USA","(41.8973263, -87.6872748, 0.0)",41.8973263,-87.6872748,0.0
699,11306132.0,11306132/Biazar Group/List,Biazar Group,List,Fixed,,117 S Bell 2S,Chicago,IL,,3/24/2022,"$429,000",,117 S Bell 2S Chicago IL,117 S Bell 2S Chicago IL,"117 S Bell Ave #2s, Chicago, IL 60612, USA","(41.879378, -87.682428, 0.0)",41.879378,-87.682428,0.0
700,11306150.0,11306150/Biazar Group/Buy,Biazar Group,Buy,Fixed,,1700 E 56th 2009,Chicago,IL,,2/28/2022,"$288,500",,1700 E 56th 2009 Chicago IL,1700 E 56th 2009 Chicago IL,"1700 E 56th St APT 2009, Chicago, IL 60637, USA","(41.7937806, -87.5832543, 0.0)",41.7937806,-87.5832543,0.0
701,11310186.0,11310186/Biazar Group/List,Biazar Group,List,Fixed,,2423 W Fullerton 2G,Chicago,IL,,3/15/2022,"$509,000",,2423 W Fullerton 2G Chicago IL,2423 W Fullerton 2G Chicago IL,"2423 W Fullerton Ave #2g, Chicago, IL 60647, USA","(41.9247277, -87.68847140000001, 0.0)",41.9247277,-87.68847140000001,0.0
702,11312067.0,11312067/Biazar Group/Buy,Biazar Group,Buy,Fixed,,8007 S Wentworth ,Chicago,IL,,4/13/2022,"$250,000",,8007 S Wentworth  Chicago IL,8007 S Wentworth  Chicago IL,"8007 S Wentworth Ave, Chicago, IL 60620, USA","(41.7488042, -87.62903039999999, 0.0)",41.7488042,-87.62903039999999,0.0
703,11312850.0,11312850/Biazar Group/Buy,Biazar Group,Buy,Fixed,,1516 N Western 4N,Chicago,IL,,2/25/2022,"$575,000",,1516 N Western 4N Chicago IL,1516 N Western 4N Chicago IL,"1516 N Western Ave #4n, Chicago, IL 60622, USA","(41.9090539, -87.6873766, 0.0)",41.9090539,-87.6873766,0.0
704,11315360.0,11315360/Biazar Group/List,Biazar Group,List,Fixed,,12725 S Saginaw ,Chicago,IL,,3/16/2022,"$169,900",,12725 S Saginaw  Chicago IL,12725 S Saginaw  Chicago IL,"12725 S Saginaw Ave, Chicago, IL 60633, USA","(41.6638936, -87.5577974, 0.0)",41.6638936,-87.5577974,0.0
705,11317436.0,11317436/Biazar Group/List,Biazar Group,List,Fixed,,2423 W Fullerton 4A,Chicago,IL,,4/6/2022,"$519,000",,2423 W Fullerton 4A Chicago IL,2423 W Fullerton 4A Chicago IL,"2423 W Fullerton Ave #4a, Chicago, IL 60647, USA","(41.9247277, -87.68847140000001, 0.0)",41.9247277,-87.68847140000001,0.0
706,11317479.0,11317479/Biazar Group/Buy,Biazar Group,Buy,Fixed,,2528 W Superior ,Chicago,IL,,4/26/2022,"$850,000",,2528 W Superior  Chicago IL,2528 W Superior  Chicago IL,"2528 W Superior St, Chicago, IL 60612, USA","(41.894972, -87.6904887, 0.0)",41.894972,-87.6904887,0.0
707,11318610.0,11318610/Biazar Group/List,Biazar Group,List,Fixed,,5827 W BERENICE ,Chicago,IL,,3/17/2022,"$489,000",,5827 W BERENICE  Chicago IL,5827 W BERENICE  Chicago IL,"5827 W Berenice Ave, Chicago, IL 60634, USA","(41.9501742, -87.7729168, 0.0)",41.9501742,-87.7729168,0.0
708,11322374.0,11322374/Biazar Group/List,Biazar Group,List,Fixed,,450 W Briar 8K,Chicago,IL,,3/31/2022,"$239,000",,450 W Briar 8K Chicago IL,450 W Briar 8K Chicago IL,"450 W Briar Pl #8k, Chicago, IL 60657, USA","(41.9390922, -87.6414238, 0.0)",41.9390922,-87.6414238,0.0
709,11325492.0,11325492/Biazar Group/List,Biazar Group,List,Fixed,,2423 W Fullerton 3E,Chicago,IL,,4/28/2022,"$439,000",,2423 W Fullerton 3E Chicago IL,2423 W Fullerton 3E Chicago IL,"2423 W Fullerton Ave #3e, Chicago, IL 60647, USA","(41.9247277, -87.68847140000001, 0.0)",41.9247277,-87.68847140000001,0.0
710,11326025.0,11326025/Biazar Group/List,Biazar Group,List,Fixed,,5617 S Sangamon ,Chicago,IL,,3/23/2022,"$219,000",,5617 S Sangamon  Chicago IL,5617 S Sangamon  Chicago IL,"5617 S Sangamon St, Chicago, IL 60621, USA","(41.7918963, -87.64849799999999, 0.0)",41.7918963,-87.64849799999999,0.0
711,11328445.0,11328445/Biazar Group/List,Biazar Group,List,Fixed,,2423 W Fullerton 2F,Chicago,IL,,4/27/2022,"$509,000",,2423 W Fullerton 2F Chicago IL,2423 W Fullerton 2F Chicago IL,"2423 W Fullerton Ave #2f, Chicago, IL 60647, USA","(41.9247277, -87.68847140000001, 0.0)",41.9247277,-87.68847140000001,0.0
712,11332012.0,11332012/Biazar Group/List,Biazar Group,List,Fixed,,2808 W Walton ,Chicago,IL,,4/15/2022,"$649,000",,2808 W Walton  Chicago IL,2808 W Walton  Chicago IL,"2808 W Walton St, Chicago, IL 60622, USA","(41.8982053, -87.69727809999999, 0.0)",41.8982053,-87.69727809999999,0.0
713,11340119.0,11340119/Biazar Group/List,Biazar Group,List,Fixed,,2423 W Fullerton 2C,Chicago,IL,,4/26/2022,"$459,000",,2423 W Fullerton 2C Chicago IL,2423 W Fullerton 2C Chicago IL,"2423 W Fullerton Ave #2c, Chicago, IL 60647, USA","(41.9247277, -87.68847140000001, 0.0)",41.9247277,-87.68847140000001,0.0
714,11340121.0,11340121/Biazar Group/List,Biazar Group,List,Fixed,,2423 W Fullerton 4C,Chicago,IL,,5/13/2022,"$509,000",,2423 W Fullerton 4C Chicago IL,2423 W Fullerton 4C Chicago IL,"2423 W Fullerton Ave #4c, Chicago, IL 60647, USA","(41.9247277, -87.68847140000001, 0.0)",41.9247277,-87.68847140000001,0.0
715,11340312.0,11340312/Biazar Group/List,Biazar Group,List,Fixed,,117 S Bell 3S,Chicago,IL,,3/18/2022,"$439,000",,117 S Bell 3S Chicago IL,117 S Bell 3S Chicago IL,"117 S Bell Ave #3s, Chicago, IL 60612, USA","(41.879378, -87.682428, 0.0)",41.879378,-87.682428,0.0
716,11343309.0,11343309/Biazar Group/List,Biazar Group,List,Fixed,,3576 W Wabansia ,Chicago,IL,,3/9/2022,"$242,000",,3576 W Wabansia  Chicago IL,3576 W Wabansia  Chicago IL,"3576 W Wabansia Ave, Chicago, IL 60647, USA","(41.9120367, -87.7163087, 0.0)",41.9120367,-87.7163087,0.0
717,11345618.0,11345618/Biazar Group/List,Biazar Group,List,Fixed,,1640 E 50TH 14B,Chicago,IL,,5/13/2022,"$302,500",,1640 E 50TH 14B Chicago IL,1640 E 50TH 14B Chicago IL,"1640 E 50th St #14b, Chicago, IL 60615, USA","(41.80461409999999, -87.5848769, 0.0)",41.80461409999999,-87.5848769,0.0
718,11346970.0,11346970/Biazar Group/List,Biazar Group,List,Fixed,,2423 W Fullerton 4B,Chicago,IL,,4/15/2022,"$439,000",,2423 W Fullerton 4B Chicago IL,2423 W Fullerton 4B Chicago IL,"2423 W Fullerton Ave #4b, Chicago, IL 60647, USA","(41.9247277, -87.68847140000001, 0.0)",41.9247277,-87.68847140000001,0.0
719,11347262.0,11347262/Biazar Group/List,Biazar Group,List,Fixed,,1364 W Huron ,Chicago,IL,,5/16/2022,"$1,177,555",,1364 W Huron  Chicago IL,1364 W Huron  Chicago IL,"1364 W Huron St, Chicago, IL 60642, USA","(41.8945133, -87.66198539999999, 0.0)",41.8945133,-87.66198539999999,0.0
720,11349295.0,11349295/Biazar Group/Buy,Biazar Group,Buy,Fixed,,720 W GORDON 4B,Chicago,IL,,4/29/2022,"$145,000",,720 W GORDON 4B Chicago IL,720 W GORDON 4B Chicago IL,"720 W Gordon Terrace #4b, Chicago, IL 60613, USA","(41.9582919, -87.64858819999999, 0.0)",41.9582919,-87.64858819999999,0.0
721,11353663.0,11353663/Biazar Group/List,Biazar Group,List,Fixed,,824 N Hermitage 3,Chicago,IL,,5/13/2022,"$612,500",,824 N Hermitage 3 Chicago IL,824 N Hermitage 3 Chicago IL,"824 N Hermitage Ave #3, Chicago, IL 60622, USA","(41.8967788, -87.6713012, 0.0)",41.8967788,-87.6713012,0.0
722,11354501.0,11354501/Biazar Group/List,Biazar Group,List,Fixed,,5335 N Lynch ,Chicago,IL,,4/22/2022,"$475,000",,5335 N Lynch  Chicago IL,5335 N Lynch  Chicago IL,"5335 N Lynch Ave, Chicago, IL 60630, USA","(41.9778925, -87.7650902, 0.0)",41.9778925,-87.7650902,0.0
723,11359977.0,11359977/Biazar Group/List,Biazar Group,List,Fixed,,117 S Bell 1N,Chicago,IL,,5/13/2022,"$459,000",,117 S Bell 1N Chicago IL,117 S Bell 1N Chicago IL,"117 S Bell Ave #1n, Chicago, IL 60612, USA","(41.879378, -87.682428, 0.0)",41.879378,-87.682428,0.0
724,11374404.0,11374404/Biazar Group/List,Biazar Group,List,Fixed,,433 N Ridgeway ,Chicago,IL,,6/2/2022,"$374,000",,433 N Ridgeway  Chicago IL,433 N Ridgeway  Chicago IL,"433 N Ridgeway Ave, Chicago, IL 60624, USA","(41.8891285, -87.7194555, 0.0)",41.8891285,-87.7194555,0.0
