,MLS#,Unique,Final Agent/Team,agent_type,TRD Notes,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,SOLD DATE,PRICE,URL,full_address,geo_address,loc,point,lat,lon,altitude
0,11297905.0,11297905/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,3021 N Southport Ave Unit 1B,Chicago,IL,60657.0,3/1/2022,"$765,000",https://www.redfin.com/IL/Chicago/3021-N-Southport-Ave-60657/unit-1B/home/26808916,3021 N Southport Ave Unit 1B Chicago IL,3021 N Southport Ave Unit 1B Chicago IL,"3021 N Southport Ave #1b, Chicago, IL 60657, USA","(41.9368193, -87.66330040000001, 0.0)",41.9368193,-87.66330040000001,0.0
1,11374165.0,11374165/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,6439 N Rockwell St Unit G,Chicago,IL,60645.0,6/3/2022,"$300,000",https://www.redfin.com/IL/Chicago/6439-N-Rockwell-St-60645/unit-G/home/13582248,6439 N Rockwell St Unit G Chicago IL,6439 N Rockwell St Unit G Chicago IL,"6439 N Rockwell St G, Chicago, IL 60645, USA","(41.998805, -87.69443509999999, 0.0)",41.998805,-87.69443509999999,0.0
2,11249075.0,11249075/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,3223 N Clifton Ave Unit 3N,Chicago,IL,60657.0,2/1/2022,"$565,000",https://www.redfin.com/IL/Chicago/3223-N-Clifton-Ave-60657/unit-3N/home/12556212,3223 N Clifton Ave Unit 3N Chicago IL,3223 N Clifton Ave Unit 3N Chicago IL,"3223 N Clifton Ave #3n, Chicago, IL 60657, USA","(41.9405925, -87.65742999999999, 0.0)",41.9405925,-87.65742999999999,0.0
3,11393006.0,11393006/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,4011 N Kenmore Ave #204,Chicago,IL,60613.0,6/3/2022,"$308,000",https://www.redfin.com/IL/Chicago/4011-N-Kenmore-Ave-60613/unit-204/home/13393788,4011 N Kenmore Ave #204 Chicago IL,4011 N Kenmore Ave #204 Chicago IL,"4011 N Kenmore Ave APT 204, Chicago, IL 60613, USA","(41.9552509, -87.6564053, 0.0)",41.9552509,-87.6564053,0.0
4,11392055.0,11392055/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,1929 N Howe St Unit 3E,Chicago,IL,60614.0,6/10/2022,"$255,000",https://www.redfin.com/IL/Chicago/1929-N-Howe-St-60614/unit-3E/home/13346033,1929 N Howe St Unit 3E Chicago IL,1929 N Howe St Unit 3E Chicago IL,"1929 N Howe St #3e, Chicago, IL 60614, USA","(41.9168771, -87.6445068, 0.0)",41.9168771,-87.6445068,0.0
5,11326881.0,11326881/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,431 W Eugenie St Unit 1H,Chicago,IL,60614.0,5/4/2022,"$1,000,000",https://www.redfin.com/IL/Chicago/431-W-Eugenie-St-60614/unit-1H/home/105289518,431 W Eugenie St Unit 1H Chicago IL,431 W Eugenie St Unit 1H Chicago IL,"431 W Eugenie St #1h, Chicago, IL 60614, USA","(41.9122925, -87.6401745, 0.0)",41.9122925,-87.6401745,0.0
6,11141001.0,11141001/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,1516 N Mohawk St Unit 2R,Chicago,IL,60610.0,9/8/2021,"$253,500",https://www.redfin.com/IL/Chicago/1516-N-Mohawk-St-60610/unit-2R/home/64225156,1516 N Mohawk St Unit 2R Chicago IL,1516 N Mohawk St Unit 2R Chicago IL,"1516 N Mohawk St #2r, Chicago, IL 60610, USA","(41.9097192, -87.6425041, 0.0)",41.9097192,-87.6425041,0.0
7,11361107.0,11361107/Alexandre Stoykov/Listing,Alexandre Stoykov,Listing,Clean,Condo/Co-op,845 N Kingsbury St #313,Chicago,IL,60610.0,6/6/2022,"$310,000",https://www.redfin.com/IL/Chicago/845-N-Kingsbury-St-60610/unit-313/home/26812064,845 N Kingsbury St #313 Chicago IL,845 N Kingsbury St #313 Chicago IL,"845 N Kingsbury St UNIT 313, Chicago, IL 60610, USA","(41.8985201, -87.6434185, 0.0)",41.8985201,-87.6434185,0.0
8,11283803.0,11283803/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,1103 W Wrightwood Ave #3,Chicago,IL,60614.0,3/3/2022,"$239,000",https://www.redfin.com/IL/Chicago/1103-W-Wrightwood-Ave-60614/unit-3/home/178667852,1103 W Wrightwood Ave #3 Chicago IL,1103 W Wrightwood Ave #3 Chicago IL,"1103 W Wrightwood Ave #3, Chicago, IL 60614, USA","(41.928694, -87.65639250000001, 0.0)",41.928694,-87.65639250000001,0.0
9,11427411.0,11427411/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,211 N Harbor Dr #2001,Chicago,IL,60601.0,6/9/2022,"$945,000",https://www.redfin.com/IL/Chicago/211-N-Harbor-Dr-60601/unit-2001/home/179804190,211 N Harbor Dr #2001 Chicago IL,211 N Harbor Dr #2001 Chicago IL,"211 N Harbor Dr #2001, Chicago, IL 60601, USA","(41.8864877, -87.6146074, 0.0)",41.8864877,-87.6146074,0.0
10,11275361.0,11275361/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,660 W Melrose St #3,Chicago,IL,60657.0,2/18/2022,"$1,465,000",https://www.redfin.com/IL/Chicago/660-W-Melrose-St-60657/unit-3/home/113097528,660 W Melrose St #3 Chicago IL,660 W Melrose St #3 Chicago IL,"660 W Melrose St #3, Chicago, IL 60657, USA","(41.9412764, -87.6468407, 0.0)",41.9412764,-87.6468407,0.0
11,11279982.0,11279982/Alexandre Stoykov/Listing,Alexandre Stoykov,Listing,Clean,Condo/Co-op,603 N Paulina St Unit 1N,Chicago,IL,60622.0,2/18/2022,"$475,000",https://www.redfin.com/IL/Chicago/603-N-Paulina-St-60622/unit-1N/home/12757718,603 N Paulina St Unit 1N Chicago IL,603 N Paulina St Unit 1N Chicago IL,"603 N Paulina St #1n, Chicago, IL 60622, USA","(41.8926003, -87.669406, 0.0)",41.8926003,-87.669406,0.0
12,11340887.0,11340887/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,600 N Dearborn St #1611,Chicago,IL,60654.0,6/3/2022,"$400,000",https://www.redfin.com/IL/Chicago/600-N-Dearborn-St-60654/unit-1611/home/12696326,600 N Dearborn St #1611 Chicago IL,600 N Dearborn St #1611 Chicago IL,"600 N Dearborn St APT 1611, Chicago, IL 60654, USA","(41.8926913, -87.6303181, 0.0)",41.8926913,-87.6303181,0.0
13,11133979.0,11133979/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,2439 N Clybourn Ave,Chicago,IL,60614.0,5/31/2022,"$1,065,000",https://www.redfin.com/IL/Chicago/2439-N-Clybourn-Ave-60614/Ph/home/175565194,2439 N Clybourn Ave Chicago IL,2439 N Clybourn Ave Chicago IL,"2439 N Clybourn Ave, Chicago, IL 60614, USA","(41.9261468, -87.6704656, 0.0)",41.9261468,-87.6704656,0.0
14,11332000.0,11332000/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Single Family Residential,3744 N Janssen Ave,Chicago,IL,60613.0,4/20/2022,"$2,435,000",https://www.redfin.com/IL/Chicago/3744-N-Janssen-Ave-60613/unit-2/home/13384807,3744 N Janssen Ave Chicago IL,3744 N Janssen Ave Chicago IL,"3744 N Janssen Ave, Chicago, IL 60613, USA","(41.9502271, -87.66558549999999, 0.0)",41.9502271,-87.66558549999999,0.0
15,11325155.0,11325155/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,2800 N Lake Shore Dr #2208,Chicago,IL,60657.0,4/28/2022,"$303,000",https://www.redfin.com/IL/Chicago/2800-N-Lake-Shore-Dr-60657/unit-2208/home/13370207,2800 N Lake Shore Dr #2208 Chicago IL,2800 N Lake Shore Dr #2208 Chicago IL,"2800 N Lake Shore Dr. Apt 2208, Chicago, IL 60657, USA","(41.9355516, -87.63489039999999, 0.0)",41.9355516,-87.63489039999999,0.0
16,11371454.0,11371454/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,6033 N Sheridan Rd Unit 26C,Chicago,IL,60660.0,5/31/2022,"$285,000",https://www.redfin.com/IL/Chicago/6033-N-Sheridan-Rd-60660/unit-26C/home/13411665,6033 N Sheridan Rd Unit 26C Chicago IL,6033 N Sheridan Rd Unit 26C Chicago IL,"6033 N Sheridan Rd #26c, Chicago, IL 60660, USA","(41.9920625, -87.65477589999999, 0.0)",41.9920625,-87.65477589999999,0.0
17,11317243.0,11317243/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,630 N State St #1506,Chicago,IL,60654.0,4/1/2022,"$482,500",https://www.redfin.com/IL/Chicago/630-N-State-St-60654/unit-1506/home/12737661,630 N State St #1506 Chicago IL,630 N State St #1506 Chicago IL,"630 N State St APT 1506, Chicago, IL 60654, USA","(41.8938009, -87.62836709999999, 0.0)",41.8938009,-87.62836709999999,0.0
18,11299754.0,11299754/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,1250 N Dearborn St Unit 14E,Chicago,IL,60610.0,3/30/2022,"$346,000",https://www.redfin.com/IL/Chicago/1250-N-Dearborn-St-60610/unit-14E/home/14111564,1250 N Dearborn St Unit 14E Chicago IL,1250 N Dearborn St Unit 14E Chicago IL,"1250 N Dearborn St #14e, Chicago, IL 60610, USA","(41.905462, -87.63026649999999, 0.0)",41.905462,-87.63026649999999,0.0
19,11346536.0,11346536/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,631 W Barry Ave Unit 2H,Chicago,IL,60657.0,6/15/2022,"$257,500",https://www.redfin.com/IL/Chicago/631-W-Barry-Ave-60657/unit-2H/home/13373046,631 W Barry Ave Unit 2H Chicago IL,631 W Barry Ave Unit 2H Chicago IL,"631 W Barry Ave #2h, Chicago, IL 60657, USA","(41.9377803, -87.6455907, 0.0)",41.9377803,-87.6455907,0.0
20,11367657.0,11367657/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,451 W Huron St #1210,Chicago,IL,60654.0,5/18/2022,"$347,500",https://www.redfin.com/IL/Chicago/451-W-Huron-St-60654/unit-1210/home/26794338,451 W Huron St #1210 Chicago IL,451 W Huron St #1210 Chicago IL,"451 W Huron St UNIT 1210, Chicago, IL 60654, USA","(41.8944726, -87.6404589, 0.0)",41.8944726,-87.6404589,0.0
21,11329897.0,11329897/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,111 W Maple St #2309,Chicago,IL,60610.0,6/7/2022,"$210,000",https://www.redfin.com/IL/Chicago/111-W-Maple-St-60610/unit-2309/home/12800718,111 W Maple St #2309 Chicago IL,111 W Maple St #2309 Chicago IL,"111 W Maple St APT 2309, Chicago, IL 60610, USA","(41.9013474, -87.6318344, 0.0)",41.9013474,-87.6318344,0.0
22,11068603.0,11068603/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,111 W Maple St #3003,Chicago,IL,60610.0,7/7/2021,"$400,000",https://www.redfin.com/IL/Chicago/111-W-Maple-St-60610/unit-3003/home/12791435,111 W Maple St #3003 Chicago IL,111 W Maple St #3003 Chicago IL,"111 W Maple St APT 3003, Chicago, IL 60610, USA","(41.9013474, -87.6318344, 0.0)",41.9013474,-87.6318344,0.0
23,11088534.0,11088534/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,2703 N Mildred Ave Unit 2B,Chicago,IL,60614.0,8/5/2021,"$370,000",https://www.redfin.com/IL/Chicago/2703-N-Mildred-Ave-60614/unit-2B/home/18935966,2703 N Mildred Ave Unit 2B Chicago IL,2703 N Mildred Ave Unit 2B Chicago IL,"2703 N Mildred Ave #2b, Chicago, IL 60614, USA","(41.931038, -87.651117, 0.0)",41.931038,-87.651117,0.0
24,11254400.0,11254400/Alexandre Stoykov/Listing,Alexandre Stoykov,Listing,Clean,Condo/Co-op,2754 N Hampden Ct #608,Chicago,IL,60614.0,2/14/2022,"$338,500",https://www.redfin.com/IL/Chicago/2754-N-Hampden-Ct-60614/unit-608/home/13368868,2754 N Hampden Ct #608 Chicago IL,2754 N Hampden Ct #608 Chicago IL,"2754 N Hampden Ct APT 608, Chicago, IL 60614, USA","(41.9321595, -87.6427602, 0.0)",41.9321595,-87.6427602,0.0
25,11260043.0,11260043/Alexandre Stoykov/Listing,Alexandre Stoykov,Listing,Clean,Single Family Residential,2830 N Racine Ave,Chicago,IL,60657.0,1/24/2022,"$1,350,000",https://www.redfin.com/IL/Chicago/2830-N-Racine-Ave-60657/home/13363727,2830 N Racine Ave Chicago IL,2830 N Racine Ave Chicago IL,"2830 N Racine Ave, Chicago, IL 60657, USA","(41.933477, -87.65900719999999, 0.0)",41.933477,-87.65900719999999,0.0
26,11217363.0,11217363/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,1626 N Orchard St Unit B,Chicago,IL,60614.0,1/5/2022,"$617,500",https://www.redfin.com/IL/Chicago/1626-N-Orchard-St-60614/unit-B/home/13346728,1626 N Orchard St Unit B Chicago IL,1626 N Orchard St Unit B Chicago IL,"1626 N Orchard St b, Chicago, IL 60614, USA","(41.9117984, -87.6462162, 0.0)",41.9117984,-87.6462162,0.0
27,11253219.0,11253219/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,3950 N Lake Shore Dr #308,Chicago,IL,60613.0,1/19/2022,"$99,000",https://www.redfin.com/IL/Chicago/3950-N-Lake-Shore-Dr-60613/unit-308/home/13381324,3950 N Lake Shore Dr #308 Chicago IL,3950 N Lake Shore Dr #308 Chicago IL,"3950 N Lake Shore Dr. APT 308, Chicago, IL 60613, USA","(41.9541371, -87.64593889999999, 0.0)",41.9541371,-87.64593889999999,0.0
28,11047943.0,11047943/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,233 E Erie St #1807,Chicago,IL,60611.0,7/15/2021,"$257,000",https://www.redfin.com/IL/Chicago/233-E-Erie-St-60611/unit-1807/home/14097911,233 E Erie St #1807 Chicago IL,233 E Erie St #1807 Chicago IL,"233 E Erie St APT 1807, Chicago, IL 60611, USA","(41.8940058, -87.6214522, 0.0)",41.8940058,-87.6214522,0.0
29,11287394.0,11287394/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,1000 N Kingsbury St #503,Chicago,IL,60610.0,1/31/2022,"$277,000",https://www.redfin.com/IL/Chicago/1000-N-Kingsbury-St-60610/unit-503/home/12673867,1000 N Kingsbury St #503 Chicago IL,1000 N Kingsbury St #503 Chicago IL,"1000 N Kingsbury St APT 503, Chicago, IL 60610, USA","(41.8989354, -87.644724, 0.0)",41.8989354,-87.644724,0.0
30,11235553.0,11235553/Alexandre Stoykov/Listing,Alexandre Stoykov,Listing,Clean,Condo/Co-op,7754 N Sheridan Rd #3,Chicago,IL,60626.0,1/13/2022,"$430,000",https://www.redfin.com/IL/Chicago/7754-N-Sheridan-Rd-60626/unit-3/home/177289558,7754 N Sheridan Rd #3 Chicago IL,7754 N Sheridan Rd #3 Chicago IL,"7754 N Sheridan Rd #3, Chicago, IL 60626, USA","(42.0227361, -87.6665673, 0.0)",42.0227361,-87.6665673,0.0
31,10974652.0,10974652/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,3950 N Lake Shore Dr #1104,Chicago,IL,60613.0,8/26/2021,"$95,000",https://www.redfin.com/IL/Chicago/3950-N-Lake-Shore-Dr-60613/unit-1104/home/13381332,3950 N Lake Shore Dr #1104 Chicago IL,3950 N Lake Shore Dr #1104 Chicago IL,"3950 N Lake Shore Dr. APT 1104, Chicago, IL 60613, USA","(41.9541371, -87.64593889999999, 0.0)",41.9541371,-87.64593889999999,0.0
32,11388546.0,11388546/Alexandre Stoykov/Listing,Alexandre Stoykov,Listing,Clean,Condo/Co-op,1348 W Diversey Pkwy #3,Chicago,IL,60614.0,5/27/2022,"$650,000",https://www.redfin.com/IL/Chicago/1348-W-Diversey-Pkwy-60614/unit-3/home/64226151,1348 W Diversey Pkwy #3 Chicago IL,1348 W Diversey Pkwy #3 Chicago IL,"1348 W Diversey Pkwy Apt 3, Chicago, IL 60614, USA","(41.9327562, -87.6631094, 0.0)",41.9327562,-87.6631094,0.0
33,11231879.0,11231879/Alexandre Stoykov/Listing,Alexandre Stoykov,Listing,Clean,Condo/Co-op,1629 S Prairie Ave #2602,Chicago,IL,60616.0,11/23/2021,"$499,900",https://www.redfin.com/IL/Chicago/1629-S-Prairie-Ave-60616/unit-2602/home/39573336,1629 S Prairie Ave #2602 Chicago IL,1629 S Prairie Ave #2602 Chicago IL,"1629 S Prairie Ave UNIT 2602, Chicago, IL 60616, USA","(41.8594665, -87.62038609999999, 0.0)",41.8594665,-87.62038609999999,0.0
34,11185977.0,11185977/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,1224 W Winona St Unit 1W,Chicago,IL,60640.0,11/5/2021,"$471,000",https://www.redfin.com/IL/Chicago/1224-W-Winona-St-60640/unit-1W/home/177052923,1224 W Winona St Unit 1W Chicago IL,1224 W Winona St Unit 1W Chicago IL,"1224 W Winona St #1w, Chicago, IL 60640, USA","(41.9756484, -87.6608488, 0.0)",41.9756484,-87.6608488,0.0
35,11218878.0,11218878/Alexandre Stoykov/Listing,Alexandre Stoykov,Listing,Clean,Condo/Co-op,511 W Division St #405,Chicago,IL,60610.0,10/20/2021,"$270,000",https://www.redfin.com/IL/Chicago/511-W-Division-St-60610/unit-405/home/13015441,511 W Division St #405 Chicago IL,511 W Division St #405 Chicago IL,"511 W Division St APT 405, Chicago, IL 60610, USA","(41.90356939999999, -87.6396903, 0.0)",41.90356939999999,-87.6396903,0.0
36,11016749.0,11016749/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,1741 N Orleans St Unit 4S,Chicago,IL,60614.0,7/30/2021,"$408,000",https://www.redfin.com/IL/Chicago/1741-N-Orleans-St-60614/unit-4S/home/26810292,1741 N Orleans St Unit 4S Chicago IL,1741 N Orleans St Unit 4S Chicago IL,"1741 N Orleans St #4s, Chicago, IL 60614, USA","(41.9140826, -87.637281, 0.0)",41.9140826,-87.637281,0.0
37,11399761.0,11399761/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,333 N Canal St #1502,Chicago,IL,60606.0,6/10/2022,"$368,000",https://www.redfin.com/IL/Chicago/333-N-Canal-St-60606/unit-1502/home/12648013,333 N Canal St #1502 Chicago IL,333 N Canal St #1502 Chicago IL,"333 N Canal St APT 1502, Chicago, IL 60606, USA","(41.88752789999999, -87.6395261, 0.0)",41.88752789999999,-87.6395261,0.0
38,11310750.0,11310750/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,411 S Sangamon St Unit 7A,Chicago,IL,60607.0,3/31/2022,"$375,000",https://www.redfin.com/IL/Chicago/411-S-Sangamon-St-60607/unit-7A/home/14089933,411 S Sangamon St Unit 7A Chicago IL,411 S Sangamon St Unit 7A Chicago IL,"411 S Sangamon St #7a, Chicago, IL 60607, USA","(41.876271, -87.6503714, 0.0)",41.876271,-87.6503714,0.0
39,11322155.0,11322155/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,1349 N Leavitt St Unit 1A,Chicago,IL,60622.0,4/12/2022,"$495,000",https://www.redfin.com/IL/Chicago/1349-N-Leavitt-St-60622/unit-1A/home/178272440,1349 N Leavitt St Unit 1A Chicago IL,1349 N Leavitt St Unit 1A Chicago IL,"1349 N Leavitt St #1a, Chicago, IL 60622, USA","(41.9063971, -87.6819107, 0.0)",41.9063971,-87.6819107,0.0
40,11260954.0,11260954/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,6145 N Sheridan Rd Unit 24D,Chicago,IL,60660.0,1/20/2022,"$319,000",https://www.redfin.com/IL/Chicago/6145-N-Sheridan-Rd-60660/unit-24D/home/13413842,6145 N Sheridan Rd Unit 24D Chicago IL,6145 N Sheridan Rd Unit 24D Chicago IL,"6145 N Sheridan Rd #24d, Chicago, IL 60660, USA","(41.9936374, -87.6552545, 0.0)",41.9936374,-87.6552545,0.0
41,11368374.0,11368374/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Single Family Residential,5425 S Latrobe Ave,Chicago,IL,60638.0,5/11/2022,"$291,000",https://www.redfin.com/IL/Chicago/5425-Latrobe-Ave-60638/home/14024148,5425 S Latrobe Ave Chicago IL,5425 S Latrobe Ave Chicago IL,"5425 Latrobe Ave, Chicago, IL 60638, USA","(41.7938747, -87.7535175, 0.0)",41.7938747,-87.7535175,0.0
42,11276279.0,11276279/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,2607 W Gunnison St #2,Chicago,IL,60625.0,2/2/2022,"$230,000",https://www.redfin.com/IL/Chicago/2607-W-Gunnison-St-60625/unit-2/home/12653273,2607 W Gunnison St #2 Chicago IL,2607 W Gunnison St #2 Chicago IL,"2607 W Gunnison St APT 2, Chicago, IL 60625, USA","(41.9695142, -87.69413949999999, 0.0)",41.9695142,-87.69413949999999,0.0
43,11270433.0,11270433/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,4220 N Whipple St Unit 1E,Chicago,IL,60618.0,6/8/2022,"$220,000",https://www.redfin.com/IL/Chicago/4220-N-Whipple-St-60618/unit-1E/home/145740105,4220 N Whipple St Unit 1E Chicago IL,4220 N Whipple St Unit 1E Chicago IL,"4220 N Whipple St #1e, Chicago, IL 60618, USA","(41.9583203, -87.7047721, 0.0)",41.9583203,-87.7047721,0.0
44,11086132.0,11086132/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,1938 N Francisco Ave Unit 3S,Chicago,IL,60647.0,7/1/2021,"$565,000",https://www.redfin.com/IL/Chicago/1938-N-Francisco-Ave-60647/unit-3S/home/171312463,1938 N Francisco Ave Unit 3S Chicago IL,1938 N Francisco Ave Unit 3S Chicago IL,"1938 N Francisco Ave #3s, Chicago, IL 60647, USA","(41.9167778, -87.6996137, 0.0)",41.9167778,-87.6996137,0.0
45,11240316.0,11240316/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,70 W Huron St #2403,Chicago,IL,60654.0,2/11/2022,"$259,000",https://www.redfin.com/IL/Chicago/70-W-Huron-St-60654/unit-2403/home/14101407,70 W Huron St #2403 Chicago IL,70 W Huron St #2403 Chicago IL,"70 W Huron St APT 2403, Chicago, IL 60654, USA","(41.8952545, -87.6308802, 0.0)",41.8952545,-87.6308802,0.0
46,11277838.0,11277838/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Condo/Co-op,1030 N State St Unit 8J,Chicago,IL,60610.0,2/17/2022,"$378,000",https://www.redfin.com/IL/Chicago/1030-N-State-St-60610/unit-8J/home/14110493,1030 N State St Unit 8J Chicago IL,1030 N State St Unit 8J Chicago IL,"1030 N State St #8j, Chicago, IL 60610, USA","(41.9015297, -87.62863689999999, 0.0)",41.9015297,-87.62863689999999,0.0
47,11123394.0,11123394/Alexandre Stoykov/Listing,Alexandre Stoykov,Listing,Clean,Condo/Co-op,2305 N Kimball Ave #2,Chicago,IL,60647.0,8/6/2021,"$257,000",https://www.redfin.com/IL/Chicago/2305-N-Kimball-Ave-60647/unit-2/home/12670430,2305 N Kimball Ave #2 Chicago IL,2305 N Kimball Ave #2 Chicago IL,"2305 N Kimball Ave APT 2, Chicago, IL 60647, USA","(41.9231496, -87.7118304, 0.0)",41.9231496,-87.7118304,0.0
48,11262315.0,11262315/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Multi-Family (2-4 Unit),3550 N Bell Ave,Chicago,IL,60618.0,12/10/2021,"$780,000",https://www.redfin.com/IL/Chicago/3550-N-Bell-Ave-60618/home/13388451,3550 N Bell Ave Chicago IL,3550 N Bell Ave Chicago IL,"3550 N Bell Ave, Chicago, IL 60618, USA","(41.9465374, -87.6847895, 0.0)",41.9465374,-87.6847895,0.0
49,11237225.0,11237225/Alexandre Stoykov/Listing,Alexandre Stoykov,Listing,Clean,Townhouse,2040 W Le Moyne St Unit C,Chicago,IL,60622.0,11/18/2021,"$640,000",https://www.redfin.com/IL/Chicago/2040-W-Le-Moyne-St-60622/unit-C/home/12697939,2040 W Le Moyne St Unit C Chicago IL,2040 W Le Moyne St Unit C Chicago IL,"2040 W Le Moyne St APT C, Chicago, IL 60622, USA","(41.90854849999999, -87.6790683, 0.0)",41.90854849999999,-87.6790683,0.0
50,11062043.0,11062043/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Multi-Family (2-4 Unit),2227 N Clybourn Ave,Chicago,IL,60614.0,7/15/2021,"$825,000",https://www.redfin.com/IL/Chicago/2227-N-Clybourn-Ave-60614/home/12716500,2227 N Clybourn Ave Chicago IL,2227 N Clybourn Ave Chicago IL,"2227 N Clybourn Ave, Chicago, IL 60614, USA","(41.9222501, -87.6649618, 0.0)",41.9222501,-87.6649618,0.0
51,11405947.0,11405947/Alexandre Stoykov/Listing,Alexandre Stoykov,Listing,Clean,Townhouse,434 W Armitage Ave Unit C,Chicago,IL,60614.0,5/16/2022,"$900,000",https://www.redfin.com/IL/Chicago/434-W-Armitage-Ave-60614/unit-C/home/13349390,434 W Armitage Ave Unit C Chicago IL,434 W Armitage Ave Unit C Chicago IL,"434 W Armitage Ave UNIT C, Chicago, IL 60614, USA","(41.9194951, -87.63954299999999, 0.0)",41.9194951,-87.63954299999999,0.0
52,11405947.0,11405947/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Townhouse,434 W Armitage Ave Unit C,Chicago,IL,60614.0,5/16/2022,"$900,000",https://www.redfin.com/IL/Chicago/434-W-Armitage-Ave-60614/unit-C/home/13349390,434 W Armitage Ave Unit C Chicago IL,434 W Armitage Ave Unit C Chicago IL,"434 W Armitage Ave UNIT C, Chicago, IL 60614, USA","(41.9194951, -87.63954299999999, 0.0)",41.9194951,-87.63954299999999,0.0
53,11317174.0,11317174/Alexandre Stoykov/Listing,Alexandre Stoykov,Listing,Clean,Multi-Family (2-4 Unit),7514 N Winchester Ave,Chicago,IL,60626.0,3/25/2022,"$505,000",https://www.redfin.com/IL/Chicago/7514-N-Winchester-Ave-60626/home/13572827,7514 N Winchester Ave Chicago IL,7514 N Winchester Ave Chicago IL,"7514 N Winchester Ave, Chicago, IL 60626, USA","(42.0184354, -87.6793251, 0.0)",42.0184354,-87.6793251,0.0
54,11254404.0,11254404/Alexandre Stoykov/Buyers,Alexandre Stoykov,Buyers,Clean,Townhouse,2429 N Clybourn Ave Unit A,Chicago,IL,60614.0,2/22/2022,"$549,300",https://www.redfin.com/IL/Chicago/2429-N-Clybourn-Ave-60614/unit-A/home/12753584,2429 N Clybourn Ave Unit A Chicago IL,2429 N Clybourn Ave Unit A Chicago IL,"2429 N Clybourn Ave a, Chicago, IL 60614, USA","(41.92611, -87.67004519999999, 0.0)",41.92611,-87.67004519999999,0.0
